,dates,usa_CA_0201-0000,usa_CA_0201-0001,usa_CA_0201-0002,usa_CA_0201-0003,usa_CA_0201-0004,usa_CA_0201-0005,usa_CA_0201-0006,usa_CA_0201-0007,usa_CA_0201-0008,usa_CA_0201-0009,usa_CA_0201-0010
0,1984-05-02 18:13:15+00:00,348.70678196455754,,,,217.06795269758638,236.0226245066708,249.96030210594938,225.86603624110023,,,224.89990815483466
1,1984-09-07 18:16:09+00:00,361.13281955273584,321.4019733900365,262.599401653746,265.54889149860344,253.29370971080672,258.9428511533218,266.7157018091904,254.09136844525554,239.2036852472557,225.5430277836862,240.9964350038469
2,1984-09-23 18:16:11+00:00,352.1374222318276,295.26277784575745,267.3105842428528,266.49238170891846,250.19343485713625,255.78960512216207,254.36627708789223,238.68244985289454,216.259356843349,214.65876657434166,226.89383652675204
3,1984-10-25 18:16:05+00:00,360.39405820541157,307.451417354685,268.14114007159935,278.2867696834303,269.4865387685059,265.9927990004895,264.33823675108795,252.94386844599543,237.38180874098683,224.51713495984902,244.3658942377602
4,1985-04-19 18:16:20+00:00,350.291619127877,273.59951510149904,253.88830164356034,259.59895819386907,243.76770298302245,248.12361379344773,257.9346739565273,246.30052893795124,242.72581679120606,218.63971532974998,230.73921305106765
5,1985-10-28 18:14:51+00:00,355.8015034913297,314.86316724269153,295.2152708987954,300.99796696522657,279.5805043878865,284.0825244973675,280.67772267101,274.15609715668603,269.2316917844568,255.3616185104707,269.6647905312362
6,1986-03-21 18:12:01+00:00,349.24091255402556,,193.7336085466106,197.7892942810865,201.9000167203121,200.8621276415667,204.1473413402443,197.7752805734786,189.29375444417053,191.42916384989175,225.29854381709654
7,1986-05-08 18:10:55+00:00,358.0228322202393,288.0535650339051,217.30137450722245,226.18139630837683,220.11238167383652,208.8220720836142,200.62075323657547,177.51267959017903,186.67884265470855,210.7504742498491,227.93387423279657
8,1986-06-09 18:10:00+00:00,352.7020913407754,276.60004601066163,220.0474851387252,229.24424960988176,212.0208982798334,210.31193456555997,203.2980831901705,200.02985098443557,207.474047390561,213.63275533057384,223.24729437665576
9,1986-07-11 18:08:57+00:00,366.4181877147203,308.30668863287195,244.7039635374755,234.74706006048254,229.0355650398594,228.60879420535989,209.25118366640558,209.06420897987678,212.7055895242999,223.8145576716774,246.0958288520566
