,dates,usa_HI_0024-0000,usa_HI_0024-0001,usa_HI_0024-0002,usa_HI_0024-0003,usa_HI_0024-0004,usa_HI_0024-0005,usa_HI_0024-0006,usa_HI_0024-0007,usa_HI_0024-0008,usa_HI_0024-0009,usa_HI_0024-0010,usa_HI_0024-0011,usa_HI_0024-0012,usa_HI_0024-0013,usa_HI_0024-0014
0,1990-09-11 20:20:05+00:00,190.92809012428285,173.57598170601588,171.81764196440832,167.88170768019134,198.8569617405919,185.34515295652878,155.5813624845684,159.82011977695743,167.59152874757206,,,,,,
1,1991-10-09 20:18:07+00:00,197.31637740217462,187.28976304961685,188.8624454850553,173.34923482828276,195.95348183647712,190.9232736921321,165.50772515541223,172.0863821989723,181.5324527169012,189.1526423016214,188.25099960320688,191.02390181872357,185.39051884353273,187.94705531832383,203.64494074428669
2,1991-12-12 20:18:31+00:00,190.0036526685612,177.7485016318881,178.6867764229658,175.8700861035798,182.7929786363105,179.61357756656548,164.80782062709537,161.86031724467125,175.96818651577345,175.65156913958577,173.9342391348547,180.09104825981004,177.0310464697792,184.97997560005308,228.17463914742424
3,1999-07-03 20:46:48+00:00,210.02220680404994,188.67723578645942,192.92668634375494,182.1648358569775,201.13405865011055,205.99025880420663,181.61911308243856,182.97585518716045,199.79652278800654,185.26247888196045,191.15539787556963,189.91453339113883,197.08706890902184,195.61799461714153,239.90506914346471
4,1999-07-10 20:53:01+00:00,,,,,,,,,,,,,,,
5,1999-07-26 20:53:05+00:00,,,,,,,,,,,,,,,
6,1999-08-11 20:53:07+00:00,,,,,,,,,,,,,,,
7,1999-08-20 20:46:55+00:00,196.56265185532376,183.26294621575042,187.28025820171118,183.29479942658887,218.0706138338127,206.28783223137944,171.09055855674964,171.9330395350278,186.88764180716743,191.61095605351778,189.93130009048315,189.36831179524225,192.46955098674133,189.39127459268582,267.21870568321077
8,1999-10-14 20:53:13+00:00,192.1876197438368,180.23269653602992,183.74384486283478,175.27806383851143,194.09972684850462,191.49831505288358,164.72640061435771,171.0622965851386,182.7642505842831,182.39090449261778,191.89749120393964,184.11494640724842,181.52499991753766,189.45800378735768,242.69081449055142
9,1999-10-30 20:53:07+00:00,196.43212031609923,183.55660210057658,190.5023188400444,,,,,,,,,,,,
10,1999-11-15 20:53:07+00:00,198.6634878674551,192.58232210883526,200.0642663524899,187.54853250664036,197.33965490853376,196.97289879593558,177.27997930807618,179.6437368153638,188.17621990351216,194.33786824641794,199.47438914017428,194.36195750668827,191.90379792745117,197.3862755883299,266.3194333671425
11,1999-11-24 20:46:49+00:00,,,,,,,,,,,,,,,
12,1999-12-17 20:53:11+00:00,196.44937288909884,184.40029010329656,192.02775807684858,183.32598394905648,202.93589776572648,200.43931111203062,173.39334066240883,171.7392005672862,196.74138003838414,189.49686715279424,192.06998934308373,189.31338662687708,183.77124635551485,192.56327533706624,242.05316585532702
13,2000-01-02 20:53:03+00:00,188.67769857979997,188.2444255787537,193.5659301011811,178.48431952725915,196.4404661209817,199.25203339926148,169.93233577397638,172.31601072899988,189.97650436537245,188.67058486280192,192.23564680642784,193.89665605235675,182.9372386547542,190.49674455478174,
14,2000-02-12 20:46:47+00:00,194.55551438047783,189.6908190689614,193.4948904970656,173.62023979679032,188.08075600291917,188.27209986795802,165.78318976273346,172.56586111528082,184.7945278115111,183.8774343024583,194.02976537441208,192.96352770197797,182.11757901669785,190.66215726825772,240.4310989463352
15,2000-02-28 20:46:42+00:00,189.42294357383054,183.12763184007943,186.63065331931742,170.81331881199654,197.5793884221488,196.68744150015473,171.64800624273474,170.78286955378346,183.00011439821958,180.1802340006801,189.33174395448884,192.8778133131853,189.9923191066107,187.43328244160858,240.94839955934017
16,2000-03-06 20:52:49+00:00,194.15178159811197,186.42525193760076,197.80927891626965,178.8030336497567,204.98327824425118,204.1856377507848,182.28743880265168,170.70121536042973,188.05478603148666,186.2664765970576,191.70970327132864,200.83470649526984,189.47668535126743,193.68786372214228,239.57793440744447
17,2000-03-22 20:52:50+00:00,191.9732609754018,184.7028272718026,193.04364232588554,176.28845526710776,200.11215656206596,201.64305060542029,169.52629767346565,173.78172774528846,192.3901346759003,182.8840314126381,186.44922358245694,195.2014117105601,188.06046457609838,190.88647010915574,237.543443317934
18,2000-04-07 20:52:39+00:00,188.96257811532388,183.6185753531453,199.3415081803736,176.8955042493776,198.3716971580713,198.00877776789488,178.56841132339414,182.47652073622768,197.81949720022268,185.08778784759173,191.69321900912138,194.60339905599068,188.43408251809734,189.2614871178305,236.2064777588659
19,2000-05-18 20:46:08+00:00,,,,,,,,,,,,,,,
20,2000-06-03 20:45:56+00:00,209.8088398470468,181.42659920383338,201.49017909755722,186.76948607502555,203.83098160576748,203.45499394070146,192.22072248637,196.7548425874561,205.50137300281904,184.1139853163585,191.27490394025088,199.91556753786256,191.5346551921257,194.66962890124128,224.9054726409613
21,2000-07-05 20:45:39+00:00,194.91958662685184,,,,,,171.963056595559,175.7396714895946,196.59121318289195,183.06973320220317,182.39026965100672,188.24860996728387,188.76359972539882,186.96331614430622,241.06287343396392
22,2000-07-28 20:51:26+00:00,,,,,,,,,,,,,,,
23,2000-08-06 20:45:09+00:00,193.52840257184332,185.7803861524574,183.275944431779,177.2505532957515,207.92242666896905,202.89975626732638,173.26510689381752,167.15236513576272,189.29320040145737,191.18669705735752,192.4600745908317,185.8429386157605,182.4785343375897,192.33925090071511,243.62710972068643
