,dates,usa_HI_0024-0000,usa_HI_0024-0001,usa_HI_0024-0002,usa_HI_0024-0003,usa_HI_0024-0004,usa_HI_0024-0005,usa_HI_0024-0006,usa_HI_0024-0007,usa_HI_0024-0008,usa_HI_0024-0009,usa_HI_0024-0010,usa_HI_0024-0011,usa_HI_0024-0012,usa_HI_0024-0013,usa_HI_0024-0014
0,1990-09-11 20:20:05+00:00,185.3032828506465,170.1145618453166,166.19283469077197,160.38196464867622,189.85727010277378,174.0955384092561,148.08161945305326,155.32027395804835,165.34160583811752,,,,,,
1,1991-10-09 20:18:07+00:00,198.73267950301573,188.16133357321138,190.2787475858964,175.23763762940422,198.21956519782287,193.7558778938143,167.3961279565337,173.21942387964518,182.09897355723763,190.41157750236903,188.76601854896728,191.73205286914413,186.26208936712726,189.20599051907146,204.90387594503432
2,1991-12-12 20:18:31+00:00,189.2822676856655,177.30457241164459,177.9653914400701,174.90823945971889,181.63876266367737,178.17080760077408,163.84597398323444,161.2832092583547,175.67963252261518,175.01033804367847,173.67191732289263,179.7303557683622,176.58711724953568,184.33874450414578,227.53340805151694
3,1999-07-03 20:46:48+00:00,215.5386891052138,192.07199412563716,198.44316864491879,189.52014559186262,209.9604303319727,217.02322340653433,188.97442281732367,187.38904102809153,202.00311570847208,190.1660187052172,193.1613914396292,192.67277454172074,200.48182724819958,200.52153444039828,244.80860896672147
4,1999-07-10 20:53:01+00:00,,,,,,,,,,,,,,,
5,1999-07-26 20:53:05+00:00,,,,,,,,,,,,,,,
6,1999-08-11 20:53:07+00:00,,,,,,,,,,,,,,,
7,1999-08-20 20:46:55+00:00,192.2620697012215,180.61643412091826,182.9796760476089,177.56068988778583,211.18968238724904,197.68666792317487,165.3564490179466,168.49257381174598,185.16740894552652,187.78821636098243,188.36745203444596,187.2180207181911,189.82303889190916,185.56853490015047,263.3959659906754
8,1999-10-14 20:53:13+00:00,191.56458700173522,179.84929177165972,183.1208121207332,174.44735351570932,193.1028744611421,190.25224956868044,163.8956902915556,170.56387039145733,182.51503748744247,181.8370976107497,191.67093384317542,183.80343003619765,181.14159515316746,188.9041969054896,242.13700760868335
9,1999-10-30 20:53:07+00:00,192.28556691532384,181.00487693086865,186.35576543926902,,,,,,,,,,,,
10,1999-11-15 20:53:07+00:00,195.40786995028105,190.57886492903583,196.80864843531586,183.20770861707496,192.13066624105528,190.46166296158748,172.93915541851078,177.03924248162457,186.87397273664254,191.44398565337434,198.2905280793837,192.73414854810125,189.90034074765174,194.4923929952863,263.4255507740989
11,1999-11-24 20:46:49+00:00,,,,,,,,,,,,,,,
12,1999-12-17 20:53:11+00:00,193.28238690263925,182.45137565009065,188.860772090389,179.10333596711035,197.86872018739112,194.10533913911144,169.1706926804627,169.2056117781185,195.4745856438003,186.68176849816348,190.91835807528025,187.72989363364727,181.82233190230895,189.74817668243548,239.23806720069626
13,2000-01-02 20:53:03+00:00,187.72162369359035,187.6560718026247,192.60985521497147,177.209553012313,194.91074630304632,197.33988362684227,168.65756925903023,171.5511508200322,189.5940744108886,187.82074051950448,191.88798321144253,193.41861860925195,182.3488848786252,189.6469002114843,
14,2000-02-12 20:46:47+00:00,197.04097716032769,191.22033462579208,195.98035327691545,176.93419016992345,192.05749645067897,193.24302542765776,169.0971401358666,174.5542313391607,185.78871292345104,186.08673455121374,194.9335700216302,194.2062590919029,183.64709457352853,192.87145751701314,242.64039919509062
15,2000-02-28 20:46:42+00:00,191.1309585672796,184.17871798989424,188.3386683127665,173.0906721365953,200.3122124116673,200.10347148705287,173.9253595673335,172.14928154854272,183.6833203955992,181.6984695504126,189.95284031574306,193.73182080990983,191.0434052564255,188.9515179913411,242.46663510907268
16,2000-03-06 20:52:49+00:00,196.88746948465138,188.10875217547118,200.54496680280906,182.45061749847594,209.36037886271424,209.6570135238636,185.9350226513709,172.88976566966124,189.14906118610241,188.6981991628704,192.70449886643388,202.20255043853956,191.16018558913785,196.1195862879551,242.00965697325728
