,dates,per0204-0000,per0204-0001,per0204-0002,per0204-0003,per0204-0004,per0204-0005,per0204-0006,per0204-0007,per0204-0008,per0204-0009,per0204-0010,per0204-0011,per0204-0012,per0204-0013,per0204-0014,per0204-0015,per0204-0016,per0204-0017,per0204-0018,per0204-0019,per0204-0020,per0204-0021,per0204-0022,per0204-0023,per0204-0024,per0204-0025,per0204-0026,per0204-0027,per0204-0028,per0204-0029,per0204-0030,per0204-0031,per0204-0032,per0204-0033,per0204-0034,per0204-0035,per0204-0036,per0204-0037,per0204-0038,per0204-0039,per0204-0040,per0204-0041,per0204-0042,per0204-0043,per0204-0044,per0204-0045,per0204-0046,per0204-0047,per0204-0048,per0204-0049,per0204-0050,per0204-0051,per0204-0052,per0204-0053,per0204-0054
0,1984-05-08 14:32:57+00:00,111.04778903894079,111.04880068375877,108.2658409365516,114.57938252558623,100.68171048975742,117.43496095901989,111.86294767098094,115.18680261919093,115.89475390578147,113.26051836348975,111.30720493760093,117.21298249419293,123.35065977233666,136.23347598666098,131.74747297715197,138.31022880626534,145.3543668141083,147.68754022236118,132.4599598286074,132.3917420740625,140.14107135337446,139.83715942153873,133.0970217432971,136.81772087677587,135.00463501758787,135.74284537494674,135.3110208943328,142.73729268193077,137.51576120896067,160.07899279949487,152.23264369170465,146.36580163807548,149.90714377613978,150.13945439623234,155.8120232889358,160.67066504704172,164.4379979440905,139.61984869206594,138.76651320859963,160.8371584883929,183.83110665709154,153.94151670228544,141.46822542688227,161.43090280528818,195.29144440932492,174.54989173817134,179.2911871169726,190.58823369195326,177.73568432181668,195.53579863078926,191.17004621791102,184.1726081515851,195.55814753525289,204.23430086381669,196.41116448277438
1,1984-12-02 14:35:30+00:00,120.29729323662053,115.4078131809377,111.0186346684637,120.99842385911623,107.70531141517893,113.22890399192825,130.226061581292,117.1153663622726,101.45272236798401,118.39006128717095,118.85030190358498,130.94906197926386,160.10829458139077,152.40847922639244,130.318831509366,147.55073729336823,167.7819202636138,158.75863922456625,155.83653691743996,159.86342214573972,171.15211376109238,152.01441946263026,159.2560009483618,156.3502519935622,165.1648366835462,171.80440258671504,149.94543112506688,146.65363087052413,150.13946015132132,173.42684974344758,186.0178128507643,183.89834512384692,155.3352847905281,147.1521871897791,174.43604045875912,176.28359613002914,168.06341641638278,155.1629086622163,175.97392238013703,186.4156660771605,188.08285598073383,176.93418394523204,168.49985261211927,200.8035774496183,169.57772115219004,184.4053963937838,190.39724658522763,196.75722323406055,194.09465204451982,207.91360999021873,206.13655525034602,207.72961009115306,222.17995942182657,210.29940382180345,218.46006570972122
2,1985-01-03 14:35:49+00:00,150.5478408448621,146.25257322215037,132.5932798237302,118.97178307861103,125.76267838143724,109.4187557880524,129.4716286629848,155.6676503827847,142.3232231333808,110.55947856568665,124.3029044148275,155.14336261536775,195.04886646874718,169.81049466460442,145.79017235947694,173.1364120735337,178.71361004150953,170.26347624573833,174.7162823540946,187.73852381742608,185.82911425742856,172.55443966580634,159.01921623930076,170.37391930121498,170.65464559968396,194.75216103838665,154.0694566986017,136.652340096196,159.9353947670134,213.39063747498588,190.72094628727086,198.9263397606388,175.74103565104033,168.76701198936024,200.33839138294547,170.7115169168011,170.36261946062467,,196.3631951145176,184.84267994188988,206.40345688644953,179.24538224097418,171.4829039682589,193.08410802094616,182.9135937111575,200.99902272833327,198.2207639436887,211.70403914654662,209.0095750534428,226.02862824335762,214.25414908991877,220.3661794232826,236.98705611471792,240.51726233062618,234.54288836892235
3,1985-03-24 14:35:57+00:00,133.18275038443542,127.34138962329237,116.29660709821826,112.312510654723,103.25051466067836,114.45569252148027,117.23569824844998,99.95172354638777,110.22434773725813,110.59114636396787,100.71643601862337,122.74169891921898,154.3828626425006,158.73280731933318,146.47610861179305,138.73464267016513,152.30282624379663,147.76628340223402,145.1267455744956,146.3882113032214,145.11153861404875,167.97907217082513,159.53438760297493,151.29792211413726,136.85504857144906,,150.8171924492643,159.92743059579118,141.01189220141373,137.16539719404972,157.43446988605666,162.49860447840717,150.92247811554773,169.6590431055364,157.7982593632947,143.09184589653503,168.54411263503746,145.39413088516446,169.30458290609016,167.30594428707948,175.34152252340579,179.8146696759382,170.75243459543213,151.3965980555406,164.73853138334917,176.9043182186925,188.99968082013223,173.11934679155002,184.36728016222958,176.03941211929356,198.42783704463668,202.78815672592233,192.12587132132353,197.91519364136533,209.51206720584378
4,1985-04-09 14:35:54+00:00,111.15918840608296,119.46807927540097,114.3672591839715,111.49525435331356,102.61969158611672,106.54774949578395,104.32867633939412,112.79958514684205,110.74084040453178,109.6917851840624,105.88993257915698,120.03457755425839,133.61092375671845,141.75678550396964,151.7544747757422,143.6565722146229,139.85387067761033,143.83072847687194,138.49088908293584,134.58422930619918,141.95565421266923,141.5789168515471,144.09288348280947,135.19585829819454,141.79337933844585,,131.50620319575884,147.08080824650443,147.95761460726482,141.63417525644502,139.44767206880954,140.0777772257868,148.42947723326046,152.24997049742097,155.4892453828287,150.63164544064512,153.76648260110397,160.59671728652307,153.8770591449807,165.1093022364603,161.79390924008624,168.88085082929416,176.65251840875152,155.34166308996743,146.61953139197857,164.4874049270054,180.06964128816293,185.34635829416513,174.5358658093476,171.76189989469844,178.6140112746714,199.41731772007836,191.20269126822734,184.74919676210595,207.19449053446817
5,1987-11-09 14:33:31+00:00,116.28761891503754,108.91247873848039,107.97464013033871,139.3306004896739,138.53991550776612,140.3549986383955,135.4012451201784,135.48388712927584,134.7357219686353,124.97500048963464,129.68587110130505,148.70222920902285,153.87249663778758,154.6844989124529,141.216959237479,152.98788865560925,177.95270331961518,170.06897725024265,160.3664761892243,169.62042810154898,154.85068307617394,155.96938448686953,167.50558274190416,167.6995354958643,175.16927261415995,178.34728294350708,174.28585181307614,175.68319765999243,144.71459263987376,127.58315400490699,159.79178806040744,191.83882692257254,180.5804389811521,184.50710617182273,165.61586946662015,161.09005647920543,171.28298768634846,171.94101950553733,168.3645312417301,182.1709220761651,178.90853291812311,189.31308754997752,190.86636642436457,183.96745111842174,167.86551996038136,175.3744193032901,198.78598446947086,185.0183621853883,185.54406740054046,180.45163390415172,190.99784277135956,192.05133546961196,202.53885304599203,195.79340422428004,203.85484823758708
6,1987-12-11 14:34:02+00:00,127.41992418771167,107.48190588292641,94.35748789679764,138.40699867353666,155.37503770031623,121.82365104966166,131.09562038620857,157.59879915825258,147.4170525299423,124.63634406608983,120.343038575383,141.07867279861307,152.3909971540668,142.01108109677025,153.86546613755888,178.3967576562937,196.9609769646798,188.8545009700221,169.76245577530688,179.69537949326894,165.22938003255086,149.01645347887234,136.26881018325415,161.6530636744049,182.51931564366689,185.65800161408472,190.11313420735874,185.5418192716586,172.02517381295883,136.87950830688564,138.26989232604615,191.00790987534037,207.5446311121559,188.13494603518583,143.33004435514312,148.05675755924563,184.98286685300164,195.51699184749225,189.34956441586536,160.08851257518322,193.56526245196272,193.38029230496903,175.45285060832737,198.57775701103668,155.3024215991077,167.8828739357371,208.97707951508838,181.74540274545222,195.599498986088,193.1462109692086,214.4053471917377,201.93916768853322,202.66752961120852,202.0347374922178,218.6693554427111
7,1988-03-16 14:35:30+00:00,145.33305080418182,141.35217281614607,132.42218274831095,130.61449974382649,125.98339436317781,121.00868722031527,129.6329966155235,131.52907550114978,132.06625635484082,143.218320832095,,160.5913864782277,147.91205739013645,152.96273330364295,164.85407113182714,188.3616480506403,193.48341442778224,182.254532749936,177.1267087529307,178.32416851755926,180.81784089397686,169.1071291440296,158.2594046475429,147.12512408247613,156.57420357035238,177.2332029004473,175.64280687230902,183.37363961695254,181.8340054619174,179.95824096994573,,173.8272016940433,178.03092130878753,192.86021724173168,,160.6105692339408,152.28507357641996,173.8049644026069,183.60502982566618,189.17458844507064,187.1936891277304,196.282525879665,192.26527825660446,164.83492062951098,181.72176766584062,191.02895963861647,193.70853400084758,199.85987389950458,197.26606416844274,198.52792357796474,199.1632252873199,215.1684553715349,216.85539182102977,212.92439443672401,218.59738179955016
8,1988-04-01 14:35:37+00:00,106.61977231639332,110.11896873717205,110.96753535223259,107.48446683254977,120.10500827157986,111.81737918511757,99.60573840142784,103.46006432123153,119.20913273015786,127.63289341347216,122.60512984556159,124.8991756190254,128.93788850071869,131.2492051925969,152.46048836899308,172.4475038236999,164.06494099395522,152.66161304216087,161.05091188906692,161.18395767078624,149.13743003560376,147.075737706586,132.09170721309323,142.65466766104183,156.2341941760056,165.8776040613255,145.45135601934476,157.03721663203657,157.91444716155132,147.66232228542265,133.77476096512402,151.0843390896324,177.27993250247457,183.62393252149994,151.03855466038345,128.02092863032487,145.38879579980272,173.00122494825735,163.6470240327397,154.61336652525273,180.0453254295744,146.5438703378709,144.31958477072948,168.7023863607622,165.44499897920838,170.87715656230995,189.16595886953937,153.80702850758777,161.26647928195104,,,,,,
9,1988-04-17 14:35:41+00:00,121.84541726597959,122.93031643536361,128.51725913164745,124.33588510625604,119.59834980532942,122.65243868382711,108.62290257098171,102.84159134414055,115.70892571004829,135.2859618604371,141.6710383405794,130.89835820161943,127.52739845536273,136.90201510956103,168.30619817633257,179.03289891823403,165.87908034299102,148.19579025137799,165.9929942677868,160.04216731581113,150.6166111418792,150.4131789913805,136.53212681358758,146.7638110390723,169.418555792723,172.13240986904816,148.80559578036303,143.34040407110288,169.92747661498842,170.6969013017714,136.3000742524479,151.32850907645445,186.15676250266276,191.22521470861733,177.37982849263125,141.41901807472698,151.64903011280848,184.31697167253395,170.3471324490671,152.40228313092678,185.30186309113492,154.81074913634419,146.5639679387286,182.5369110728859,174.2718976331143,182.77631575163227,195.17425456211973,173.29202907840425,167.6743045315095,185.0398536526236,191.4219172504495,192.69645503803625,199.07421064184314,186.97818237225255,190.58809644564917
