,dates,usa_HI_0037-0000,usa_HI_0037-0001
0,1991-12-03 20:24:42+00:00,200.87500419207822,199.12367960622856
1,1999-08-02 20:59:19+00:00,204.9335977550916,199.84554979125545
2,1999-08-18 20:59:15+00:00,208.27975623367655,199.14764478097464
3,2000-01-25 20:59:13+00:00,213.07628677814705,212.3950229217076
4,2000-02-26 20:59:03+00:00,212.4197658544605,202.44024560643336
5,2000-04-30 20:58:42+00:00,207.83149792745772,
6,2000-05-16 20:58:31+00:00,209.6693623944729,200.67384782742337
7,2000-06-01 20:58:19+00:00,208.3734403726353,205.70689166680654
8,2000-09-21 20:56:52+00:00,205.99695949328702,195.05168675528245
9,2000-10-23 20:56:40+00:00,207.65767694731633,202.0912310907732
10,2000-11-08 20:56:43+00:00,204.92963239584248,201.9159499936136
11,2000-11-24 20:56:45+00:00,213.91926339844875,203.9276084704103
12,2000-12-10 20:56:47+00:00,209.3194265294769,206.94074880395436
13,2000-12-26 20:56:52+00:00,210.90306194286512,202.92801065181607
14,2001-01-11 20:56:53+00:00,207.32238412931386,204.96593276864604
15,2001-02-12 20:56:50+00:00,208.35153166068045,197.67038156331762
16,2001-02-28 20:56:44+00:00,219.35951315039074,207.8733344864189
17,2001-04-17 20:56:32+00:00,,
18,2001-08-07 20:55:25+00:00,,
19,2001-08-23 20:55:12+00:00,186.8905486827892,
20,2001-09-08 20:55:00+00:00,198.26093386431486,190.07431393545167
21,2001-10-26 20:54:43+00:00,210.05951013620438,201.6631331693132
22,2001-12-13 20:55:04+00:00,209.50074949235997,198.7189298161275
23,2002-01-14 20:55:11+00:00,212.82190948312038,203.9758949623631
24,2002-01-30 20:55:12+00:00,202.20147565240788,194.42920541131528
25,2002-02-15 20:55:18+00:00,209.44007231369955,206.41267046314448
26,2002-03-03 20:55:22+00:00,221.66753891486937,212.34279777165548
27,2002-04-04 20:55:11+00:00,209.4250032200792,195.8072922553607
28,2002-04-20 20:55:11+00:00,,
29,2002-05-22 20:55:06+00:00,204.39235791854009,198.2701088838127
30,2002-09-27 20:54:10+00:00,205.5932909777548,198.05385035975058
31,2003-02-02 20:55:00+00:00,210.15501150750327,201.02182614141861
32,2003-02-18 20:55:05+00:00,213.25432437612574,197.4618692449448
33,2003-03-22 20:55:05+00:00,195.18087441244762,193.45644611989223
34,2003-04-23 20:55:09+00:00,196.5809270253157,189.29585245394284
35,2003-05-25 20:55:06+00:00,210.9461504670262,202.3792310349958
36,2003-07-28 20:54:53+00:00,201.99649523637035,190.56712441234538
37,2003-08-13 20:54:49+00:00,,
38,2003-11-01 20:54:50+00:00,205.99639448270463,200.12045315503025
39,2003-11-17 20:55:02+00:00,201.93811166901196,198.90509348128168
40,2003-12-03 20:55:05+00:00,203.76508216155844,201.59300681550965
41,2003-12-19 20:55:14+00:00,207.11069750269718,206.7246468234489
42,2004-01-04 20:55:20+00:00,,
43,2004-02-05 20:55:31+00:00,203.72311523404016,196.63565312335163
44,2004-03-08 20:55:38+00:00,212.65461103388066,211.45326095220412
45,2004-03-24 20:55:42+00:00,,198.04293134964638
46,2004-04-25 20:55:33+00:00,202.32194710595812,185.83389292253517
47,2004-05-27 20:55:34+00:00,,
