,dates,chi0035-0000,chi0035-0001,chi0035-0002,chi0035-0003,chi0035-0004,chi0035-0005,chi0035-0006
0,1985-03-28 14:12:49+00:00,179.47227268207513,,177.29559951193167,185.54776435885353,,172.19875799044667,186.31130948718183
1,1986-11-26 14:00:41+00:00,179.6179548187758,178.0349235354507,180.27620785185337,191.79926255390674,201.38236916568925,187.25318200760512,189.5950067233221
2,1986-12-28 14:01:38+00:00,177.18338292139694,168.21946972377035,176.65006097228684,192.54268787167155,189.26089716557627,183.71401010079066,191.20954781816508
3,1987-01-13 14:02:06+00:00,176.61399859479525,154.7251381320373,175.9451976049891,182.7268519022993,187.30842091550977,177.92748266053104,185.0511574146386
4,1987-01-29 14:02:34+00:00,189.20573142420244,175.38816800388219,173.34450906776266,181.885148303054,183.53194871275048,178.10273671170893,191.25328868620988
5,1987-03-18 14:04:25+00:00,185.37595838239778,,182.5784356049707,191.40071417777776,,198.3401905812511,207.2949350258923
6,1987-12-31 14:11:15+00:00,177.2902463444544,167.58066180660384,172.754490914517,181.34727565985207,188.20998509653575,181.95539889501768,195.0419372375192
7,1988-02-01 14:11:50+00:00,185.5410669275193,176.3496806421849,181.08315659737858,185.58188678198303,186.77496106333206,182.39931321786077,196.4555895469112
8,1988-03-04 14:12:15+00:00,197.0719231885835,193.8735777237037,194.81589066188977,199.98497723212043,197.44783307581815,185.10934529656936,206.47159789814222
9,1988-10-14 14:13:00+00:00,172.70431567809948,173.48166819673207,183.19801330664222,190.3076687836528,189.48475320376403,180.85271678627083,193.92831009518483
10,1988-12-17 14:12:47+00:00,181.79139061187334,180.92466141415298,186.10051648035912,199.62843862317337,202.36998788782256,189.81712859453623,190.77160785465068
11,1989-03-23 14:11:21+00:00,181.80108340706505,,180.9253070264319,185.68372757284635,,191.53782745122527,199.7753157786239
12,1989-09-15 14:08:15+00:00,194.78542944858364,186.58629134232186,192.64744379800297,193.64073686721676,197.70112341483446,194.34944826694914,204.28105121243146
13,1989-12-04 14:06:13+00:00,163.23674848689862,159.06494484265625,164.72574708608337,178.77683592819014,185.25410672737902,175.8635652485007,192.77119529058962
14,1989-12-20 14:05:45+00:00,183.2081316416574,175.58345344214658,183.7066386200455,189.4251499744501,198.9618839535961,189.21132638228895,190.56442820946936
