,dates,per0106-0000,per0106-0001,per0106-0002,per0106-0003,per0106-0004,per0106-0005,per0106-0006,per0106-0007,per0106-0008,per0106-0009,per0106-0010,per0106-0011,per0106-0012,per0106-0013,per0106-0014,per0106-0015,per0106-0016,per0106-0017,per0106-0018,per0106-0019,per0106-0020,per0106-0021,per0106-0022,per0106-0023,per0106-0024,per0106-0025,per0106-0026,per0106-0027,per0106-0028,per0106-0029,per0106-0030,per0106-0031,per0106-0032,per0106-0033,per0106-0034,per0106-0035,per0106-0036,per0106-0037,per0106-0038,per0106-0039,per0106-0040,per0106-0041,per0106-0042,per0106-0043,per0106-0044,per0106-0045,per0106-0046,per0106-0047,per0106-0048,per0106-0049,per0106-0050,per0106-0051,per0106-0052,per0106-0053,per0106-0054,per0106-0055,per0106-0056,per0106-0057,per0106-0058,per0106-0059,per0106-0060,per0106-0061,per0106-0062,per0106-0063,per0106-0064,per0106-0065,per0106-0066,per0106-0067,per0106-0068,per0106-0069,per0106-0070,per0106-0071,per0106-0072,per0106-0073,per0106-0074,per0106-0075,per0106-0076,per0106-0077,per0106-0078,per0106-0079,per0106-0080,per0106-0081,per0106-0082,per0106-0083,per0106-0084,per0106-0085,per0106-0086,per0106-0087,per0106-0088,per0106-0089,per0106-0090,per0106-0091,per0106-0092,per0106-0093,per0106-0094,per0106-0095,per0106-0096,per0106-0097,per0106-0098,per0106-0099,per0106-0100,per0106-0101,per0106-0102,per0106-0103,per0106-0104,per0106-0105,per0106-0106,per0106-0107,per0106-0108,per0106-0109,per0106-0110,per0106-0111,per0106-0112,per0106-0113,per0106-0114,per0106-0115,per0106-0116,per0106-0117,per0106-0118,per0106-0119,per0106-0120,per0106-0121,per0106-0122
0,1984-05-06 14:44:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1986-04-10 14:42:16+00:00,190.3335550723022,215.7294638993475,230.21512999822215,231.19198029642817,242.257727911448,247.63458691105785,236.62171135016078,222.53755575148548,214.46056522274807,203.57172980415135,193.06067856260375,205.94715229376126,217.3475500397341,227.13819065362307,239.34677725535164,217.65367697181097,196.70559008732866,208.15186640666752,213.74295704973014,211.39123844913573,204.73381031413905,190.5689240176566,197.93514797697696,201.41835572764484,199.6245964931273,213.2991669471372,219.68907911959192,220.77069315559095,202.3639314194808,194.6655838540572,188.42753163743407,185.8515411791218,188.58809302777735,185.15272366016777,166.8414359332816,165.06181891585132,166.15732605354702,174.83948167087948,178.1986027304087,176.20149840451205,174.947968905405,173.67856776910824,162.68418744466288,161.42123530491486,160.8752036161573,171.09970216360054,170.90215677462893,155.29892487345538,152.84839935734453,144.61733957578554,150.35664902755065,146.2265951191946,142.76777235617155,142.71594254231925,142.33554532056172,136.76884120081485,138.0132649452254,140.55777788957533,143.78467252629775,138.09020959163098,133.89622620592576,149.33950813285574,160.86840856577624,168.08487318661304,176.07736985336953,184.69636862679812,173.1772013655219,169.29727916315582,176.47753667575773,188.95033073740805,189.4818773832939,174.5992668933591,171.04719489263348,176.15125010883142,182.67263374414892,194.05618750923372,191.65299711912564,186.7232807800653,194.51430988353974,203.70510908651272,208.3784936558075,214.35207421594987,222.619440374461,233.8118529398277,238.70932453905218,238.36881743550742,230.31377582065332,223.53693589368078,211.3636645298117,223.04917337922458,225.17228792714167,224.77275002854236,229.59417965909802,228.6720574900583,234.90324255710334,240.7834585699387,230.67150752905724,232.84271131235198,233.67079281540416,226.58848162515994,227.43464230668812,234.27034376199109,240.07422573250702,241.40523643018028,244.06004955543605,241.6053297097585,243.12079096427388,239.61505433698622,235.7134632532365,237.35796147896937,237.5836630879211,237.47380932812425,235.52376011197532,233.8456340544449,238.95217949851872,233.7821492647817,229.82872728316246,232.52429543353418,229.74999034386616,229.0725090662275,227.73917022039717,229.31699078988208,228.10621647628378
2,1986-04-26 14:41:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-12-06 14:35:14+00:00,160.20241075243507,187.2629514367703,215.3409925268968,222.7301790592834,237.90940871434282,245.34294776591022,240.35050491929852,228.03370589971303,214.41894228533317,205.67510587209205,199.8545938449566,202.4802865810419,208.76041350739834,220.66935305081145,231.16414703920685,212.90691320480664,196.31188366354633,194.6758801968983,207.88524823121762,204.20843590516677,202.60332553543628,194.4566048892013,192.72557913200916,194.6248728690812,203.7425873915499,200.32249509839636,213.6114499376355,214.35130845960424,205.75999915771737,192.71345309482362,195.35066897658558,188.64112607456542,191.80092090377028,192.97269420324474,175.2942370907275,173.62666376780993,169.73193979711476,170.1069875097534,176.91945806096953,167.950472215998,165.33296534730877,170.98984402130853,174.21819667749807,171.71007392607729,172.67318668082328,183.59665450249102,178.88968255632415,163.71287285085694,160.5059774545416,155.50206556506888,142.67102843275265,147.3952300816723,150.07981032307552,143.53987741293807,135.50708398481143,132.62992735935322,139.06229676494226,145.17657765605836,139.98211596805348,138.86791462179033,139.0908735859446,143.84273713781232,152.9901500263516,161.15628564334725,161.54726387017183,164.43312520209747,174.644075533118,177.59689384651105,171.00042416465445,167.08690672351125,163.17706902474757,160.8297933914736,162.67040184784324,172.66110132353532,183.74929929130414,181.91907394852663,182.53414010080826,192.00246565354428,198.50226137086045,206.44424895409182,217.41246357355146,222.57948412551247,227.9942894302472,233.9287239177499,243.3743002463953,240.74395951350067,242.283461281767,234.89226705490793,222.3446909535765,224.7573830444611,238.93971019554186,244.18169935943607,248.22589483608084,246.3198209501225,248.10284860562334,252.9255335043651,244.51143129532275,242.14963240145104,235.87539715747107,233.8384979470868,232.3487179841887,237.80427090391046,243.89038467143376,243.26910494882853,240.48770609149864,245.40001396452615,246.5771564480001,246.42217427410327,249.84852217085236,246.83914625605743,246.4159534310907,240.73904147573577,238.71974844848836,240.4735344098515,240.0638512696342,235.36050946008208,233.51520137703525,235.31048065980187,227.62922154767077,227.9014066027799,232.18794001668522,230.8386995784156,230.94083834317507
4,1987-01-23 14:36:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1987-04-13 14:39:36+00:00,130.8422545259121,,213.2009931755823,217.20181153373207,233.28007111242025,239.66094390553204,233.95206116969769,212.54519560641475,207.4088438417902,194.54029789977452,189.6255026266574,196.68838652412296,207.8379652851127,213.36656881389706,225.547669642119,197.20242388603685,188.45070827172597,194.52458592892071,204.3046338665609,192.21678293359918,183.475321161468,179.68600937130762,180.95877086168574,188.30211532301732,191.7087471187495,199.99932995101088,208.86499308490386,209.5997614241097,197.1614447844143,187.19602531704908,183.64255658698227,183.28867002897795,185.75923168254045,190.75517392667473,179.67770714638988,165.8182683575752,165.52999927963828,174.37123599592047,170.087487150349,172.22433662935802,168.43015110165183,164.5001759863423,156.19595035339168,153.93776530633158,168.79574682734798,176.51214092947737,169.79033809125147,168.67986151912368,158.17032012338709,150.01798221195628,149.26947318424885,146.34031865519643,140.55165149393824,129.78694426815352,139.46109448665567,137.693938125383,148.62073628144316,143.13598510492392,137.30949312111585,135.15652358284476,136.9785645677524,149.35450313833212,160.55040800747932,167.32246788591812,169.87388409869803,173.0582976727933,180.97159067286785,183.35068555733295,185.254907601841,183.37314640508666,174.05120432437727,180.50471391622668,176.4582239774542,178.65838650126213,192.1701693900408,195.43549580950355,195.30242077470106,194.28084252512826,197.44643440981935,204.55009867917957,212.385795321622,223.60595701119215,223.29322738094808,230.04576037370504,234.22046183795436,231.1563674662534,222.1736450495152,216.8810479235616,216.66668568858384,202.37877090755586,,,222.96439501677213,229.41661493547937,229.57221946356825,236.8719606725953,237.77751688319233,238.8754816298925,235.47465827822612,228.87558352125916,221.45377844349088,230.6879986472048,241.99381649686492,237.47506836780818,239.69187299402375,237.37338629621746,238.27222626977465,240.35800974491912,240.94480623291997,236.87761366290846,249.85700529494554,239.64820411901516,241.19190441752687,241.8637094036835,243.1155936150199,232.87708519522806,233.02313381172848,221.9116919662692,217.9248432223809,209.38500640265895,213.6805412307382,208.0380994591944,176.60270414662227
6,1987-05-15 14:40:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1987-05-31 14:40:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1987-06-16 14:41:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1987-08-19 14:42:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
