dates,satname,nzd0582-0000,nzd0582-0001,nzd0582-0002,nzd0582-0003,nzd0582-0004,nzd0582-0005,nzd0582-0006,nzd0582-0007,nzd0582-0008,nzd0582-0009,nzd0582-0010,nzd0582-0011,nzd0582-0012,nzd0582-0013,nzd0582-0014,nzd0582-0015,nzd0582-0016,nzd0582-0017,nzd0582-0018,nzd0582-0019,nzd0582-0020,nzd0582-0021,nzd0582-0022,nzd0582-0023,nzd0582-0024,nzd0582-0025,nzd0582-0026,nzd0582-0027
1999-07-16 22:13:35+00:00,L7,261.92,252.13,213.59,173.80,163.30,198.74,190.79,,,,87.74,61.76,19.08,54.14,152.53,270.10,247.38,267.46,228.36,,207.66,208.88,211.39,214.12,,,192.37,196.19
1999-08-08 22:19:52+00:00,L7,226.33,190.65,163.74,139.06,128.68,147.88,137.72,116.58,86.37,54.11,36.81,14.76,2.41,45.12,129.40,231.34,214.18,218.14,213.92,214.72,211.44,201.63,202.17,208.34,172.51,152.95,170.27,197.16
1999-10-04 22:13:49+00:00,L7,227.07,183.28,153.33,129.55,120.00,137.41,126.07,102.37,73.69,48.16,23.51,8.52,6.02,35.41,109.60,228.48,218.54,208.79,196.18,188.66,192.85,184.21,,,,,,
1999-10-27 22:19:51+00:00,L7,273.81,257.83,209.08,180.79,169.44,200.76,194.14,180.64,141.79,115.04,88.22,60.93,42.02,109.31,184.21,281.80,264.93,265.15,,219.19,212.59,220.02,222.25,218.33,199.55,184.97,198.42,217.12
1999-11-05 22:13:40+00:00,L7,227.29,200.56,166.80,149.42,133.45,145.01,139.04,119.29,85.65,65.95,39.24,20.85,11.80,41.85,110.64,213.06,217.41,214.14,205.88,194.38,193.84,195.44,192.74,197.35,172.41,154.16,168.74,192.46
1999-11-28 22:19:44+00:00,L7,,,,,,,167.47,156.24,122.42,102.15,75.63,56.63,44.52,60.90,152.29,267.40,245.82,251.38,225.30,200.07,202.06,203.04,197.04,189.43,186.22,171.09,184.23,198.71
1999-12-07 22:13:41+00:00,L7,250.73,222.99,189.77,161.96,147.71,163.07,160.74,131.93,103.42,75.59,54.18,38.74,32.90,58.01,137.74,256.34,232.63,235.31,213.76,205.18,204.90,203.51,201.44,203.25,190.89,175.46,186.25,205.90
1999-12-30 22:19:45+00:00,L7,236.80,209.58,174.40,151.63,137.94,151.33,146.76,119.02,95.14,72.64,46.23,29.92,26.77,45.15,117.48,239.27,222.11,217.20,209.39,198.86,198.31,196.79,196.00,189.70,186.82,170.23,176.61,196.10
2000-01-24 22:13:35+00:00,L7,278.72,249.56,210.82,187.54,176.47,204.83,209.84,,149.63,128.01,91.65,72.96,67.29,117.07,218.16,300.10,285.98,284.00,277.19,243.70,234.52,232.71,246.85,236.39,210.18,199.24,205.03,227.74
2000-04-20 22:19:15+00:00,L7,262.07,239.92,189.38,162.62,157.48,182.84,181.88,,126.94,100.18,75.12,56.82,45.58,73.34,160.65,267.05,247.49,246.52,229.79,207.60,206.86,198.14,199.65,196.57,189.92,178.86,191.52,207.24
2000-04-29 22:13:05+00:00,L7,229.64,,160.74,144.39,131.93,143.51,145.07,126.03,92.19,64.89,44.53,24.31,20.05,47.54,116.09,213.94,216.87,208.95,201.42,190.80,185.88,189.69,181.55,187.46,170.86,153.48,168.45,192.95
