dates,satname,nzd0525-0000,nzd0525-0001,nzd0525-0002,nzd0525-0003,nzd0525-0004
1999-08-17 22:13:37+00:00,L7,317.39,308.89,299.02,295.73,317.57
1999-09-27 22:07:36+00:00,L7,320.70,317.00,313.47,311.55,334.58
1999-10-04 22:13:49+00:00,L7,,,,,
1999-12-07 22:13:41+00:00,L7,337.66,333.63,327.65,334.78,347.70
1999-12-16 22:07:33+00:00,L7,314.64,318.52,313.21,312.20,320.88
2000-02-02 22:07:23+00:00,L7,317.49,326.06,320.73,330.77,327.65
2000-03-21 22:07:12+00:00,L7,340.15,325.26,322.20,320.03,329.04
2000-05-08 22:06:44+00:00,L7,313.57,318.11,317.89,314.33,323.09
2000-05-15 22:12:54+00:00,L7,321.51,318.06,319.59,316.43,328.90
2000-05-31 22:12:42+00:00,L7,,,,,
2000-06-16 22:12:38+00:00,L7,321.94,324.03,317.92,310.09,333.24
2000-08-12 22:05:41+00:00,L7,299.35,288.04,,302.71,324.45
2000-08-19 22:11:49+00:00,L7,297.08,294.43,303.11,325.14,357.91
2000-09-20 22:11:14+00:00,L7,308.48,303.64,300.41,298.19,
2000-11-16 22:04:56+00:00,L7,297.04,295.05,299.68,304.04,320.20
2000-12-18 22:05:01+00:00,L7,309.63,308.52,309.01,305.99,322.92
2000-12-25 22:11:14+00:00,L7,322.84,319.10,318.67,322.90,325.89
2001-01-03 22:05:00+00:00,L7,323.18,322.05,316.89,317.99,327.84
2001-04-16 22:10:54+00:00,L7,307.13,302.02,303.36,303.65,319.61
2001-07-14 22:03:57+00:00,L7,309.48,306.97,305.30,305.29,327.66
2001-08-15 22:03:26+00:00,L7,326.06,319.95,306.45,302.14,323.49
2001-08-31 22:03:17+00:00,L7,342.68,329.11,323.47,321.16,340.73
2002-04-12 22:03:25+00:00,L7,320.87,316.35,321.03,318.74,336.04
2002-05-05 22:09:37+00:00,L7,302.59,300.91,299.35,296.01,320.06
2002-05-14 22:03:19+00:00,L7,321.37,322.10,322.02,335.40,358.45
2002-06-15 22:03:07+00:00,L7,326.55,328.77,346.55,343.85,355.14
2002-07-01 22:03:02+00:00,L7,311.52,320.04,322.56,334.37,341.54
2002-07-08 22:09:12+00:00,L7,342.72,351.56,360.98,359.52,355.28
2002-08-09 22:08:57+00:00,L7,351.23,340.43,340.65,333.79,339.64
2002-08-18 22:02:45+00:00,L7,320.94,323.79,317.38,322.98,326.97
2002-09-10 22:08:43+00:00,L7,335.80,327.10,338.47,348.00,351.98
2002-10-12 22:08:26+00:00,L7,301.40,313.39,309.90,315.23,311.69
2003-02-01 22:09:21+00:00,L7,340.51,331.42,339.58,336.53,341.70
2003-05-17 22:03:18+00:00,L7,,,,,
2003-08-05 22:02:59+00:00,L7,308.48,319.45,321.69,327.94,330.40
2003-08-13 21:51:32+00:00,L5,356.87,353.22,350.06,346.13,353.23
2003-08-29 21:51:49+00:00,L5,350.45,341.45,338.22,333.42,348.12
2003-10-07 21:58:35+00:00,L5,341.26,339.75,325.64,329.74,333.80
2003-11-16 22:09:23+00:00,L7,323.06,317.13,302.40,303.29,312.75
2003-12-26 21:59:30+00:00,L5,305.66,299.34,305.06,304.78,310.67
2003-12-27 22:03:30+00:00,L7,315.81,311.79,315.55,315.23,318.24
2004-01-04 21:53:21+00:00,L5,319.70,311.26,312.98,313.16,330.07
2004-02-05 21:53:28+00:00,L5,330.49,315.89,315.76,315.20,333.22
2004-03-23 22:10:04+00:00,L7,316.14,323.61,322.21,315.12,
2004-03-31 21:59:59+00:00,L5,308.95,304.65,303.71,303.93,325.01
