,dates,mex0092-0000,mex0092-0001,mex0092-0002,mex0092-0003,mex0092-0004,mex0092-0005,mex0092-0006,mex0092-0007,mex0092-0008,mex0092-0009,mex0092-0010,mex0092-0011,mex0092-0012,mex0092-0013,mex0092-0014,mex0092-0015,mex0092-0016,mex0092-0017,mex0092-0018,mex0092-0019,mex0092-0020,mex0092-0021,mex0092-0022,mex0092-0023,mex0092-0024,mex0092-0025,mex0092-0026,mex0092-0027,mex0092-0028,mex0092-0029,mex0092-0030
0,1986-01-13 16:09:40+00:00,265.09989419829463,260.3660594054144,260.78116807690975,263.00607411541387,264.3810081764518,265.69640275437325,265.817835208338,259.5863070137867,257.04942956694714,243.45848644404336,240.80388158712321,241.81589577681555,246.97825586438543,247.64118580445083,255.08728870916704,243.67661103740195,240.52630051233268,235.07875491166277,226.91153269413098,224.6967632207055,223.83953702841507,215.49745348080413,212.44564541616163,188.2358383271405,170.95373940399065,154.51409639191374,145.44521861041576,151.39186546417727,233.6213666365087,53.04247842725878,28.131156469162697
1,1986-03-18 16:08:16+00:00,248.59980218036142,253.41981408590237,243.28938133093607,248.800121506418,249.80856022318045,249.16656396964052,246.72362428413317,237.8615048639844,230.79186063444786,232.08411090390507,233.48061219773837,235.7432682250216,235.65345221641223,226.70426241874333,229.67030449661456,221.88367756442716,218.31304450334218,219.9397357937763,217.1386963065073,201.4441827688463,201.72376242292816,190.19871185493244,190.14204885261154,175.1905480216527,168.0078211758281,152.11356511199247,146.33421367176382,150.3257443455419,221.87868594635896,47.39093890628769,26.631364614219958
2,1986-04-03 16:07:57+00:00,237.51630686977833,253.51696427757366,257.55595891917653,260.31206423828405,261.96958582808827,264.48514819824936,260.760410429544,258.3312813078286,253.49944271805376,255.4565898173892,258.7893963413143,256.0592663318638,247.63239309200907,235.5846319823921,244.23258820837896,240.35107064034597,234.2854847255977,230.28296344110106,231.8530383969155,231.63915797057516,221.16587006115316,216.17862773447553,206.08220650490537,186.06102164227795,177.91667212584267,170.59631303135347,155.19718892981436,160.89478017098253,,45.355539039607095,25.34442531976857
3,1986-04-19 16:07:35+00:00,224.82946315030125,231.374386998567,235.68111098092115,235.30212376413738,238.07311035971898,240.7273669562394,233.20511681358914,230.4484496187099,217.58594430379145,222.44374609088865,228.236213522184,222.7995648080868,223.14893917299239,225.1955142983643,224.4042005676132,214.05776397251827,211.41114476153572,208.7078790180829,206.92006628855222,201.82492856649017,202.17384558413661,188.39377437952905,185.54792221785166,168.71617257908713,160.79950487341603,146.6357865408286,141.62683361941976,149.76992162679485,,32.48140624824739,7.017430846977598
4,1986-05-05 16:07:11+00:00,220.53238581432782,226.64726253336153,228.9673642958239,234.22802138218327,240.23067348736083,241.48016317142935,242.01138449826607,231.93998518742347,234.91396317065912,231.29591396686743,,,,,,,,212.40442428952457,206.57383058104315,198.93189693628224,198.71297818972988,188.82844083127176,179.22551889774195,158.31430286586306,154.9523683923974,140.824797992682,134.43696073050185,140.5247403635735,,35.8027390341316,6.736550951175891
5,1986-09-10 16:02:57+00:00,239.79547939514697,247.242150171596,248.9951355265241,249.68407904109267,243.29750279270849,242.13814459694999,242.94222267628982,237.57737444862707,230.44153843453745,229.48629784648077,229.1493166464002,231.1105821704766,223.86348204054653,229.24306133001534,230.98319313299115,230.44313056089013,220.99091291810947,217.02700557293193,202.9845010424366,199.03605088540476,193.49605266908858,187.29833903799846,178.43211331173097,164.2883933286592,151.262287161004,149.15986873296086,146.24337893258675,152.34066852177324,214.27424310619548,42.845943450601,17.536233126142193
6,1986-09-26 16:02:27+00:00,242.37569926586983,235.3960863157228,244.20963607125745,248.18389038173703,249.0686013217032,247.57954153541172,251.79157614865304,248.37638709438139,247.41329590908902,243.85879319699967,237.37547119696993,237.04842441274286,234.4988487818578,229.9389196884364,234.27948613563854,228.06035740657103,224.98994450170602,222.5163955761897,220.0914642740068,208.15970782671428,200.74875025289043,198.90106725240793,197.69755714378027,179.4957652927308,157.03238174626017,147.55042136806546,135.91482099011475,144.8775093943408,,43.85534656874882,25.288430844586916
7,1987-07-27 16:07:44+00:00,206.18613885504064,224.69132280542496,221.97669989998067,231.1769293971231,231.3135134585685,231.5500080539356,235.52931656332552,233.25727038747814,227.4878741058832,219.12212138185433,225.02074590700877,227.55495400232707,216.05367146649317,205.73096934119837,207.7696518987959,207.70153078113557,209.18927033559433,207.5557430605244,204.82975967835443,196.63846941163555,196.87126138767152,188.31459207852888,175.93272816543404,162.84325106746766,144.64409699746716,133.85584363708497,128.0125883871683,132.10885444111616,,29.917767765479393,10.981077018032142
8,1990-03-13 16:02:52+00:00,226.4630354634873,230.9989916369059,234.53749504709867,231.45781850988854,236.24186772088197,240.0271666486483,237.9804888138358,230.68283567034806,229.1655554305014,227.38064791887373,226.01897961828115,216.504311945805,224.57937350487904,216.26181485123044,219.45071490058953,219.71044913027634,208.08914837991688,202.2959457596643,200.13277532656267,194.67541311992179,185.66067013005332,181.67943993486728,180.461514629891,168.47359373800742,148.03235075661783,128.88160444482068,135.75353174140707,147.11105312034468,211.33518832196873,64.27253292869302,
9,1990-03-29 16:02:21+00:00,220.7991745149636,230.66025558331168,229.32633410107533,226.89035528462037,234.42965895383222,236.97002552619702,236.77483264975461,229.26259380948997,225.70590762632486,221.970579463549,228.4902589945454,223.76705390154754,219.446651714143,211.7591554129671,207.80324911345514,208.31347067266347,205.12389677817774,198.89316113602877,188.44322584715408,188.46854346908796,180.00952826338042,175.30478158003072,174.376900188401,157.0793992695804,146.04099673601422,147.42163013402978,142.82088380646383,157.55386963134072,224.46436602143973,59.75121283985049,
