,dates,nzd0548-0000,nzd0548-0001,nzd0548-0002,nzd0548-0003,nzd0548-0004,nzd0548-0005,nzd0548-0006,nzd0548-0007,nzd0548-0008
0,1999-08-08 22:19:52+00:00,103.07308067132138,102.28307932797,120.94687096665912,111.62075162324518,109.16314771529667,105.15871626621424,105.32831292384923,69.86371940470602,105.2729982374987
1,1999-10-04 22:13:49+00:00,85.94588702506564,83.3875655579416,105.33561237156151,93.59115347872348,91.38439646267986,77.33226667065362,71.06484129830423,66.74489241222086,85.92121745669982
2,1999-10-27 22:19:51+00:00,143.1184362231139,119.50581072193768,143.9001185562891,131.8282372088072,131.50173914125708,121.66009695289131,116.73756009240032,115.94345122421151,117.29293309648867
3,1999-11-05 22:13:40+00:00,120.07154094553678,121.04194932855815,136.29813044252182,125.78954189218216,122.33201595181151,117.83513857430421,113.00070104227636,113.80132015047934,113.79391948518852
4,1999-12-07 22:13:41+00:00,131.5054547784773,121.46003997809986,139.09767913487167,123.71694764474242,123.45634471563642,118.03998485696566,113.33823079589965,116.26609051618072,114.88928289351517
5,2000-01-15 22:19:46+00:00,97.13476723911485,95.9210142820931,112.24985885438662,103.56753250195197,105.53186241924027,101.11156452438448,102.09492323345452,100.98713926134545,100.11684714043167
6,2000-04-20 22:19:15+00:00,,134.96687469774963,151.14912817039792,138.32424069278355,138.04824197103414,129.54580779092993,124.8118298522005,128.467486579771,119.19022146143648
7,2000-05-31 22:12:42+00:00,106.10547306840914,94.27983740193925,108.50457734265359,96.41860483579799,93.66230861791907,,72.98331181774738,,90.39125629325372
8,2000-06-07 22:18:48+00:00,124.07104020716211,114.40636888120252,128.2954996962411,110.47817496969654,,,84.09150624171932,,98.26033820213887
9,2000-09-04 22:11:34+00:00,117.69126511355358,106.95174157153511,127.72572559919315,114.82748675657437,118.32222314603675,111.63823630631775,108.71499457445893,115.94855875524001,106.20732436315626
10,2000-09-20 22:11:14+00:00,108.15362303493853,102.51044631345663,119.63175085605509,110.36890307008628,108.25973678362962,101.58133961153538,93.93654207438706,96.31943757972331,97.4623594414943
11,2000-09-27 22:17:24+00:00,121.26689955047152,113.43046921311745,135.3854122416576,126.49382404614082,125.23593858390439,116.54858952320609,114.3098271305882,113.12356935876105,110.94187433257363
12,2000-12-25 22:11:14+00:00,,,,,,,114.45642364737185,114.3977115958733,108.11073856570943
13,2001-02-11 22:11:12+00:00,145.53479298081743,124.79000985882756,148.33890439162286,140.59499529852815,137.2068132470724,123.19014512854085,117.32951070267924,123.49153406356237,122.75847149426814
14,2001-02-27 22:11:06+00:00,146.6467662313097,128.18446449373855,151.63477387553024,143.00605065904347,136.98334329531014,128.41893158402647,128.05292434918553,124.73199186746402,133.8760242347305
15,2001-03-22 22:17:09+00:00,128.45902831425917,126.78053024480457,142.78634446822076,132.7106362419339,125.06014096532064,114.45757087384837,103.99593821517747,110.5394709065649,107.4459201426256
16,2001-04-07 22:17:01+00:00,117.87220938603076,117.74092615341257,135.01728689946668,124.2746228795485,115.46229391392443,109.9766116427335,99.31271258988016,96.64520974190758,96.6486922476669
17,2001-04-16 22:10:54+00:00,106.97344082396224,102.06128217021319,123.09973573976772,111.80475187177404,112.64398178911512,98.72064093070722,89.59789793318768,87.06095968558515,96.03119262741
18,2001-05-02 22:10:51+00:00,98.64778963794731,88.01448609827504,116.99339393449031,107.11397661678765,105.55921932435098,88.72208799346743,77.69843457540023,68.67676615359639,102.79209252561762
19,2001-07-05 22:10:09+00:00,139.06698732224118,119.18876321303085,135.26951583980366,,,59.60195880767736,63.88877414442911,52.419592350809694,86.98427707296935
20,2001-11-26 22:09:21+00:00,117.6969583571329,117.68377325306139,130.57765944990172,121.93415523451368,122.52060880091543,117.74574898250664,110.85545719986175,,116.29845931198203
21,2001-12-19 22:15:37+00:00,125.52534414575102,117.55186329650547,137.9265447434335,127.09150186034438,130.29602412195857,124.31878424804563,125.16818082020751,,130.9515157925971
22,2002-01-13 22:09:33+00:00,,,,,,,,,112.9175095305697
23,2002-02-14 22:09:41+00:00,,120.67246459515128,140.92302619659682,131.47680194190073,132.26848011982995,128.31613442323658,126.40811911395394,,127.42943595464426
24,2002-05-21 22:09:29+00:00,98.31688026137411,78.93874350261206,104.96432116902017,100.15545669759732,87.84231124070972,,66.75187935620178,60.89652919680733,85.01908969285314
25,2002-07-31 22:15:11+00:00,111.06362483132347,105.18326139106007,126.44443637090231,115.62197324113741,,104.0075122789763,85.98098294852088,69.48968831613959,101.86498340411224
26,2002-08-25 22:08:48+00:00,,,,,,,,,
27,2002-09-17 22:14:43+00:00,97.04186336133559,94.54321491991313,111.28483159518262,101.86606019890218,101.8940916161452,100.24205673786665,98.60727451939155,95.16776032273567,93.10320076100821
28,2002-10-03 22:14:41+00:00,111.30423454253355,105.78022605423169,122.34232981764822,120.1153352730864,122.0177511871381,114.986470370078,111.44454298951058,114.95541267242257,107.9185574058221
29,2002-10-28 22:08:34+00:00,116.09155615055798,102.6094973407545,124.07648985306346,109.47433777480074,108.90733316158881,104.43367604646721,97.9324392333129,101.45900329707897,103.80968077860958
30,2003-01-07 22:15:16+00:00,128.92427903024105,119.03910798971533,142.13284055589864,131.65962107366806,131.56358652300085,125.56624336415939,120.46346316646328,122.90511388866612,123.3724356521248
31,2003-02-24 22:15:37+00:00,107.26665355678487,105.16032174621266,122.37348045780436,109.64103113523244,112.2580168698288,100.93121853174111,86.14266028701039,102.31724575130616,98.82076558253854
