dates,nzd0432-0000,nzd0432-0001,nzd0432-0002,nzd0432-0003,nzd0432-0004,nzd0432-0005,nzd0432-0006,nzd0432-0007,nzd0432-0008,nzd0432-0009,nzd0432-0010,nzd0432-0011,nzd0432-0012,nzd0432-0013,satname
1999-10-27 22:19:03+00:00,353.40,353.13,347.87,345.44,345.75,342.93,345.40,350.84,340.82,338.00,335.33,331.97,333.40,341.88,L7
1999-11-05 22:12:52+00:00,341.67,339.71,337.13,333.07,339.70,338.15,331.64,339.09,330.65,325.42,322.51,318.74,327.55,331.91,L7
1999-11-21 22:12:47+00:00,345.14,344.21,341.50,341.41,350.97,340.92,338.62,345.04,336.24,330.74,330.24,325.70,328.38,337.31,L7
1999-11-28 22:18:56+00:00,358.96,353.11,348.10,344.06,344.98,338.48,340.95,351.56,342.57,332.84,329.11,325.16,330.53,333.89,L7
1999-12-07 22:12:53+00:00,350.77,347.59,346.49,340.24,351.42,343.72,346.93,347.44,337.92,335.52,336.66,335.15,334.05,343.33,L7
1999-12-14 22:19:07+00:00,348.48,343.19,,339.18,340.73,,331.23,338.06,,,,319.92,320.63,329.77,L7
2000-01-24 22:12:47+00:00,359.46,357.90,356.54,355.07,346.33,344.85,343.62,347.78,347.28,345.56,340.54,334.76,338.54,344.85,L7
2000-02-09 22:12:43+00:00,364.71,366.79,367.33,368.42,365.28,355.47,353.77,355.22,353.39,344.06,348.38,340.42,339.54,350.21,L7
2000-02-16 22:18:52+00:00,,,,,344.14,336.45,341.85,341.22,355.08,349.63,343.78,336.01,332.83,329.01,L7
2000-04-13 22:12:18+00:00,369.68,371.52,371.67,371.11,371.63,367.18,361.16,367.41,362.66,357.91,356.64,348.44,352.42,367.60,L7
2000-04-20 22:18:27+00:00,369.63,355.21,361.03,359.87,360.86,355.93,359.00,364.19,354.04,349.21,345.56,335.92,336.41,346.95,L7
2000-05-31 22:11:54+00:00,368.83,354.34,359.56,349.90,353.06,349.82,351.24,347.23,347.09,342.47,339.98,327.15,340.20,339.35,L7
2000-08-03 22:11:07+00:00,366.78,366.43,367.68,365.39,369.17,362.86,367.67,364.43,362.55,354.88,363.66,356.83,357.59,364.46,L7
2000-08-19 22:11:01+00:00,378.04,367.67,362.85,362.96,369.20,365.41,364.37,368.51,364.57,358.94,358.86,359.61,356.33,366.81,L7
2000-09-04 22:10:46+00:00,358.76,353.01,353.31,356.26,354.64,348.31,350.17,346.80,349.27,344.15,343.85,343.87,345.14,349.07,L7
2000-09-20 22:10:27+00:00,361.54,358.34,354.56,355.59,353.98,350.97,351.14,360.41,359.60,346.78,344.75,342.65,347.20,360.04,L7
2000-09-27 22:16:36+00:00,364.98,367.88,365.30,367.80,368.80,365.68,362.89,367.37,357.62,351.85,351.27,349.10,348.47,354.22,L7
