dates,satname,nzd0432-0000,nzd0432-0001,nzd0432-0002,nzd0432-0003,nzd0432-0004,nzd0432-0005,nzd0432-0006,nzd0432-0007,nzd0432-0008,nzd0432-0009,nzd0432-0010,nzd0432-0011,nzd0432-0012,nzd0432-0013
1999-10-27 22:19:03+00:00,L7,353.03,352.78,347.52,345.09,345.21,342.37,344.96,350.43,340.47,337.65,334.98,331.62,333.05,341.53
1999-11-05 22:12:52+00:00,L7,336.46,334.76,332.18,328.12,332.08,330.23,325.45,333.27,325.70,320.47,317.56,313.79,322.60,326.96
1999-11-21 22:12:47+00:00,L7,338.46,337.86,335.15,335.06,341.20,330.76,330.68,337.57,329.89,324.39,323.89,319.35,322.03,330.96
1999-11-28 22:18:56+00:00,L7,363.80,357.71,352.70,348.66,352.06,345.84,346.70,356.97,347.17,337.44,333.71,329.76,335.13,338.49
1999-12-07 22:12:53+00:00,L7,346.19,343.24,342.14,335.89,344.73,336.76,341.49,342.32,333.57,331.17,332.31,330.80,329.70,338.98
1999-12-14 22:19:07+00:00,L7,352.16,346.69,117.64,342.68,346.11,,335.60,342.18,280.93,,167.31,323.42,324.13,333.27
2000-01-24 22:12:47+00:00,L7,362.25,360.55,359.19,357.72,350.41,349.09,346.93,350.90,349.93,348.21,343.19,337.41,341.19,347.50
2000-02-09 22:12:43+00:00,L7,367.18,369.14,369.68,370.77,368.90,359.23,356.71,357.98,355.74,346.41,350.73,342.77,341.89,352.56
2000-02-16 22:18:52+00:00,L7,,,,636.94,337.91,329.97,336.79,336.46,351.03,345.58,339.73,331.96,328.78,324.96
2000-04-13 22:12:18+00:00,L7,368.68,370.57,370.72,370.16,370.17,365.66,359.97,366.29,361.71,356.96,355.69,347.49,351.47,366.65
2000-04-20 22:18:27+00:00,L7,367.37,353.06,358.88,357.72,357.55,352.49,356.31,361.66,351.89,347.06,343.41,333.77,334.26,344.80
2000-05-31 22:11:54+00:00,L7,362.30,348.14,353.36,343.70,343.52,339.90,343.49,339.94,340.89,336.27,333.78,320.95,334.00,333.15
2000-08-03 22:11:07+00:00,L7,369.73,369.23,370.48,368.19,373.48,367.34,371.17,367.72,365.35,357.68,366.46,359.63,360.39,367.26
2000-08-19 22:11:01+00:00,L7,380.41,369.92,365.10,365.21,372.66,369.01,367.18,371.16,366.82,361.19,361.11,361.86,358.58,369.06
2000-09-04 22:10:46+00:00,L7,362.71,356.76,357.06,360.01,360.41,354.31,354.86,351.21,353.02,347.90,347.60,347.62,348.89,352.82
2000-09-20 22:10:27+00:00,L7,365.80,362.39,358.61,359.64,360.21,357.45,356.20,365.17,363.65,350.83,348.80,346.70,351.25,364.09
2000-09-27 22:16:36+00:00,L7,358.35,361.58,359.00,361.50,359.11,355.60,355.02,359.96,351.32,345.55,344.97,342.80,342.17,347.92
2000-11-07 22:10:17+00:00,L7,356.83,348.12,352.23,347.55,350.01,342.21,347.08,347.57,339.65,337.01,333.48,337.56,332.74,343.17
2000-11-14 22:16:30+00:00,L7,205.86,226.61,139.11,190.15,232.79,233.10,107.63,99.39,,,,,,
2000-12-16 22:16:35+00:00,L7,458.63,442.40,443.94,436.34,432.23,441.03,441.39,444.34,420.51,432.34,431.47,420.14,377.72,381.36
2001-01-01 22:16:33+00:00,L7,362.89,351.90,350.03,336.81,333.86,327.53,334.16,337.63,,96.92,307.43,320.88,321.14,331.62
2001-01-10 22:10:27+00:00,L7,363.30,361.59,354.82,345.30,347.49,336.67,343.53,342.95,334.24,332.83,330.48,333.04,332.54,342.42
2001-01-26 22:10:30+00:00,L7,354.96,349.85,351.84,339.88,340.26,341.08,336.35,337.06,334.05,325.53,325.06,320.46,320.81,330.77
2001-02-18 22:16:35+00:00,L7,387.54,379.61,368.73,367.46,374.79,360.84,355.35,361.61,350.51,353.93,352.33,345.61,353.63,357.66
2001-02-27 22:10:18+00:00,L7,386.48,386.37,383.24,376.25,369.47,364.40,360.69,367.65,363.33,358.06,360.84,348.90,354.64,358.41
2001-03-15 22:10:15+00:00,L7,396.67,396.91,396.63,383.45,377.79,370.14,366.35,370.29,367.27,356.58,354.91,350.08,360.32,364.24
2001-03-22 22:16:21+00:00,L7,371.93,366.98,358.69,352.62,355.72,351.78,349.66,349.97,353.08,344.70,344.28,339.70,336.97,344.78
2001-03-31 22:10:07+00:00,L7,409.84,404.46,396.95,386.90,385.22,377.01,378.18,375.71,375.42,372.61,362.57,366.33,364.91,378.55
2001-04-07 22:16:13+00:00,L7,373.10,370.40,359.89,358.60,367.15,358.73,354.35,364.44,354.94,356.21,353.71,346.00,357.44,363.86
2001-05-02 22:10:03+00:00,L7,372.54,367.14,365.49,360.07,359.25,354.60,352.98,357.11,352.95,349.70,346.85,342.30,345.68,349.31
2001-06-03 22:09:40+00:00,L7,391.41,368.24,374.30,377.89,360.48,364.22,367.02,357.64,358.58,357.03,342.90,344.87,353.25,359.52
2001-06-10 22:15:47+00:00,L7,395.50,398.86,409.49,395.18,381.75,374.18,375.81,378.31,388.38,372.20,375.43,372.89,365.02,373.55
2001-07-05 22:09:21+00:00,L7,366.30,371.22,373.04,371.62,362.75,355.30,353.19,362.28,359.54,350.05,352.33,343.29,351.51,355.85
2001-07-12 22:15:31+00:00,L7,390.09,390.57,397.18,402.19,394.75,382.45,379.00,384.36,380.84,369.16,366.47,366.85,368.94,370.96
2001-08-29 22:14:52+00:00,L7,358.88,363.85,360.33,362.68,361.23,352.86,351.55,359.24,358.31,346.58,344.00,344.76,348.42,348.43
2001-09-07 22:08:34+00:00,L7,372.84,371.41,372.36,371.36,374.60,366.13,367.05,368.87,364.92,358.52,355.73,352.04,353.89,368.99
2001-09-23 22:08:26+00:00,L7,367.21,368.89,364.55,366.91,364.88,362.20,362.89,363.99,361.15,352.39,350.81,346.90,351.55,356.06
2001-11-10 22:08:27+00:00,L7,344.69,341.83,342.26,341.67,342.99,335.81,334.49,339.29,332.09,329.43,328.88,321.83,327.31,337.52
2001-12-12 22:08:38+00:00,L7,333.66,334.94,330.74,329.94,329.99,328.03,323.82,328.83,322.80,320.46,319.40,306.99,291.66,319.60
2002-01-20 22:15:01+00:00,L7,377.03,373.98,374.46,370.35,373.01,363.05,359.31,366.86,359.03,352.68,351.74,349.78,354.73,357.70
2002-01-29 22:08:45+00:00,L7,355.98,343.27,342.74,343.04,347.39,338.39,337.30,339.28,336.24,331.60,331.93,327.74,329.06,338.98
2002-02-05 22:15:01+00:00,L7,364.32,368.20,361.33,360.40,354.48,343.15,347.27,353.24,350.47,336.56,336.04,332.43,335.51,342.09
2002-02-14 22:08:53+00:00,L7,360.64,350.11,351.49,348.38,350.50,344.72,346.84,347.12,340.11,338.49,340.49,338.25,334.40,345.10
2002-03-09 22:15:05+00:00,L7,362.07,360.12,352.72,353.43,353.89,344.10,349.65,346.96,339.67,336.72,340.52,339.70,339.47,345.36
2002-03-25 22:14:59+00:00,L7,361.82,353.48,352.95,353.36,353.78,346.98,350.38,351.65,347.61,346.23,343.91,341.43,342.58,351.47
2002-04-03 22:08:45+00:00,L7,381.00,373.07,374.43,370.86,375.74,368.21,368.68,372.19,365.85,360.12,361.41,362.20,360.85,370.48
2002-05-12 22:14:55+00:00,L7,388.22,369.76,374.84,365.74,367.31,362.26,357.18,363.65,363.57,357.60,357.27,347.84,353.84,356.24
2002-05-28 22:14:46+00:00,L7,383.91,380.84,378.35,371.43,371.91,365.35,365.67,366.22,364.83,359.40,357.03,351.02,353.69,366.56
2002-06-06 22:08:34+00:00,L7,371.98,363.51,361.09,356.89,358.34,354.95,351.79,362.24,355.78,354.13,351.30,340.75,344.49,349.62
2002-06-29 22:14:36+00:00,L7,590.85,608.92,559.66,603.40,617.71,592.16,586.36,638.26,344.91,637.75,633.53,619.30,521.55,511.88
2002-07-24 22:08:14+00:00,L7,371.09,356.49,357.36,356.37,357.84,350.22,351.02,358.84,356.29,350.06,350.85,345.93,349.12,352.65
2002-08-16 22:14:20+00:00,L7,385.36,376.43,376.52,368.56,374.65,367.34,363.42,370.79,365.01,359.90,357.65,348.12,355.06,360.59
2002-08-25 22:08:00+00:00,L7,376.32,362.60,362.63,357.22,358.68,358.03,354.62,360.72,354.63,352.56,347.48,340.47,343.08,352.81
2002-09-10 22:07:55+00:00,L7,389.74,374.63,368.44,359.06,357.18,353.07,352.24,352.80,358.47,351.36,348.31,339.25,346.30,354.25
2002-10-12 22:07:38+00:00,L7,364.43,370.02,374.34,375.18,375.38,364.75,358.40,358.58,,,,,,
2002-10-19 22:13:56+00:00,L7,,,,,,,,327.42,325.75,297.70,335.23,212.06,210.90,115.91
2002-12-31 22:08:20+00:00,L7,,,,,,,,,333.38,328.78,331.77,327.37,328.67,341.98
2003-01-07 22:14:28+00:00,L7,399.99,397.72,386.14,374.77,372.31,361.06,362.73,367.16,361.72,354.69,352.61,349.25,357.39,357.00
2003-01-16 22:08:26+00:00,L7,376.27,368.12,356.82,355.74,352.32,344.20,348.81,351.61,343.67,342.59,340.34,338.24,337.74,346.54
2003-01-23 22:14:39+00:00,L7,381.69,374.99,375.13,368.34,363.47,357.43,349.98,348.01,350.81,347.65,350.33,343.30,338.01,344.17
2003-02-01 22:08:33+00:00,L7,350.91,344.55,345.79,349.02,340.60,336.57,330.92,333.65,330.45,323.22,321.17,313.24,313.43,323.13
2003-02-24 22:14:49+00:00,L7,387.28,379.78,384.29,391.63,384.92,372.73,378.97,372.25,364.43,360.69,357.67,354.36,356.40,361.68
2003-03-12 22:14:54+00:00,L7,388.70,378.92,382.84,389.45,384.08,374.12,366.24,367.59,361.92,358.81,360.64,351.60,359.80,362.07
2003-04-13 22:14:55+00:00,L7,383.62,379.95,383.15,376.01,375.95,365.60,364.32,363.90,358.24,357.74,359.40,364.21,365.50,368.58
2003-05-15 22:14:52+00:00,L7,387.29,376.71,380.62,382.85,380.68,372.20,370.72,369.97,365.43,355.63,350.26,336.87,338.97,344.59
2003-05-24 22:08:40+00:00,L7,390.13,383.32,384.55,378.48,379.21,373.17,368.51,368.41,365.01,365.29,363.94,362.01,362.69,370.68
2003-08-03 22:14:34+00:00,L7,292.58,271.52,254.36,238.54,79.87,63.23,179.30,143.13,,,,,,
2003-08-11 22:03:03+00:00,L5,373.58,372.97,372.11,360.15,361.87,359.30,356.39,364.72,362.48,356.93,356.64,350.21,360.34,366.09
2003-08-12 22:08:23+00:00,L7,368.43,370.57,370.04,363.56,359.50,360.15,361.00,365.73,363.70,360.54,358.90,349.40,355.16,371.97
2003-08-20 21:57:03+00:00,L5,379.66,377.51,380.32,369.85,369.21,362.53,365.98,366.39,364.39,360.64,359.31,352.99,357.32,365.70
2003-08-27 22:03:21+00:00,L5,372.55,366.36,361.61,355.80,374.67,362.50,350.84,356.83,353.88,354.40,353.61,344.28,349.39,350.24
2003-08-28 22:08:21+00:00,L7,366.54,364.40,364.40,357.76,361.10,356.44,354.65,353.47,355.37,350.38,351.25,345.39,350.96,363.59
2003-09-20 22:14:22+00:00,L7,364.62,362.40,359.78,355.28,347.97,344.46,344.24,350.58,348.23,335.92,342.48,335.25,339.37,348.03
2003-10-14 22:04:03+00:00,L5,373.93,363.80,354.75,359.89,356.65,355.74,353.99,359.56,354.08,349.42,350.11,345.93,349.99,354.91
2003-11-16 22:08:35+00:00,L7,358.38,355.23,358.32,349.30,348.24,343.30,347.88,,,,,,,
2003-11-23 22:14:50+00:00,L7,,,,,,329.50,338.15,336.18,328.65,329.24,,,,
2003-11-24 21:58:27+00:00,L5,354.87,344.29,349.47,348.73,347.53,339.21,340.78,339.57,332.94,328.51,324.53,326.69,318.17,327.08
2003-12-02 22:08:38+00:00,L7,354.39,350.46,351.50,353.08,348.72,344.18,346.27,344.51,344.44,339.44,340.54,338.97,336.53,343.78
2003-12-09 22:14:54+00:00,L7,,,,,,,,,352.90,351.10,349.57,,,
2003-12-10 21:58:29+00:00,L5,356.21,345.70,346.57,344.92,343.28,337.02,343.91,338.09,331.79,328.36,333.34,328.21,330.09,337.83
2003-12-26 21:58:42+00:00,L5,362.27,358.70,356.44,355.36,354.76,349.41,349.07,351.68,347.71,338.61,335.09,327.68,327.46,336.92
2004-01-18 22:04:57+00:00,L5,339.73,332.13,332.34,326.77,323.84,319.85,316.26,320.12,314.37,309.36,309.82,304.26,308.04,318.79
2004-01-19 22:08:59+00:00,L7,350.49,339.33,336.78,332.14,336.22,328.65,335.42,334.59,327.53,326.99,325.10,312.73,324.52,324.59
2004-01-27 21:58:50+00:00,L5,385.03,378.31,367.04,367.22,365.88,361.24,358.32,360.92,360.06,357.80,355.63,344.27,348.21,347.11
2004-02-11 22:15:17+00:00,L7,,,,,,,,355.21,353.49,343.28,341.97,338.50,340.31,346.02
2004-02-19 22:05:07+00:00,L5,339.56,333.75,339.41,329.73,326.08,329.19,328.85,336.33,323.01,315.12,317.60,310.64,313.58,318.29
2004-03-23 22:09:16+00:00,L7,384.57,372.21,369.64,366.31,360.30,359.59,358.77,357.11,354.05,352.72,349.13,342.89,346.23,353.93
2004-04-08 22:09:12+00:00,L7,,,244.93,197.48,221.01,143.74,179.64,364.81,358.62,359.66,357.22,351.85,355.26,361.82
2004-04-24 22:09:07+00:00,L7,,,,,159.83,189.31,136.44,137.05,135.70,111.89,170.54,127.05,184.17,177.20
2004-05-18 22:00:38+00:00,L5,392.98,384.58,381.85,371.94,371.68,368.86,370.95,370.59,364.81,360.44,361.62,357.50,358.32,367.80
2004-06-11 22:09:02+00:00,L7,293.14,274.44,267.73,245.76,,,,,370.39,367.38,362.82,362.44,360.59,367.49
2004-06-27 22:09:00+00:00,L7,374.01,368.21,364.11,355.13,357.01,350.69,348.34,357.70,354.88,355.61,350.09,343.29,346.31,349.20
2004-08-22 22:03:12+00:00,L5,383.67,385.19,385.97,374.57,370.17,365.33,369.02,364.13,365.53,357.72,354.87,344.09,351.98,353.50
2004-08-29 22:09:34+00:00,L5,365.27,367.77,364.55,359.71,365.19,355.35,361.33,357.78,359.46,354.77,352.85,343.99,347.55,355.58
2004-09-06 22:14:52+00:00,L7,391.52,398.70,385.41,374.05,376.76,368.43,366.42,364.78,362.26,355.42,354.68,350.63,357.80,362.85
2004-09-14 22:10:00+00:00,L5,367.11,360.95,348.18,335.27,342.47,337.12,342.72,340.57,338.82,325.63,334.54,328.02,326.65,342.55
2004-09-30 22:10:21+00:00,L5,358.04,361.99,357.23,349.84,342.88,331.92,337.39,337.91,331.28,329.61,334.70,330.41,326.16,332.56
2004-10-01 22:08:33+00:00,L7,369.49,381.18,379.05,371.33,355.49,347.25,348.24,352.02,352.88,342.94,345.71,337.92,338.91,345.09
2004-10-16 22:10:42+00:00,L5,372.16,372.31,364.37,354.53,351.98,345.77,347.44,342.32,346.16,332.92,329.85,327.79,326.67,333.97
2004-10-17 22:08:38+00:00,L7,378.61,385.34,388.71,369.68,360.32,357.18,354.09,355.43,351.61,349.29,349.82,346.16,,
2004-11-02 22:08:52+00:00,L7,,382.70,387.21,379.83,370.61,361.34,362.84,366.10,359.10,353.48,353.32,348.80,354.26,358.61
2004-11-18 22:08:57+00:00,L7,414.43,413.20,414.87,399.66,406.94,373.83,382.76,,,,,,,
2004-11-25 22:15:14+00:00,L7,,,,,,,,,,,,,,
2004-11-26 22:05:17+00:00,L5,349.71,344.09,349.45,341.06,341.02,332.91,337.18,334.58,329.24,321.72,320.54,315.12,318.26,327.44
2005-01-29 22:06:17+00:00,L5,429.85,453.30,438.75,359.52,388.72,506.87,514.43,476.26,439.26,276.68,333.43,462.50,506.03,489.30
2005-02-14 22:06:33+00:00,L5,369.34,361.86,362.15,365.10,363.93,361.37,358.86,358.34,363.42,355.15,355.76,354.49,352.27,354.80
2005-03-17 22:15:52+00:00,L7,,,,,381.52,388.63,378.23,371.67,362.73,359.24,363.46,364.60,364.18,372.32
2005-03-26 22:09:40+00:00,L7,362.91,352.91,356.36,352.57,356.56,356.37,353.48,351.18,347.28,341.63,348.41,345.31,344.40,347.41
2005-04-02 22:15:49+00:00,L7,376.14,365.89,363.09,365.96,372.79,370.66,365.37,365.24,362.88,360.10,358.67,355.38,359.99,364.97
2005-04-10 22:13:16+00:00,L5,378.70,374.84,376.39,382.64,381.80,381.35,374.92,374.39,366.20,363.02,365.00,365.47,366.91,371.55
2005-04-27 22:09:33+00:00,L7,380.72,366.93,367.19,368.33,378.07,376.95,377.42,373.14,366.87,367.48,369.23,366.81,362.88,365.54
2005-05-21 22:07:20+00:00,L5,253.98,346.40,336.95,343.20,349.58,348.64,348.48,343.47,341.08,344.57,346.81,341.97,339.58,344.33
2005-05-29 22:09:33+00:00,L7,400.20,386.72,378.16,376.39,381.12,381.62,384.06,382.65,383.64,378.69,376.18,374.98,371.73,375.38
2005-06-05 22:15:41+00:00,L7,,,,,357.49,357.48,358.55,365.48,361.01,357.76,356.18,353.06,356.58,358.71
2005-06-21 22:15:35+00:00,L7,,,,348.38,351.22,353.64,351.44,351.67,358.13,350.66,351.22,342.69,348.91,355.44
2005-06-30 22:09:23+00:00,L7,295.04,293.81,266.19,,,,,371.65,367.87,365.32,366.09,357.57,363.37,364.55
2005-07-08 22:07:39+00:00,L5,385.51,369.75,363.94,365.19,364.82,370.92,367.59,365.64,365.84,357.75,359.79,354.79,359.82,368.97
2005-08-09 22:07:58+00:00,L5,393.48,385.75,375.40,366.17,364.51,364.17,373.25,367.04,363.90,359.66,358.96,363.88,367.94,363.75
2005-08-17 22:09:18+00:00,L7,355.52,349.89,345.10,436.08,444.26,431.95,440.59,458.45,,,,,,
2005-08-24 22:15:26+00:00,L7,392.71,385.17,376.11,365.93,371.72,365.78,365.16,206.25,250.41,228.36,221.49,209.34,218.86,200.37
2005-09-10 22:08:07+00:00,L5,385.13,378.46,374.95,368.94,368.57,363.70,361.66,365.06,362.82,359.41,365.38,357.93,358.89,362.66
2005-09-18 22:09:03+00:00,L7,360.88,348.30,342.43,341.23,342.56,335.09,337.01,334.84,330.17,330.24,333.49,321.11,331.12,333.28
2005-09-25 22:15:14+00:00,L7,,,,,,,,,,,,,,
