dates,satname,nzd0171-0000,nzd0171-0001,nzd0171-0002,nzd0171-0003,nzd0171-0004,nzd0171-0005,nzd0171-0006,nzd0171-0007,nzd0171-0008,nzd0171-0009
1999-09-20 21:58:56+00:00,L7,379.19,381.78,381.94,377.28,372.24,371.87,367.02,369.44,351.02,342.52
1999-10-22 21:58:52+00:00,L7,364.69,376.24,373.37,376.24,374.86,372.56,362.40,359.47,339.81,332.33
2000-02-11 21:58:45+00:00,L7,357.24,357.92,358.11,352.39,346.31,343.17,340.63,351.94,337.61,330.32
2000-03-14 21:58:11+00:00,L7,361.17,365.47,367.61,374.06,384.16,380.80,369.53,373.46,356.04,345.52
2000-03-30 21:58:33+00:00,L7,360.07,366.37,366.16,368.40,369.64,367.08,361.86,367.83,353.67,344.52
2000-05-24 22:03:46+00:00,L7,340.30,354.59,344.34,342.71,338.01,339.65,344.29,,,
2000-07-11 22:03:17+00:00,L7,381.88,387.15,390.67,387.28,,,,,,
2000-07-20 21:56:59+00:00,L7,326.42,332.90,328.30,,,,,,,
2000-09-13 22:02:26+00:00,L7,,,,,,,,,,263.11
2000-10-15 22:01:56+00:00,L7,,,165.42,,,,,,,
2000-11-09 21:56:21+00:00,L7,376.38,385.01,382.58,387.58,386.26,378.92,371.71,374.53,354.41,345.28
2000-11-25 21:56:23+00:00,L7,347.19,344.90,346.45,345.05,341.96,341.45,341.90,350.32,338.89,339.08
2000-12-11 21:56:24+00:00,L7,336.23,336.78,338.74,336.78,330.54,332.56,336.46,,238.99,
2001-01-28 21:56:32+00:00,L7,342.69,353.33,346.01,349.17,344.04,343.24,347.08,351.73,341.01,323.93
2001-03-01 21:56:21+00:00,L7,352.57,356.90,354.08,352.72,351.30,345.84,345.54,357.66,339.45,336.39
2001-03-17 21:55:52+00:00,L7,359.25,362.74,359.77,361.05,359.39,356.50,359.97,365.27,353.01,344.40
2001-06-21 21:55:29+00:00,L7,345.44,354.52,351.37,349.45,348.87,346.27,347.64,356.22,338.23,335.85
2001-08-08 21:54:37+00:00,L7,333.69,336.36,336.05,332.92,328.25,324.54,325.86,334.68,319.56,310.08
2001-08-15 22:00:38+00:00,L7,390.10,395.41,400.41,403.30,406.64,398.21,386.65,383.87,368.14,
2001-08-24 21:54:48+00:00,L7,335.61,337.35,336.73,334.77,337.22,329.49,335.83,346.67,326.41,320.03
2001-09-09 21:54:36+00:00,L7,347.35,346.38,340.65,344.20,339.63,340.87,344.83,353.29,335.16,330.22
2001-09-25 21:54:04+00:00,L7,365.76,375.31,374.00,375.23,374.48,371.17,364.14,368.68,352.79,342.71
2001-10-11 21:53:46+00:00,L7,371.68,378.82,376.53,381.86,378.88,378.05,371.56,378.54,356.62,346.75
2002-01-31 21:54:26+00:00,L7,316.89,322.91,319.08,318.24,325.70,323.52,319.42,325.26,311.97,300.76
2002-03-20 21:54:48+00:00,L7,348.42,350.53,352.62,355.43,349.99,351.66,353.03,356.29,343.26,334.72
2002-05-23 21:54:42+00:00,L7,386.91,379.78,368.50,377.28,376.98,375.44,381.01,390.74,360.17,361.76
2002-06-24 21:54:28+00:00,L7,353.24,360.11,354.64,358.90,355.41,358.49,360.82,368.32,347.13,345.62
2002-08-11 21:54:12+00:00,L7,333.32,331.28,332.66,327.24,330.95,327.49,337.42,344.33,325.13,317.47
2002-08-27 21:53:36+00:00,L7,340.70,344.02,341.07,340.27,339.29,338.37,344.38,344.03,332.52,324.84
2002-10-14 21:53:19+00:00,L7,372.12,382.38,377.58,380.80,380.36,377.30,372.07,374.10,359.15,348.10
2002-12-01 21:53:52+00:00,L7,375.15,379.17,385.00,388.77,391.31,387.96,384.63,383.61,358.39,363.62
2003-01-18 21:54:30+00:00,L7,351.28,356.21,354.41,352.16,345.55,342.27,346.25,347.93,334.98,323.69
2003-03-23 21:54:40+00:00,L7,338.38,346.89,342.68,344.70,341.13,342.14,346.41,351.52,338.61,329.65
2003-04-24 21:54:46+00:00,L7,360.96,367.62,368.58,370.16,371.72,367.64,364.01,375.35,363.27,354.74
2003-05-10 21:54:46+00:00,L7,362.74,368.87,370.40,374.28,374.59,373.62,373.87,381.73,368.03,364.67
2003-07-21 21:42:33+00:00,L5,374.79,378.02,374.21,382.59,379.71,376.75,374.51,379.98,362.46,357.48
2003-08-05 22:00:11+00:00,L7,,,,,,,,,,
2003-08-06 21:42:27+00:00,L5,367.35,376.37,379.45,383.17,380.08,389.47,379.32,385.53,369.59,366.00
2003-08-22 21:42:44+00:00,L5,349.58,350.47,349.12,353.36,364.26,360.33,359.19,,,
