dates,nzd0361-0000,nzd0361-0001,nzd0361-0002,nzd0361-0003,nzd0361-0004,nzd0361-0005,nzd0361-0006,nzd0361-0007,nzd0361-0008,nzd0361-0009,nzd0361-0010,nzd0361-0011,nzd0361-0012,nzd0361-0013,nzd0361-0014,nzd0361-0015,nzd0361-0016,nzd0361-0017,nzd0361-0018,nzd0361-0019,nzd0361-0020,nzd0361-0021,nzd0361-0022,nzd0361-0023,nzd0361-0024,nzd0361-0025,nzd0361-0026,nzd0361-0027,nzd0361-0028,nzd0361-0029,nzd0361-0030,nzd0361-0031,nzd0361-0032,nzd0361-0033,nzd0361-0034,nzd0361-0035,nzd0361-0036,nzd0361-0037,nzd0361-0038,nzd0361-0039,nzd0361-0040,nzd0361-0041,nzd0361-0042,nzd0361-0043,nzd0361-0044,nzd0361-0045,nzd0361-0046,nzd0361-0047,nzd0361-0048,nzd0361-0049,nzd0361-0050,nzd0361-0051,nzd0361-0052,nzd0361-0053,nzd0361-0054,nzd0361-0055,nzd0361-0056,nzd0361-0057,nzd0361-0058,nzd0361-0059,nzd0361-0060,nzd0361-0061,nzd0361-0062,nzd0361-0063,nzd0361-0064,nzd0361-0065,nzd0361-0066,nzd0361-0067,nzd0361-0068,nzd0361-0069,nzd0361-0070,nzd0361-0071,nzd0361-0072,nzd0361-0073,nzd0361-0074,nzd0361-0075,nzd0361-0076,nzd0361-0077,nzd0361-0078,nzd0361-0079,nzd0361-0080,nzd0361-0081,nzd0361-0082,nzd0361-0083,nzd0361-0084,nzd0361-0085,nzd0361-0086,nzd0361-0087,nzd0361-0088,nzd0361-0089,nzd0361-0090,nzd0361-0091,nzd0361-0092,nzd0361-0093,nzd0361-0094,nzd0361-0095,nzd0361-0096,nzd0361-0097,nzd0361-0098,nzd0361-0099,nzd0361-0100,nzd0361-0101,nzd0361-0102,nzd0361-0103,nzd0361-0104,nzd0361-0105,nzd0361-0106,nzd0361-0107,nzd0361-0108,nzd0361-0109,nzd0361-0110,nzd0361-0111,nzd0361-0112,nzd0361-0113,nzd0361-0114,nzd0361-0115,nzd0361-0116,nzd0361-0117,nzd0361-0118,nzd0361-0119,nzd0361-0120,nzd0361-0121,nzd0361-0122,nzd0361-0123,nzd0361-0124,nzd0361-0125,nzd0361-0126,nzd0361-0127,nzd0361-0128,nzd0361-0129,nzd0361-0130,nzd0361-0131,nzd0361-0132,nzd0361-0133,nzd0361-0134,nzd0361-0135,nzd0361-0136,nzd0361-0137,nzd0361-0138,nzd0361-0139,nzd0361-0140,nzd0361-0141,nzd0361-0142,nzd0361-0143,nzd0361-0144,nzd0361-0145,nzd0361-0146,nzd0361-0147,nzd0361-0148,nzd0361-0149,nzd0361-0150,nzd0361-0151,nzd0361-0152,nzd0361-0153,nzd0361-0154,nzd0361-0155,nzd0361-0156,nzd0361-0157,nzd0361-0158,nzd0361-0159,nzd0361-0160,nzd0361-0161,nzd0361-0162,nzd0361-0163,nzd0361-0164,nzd0361-0165,nzd0361-0166,nzd0361-0167,nzd0361-0168,nzd0361-0169,satname
1999-08-17 22:12:26+00:00,,,377.00,385.67,391.47,392.21,393.88,391.34,386.92,382.64,384.38,378.48,376.49,375.90,375.96,373.18,371.57,380.44,379.75,378.95,375.52,360.77,350.49,345.46,335.69,320.87,309.96,304.80,298.88,280.33,275.09,276.10,276.59,277.87,294.51,277.46,266.49,267.53,267.12,270.47,282.63,288.85,293.73,294.22,301.12,308.75,313.64,319.47,326.57,330.37,336.56,345.97,349.08,347.38,348.48,344.83,345.90,349.76,,,344.46,338.24,341.02,339.83,340.34,339.25,347.49,338.51,339.44,342.31,337.03,326.79,330.82,327.14,324.72,325.14,321.64,318.84,314.33,310.18,307.83,307.41,302.94,298.83,302.21,305.80,306.37,309.38,312.28,308.23,320.17,323.90,324.13,325.10,320.30,314.05,325.37,329.31,328.99,327.92,321.28,299.86,307.19,311.73,308.63,319.49,321.96,323.51,323.03,328.57,,324.03,328.69,329.44,329.82,328.15,333.58,330.38,329.66,324.98,328.67,328.47,330.50,332.77,334.26,335.17,334.18,339.42,339.47,339.45,340.92,340.73,333.88,332.74,338.24,339.04,343.02,347.14,356.94,347.87,333.66,331.16,331.69,328.23,323.08,318.37,312.40,309.09,305.91,306.74,302.85,304.07,308.89,311.86,309.05,311.68,313.89,314.38,302.00,297.85,300.24,300.69,303.58,304.60,317.00,310.34,303.10,309.54,312.20,329.88,L7
1999-08-26 22:06:20+00:00,382.37,373.17,373.19,373.68,372.85,380.07,386.69,383.93,385.13,376.23,367.10,366.57,373.54,377.23,383.50,376.08,379.23,380.43,386.77,383.70,377.79,363.31,359.63,348.06,348.43,340.56,328.54,314.23,304.99,293.94,286.46,286.22,291.91,284.94,270.71,260.02,262.46,256.45,250.16,282.78,291.93,288.81,297.11,303.44,315.37,322.27,319.10,320.88,324.23,326.08,328.38,335.15,340.43,335.09,332.53,331.75,333.64,330.30,,,,,,,,,339.90,334.97,334.31,331.84,328.04,328.22,326.09,322.19,315.04,318.65,318.92,315.42,310.73,305.70,303.50,298.51,294.68,298.16,298.47,298.53,300.12,300.60,303.34,304.60,308.26,311.16,313.63,305.68,305.35,308.77,301.22,302.30,302.74,295.06,286.20,280.07,289.27,281.38,294.37,311.51,312.00,311.86,,297.16,,,307.44,312.34,318.50,,306.01,316.96,311.91,311.60,315.18,319.64,321.17,320.39,328.10,331.46,331.95,329.40,330.12,329.09,333.07,332.09,325.81,318.42,314.67,316.98,324.47,338.73,346.67,342.91,332.23,334.54,325.36,325.09,319.31,316.69,298.63,309.44,303.50,303.72,300.10,303.32,299.95,305.88,305.72,301.96,297.77,293.94,292.25,294.00,,,,301.22,296.61,299.57,295.89,301.19,305.04,312.12,L7
1999-10-13 22:06:24+00:00,387.39,393.06,388.66,381.90,383.15,384.54,379.69,376.64,382.34,382.23,379.68,377.09,382.02,382.77,377.65,375.65,383.47,383.99,380.09,369.82,370.41,362.79,362.55,351.75,344.51,338.86,329.82,317.68,310.89,303.09,289.44,292.79,286.27,280.66,278.46,272.91,276.31,275.83,281.78,281.16,283.33,286.65,294.39,305.50,314.07,318.95,327.94,328.14,327.20,329.82,333.04,340.03,340.95,343.06,344.12,349.03,348.66,348.63,344.56,336.01,341.28,333.57,334.84,343.05,346.20,347.97,353.52,348.57,342.43,340.03,338.80,332.38,332.57,332.89,326.26,326.25,328.76,330.89,321.15,315.34,307.46,306.89,302.42,304.39,307.66,304.59,305.15,307.67,313.47,322.04,328.61,327.03,318.12,314.22,310.57,310.92,311.51,315.65,317.63,315.32,315.68,300.75,310.52,310.74,316.56,321.99,327.88,331.65,337.27,335.66,332.99,327.06,327.02,326.09,329.62,329.63,333.89,334.43,334.84,332.54,336.20,332.33,333.91,336.63,335.72,331.72,332.45,335.26,336.96,341.63,345.79,342.83,341.92,346.03,349.65,353.71,357.57,363.23,367.29,354.82,345.05,338.79,331.54,329.06,326.47,319.80,314.42,304.56,306.10,308.17,311.32,308.99,313.05,314.77,312.11,308.29,303.64,298.86,314.64,307.01,305.86,308.05,312.42,308.98,314.89,312.83,314.49,327.18,329.69,335.28,L7
1999-11-21 22:12:24+00:00,394.67,386.35,388.08,382.60,380.52,385.46,394.66,392.01,392.89,393.04,390.53,385.08,388.57,390.72,394.32,387.38,392.36,394.69,397.20,396.79,386.71,379.55,374.11,365.14,366.64,358.12,349.70,337.95,323.66,307.74,301.09,296.16,303.18,287.41,255.22,281.45,285.52,286.64,292.56,301.22,301.59,306.08,309.40,319.01,326.48,333.49,331.99,333.93,340.53,343.22,340.64,343.40,351.06,346.17,349.52,349.79,350.97,347.10,346.35,337.56,337.40,330.81,340.75,341.08,342.87,348.34,347.99,347.67,346.20,334.85,335.17,331.15,332.12,333.49,331.50,330.81,334.91,330.02,329.20,326.57,320.38,312.05,308.28,306.51,306.89,309.15,310.87,309.91,313.84,318.96,322.70,326.37,322.34,317.56,317.33,318.21,318.36,314.83,311.65,303.03,296.18,295.35,308.64,308.45,315.90,324.06,324.75,328.48,330.16,326.56,329.02,326.65,326.76,328.09,328.19,322.93,323.05,323.57,322.83,326.05,327.38,336.40,336.76,341.24,344.32,342.65,340.89,340.33,342.00,340.54,342.83,344.82,338.74,338.29,339.56,344.45,345.22,355.08,360.08,355.73,349.68,344.90,341.32,341.30,334.57,331.44,321.72,327.54,320.79,317.07,316.02,318.26,320.31,322.12,319.39,314.47,312.78,300.92,315.57,318.42,314.04,313.23,314.19,314.50,315.60,315.18,315.75,321.78,321.86,329.62,L7
2000-01-17 22:06:11+00:00,386.98,383.89,390.90,389.75,398.04,403.30,397.82,400.19,399.97,389.13,379.74,387.51,382.00,383.35,388.80,388.81,387.33,387.36,383.27,374.16,373.22,371.59,363.66,357.21,351.88,349.46,343.77,342.61,331.21,324.23,321.77,323.23,325.97,295.90,278.43,280.08,280.98,281.91,284.93,287.45,290.56,303.98,315.29,317.29,326.80,335.89,339.81,340.78,339.83,340.98,338.12,337.47,342.15,344.45,350.76,352.31,346.47,346.88,345.23,342.11,345.66,347.11,337.11,342.22,342.39,346.81,350.92,351.72,347.50,342.77,339.23,334.35,330.96,331.19,331.65,329.86,327.77,326.72,329.93,323.84,324.55,315.89,316.57,318.08,324.74,330.98,327.51,316.82,318.42,320.08,326.15,333.03,329.49,324.44,319.93,319.42,316.94,316.56,317.02,323.02,320.53,315.21,320.60,326.25,331.86,335.20,338.96,340.54,341.78,337.88,348.26,352.20,347.03,343.36,339.51,337.29,336.07,334.45,329.79,326.14,333.12,339.92,342.42,344.97,345.11,345.36,344.84,349.12,345.60,348.84,352.51,349.51,342.95,344.03,347.51,356.35,354.00,363.77,371.86,363.24,356.74,348.25,341.08,336.86,331.08,333.80,331.73,327.37,324.02,321.30,317.27,312.95,328.35,327.54,321.85,320.43,319.77,319.87,313.67,316.62,315.93,317.09,318.15,317.22,321.04,315.08,318.85,322.41,333.46,335.12,L7
2000-03-12 22:12:09+00:00,393.99,397.44,395.69,387.90,377.07,380.14,380.80,387.88,376.84,378.21,386.38,375.99,376.07,384.49,402.39,388.35,384.39,383.34,383.13,365.11,356.25,355.23,347.29,344.97,333.78,328.87,327.46,322.27,304.69,299.77,298.36,302.94,303.95,311.54,,262.16,272.80,257.09,255.06,257.79,262.77,275.09,284.34,298.54,307.32,316.05,316.14,319.47,333.13,352.72,,,354.61,338.09,337.10,334.50,334.65,337.83,338.11,333.62,334.52,330.24,325.10,331.96,341.83,342.90,345.97,344.13,347.61,344.64,345.15,340.86,333.71,334.03,343.31,314.56,314.66,319.10,313.52,312.65,316.70,313.91,308.97,315.14,317.93,315.98,319.54,326.48,326.53,325.11,324.98,326.44,322.56,327.44,313.08,308.47,311.06,319.53,330.59,313.10,306.30,295.31,312.02,318.92,324.26,348.14,350.89,347.06,332.51,328.10,332.05,326.68,328.89,322.36,321.86,329.41,324.73,323.64,324.15,319.74,326.91,326.48,329.54,322.61,332.08,326.73,334.74,335.08,339.78,336.42,334.11,338.37,336.63,333.78,338.91,341.76,348.23,351.81,356.26,352.15,330.72,322.97,322.68,313.35,311.19,313.25,314.00,320.91,311.85,310.37,312.68,313.59,316.60,323.81,321.23,315.79,338.21,329.59,318.44,308.73,307.10,303.86,308.18,309.01,322.39,308.48,306.41,325.21,319.68,331.03,L7
2000-03-21 22:06:01+00:00,374.81,369.39,371.28,361.86,365.14,365.14,374.59,374.83,376.55,373.74,374.80,373.54,368.89,368.96,376.32,380.84,378.79,369.55,366.94,364.48,359.08,351.96,348.95,336.47,333.13,328.89,321.03,311.99,304.67,296.41,283.65,285.72,293.14,288.32,246.10,260.15,251.32,245.40,243.02,259.40,271.51,276.31,284.75,296.08,304.67,312.46,310.92,316.57,318.38,317.54,326.63,334.34,334.97,329.28,326.52,316.46,320.20,319.94,,,,,313.74,,,,329.18,333.81,332.54,328.48,326.68,322.05,319.45,318.39,316.81,314.47,314.80,310.15,312.04,308.60,304.60,299.53,295.21,294.50,295.94,296.00,295.42,297.91,299.21,302.57,303.42,307.33,305.01,296.77,292.62,295.08,293.41,293.83,292.35,289.58,,270.25,274.42,,,309.33,309.19,308.97,303.94,291.23,,,302.58,305.84,308.76,,295.91,300.81,298.43,299.90,302.00,308.07,313.96,316.84,320.35,321.81,319.72,317.12,313.45,317.09,317.60,320.26,311.93,311.31,309.63,314.67,323.19,330.32,339.28,334.57,325.92,327.46,319.14,319.24,313.61,308.07,305.07,308.66,298.30,299.51,292.93,297.00,298.38,301.60,305.22,296.64,295.16,277.07,288.77,291.03,288.90,286.78,290.70,288.89,284.87,294.51,290.39,298.67,304.06,303.11,L7
2000-04-13 22:11:54+00:00,382.87,386.95,389.58,395.44,395.80,400.05,406.10,404.58,402.77,393.35,392.85,391.63,390.60,389.20,387.92,386.70,387.70,382.87,382.14,380.40,371.87,372.27,365.95,357.17,350.32,342.86,337.84,337.32,328.85,320.47,311.45,308.84,314.40,326.46,292.72,303.64,299.47,301.95,302.00,299.33,293.67,297.81,306.52,313.86,328.56,339.28,346.81,347.28,337.91,338.37,343.04,342.34,347.55,355.14,361.58,361.90,351.09,351.07,351.60,349.04,346.47,341.42,336.84,347.75,348.55,351.27,350.82,350.08,353.66,353.73,349.96,342.73,341.29,340.47,338.20,334.88,334.53,333.48,328.17,328.02,326.00,321.64,322.03,323.30,323.22,322.39,321.98,323.75,323.72,330.71,328.37,333.24,331.79,329.12,320.03,317.27,319.30,330.95,329.45,330.29,322.91,311.05,320.36,331.67,337.35,339.50,342.15,345.44,343.59,339.46,339.44,334.67,335.34,335.88,336.56,336.41,339.40,339.44,340.03,338.78,344.41,340.46,344.49,340.74,345.27,344.82,345.20,349.38,351.66,349.33,351.82,352.50,353.29,350.27,350.25,353.33,357.27,362.02,365.25,358.11,349.08,348.25,346.49,339.22,336.19,330.89,325.31,322.18,322.66,320.38,323.36,323.90,325.01,325.89,320.72,315.53,314.18,310.02,317.60,309.03,318.46,314.81,321.56,320.83,321.24,313.90,316.80,317.58,324.62,329.93,L7
2000-05-24 22:05:22+00:00,385.51,387.55,380.64,383.65,389.43,392.51,392.83,390.03,391.63,388.42,387.64,381.52,385.39,391.37,391.41,387.56,377.16,379.19,378.23,371.29,367.16,366.06,355.55,354.90,342.25,332.68,327.05,314.80,311.35,304.42,294.79,296.58,294.29,287.82,286.29,302.05,295.30,295.63,300.58,299.70,312.14,308.72,305.66,320.52,321.08,323.48,325.79,334.92,339.46,341.36,343.11,346.50,353.10,353.45,353.10,355.49,348.75,348.19,,,343.20,338.43,344.27,350.73,352.11,355.19,356.48,361.25,356.13,354.23,347.20,348.90,344.61,339.08,336.02,337.39,335.55,333.93,330.88,331.48,323.70,319.56,320.58,319.49,319.41,322.67,321.56,324.69,327.19,327.35,332.46,329.37,325.79,326.82,329.31,322.12,325.90,326.58,327.59,326.88,314.35,,325.16,325.54,333.99,334.86,342.39,337.48,339.01,337.89,336.32,341.83,335.83,332.00,329.70,335.00,338.32,333.75,343.09,344.71,340.96,345.16,343.67,337.69,348.00,343.70,340.81,343.84,344.13,342.15,343.96,341.24,342.44,344.38,346.15,356.15,356.03,358.65,366.75,361.19,351.22,338.33,336.17,329.25,326.26,323.68,321.53,318.84,315.15,314.05,319.00,315.92,317.38,319.88,318.18,316.40,306.56,308.28,302.85,303.05,315.97,316.87,318.08,319.82,328.21,319.54,315.22,322.22,328.59,332.59,L7
2000-08-03 22:10:43+00:00,407.08,419.56,414.86,411.67,391.32,396.83,417.43,409.59,384.20,381.99,392.22,396.40,390.62,398.74,392.66,401.05,406.37,398.60,396.42,375.90,360.69,361.46,360.52,348.01,342.64,335.23,331.41,317.87,313.06,306.71,295.57,297.41,293.26,295.26,295.70,299.96,293.77,297.29,296.49,292.09,300.37,306.47,308.06,326.49,319.31,333.63,327.58,349.52,359.69,358.84,339.41,342.15,361.54,356.90,346.09,361.00,357.17,348.43,350.88,353.24,354.63,340.79,334.36,343.13,348.57,348.11,347.18,346.27,346.41,346.02,341.48,330.12,334.12,365.63,335.36,327.76,327.43,326.79,323.91,323.02,317.43,316.03,313.90,310.40,312.99,311.58,313.37,321.46,328.26,329.65,327.10,330.04,341.31,,,,,,,,,,,,,,,,,320.32,322.44,322.97,321.89,322.36,321.80,325.33,332.90,326.72,332.50,334.16,335.12,341.10,340.27,342.31,344.71,337.62,347.93,349.64,346.48,347.89,351.80,347.32,340.44,342.50,343.02,346.47,348.20,351.73,356.31,351.44,340.55,334.98,330.93,325.55,325.90,326.26,326.32,322.30,321.35,315.33,314.69,315.41,321.49,321.21,321.42,307.86,308.49,303.45,308.11,306.88,308.54,311.56,314.17,315.77,317.15,318.36,320.36,319.83,321.85,328.84,L7
