,dates,jap0079-0000,jap0079-0001,jap0079-0002,jap0079-0003,jap0079-0004,jap0079-0005,jap0079-0006,jap0079-0007,jap0079-0008,jap0079-0009,jap0079-0010,jap0079-0011,jap0079-0012,jap0079-0013,jap0079-0014,jap0079-0015,jap0079-0016,jap0079-0017,jap0079-0018,jap0079-0019,jap0079-0020,jap0079-0021,jap0079-0022,jap0079-0023,jap0079-0024,jap0079-0025,jap0079-0026,jap0079-0027,jap0079-0028,jap0079-0029,jap0079-0030,jap0079-0031,jap0079-0032
0,1984-04-26 00:41:23+00:00,206.57815981058425,196.24658615422686,,200.253221539867,,,214.3195550206789,218.2063355972428,,198.39100296771042,191.76369291183505,,,,,174.3237410050748,,,188.00848293654374,201.46931057410728,206.9295591081901,206.34620023647645,188.84205255366274,185.01147214471084,181.61125782138987,161.10535615372757,177.02503676804054,190.32071738025752,193.5844710284489,,,185.48517184643612,
1,1984-08-16 00:44:01+00:00,177.8868640737784,162.12713086382567,,161.76337742715,,,,193.46276776464234,,185.22743848160388,181.38531764858345,,,,,140.7965032718867,,,148.9481377559066,179.83242362918418,182.45637292463508,195.49739327221508,196.53000439080904,,,,,,,,,,
2,1984-10-12 00:38:08+00:00,217.00884939716494,203.1693675342633,205.76118059075884,213.28450645092715,217.2562974106116,232.54325728406192,222.1428438060897,,224.6532259076034,207.74456778958003,204.4936548792582,209.11918627998813,213.66962671201898,203.88665844141102,201.4075298593624,191.76910591145358,183.5191586075421,178.67157976000675,188.1806815475104,198.02059225403212,,201.42219325024766,189.2688245902609,196.96704369312124,200.7299872389033,174.50278172982212,174.9479837500943,178.51644491317887,,,,,189.26887652629904
3,1984-12-06 00:44:13+00:00,205.45034621219997,198.5228036268432,213.75725663071134,203.5575535762057,209.03859214031118,218.59685699662137,208.48931857182407,213.47243473010914,212.5360083074298,209.48505902413345,203.60426895503966,211.19250824994833,208.83514289314746,202.50809586383014,199.3349207800396,197.1336754585322,177.58194481078394,155.64885594847792,166.64891978481168,,,190.88624231511707,192.08896712013143,203.17136754136735,202.02922036819447,205.50507264279284,,190.65813197012423,194.4121544820121,,,182.21964969734307,
4,1985-01-07 00:44:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1985-05-24 00:38:10+00:00,212.582367483722,198.280964832909,,,208.98526989494815,224.06107487603416,217.40989854666697,212.28653458717784,213.3717597856186,206.43098109238733,199.58674091197102,207.37077022859663,209.4640515625127,197.75411660584206,205.79510946003998,187.70351566246407,184.3599907187627,186.97891922278527,196.11292062213934,,211.34655394819222,197.4944431472671,194.57168437588942,191.50461154655582,197.06340056105424,191.64476570814844,173.95381236651482,177.49208092006717,192.99115546090118,183.4474619658065,188.26957094236894,185.2838424707754,189.41365798844996
6,1985-06-16 00:44:19+00:00,201.0614054583858,194.09315841461301,199.97424950612066,218.27471105263578,215.31724499219908,222.52021519634872,211.4180475057001,218.67949421769583,221.04022290349718,197.7991963162731,193.57898704195213,205.83915386952998,197.51535457968032,187.47618841105776,175.4297863136594,166.0158714237664,162.11919087240418,,188.0967105608679,198.06155867226397,196.04090833587472,192.30977719207442,182.61218063280617,178.0474691069293,181.1130875997229,171.21554404123304,171.379155557548,186.66855519760506,195.6623716987746,,187.90599298910982,190.78187648135352,191.99599322972514
7,1985-08-19 00:43:51+00:00,195.8047351409538,190.89464008408737,195.47312037570438,195.38077961597602,220.26600165847614,210.010581719335,201.6465791503286,207.50047198800488,195.99089489466286,189.76175699512342,180.92455637265806,,196.76941304945595,184.76720819863175,167.03770118580914,155.9920664115476,182.41920686376045,172.7036037220085,,214.25965177018216,,189.43868292010862,176.14309717528047,175.3637782131689,178.64988646487222,164.589536918008,,,,187.29935160907837,183.45320519284925,184.7359487542284,
8,1985-09-13 00:37:21+00:00,215.80024367696313,205.13442984859253,203.11064880891217,218.0452258965608,223.6972335998524,225.71206335267766,220.07921230572063,211.49897177553916,212.43652409644199,206.8047543067276,203.2792620062629,220.70306788729266,218.24037918692005,210.8274802744259,215.50415818625186,190.26959444643774,185.65272240073085,,195.32270003225256,,210.22490998618375,195.90639728029603,195.22588345911663,188.32492503757334,198.98003264763898,191.513817439451,178.9672900469314,177.44434040201116,188.0032353567895,178.72118568871912,,190.10780662857016,197.3920639807996
9,1985-10-15 00:37:01+00:00,226.09171389230917,214.82102620401366,226.5873021963526,221.86092061968833,221.5691976327354,231.23829321239907,223.73438198347446,226.3498897650314,224.37926337154175,209.79177047351826,215.05298559106419,226.4986057626053,228.72220816296453,220.21653262102166,212.99377917249817,203.0487452957554,203.1143739187659,195.35885489657505,196.3129961236778,212.46587582907188,214.0570270212041,215.69343536302495,202.788588121045,202.34797399065027,205.9768619163736,195.0016812630369,186.58444043660538,193.57071567892552,201.25752153024828,,,198.6096873328522,200.82711616054138
10,1985-10-22 00:43:06+00:00,225.29369315879876,224.664182021004,226.5138316902238,216.2193445528828,229.03929403114725,235.2552346735047,232.96771038236398,233.5570248996299,227.95538498097088,221.9848408522323,218.65954561416495,223.4774770467896,213.2824845855401,192.7507902703861,191.69510806955256,194.67866226874654,188.87701050027152,189.20947656643858,199.9396670200212,231.2776729674428,222.90893779795834,210.7400744553211,197.69560376741953,196.35081362172582,195.8669484034916,185.4742902380958,198.70886340583988,207.93046660188668,212.85030619902489,216.46224954957754,210.76880199626603,201.0247645227999,208.98365824774078
11,1985-10-31 00:36:48+00:00,189.34395897416013,179.37248757111854,,177.88030816109685,,195.0002883979715,191.20940007668617,193.776546654749,191.3852390727869,178.6668135720802,178.87770468037596,187.8175069388438,187.390840896504,174.0750362944662,184.2383162672749,175.3348190710289,160.25919533348593,140.55323125070606,,170.64768760511365,175.35922617405055,166.47662560114014,164.51682509678116,163.4345154803163,162.25120818294005,158.11179912893192,155.57356065941042,160.6804435556689,,,162.10697743226868,,163.03997099408744
12,1986-07-30 00:30:17+00:00,215.93576805359285,198.75218026291608,207.20846943121504,204.96113858226846,217.8386961812804,224.92809242007567,213.5961536110722,222.1461066315814,218.0105789733,213.9277030939977,204.46874656805386,210.4565282651782,213.55072633725666,206.88563093600717,200.55421936059417,181.22298328776378,183.13742167310096,175.22781339041003,195.85998479234289,197.44169007598612,202.43237440940229,199.4505025939489,181.90070376753482,183.46372953009876,193.12014115880922,180.69794784209503,184.50825286788813,187.40128591144926,195.07481648417712,194.09875918986623,191.0380270775374,199.73064321180152,200.54564934206502
13,1986-09-16 00:28:35+00:00,229.58736609613038,224.56838748573446,,227.77443264894544,231.19615151270128,231.00221387971737,231.1166776183386,219.3816094089655,229.264376107286,219.07549610689355,209.66518515015065,218.4016745841043,212.13973724601675,203.30174572134192,207.2490091482945,186.44542019424821,188.17893009546046,186.70860168522952,193.8093805833411,221.3217524414709,214.61201711135533,215.52540678487588,193.09417698383146,190.86101179967773,192.6784793778702,,186.72178639582967,190.28517042168525,200.21242239692887,,,191.04697829736497,201.38273083522924
14,1986-09-23 00:34:32+00:00,194.10782423782942,191.76627194227981,197.89478880100094,,196.54302684310602,203.54900958729687,,192.63919800471484,,,180.7259682370937,188.95170928447303,,,,165.89570508138075,168.59646383239516,170.11216088784138,175.93847002043,,,184.88735344295412,175.33366379645432,172.76685953184722,169.55094112040996,152.5076798069095,158.6105271963777,,177.545736222117,173.9456517301271,179.24263561363273,170.55461524957403,168.7033194458463
15,1986-10-09 00:34:02+00:00,164.43949254904086,181.75326801578453,190.60242645181228,,178.88885088809172,187.86491991773522,,185.17919551470564,,,175.7744404398835,188.8992985182124,,,,137.5960955706645,156.05206262450082,147.9764547158329,165.5458958362184,,,,169.58056890421716,161.35865034447025,154.18578067879758,142.65801025464475,147.57463248239662,,154.53222667835004,174.2088229572427,176.39891010103628,157.68189115977174,
