,dates,aus0046-0000,aus0046-0001,aus0046-0002,aus0046-0003,aus0046-0004,aus0046-0005,aus0046-0006,aus0046-0007,aus0046-0008,aus0046-0009,aus0046-0010,aus0046-0011,aus0046-0012,aus0046-0013,aus0046-0014,aus0046-0015,aus0046-0016,aus0046-0017,aus0046-0018,aus0046-0019,aus0046-0020,aus0046-0021,aus0046-0022,aus0046-0023,aus0046-0024,aus0046-0025,aus0046-0026,aus0046-0027,aus0046-0028,aus0046-0029,aus0046-0030,aus0046-0031,aus0046-0032,aus0046-0033,aus0046-0034,aus0046-0035
0,1987-09-11 23:08:53+00:00,275.5427696771494,285.53213342939,307.5470115733955,299.6019548346146,266.94540121422654,263.1509322600475,251.3334053411425,247.90242201642798,239.96858581680232,243.43385157580758,253.48813625992898,253.5355028074842,259.01560592398096,274.1726569596051,269.80825417095156,257.40239380971195,245.45646548106436,235.6630044134933,224.76516418128165,216.4001165215746,214.64505154555926,212.51700487523158,208.5267900503511,205.07367292836904,210.71026523228286,208.76665659972247,206.72687376847057,211.5550905478404,221.61333805580063,231.31671984969557,233.72851502802956,219.14578823259848,208.69523976214037,200.16510397793743,197.0096723806574,207.8236034641938
1,1987-09-27 23:09:15+00:00,291.3749840513404,302.4116514164297,328.7904230116154,329.96937189573157,291.1025020581533,280.29979549768007,273.4789460589384,265.2196366168512,258.19472794747213,266.1521130129519,269.9463686388846,263.02565428031147,286.57178455700046,304.1455309744888,304.69529163451205,295.93485917456394,284.3330037911638,270.8262806475767,250.54529793926255,241.481532830886,239.97986398810463,224.81760017559867,220.44163564973994,219.9431007052995,230.8522509590209,234.86279870004526,231.8752146116649,236.07200694795822,245.46621640683992,244.58916854892476,251.86469909193508,241.81146131377153,228.36710194698819,215.39261237332005,217.51784571635596,221.12243641790354
2,1987-12-16 23:10:41+00:00,300.0735783896888,306.16666858276994,332.1208926752116,322.4737474966268,297.87073262939276,291.1613868166884,298.1585973010596,281.15116337467134,279.7632264771613,284.38911404973464,290.994929354644,289.9306864197185,291.55913375533237,294.1948192528724,299.3731751286332,289.0808178371045,272.2469911725593,261.7825260745439,243.66715567958047,230.59984558639675,226.5905322080365,225.4578469185031,221.9656715652289,221.4247497032555,225.66193134561047,224.42667408282253,227.6275810512601,235.05346925842304,241.7905309931721,247.89544792301825,245.3210864081166,244.4985790355009,245.4568952106177,226.57129352514755,223.60500674022,219.1155983485853
3,1988-01-01 23:10:57+00:00,270.41139683394874,273.1759788966471,303.6550037933612,303.06789481170927,267.25070021242476,267.04054238508434,265.78082960823906,265.31508077788715,254.12635577952307,254.5106854285574,260.67725162887194,260.2688712459506,260.7384180336601,273.7807013554422,274.72177857157,257.28912138376734,248.4607706014585,240.4217638676556,222.14878077710475,211.58760989559138,201.6055534653213,204.68046286711552,196.69464795024507,197.2316251504862,199.1930260296962,207.07645709444836,204.83938498699024,207.56735005012638,218.8863297689728,227.17205599146666,229.935090854035,223.5275931768197,214.4677682762427,199.30178112398477,194.60392040381163,193.14204478286553
4,1988-01-17 23:11:38+00:00,259.1067961685344,259.64189086842737,288.5346664229915,282.85532945360194,257.7791680652057,247.12972036061362,241.73112855890705,241.82041986858067,239.66613133650398,240.08395038008175,236.30365614074023,243.32278697550336,241.40759766116085,245.8664323392974,241.68209409692113,234.7049586282156,222.00851287010846,217.78207492226724,205.58289407214136,198.68466046439954,193.23885200569526,187.81940413630684,185.92696839567344,178.0396331429606,185.41695365032317,186.84824884114272,182.89423494653323,188.57508904328392,200.30155190662276,220.71738751807732,226.73661405386278,213.21666241288153,208.49223484095984,195.06283885957393,185.8298242416488,192.65652913293195
5,1988-02-18 23:12:11+00:00,259.6157111614442,259.2644565066773,279.818141269665,276.8103582695662,241.06861983577554,235.57143977143656,234.04617806385025,230.10035814427172,225.93757477291854,227.60812161936965,225.6755064625679,231.73795153361507,230.22286607690327,229.77396995085886,231.58400490863272,219.65954483392107,211.31083218369935,203.5000994231546,192.65594962679086,185.62930073878988,175.91340066123945,176.2025401959053,171.95002755906654,171.85308115138056,174.28086851591615,171.7091891497518,173.98151722495453,181.05353558004336,188.59641655859897,199.84789920093388,203.2992854642155,210.01868140414462,200.83515379645627,186.84118570721313,163.1299925353846,175.2877203062695
6,1988-04-06 23:12:12+00:00,237.7555511951419,240.54109509165994,270.31364592841214,269.70694991304015,234.0986944990914,234.33676418081774,234.49031075145365,231.31901081494732,233.05834790967558,231.8859258064034,230.9975226399846,238.80758453663066,240.285340695314,235.95638872263052,237.51875961701043,225.5459441567534,221.27428347733914,216.55234314873803,206.54286261661056,196.08937101778142,192.9742317835875,187.89173819477534,182.3581117718989,,,,189.77344693407258,190.65508042069928,196.28059317892485,201.19809685610608,,,,,,
7,1988-04-22 23:12:17+00:00,279.68314149919297,281.3850036072506,299.05352283287755,295.6496419732942,260.18282524104603,254.82278439868782,245.0659108479691,241.32813782244983,238.52147716894336,240.57934258028183,243.8849159399666,247.5093797004223,249.01285350996494,255.0552351439408,258.4673674800069,239.4975241499434,232.7262628013109,224.62401890858337,217.51790114631808,203.10705342162356,196.86931859135478,193.07383025853926,195.84959273040187,195.59564445473404,197.61147720866558,205.50347741902084,201.44815002713216,195.5608403850541,203.4102321825232,214.56901487423545,225.2597088623067,235.59258624969334,228.22537944285176,210.75636458921304,199.86361970425628,203.04210954415942
8,1988-05-08 23:12:50+00:00,276.2154123881623,285.4259228201016,301.9245372802147,299.0015467073131,261.6083518698028,256.0643255618039,253.8146567591188,254.12483575462028,245.13274878860733,247.6027213664408,248.59615012305557,247.99377438621775,247.41550527213815,251.97543293008437,254.53021239652946,248.76539013218166,237.72518350280023,226.7156295263644,218.4196302726468,209.603805562464,201.1383819355018,197.44749716316534,192.0765780975986,195.04528685722175,195.78543683257072,205.07637028672218,198.9302784667263,220.08107306828916,230.9946347583127,235.90225663145782,240.76298329230394,232.30398138556527,225.3973228245463,209.32374400411922,197.80809532580253,191.89655208172775
9,1988-05-24 23:12:58+00:00,288.9021302773154,298.24217154721435,314.53400494170256,316.51857971229,270.68849806845463,261.12811697374366,263.8936939350659,251.99745762135322,245.75152285278205,246.19426535025525,253.199467053281,255.15395834163178,251.39555375743424,261.4213746487435,261.9600046678057,259.30489170496156,245.32487156529578,234.4082353290677,223.34253357394368,211.7143266538531,212.45955819696673,207.51928821987389,205.17657672182662,211.55292398718657,218.91649586655302,220.14712844876976,221.9741740695965,240.39781192492114,256.5756844749494,249.54348737465796,248.57961671934942,238.94855812187419,234.6937259220345,210.1024313392966,211.30592122877536,211.861624081268
