dates,nzd0182-0000,nzd0182-0001,nzd0182-0002,nzd0182-0003,nzd0182-0004,nzd0182-0005,nzd0182-0006,satname
1999-07-18 21:58:49+00:00,,329.08,,,,319.90,,L7
1999-08-26 22:04:44+00:00,415.56,340.68,333.94,333.50,343.05,334.17,328.13,L7
1999-09-27 22:04:48+00:00,411.28,330.22,328.83,334.70,338.21,335.65,317.80,L7
1999-11-14 22:05:06+00:00,,351.45,343.97,355.08,355.76,342.47,339.98,L7
2000-01-01 22:04:37+00:00,,339.93,336.47,339.68,337.71,338.15,341.12,L7
2000-02-18 22:04:53+00:00,433.60,326.73,326.46,322.58,329.02,325.24,326.40,L7
2000-03-30 21:58:33+00:00,497.72,340.02,326.36,316.63,337.64,327.98,336.45,L7
2000-05-08 22:04:21+00:00,486.04,330.74,314.14,321.04,322.93,315.29,333.43,L7
2000-05-17 21:58:07+00:00,,324.63,328.83,329.74,334.16,327.13,314.95,L7
2000-05-24 22:03:46+00:00,483.27,341.66,331.32,334.91,330.12,299.52,,L7
2000-07-04 21:57:38+00:00,,330.47,317.48,323.71,,295.63,,L7
2000-08-12 22:02:54+00:00,514.89,320.01,321.02,314.48,319.08,293.62,298.90,L7
2000-09-13 22:02:50+00:00,,317.19,325.27,326.63,328.69,323.94,314.08,L7
2000-10-15 22:01:56+00:00,,334.80,327.94,328.82,334.52,338.71,330.69,L7
2000-11-09 21:56:21+00:00,518.86,319.17,317.38,316.23,325.06,330.19,326.60,L7
2000-11-25 21:56:23+00:00,,328.38,327.01,327.21,322.29,341.62,319.44,L7
2000-12-02 22:02:33+00:00,,332.15,320.88,317.76,314.65,317.12,335.36,L7
2000-12-11 21:56:24+00:00,,,,310.32,321.51,328.80,313.42,L7
2001-01-03 22:02:12+00:00,,,,,,338.73,334.58,L7
2001-01-12 21:56:30+00:00,,291.13,298.47,294.96,295.50,311.63,,L7
2001-03-24 22:02:23+00:00,,330.96,331.03,335.96,344.57,344.75,332.81,L7
2001-05-11 22:02:09+00:00,496.65,,,,,,,L7
2001-06-05 21:55:40+00:00,,322.70,309.30,320.29,,,,L7
2001-06-12 22:01:48+00:00,475.84,318.22,307.11,328.92,339.90,277.81,,L7
2001-06-21 21:55:29+00:00,,307.16,,314.43,,299.99,,L7
2001-08-08 21:55:01+00:00,,296.18,294.81,299.62,311.45,321.16,305.36,L7
2001-08-15 22:00:38+00:00,484.01,305.10,305.66,326.07,327.71,321.89,332.30,L7
2001-08-24 21:54:48+00:00,,,273.43,311.78,,364.26,317.25,L7
2001-09-09 21:54:36+00:00,468.57,322.04,316.62,335.66,338.59,351.32,348.91,L7
2001-09-25 21:54:28+00:00,457.77,,,,,,,L7
2001-10-11 21:54:09+00:00,454.86,313.73,310.23,331.54,330.47,346.41,341.48,L7
2001-11-03 22:00:10+00:00,,315.96,322.82,331.13,332.68,338.75,335.89,L7
2001-12-21 22:00:53+00:00,457.77,322.79,327.46,359.76,369.61,378.81,359.91,L7
2002-01-06 22:00:55+00:00,436.20,332.20,322.54,350.28,369.69,392.72,375.55,L7
2002-01-22 22:00:40+00:00,469.76,326.51,321.91,340.22,349.16,359.24,349.60,L7
2002-02-16 21:54:54+00:00,,326.11,319.26,321.76,291.01,345.23,355.12,L7
2002-02-23 22:01:07+00:00,498.99,299.43,308.63,305.75,319.36,319.53,,L7
2002-03-11 22:00:43+00:00,,325.32,321.44,330.46,346.48,337.47,346.74,L7
2002-04-28 22:00:38+00:00,,309.17,318.51,323.15,327.97,332.64,320.51,L7
2002-05-07 21:54:52+00:00,520.71,331.10,337.82,325.29,331.82,335.14,328.06,L7
2002-05-30 22:00:49+00:00,504.81,334.62,321.45,314.38,308.05,308.46,,L7
2002-06-15 22:00:19+00:00,492.03,328.34,316.08,329.46,,287.27,,L7
2002-08-27 21:54:00+00:00,503.66,337.13,337.74,335.09,327.25,302.25,323.60,L7
2002-10-05 21:59:55+00:00,,301.47,304.31,307.65,313.51,320.05,316.54,L7
2002-10-14 21:53:43+00:00,467.54,337.89,322.98,325.50,318.98,318.47,336.59,L7
2002-12-08 22:00:27+00:00,473.38,310.45,313.45,316.75,311.39,318.48,292.56,L7
2003-01-18 21:54:30+00:00,,314.05,311.29,312.79,323.34,329.37,323.23,L7
2003-01-25 22:00:42+00:00,,323.53,311.08,317.16,321.69,335.14,330.39,L7
2003-03-30 22:00:54+00:00,,306.04,303.90,304.50,307.83,,,L7
2003-04-15 22:00:34+00:00,,322.53,320.01,326.75,342.27,366.02,,L7
2003-05-10 21:54:46+00:00,468.77,325.96,315.53,327.09,327.62,348.22,344.85,L7
2003-08-05 22:00:11+00:00,432.04,316.92,307.71,313.38,308.73,,,L7
2003-08-06 21:42:51+00:00,443.66,322.13,310.66,309.68,316.52,336.89,,L5
2003-08-13 21:48:45+00:00,,320.99,318.40,324.19,335.08,327.07,324.43,L5
2003-08-22 21:43:08+00:00,470.11,325.09,323.65,326.36,327.16,316.02,340.10,L5
2003-08-30 21:54:22+00:00,,322.56,319.86,329.14,328.81,330.83,338.37,L7
2003-09-07 21:43:24+00:00,,290.93,290.56,312.17,294.26,304.29,277.67,L5
2003-09-30 21:49:54+00:00,,285.62,283.95,289.39,284.49,292.94,309.21,L5
2003-10-25 21:44:04+00:00,,315.53,313.73,314.80,323.84,332.33,322.07,L5
2003-11-09 22:00:42+00:00,,,,318.94,,306.64,303.98,L7
2003-11-17 21:50:33+00:00,457.49,330.07,326.75,315.10,306.86,307.95,315.38,L5
2003-11-18 21:54:39+00:00,,319.32,323.31,335.22,323.93,335.46,333.41,L7
2003-12-03 21:50:43+00:00,471.11,317.79,324.87,315.95,308.87,,,L5
2003-12-04 21:54:43+00:00,,,,,,320.53,328.22,L7
2003-12-12 21:44:34+00:00,,310.36,326.33,341.89,,,,L5
2004-01-04 21:50:58+00:00,360.51,324.38,330.91,341.46,342.89,330.68,337.95,L5
2004-01-05 21:54:57+00:00,,,,,,325.10,322.39,L7
2004-01-20 21:51:01+00:00,400.22,316.20,322.75,324.17,335.40,318.37,310.49,L5
2004-02-06 21:55:08+00:00,396.85,316.83,320.39,327.07,336.64,331.64,328.82,L7
2004-02-13 22:00:55+00:00,418.08,,,311.85,,346.50,329.02,L7
2004-02-14 21:44:57+00:00,451.31,323.53,312.93,332.54,337.66,343.54,341.39,L5
2004-03-01 21:45:02+00:00,,322.77,326.24,332.17,333.00,328.94,336.63,L5
2004-03-09 21:55:15+00:00,,310.85,315.51,322.00,334.36,332.07,334.09,L7
2004-03-25 21:55:18+00:00,,307.19,322.38,336.96,,,,L7
2004-04-18 21:45:49+00:00,,311.87,317.15,326.78,342.09,334.52,341.92,L5
2004-04-25 21:51:47+00:00,478.56,322.29,322.06,,,,,L5
2004-05-03 22:00:59+00:00,,304.92,309.53,328.45,349.50,323.89,309.52,L7
2004-05-19 22:00:59+00:00,,,,,343.75,325.89,326.35,L7
2004-05-20 21:46:44+00:00,,322.96,317.57,326.29,331.95,318.56,299.51,L5
2004-05-28 21:55:11+00:00,,317.60,320.56,348.90,329.05,322.53,300.82,L7
2004-06-04 22:00:55+00:00,,,,,318.13,319.05,282.53,L7
2004-06-12 21:53:35+00:00,496.36,337.06,331.81,340.04,,281.23,,L5
2004-06-20 22:01:14+00:00,,291.52,327.37,334.71,302.38,253.77,271.90,L7
2004-07-07 21:48:09+00:00,,318.17,308.00,315.26,,260.65,,L5
2004-07-14 21:54:31+00:00,,318.35,314.84,318.75,321.23,311.38,,L5
2004-07-30 21:54:28+00:00,,319.76,312.26,316.98,317.10,314.66,250.66,L5
2004-07-31 21:54:51+00:00,,314.83,315.68,313.27,,,,L7
2004-08-15 21:55:13+00:00,,305.55,305.88,315.89,335.16,299.64,304.81,L5
2004-08-24 21:49:18+00:00,,332.86,319.27,313.77,310.28,340.74,335.08,L5
2004-09-16 21:55:41+00:00,,315.23,313.12,311.60,320.68,323.38,310.60,L5
2004-10-26 22:00:36+00:00,,319.95,322.02,316.93,319.48,327.10,313.39,L7
2004-11-03 21:57:06+00:00,503.06,,340.35,331.59,323.42,327.02,337.29,L5
2004-11-19 21:57:19+00:00,,355.68,348.44,346.36,332.21,322.39,,L5
2005-01-14 22:01:13+00:00,,,,318.97,,,,L7
2005-01-23 21:55:25+00:00,,,,332.19,336.81,328.94,319.35,L7
2005-02-07 21:58:39+00:00,,338.52,335.94,334.30,340.55,338.83,330.10,L5
2005-02-16 21:52:37+00:00,,341.83,327.70,331.86,342.91,345.32,330.44,L5
2005-02-23 21:58:55+00:00,,334.41,333.02,331.16,335.89,325.76,322.13,L5
2005-02-24 21:55:41+00:00,,,,,,,305.47,L7
2005-03-04 21:52:52+00:00,450.10,328.41,326.97,333.71,321.04,314.70,317.17,L5
2005-04-04 22:01:51+00:00,487.56,332.87,,,,,353.06,L7
2005-04-12 21:58:55+00:00,,310.43,326.44,356.37,345.92,325.10,362.46,L5
2005-04-13 21:55:36+00:00,477.02,306.13,314.71,329.65,335.90,333.80,,L7
2005-05-06 22:01:25+00:00,,312.70,325.35,,,,315.34,L7
2005-05-22 22:01:48+00:00,,325.88,329.97,339.09,351.42,341.71,320.82,L7
2005-05-31 21:55:35+00:00,454.54,333.81,328.64,337.48,,,,L7
2005-06-08 21:53:33+00:00,,291.96,305.12,314.60,,313.94,295.38,L5
2005-06-24 21:53:38+00:00,,316.91,319.53,334.10,337.57,308.37,322.06,L5
2005-07-01 21:59:50+00:00,476.53,332.89,324.50,335.29,,267.73,,L5
2005-07-26 21:53:54+00:00,436.81,315.95,307.25,316.23,316.18,307.48,289.68,L5
2005-08-03 21:55:25+00:00,,314.68,316.33,314.91,327.52,,,L7
2005-08-10 22:01:10+00:00,,329.17,320.73,328.85,326.23,315.17,327.98,L7
2005-08-19 21:55:20+00:00,,319.94,321.47,319.98,334.29,328.70,330.38,L7
2005-09-04 21:55:11+00:00,,338.96,,,,,,L7
2005-09-19 21:59:56+00:00,414.28,326.75,323.51,310.87,316.21,307.34,,L5
2005-10-22 21:55:15+00:00,,,,332.87,324.02,307.25,310.39,L7
2005-11-30 22:01:24+00:00,,,,331.16,333.00,326.64,325.93,L7
2006-01-26 21:56:00+00:00,,345.59,344.57,,,,,L7
2006-02-03 21:56:19+00:00,,357.25,352.81,369.33,364.84,372.16,357.46,L5
2006-02-10 22:02:39+00:00,,345.06,350.84,352.71,354.40,336.60,337.28,L5
2006-02-19 21:56:39+00:00,,361.34,360.07,369.99,372.24,366.69,345.35,L5
2006-03-15 21:56:08+00:00,414.63,341.17,,,,,,L7
2006-04-15 22:03:30+00:00,391.14,336.57,339.64,335.19,346.44,328.76,339.24,L5
2006-04-16 21:56:02+00:00,,347.37,349.53,,,,,L7
2006-04-24 21:57:52+00:00,,,,338.56,,,,L5
2006-05-17 22:03:57+00:00,,348.76,349.19,346.19,342.25,329.51,335.30,L5
2006-06-19 21:56:00+00:00,,332.41,,336.90,,,,L7
2006-06-26 22:01:44+00:00,,342.68,,335.51,340.64,,,L7
2006-07-04 22:05:05+00:00,,321.92,312.25,319.54,,,,L5
2006-07-13 21:59:02+00:00,359.63,315.54,311.11,313.56,,306.93,,L5
2006-07-21 21:55:45+00:00,,315.38,305.43,311.53,311.86,,,L7
2006-07-28 22:01:30+00:00,,336.56,332.47,332.69,339.97,313.81,,L7
2006-08-21 22:05:43+00:00,356.81,315.86,314.48,320.53,329.04,328.12,311.43,L5
2006-09-07 21:55:37+00:00,,336.46,335.54,337.00,341.79,,,L7
2006-09-23 21:55:30+00:00,,340.03,336.68,327.81,350.96,337.01,308.04,L7
2006-10-09 21:55:24+00:00,,321.44,330.48,335.06,342.67,,,L7
2006-10-16 22:01:19+00:00,,319.36,331.32,340.23,331.26,,,L7
2007-01-29 21:56:21+00:00,,310.51,322.88,339.48,,,,L7
2007-02-13 22:07:11+00:00,,339.89,340.55,351.06,358.64,365.66,366.61,L5
2007-02-21 22:02:16+00:00,,323.33,322.96,,,,,L7
2007-03-02 21:56:31+00:00,,334.19,334.98,343.59,352.32,350.61,351.34,L7
2007-04-10 22:02:20+00:00,,,,342.17,337.28,352.88,349.06,L7
2007-04-19 21:56:31+00:00,,,341.33,336.32,341.46,332.28,343.13,L7
2007-05-05 21:56:27+00:00,,347.30,337.84,338.52,343.10,331.13,357.05,L7
2007-05-21 21:56:21+00:00,,332.50,337.30,332.00,334.34,,,L7
2007-05-28 22:02:04+00:00,,354.15,347.04,,,,,L7
2007-06-13 22:02:04+00:00,,337.39,,,,,,L7
2007-09-10 21:55:51+00:00,,328.81,315.52,315.39,313.77,,,L7
2007-09-25 22:04:48+00:00,401.45,328.54,322.44,328.14,345.58,344.01,349.58,L5
2007-09-26 21:55:47+00:00,445.52,346.78,338.21,337.82,350.53,346.13,347.74,L7
