dates,nzd0182-0000,nzd0182-0001,nzd0182-0002,nzd0182-0003,nzd0182-0004,nzd0182-0005,nzd0182-0006,satname
1999-07-18 21:58:49+00:00,,329.08,,,,319.90,,L7
1999-08-26 22:04:44+00:00,415.56,334.88,333.94,333.50,343.05,327.03,328.13,L7
1999-09-27 22:04:48+00:00,413.42,333.33,331.38,334.10,340.63,329.91,322.97,L7
1999-11-14 22:05:06+00:00,413.42,337.86,335.58,341.09,345.67,333.05,328.64,L7
2000-01-01 22:04:37+00:00,413.42,338.27,335.80,340.74,343.68,334.07,331.76,L7
2000-02-18 22:04:53+00:00,420.15,337.80,333.93,337.11,340.75,335.14,330.69,L7
2000-03-30 21:58:33+00:00,465.66,339.53,333.31,333.49,340.03,333.46,335.99,L7
2000-05-08 22:04:21+00:00,472.45,337.77,329.48,331.00,336.61,329.83,335.48,L7
2000-05-17 21:58:07+00:00,472.45,332.41,326.45,325.93,332.29,326.76,330.47,L7
2000-05-24 22:03:46+00:00,475.16,333.95,327.26,327.43,331.93,322.22,330.47,L7
2000-07-04 21:57:38+00:00,475.16,332.38,324.10,324.77,330.77,315.13,327.81,L7
2000-08-12 22:02:54+00:00,483.10,330.61,323.66,323.30,328.82,312.06,322.03,L7
2000-09-13 22:02:50+00:00,495.48,329.25,323.49,323.88,328.77,311.87,319.56,L7
2000-10-15 22:01:56+00:00,494.73,328.50,323.71,325.62,328.25,313.41,318.41,L7
2000-11-09 21:56:21+00:00,505.67,326.85,324.18,324.93,328.61,315.53,317.04,L7
2000-11-25 21:56:23+00:00,516.88,325.00,322.68,322.85,325.93,320.62,317.94,L7
2000-12-02 22:02:33+00:00,516.88,326.02,322.43,322.12,324.05,320.12,320.84,L7
2000-12-11 21:56:24+00:00,516.88,326.02,322.43,320.64,323.69,321.20,319.78,L7
2001-01-03 22:02:12+00:00,516.88,325.28,323.25,320.21,323.69,326.59,321.63,L7
2001-01-12 21:56:30+00:00,516.88,320.40,319.71,317.05,320.16,324.93,321.63,L7
2001-03-24 22:02:23+00:00,518.86,322.77,320.45,318.75,322.59,331.44,327.56,L7
2001-05-11 22:02:09+00:00,496.65,320.65,319.35,317.24,319.70,330.44,327.12,L7
2001-06-05 21:55:40+00:00,496.65,314.93,312.93,315.38,320.53,330.98,326.94,L7
2001-06-12 22:01:48+00:00,486.25,315.75,311.48,320.03,326.66,318.23,333.70,L7
2001-06-21 21:55:29+00:00,486.25,314.03,311.48,318.91,326.66,314.58,333.70,L7
2001-08-08 21:55:01+00:00,486.25,315.04,310.56,319.84,331.97,310.93,319.09,L7
2001-08-15 22:00:38+00:00,485.50,313.39,309.58,320.88,330.91,313.12,323.49,L7
2001-08-24 21:54:48+00:00,485.50,313.39,303.56,319.58,330.91,321.64,321.93,L7
2001-09-09 21:54:36+00:00,481.27,314.62,305.42,321.59,332.44,325.88,327.33,L7
2001-09-25 21:54:28+00:00,476.57,311.90,301.16,319.54,329.41,322.74,325.96,L7
2001-10-11 21:54:09+00:00,472.95,312.16,302.45,321.04,329.62,326.12,329.06,L7
2001-11-03 22:00:10+00:00,472.95,312.64,305.00,322.16,330.13,327.70,330.20,L7
2001-12-21 22:00:53+00:00,464.60,312.63,307.29,327.94,335.08,346.09,334.44,L7
2002-01-06 22:00:55+00:00,459.86,315.43,309.20,330.73,340.03,351.92,339.58,L7
2002-01-22 22:00:40+00:00,461.28,316.81,310.61,331.78,341.17,352.73,340.69,L7
2002-02-16 21:54:54+00:00,457.49,322.76,314.28,335.27,340.17,359.59,347.96,L7
2002-02-23 22:01:07+00:00,463.42,319.85,318.68,334.51,337.57,354.00,352.35,L7
2002-03-11 22:00:43+00:00,462.56,320.26,319.29,333.86,338.56,352.27,352.04,L7
2002-04-28 22:00:38+00:00,465.68,319.69,320.32,332.81,338.25,350.55,349.05,L7
