dates,satname,nzd0328-0000,nzd0328-0001,nzd0328-0002,nzd0328-0003,nzd0328-0004,nzd0328-0005,nzd0328-0006,nzd0328-0007,nzd0328-0008,nzd0328-0009,nzd0328-0010,nzd0328-0011,nzd0328-0012,nzd0328-0013,nzd0328-0014,nzd0328-0015,nzd0328-0016,nzd0328-0017,nzd0328-0018,nzd0328-0019,nzd0328-0020,nzd0328-0021,nzd0328-0022,nzd0328-0023,nzd0328-0024,nzd0328-0025,nzd0328-0026,nzd0328-0027,nzd0328-0028,nzd0328-0029,nzd0328-0030,nzd0328-0031
1999-08-17 22:12:02+00:00,L7,412.85,390.20,392.08,395.64,392.59,380.73,376.80,389.60,391.16,388.30,,351.58,382.13,394.31,387.31,382.92,373.12,,462.56,473.89,423.68,411.41,409.55,397.56,395.12,397.53,405.36,405.35,387.42,,,
1999-08-26 22:05:56+00:00,L7,408.98,392.48,388.96,395.28,394.68,392.78,388.21,369.63,371.56,368.32,347.52,365.38,376.42,381.92,376.16,373.58,377.30,,418.10,442.39,413.47,388.34,386.47,387.84,380.58,380.75,394.35,399.32,391.11,368.26,187.91,181.37
1999-10-13 22:06:00+00:00,L7,399.46,391.06,386.28,375.86,367.56,370.79,378.68,380.82,381.26,384.11,380.36,371.29,366.07,369.84,369.81,377.31,377.90,384.40,432.84,428.53,385.82,369.48,370.32,374.44,380.61,383.33,384.18,390.78,384.25,372.84,353.29,354.95
1999-11-21 22:12:00+00:00,L7,410.96,403.53,407.62,399.22,387.08,376.53,379.03,380.75,383.47,385.08,388.00,382.02,380.33,372.91,368.48,361.72,365.23,378.17,432.68,442.37,398.46,397.25,401.18,397.20,392.66,386.15,384.42,385.10,381.31,368.31,357.17,366.66
1999-12-16 22:05:57+00:00,L7,437.25,423.73,417.04,431.89,427.48,420.35,413.08,404.72,424.53,401.69,396.94,394.58,400.59,402.53,389.72,391.01,402.06,411.42,511.92,488.54,414.54,398.58,405.25,393.40,397.50,393.48,397.98,403.14,398.11,391.77,382.39,384.17
2000-02-18 22:05:41+00:00,L7,389.45,383.24,373.17,365.58,368.17,372.05,377.24,376.96,383.08,382.54,382.13,378.53,382.01,381.42,377.47,381.97,377.81,380.20,417.28,409.46,369.39,353.89,372.47,375.23,377.25,390.83,396.22,399.96,393.67,380.91,363.75,367.27
2000-02-25 22:11:49+00:00,L7,,,392.21,399.57,394.96,399.69,409.93,405.79,392.90,387.07,377.01,373.43,385.03,394.04,410.53,406.91,400.98,393.99,462.64,450.54,364.58,372.69,375.15,384.85,399.72,426.73,426.29,418.91,414.94,409.54,398.62,392.80
2000-03-21 22:05:37+00:00,L7,360.55,347.31,327.31,340.97,354.77,356.33,349.61,353.36,364.74,368.07,367.91,360.69,358.95,362.94,369.97,368.10,365.72,367.19,407.17,403.59,364.66,359.23,358.57,350.69,356.50,370.56,387.35,395.27,391.37,374.62,,
2000-04-13 22:11:30+00:00,L7,395.97,382.16,375.51,369.49,376.00,384.04,386.49,377.24,381.55,385.18,394.34,400.50,400.69,401.30,394.88,396.76,389.50,400.24,462.58,454.04,406.56,379.04,385.86,389.00,387.41,398.25,414.63,424.83,410.29,397.14,,
2000-05-08 22:05:33+00:00,L7,,,,,,145.99,261.29,263.94,203.71,,,,,,,,,,,,,409.68,413.18,405.58,398.81,408.84,418.79,416.59,397.16,378.66,364.96,370.01
