dates,nzd0328-0000,nzd0328-0001,nzd0328-0002,nzd0328-0003,nzd0328-0004,nzd0328-0005,nzd0328-0006,nzd0328-0007,nzd0328-0008,nzd0328-0009,nzd0328-0010,nzd0328-0011,nzd0328-0012,nzd0328-0013,nzd0328-0014,nzd0328-0015,nzd0328-0016,nzd0328-0017,nzd0328-0018,nzd0328-0019,nzd0328-0020,nzd0328-0021,nzd0328-0022,nzd0328-0023,nzd0328-0024,nzd0328-0025,nzd0328-0026,nzd0328-0027,nzd0328-0028,nzd0328-0029,nzd0328-0030,nzd0328-0031,satname
1999-08-17 22:12:02+00:00,401.65,378.20,381.58,386.31,385.59,373.73,372.38,381.60,379.96,382.08,,344.58,372.80,383.81,375.31,373.04,364.28,,,449.89,411.68,402.57,401.15,391.10,387.82,389.13,394.16,396.95,,,,,L7
1999-08-26 22:05:56+00:00,415.05,395.77,394.39,398.90,396.22,389.34,384.13,382.56,385.50,380.61,363.74,361.06,382.72,391.99,386.16,381.90,378.48,,,467.00,423.00,403.14,401.11,395.09,390.55,392.24,403.99,405.44,415.44,385.44,,,L7
1999-10-13 22:06:00+00:00,409.85,394.20,391.69,391.22,386.67,383.16,382.32,381.98,384.08,381.77,372.05,364.47,377.17,384.61,380.71,380.37,378.28,384.40,,467.00,410.61,391.92,390.85,388.20,387.24,389.27,397.39,400.55,399.85,379.14,353.29,354.95,L7
1999-11-21 22:12:00+00:00,414.66,401.39,399.92,397.00,389.60,384.33,383.28,384.91,388.46,385.12,382.40,371.69,381.74,385.93,382.51,379.71,378.60,388.84,487.08,471.74,412.43,396.83,396.83,393.07,391.55,391.89,398.68,400.09,401.22,380.86,364.30,366.47,L7
1999-12-16 22:05:57+00:00,416.67,403.17,401.00,401.89,395.61,389.97,388.25,387.08,393.17,387.04,383.43,374.70,383.42,386.90,381.27,379.76,381.31,392.89,480.70,469.23,410.17,395.20,396.63,391.69,391.11,390.33,396.03,398.82,396.53,380.82,366.15,369.76,L7
2000-02-18 22:05:41+00:00,418.61,408.87,403.41,401.39,394.86,392.37,390.95,389.28,398.17,389.56,386.81,384.23,388.91,390.52,386.39,385.40,387.47,394.27,481.43,470.83,406.39,388.92,394.18,391.04,391.84,393.95,400.82,402.70,401.42,384.70,371.02,372.56,L7
2000-02-25 22:11:49+00:00,416.15,407.75,398.39,397.20,391.13,389.97,392.91,392.19,396.38,389.95,387.67,382.05,385.58,387.27,386.77,386.72,387.43,392.41,468.63,456.66,390.13,381.01,387.37,386.95,391.72,398.60,401.15,402.08,398.62,387.61,374.38,375.25,L7
2000-03-21 22:05:37+00:00,407.99,398.83,388.86,389.88,386.62,385.90,386.66,387.48,393.57,387.67,386.43,380.04,383.20,385.53,386.62,385.80,385.76,390.27,465.22,452.39,388.53,379.33,384.42,382.33,387.46,395.78,401.32,402.79,400.50,387.62,374.38,375.25,L7
2000-04-13 22:11:30+00:00,407.05,396.79,386.87,388.66,387.90,387.98,387.89,386.74,393.42,387.74,388.59,384.78,388.80,390.59,390.58,388.86,387.53,392.74,464.18,452.23,391.77,380.76,386.86,384.64,388.46,398.12,406.19,408.32,404.59,391.50,379.65,380.33,L7
2000-05-08 22:05:33+00:00,407.05,396.79,386.87,388.66,387.90,387.98,387.89,386.74,393.42,387.74,388.59,384.78,388.80,390.59,390.58,388.86,387.53,392.74,464.18,452.23,391.77,383.87,389.65,386.88,389.10,398.68,406.70,408.53,401.91,388.52,374.90,377.13,L7
2000-05-15 22:11:18+00:00,405.42,395.26,385.91,386.99,385.18,387.21,386.33,385.72,391.55,386.14,387.39,383.50,386.97,391.24,391.94,388.98,387.61,392.21,461.11,453.84,398.78,386.40,390.04,388.19,389.91,400.06,407.03,408.07,401.58,386.58,372.46,375.20,L7
2000-05-24 22:05:22+00:00,400.68,389.71,379.45,382.43,382.97,387.10,386.35,384.39,389.88,384.63,384.77,381.86,385.56,391.47,392.62,390.86,388.95,392.04,457.01,451.63,400.31,386.17,389.13,388.89,390.33,400.60,408.96,409.40,401.23,386.90,371.89,374.65,L7
2000-06-25 22:04:44+00:00,399.08,388.83,380.58,376.21,377.55,377.76,378.34,378.09,382.32,380.20,381.79,377.89,379.63,389.38,389.21,390.21,377.80,390.25,454.13,449.96,404.51,388.62,390.69,390.93,392.20,402.51,410.17,407.92,399.03,387.93,372.40,374.23,L7
2000-07-11 22:04:53+00:00,399.08,388.83,380.58,376.21,377.55,377.76,378.34,378.09,382.32,380.20,381.79,377.89,379.63,389.38,389.21,390.21,377.80,390.25,454.13,449.96,406.42,389.97,392.18,392.44,393.45,398.62,407.15,404.56,399.03,387.93,372.40,365.50,L7
2000-08-12 22:04:05+00:00,400.68,388.23,381.88,378.50,377.04,376.76,375.25,374.10,379.27,376.00,377.69,376.88,378.86,385.86,384.54,381.72,377.80,390.25,452.40,449.22,405.72,389.10,392.06,392.39,393.03,396.59,406.30,403.13,395.63,382.88,372.40,365.50,L7
2000-08-19 22:10:13+00:00,402.43,387.13,382.04,380.39,380.82,375.27,376.46,371.98,375.34,372.73,369.84,375.78,375.87,382.00,380.75,375.29,374.35,388.20,446.78,448.88,406.79,390.42,392.63,392.90,393.36,395.06,404.24,400.72,390.63,379.99,367.99,361.64,L7
2000-09-13 22:04:02+00:00,402.50,387.76,382.34,379.00,377.44,369.77,369.42,365.72,371.11,366.15,366.86,377.30,375.84,373.88,372.46,365.69,365.18,383.24,447.69,451.19,411.98,391.88,394.68,392.73,391.04,388.25,399.26,394.27,383.03,365.89,358.07,353.50,L7
