dates,nzd0328-0000,nzd0328-0001,nzd0328-0002,nzd0328-0003,nzd0328-0004,nzd0328-0005,nzd0328-0006,nzd0328-0007,nzd0328-0008,nzd0328-0009,nzd0328-0010,nzd0328-0011,nzd0328-0012,nzd0328-0013,nzd0328-0014,nzd0328-0015,nzd0328-0016,nzd0328-0017,nzd0328-0018,nzd0328-0019,nzd0328-0020,nzd0328-0021,nzd0328-0022,nzd0328-0023,nzd0328-0024,nzd0328-0025,nzd0328-0026,nzd0328-0027,nzd0328-0028,nzd0328-0029,nzd0328-0030,nzd0328-0031,satname
1999-08-17 22:12:02+00:00,401.65,378.20,381.58,386.31,385.59,373.73,372.38,381.60,379.96,382.08,,344.58,372.80,383.81,375.31,373.04,364.28,,,449.89,411.68,402.57,401.15,391.10,387.82,389.13,394.16,396.95,,,,,L7
1999-08-26 22:05:56+00:00,428.45,413.34,407.21,411.50,406.85,404.95,395.89,383.53,391.03,379.13,363.74,377.55,392.64,400.17,397.02,390.76,392.67,,,484.10,434.33,403.71,401.07,399.07,393.28,395.35,413.82,413.92,415.44,385.44,,,L7
1999-10-13 22:06:00+00:00,399.46,391.06,386.28,375.86,367.56,370.79,378.68,380.82,381.26,384.11,380.36,371.29,366.07,369.84,369.81,377.31,377.90,384.40,,,385.82,369.48,370.32,374.44,380.61,383.33,384.18,390.78,384.25,372.84,353.29,354.95,L7
1999-11-21 22:12:00+00:00,429.09,422.96,424.62,414.33,398.41,387.86,386.19,393.70,401.60,395.15,403.11,393.35,395.44,389.91,387.91,377.72,379.55,393.28,487.08,481.23,417.89,411.57,414.78,407.66,404.49,399.75,402.55,398.70,403.98,384.31,375.30,377.99,L7
1999-12-16 22:05:57+00:00,424.72,410.30,405.29,421.45,419.65,412.52,408.13,395.77,412.00,394.73,386.50,386.75,390.15,390.78,376.29,379.95,392.17,400.98,474.32,461.68,401.11,388.69,395.85,386.17,389.33,384.08,385.45,393.74,382.44,380.71,369.86,376.34,L7
2000-02-18 22:05:41+00:00,411.32,406.67,393.67,383.80,381.84,385.72,385.87,392.58,404.95,394.69,400.35,392.20,400.23,401.92,400.90,401.26,395.07,398.42,482.88,456.32,392.82,371.15,388.87,387.85,391.51,407.23,418.09,416.36,421.00,400.20,385.62,380.94,L7
2000-02-25 22:11:49+00:00,,,382.08,390.57,388.21,392.94,405.67,398.08,382.10,381.07,368.01,366.68,376.03,383.92,398.96,397.38,392.45,384.99,430.24,427.40,353.01,364.16,367.05,378.62,392.68,418.63,415.49,410.81,401.44,400.01,387.82,386.05,L7
2000-03-21 22:05:37+00:00,375.35,363.17,341.19,353.30,364.02,365.58,355.45,363.93,379.54,376.29,380.24,369.94,371.28,376.81,385.83,381.16,377.40,379.52,451.57,435.30,380.52,370.91,369.67,359.23,366.15,381.66,402.15,406.37,409.87,387.68,,,L7
2000-04-13 22:11:30+00:00,394.77,380.87,374.38,368.49,375.25,383.29,386.02,376.38,380.35,384.51,393.34,399.75,399.69,400.18,393.59,395.70,388.55,399.24,458.98,451.47,405.27,378.09,384.96,388.31,386.63,397.35,413.43,423.93,408.79,396.08,,,L7
2000-05-08 22:05:33+00:00,,,,,,,,,,,,,,,,,,,,,,402.52,406.38,400.35,392.90,402.04,409.72,409.79,385.83,370.66,355.89,364.34,L7
