,dates,mex0609-0000,mex0609-0001,mex0609-0002,mex0609-0003,mex0609-0004,mex0609-0005,mex0609-0006,mex0609-0007,mex0609-0008,mex0609-0009,mex0609-0010,mex0609-0011,mex0609-0012,mex0609-0013,mex0609-0014,mex0609-0015,mex0609-0016,mex0609-0017,mex0609-0018
0,1984-03-23 17:50:37+00:00,222.23776733375306,226.39316392580224,224.5102231783437,214.73910077156447,209.27837903215843,212.62957214670598,218.43756231061033,225.03162245638524,235.5909372517268,241.33143136028627,239.0060470093094,235.09116124154428,226.33424260929715,213.6100097342695,206.91056762268488,170.9105912885862,157.47597584248697,179.03426190608695,201.76578525905168
1,1984-05-06 17:50:16+00:00,203.02900815513237,202.71234676238566,204.93693745972652,217.71109818910216,207.70865957676224,209.54442491978494,220.24900196008713,215.72017609042592,214.90236801132323,220.7987222789559,235.33034202731108,246.35012774673825,225.7022944423182,215.88171802662714,199.95729819340895,196.46776610795004,182.77706131684317,171.4645938393364,187.02547253955834
2,1984-06-16 17:45:05+00:00,218.13030118408767,203.64189397753518,211.08411170686296,216.70314647359794,204.8950145817597,201.01064584715158,206.9163094182975,207.58267179041198,219.1311630459545,227.0647403473333,226.74024261747746,230.3633740059622,231.41055146415658,229.4014993857429,214.98090152596458,194.7914479718236,194.35721646065713,179.69325017517204,169.07999785306185
3,1984-06-23 17:51:22+00:00,239.68739109970295,217.2286672008646,217.29606221094718,230.2344738886338,220.23009695029413,223.27474795040976,228.91323708827042,231.95963423902091,240.50082200756196,243.38921669044208,241.06832954656647,244.96773347953155,244.37079886269726,243.3512487644208,229.99693937396648,221.8115784936759,208.23039331370046,200.032844083157,177.88023815356917
4,1984-10-22 17:46:48+00:00,225.5323633297238,216.7927161328378,215.3118584611653,211.11267086764357,207.5238318985275,202.1561138243808,200.4722483048106,207.47776370832653,208.3135587849566,211.43641438882432,209.78450801482347,217.5490781100588,217.65653975489013,225.78654901540057,217.80059804747657,212.4266606388954,220.6296772224596,211.49704397291947,200.67073375970142
5,1985-01-26 17:47:09+00:00,,,,,,,174.22264927762959,191.4856452692442,184.8550041394647,191.40206238301778,206.8529080436995,212.7101149821162,205.05965373541528,187.9168527094901,187.3997395836683,,156.8305345597398,,
6,1985-03-31 17:47:08+00:00,238.7378010077022,232.1889453112149,223.46370769729117,202.91337818606053,205.00051398870158,212.68984316522437,217.84575613993331,221.1419387931696,235.51645977124673,239.0994499639324,246.40720022074726,249.28762437648447,234.68500803800484,227.37935731982964,238.38869208760568,216.30407349508357,190.55024878806086,192.75044479509427,218.4251213441079
7,1985-04-16 17:47:03+00:00,247.7926077745108,229.9574053525656,219.5358022420967,213.33541142256715,195.09264727148283,207.3691543308188,210.6782596578758,217.049265574466,223.41837608425132,239.93831611864348,244.0565579892376,247.36927068696747,242.86282291014834,226.0704232588731,234.02527519775077,221.91779006338882,198.8057359797931,185.79951069249998,197.88359424051865
8,1985-08-13 17:52:37+00:00,277.76329841114284,258.9840463844301,251.75565860323894,235.78706031703166,242.24274881686696,240.1246560668532,245.67340181679896,248.57422284896413,253.67246165419573,261.2294341825119,265.27422756237416,274.22872252897054,274.2085739784276,266.35265621212835,257.3068419590338,245.12860608576008,243.7363059101307,235.21069271591637,230.2283529091571
9,1985-08-22 17:46:20+00:00,254.02713103778964,246.10512939094275,235.04867487693753,225.00948037024136,240.0966936714869,238.05860441228205,245.07072768247275,241.44963513767777,249.58523816253302,250.58297914589912,252.16995241523347,259.73690480851724,264.12165081151096,260.79176645077087,260.03277207278677,247.69586931070126,244.0722844950631,238.72635350527514,226.6652656433345
10,1985-09-14 17:52:13+00:00,254.1824733131664,248.34043484353654,241.9981984374501,237.25894161176393,230.54341509711915,230.97215038039715,237.7611199233428,237.78311324125494,242.40826391936199,253.7034329088287,264.525491687755,261.03658722964576,266.9922028120624,269.4607027126429,253.89059237197154,247.24867709648964,239.47253496181736,236.54787504871933,234.68395784347945
11,1985-11-01 17:51:40+00:00,241.86954377523668,234.89312532985153,226.67381400887604,217.3426626922853,219.1375150785151,216.4530720216959,222.04512764561633,230.94660145983994,232.20536595929138,240.20461956177144,242.40129083216578,250.57624828686977,251.70385216306158,243.1477860347287,239.2324422235659,237.09519814934214,228.59644880763574,229.86188490035596,221.4696375790145
12,1986-01-29 17:43:50+00:00,,155.08399390187446,,132.76108282350327,142.30285251083617,139.38373926333185,158.69476153145317,170.1304707329473,170.6479729854674,182.1903898824328,191.33081297786046,198.18943733824858,190.7828782545231,187.7219703432578,191.49062540737987,173.50021781326453,,,
13,1986-02-05 17:49:51+00:00,186.2881394955871,184.59192654042988,180.1960304369894,160.35060182689074,178.465770763291,171.0040611197373,188.45615866762301,194.8474137324908,188.83999474148578,185.7342439288476,199.12873531527845,210.75349508146627,192.24292771429612,190.74637480652,193.71745622258993,182.27451282044623,174.40729810876053,163.55103377246425,140.1946186803032
14,1986-02-21 17:49:29+00:00,188.84835843396723,189.4836559889826,184.3631892169806,183.41432996298045,178.36950921922272,185.0749838121243,184.9143333021733,179.27011647278607,179.2350127503055,189.54090197888783,193.99411130485313,204.0492210157892,186.97163259659177,182.95578700230135,174.40561211030146,,159.82012971793446,165.32793344663165,165.3834894949997
15,1986-03-18 17:42:46+00:00,196.33015718728748,192.02117367998525,193.38966757515547,196.67684084087796,195.87590153322887,194.85893624256695,174.7690045247883,178.31243683561743,179.5082856785084,191.76583930189304,197.89900338081884,201.65163494625335,184.74286935581125,175.85552998883503,167.16846472286124,149.20330297704015,144.468876524759,153.35378750804568,166.00821914325766
16,1986-04-03 17:42:27+00:00,216.3268298171753,186.40316196327797,186.78239477521453,210.1017340341168,203.22501891205962,213.12468983199895,194.65593321842283,173.76151141222385,186.81145716061508,199.70193540403946,218.4236309446906,200.04861440398773,198.2338740132695,184.2412676994933,162.22274634973206,163.20684568401884,163.57827950983025,162.4274153784447,171.3742229648771
17,1986-04-19 17:42:05+00:00,223.48336815351144,199.75881792661275,197.56426158063192,222.0563379625903,219.39131658142043,218.10232617518358,205.19873384143762,196.52813843245994,202.86036440781223,209.10694606855364,224.36711654401213,210.01409743885233,198.54984743765235,191.54822191164132,177.61055443770653,167.3468365891714,181.2449615850428,173.354680226843,171.3793009733605
18,1986-04-26 17:48:06+00:00,204.48067746654237,193.24457893669012,177.08231288092907,196.408605641041,192.21924844675323,193.89399565137097,183.93905573787586,181.29153687482528,193.36456438169677,191.9123004668398,209.3873330768528,194.46210045805208,181.59201034660128,181.67003113753114,157.18810291010433,148.3756055004534,164.44437986913937,162.9969046145047,164.3499510626385
19,1986-05-05 17:41:41+00:00,218.9154751498719,197.7987531452726,182.3764686272387,190.1965137835747,193.089565298582,195.5553668920347,192.67683923316955,197.2012907759932,200.5357550960769,200.63477809227743,201.5245884942732,195.33320041079898,185.99886172315232,175.7938553382898,160.04486410538843,157.28614783551177,171.34965815159035,172.85618567397805,172.99507503153353
20,1986-05-12 17:47:41+00:00,220.21828440891332,215.2329937879325,194.7993260171038,199.60105827533275,200.89909919034503,203.09331375461656,210.4714447903941,208.27871041878265,211.74898152460486,208.14114339197914,218.51581772476504,214.36217597206192,203.4533574318402,193.86643075459392,180.7000593850026,179.80938876134283,180.54968745271066,186.82117679759077,185.46630140998553
21,1986-06-06 17:40:47+00:00,216.48150271166983,210.77092599660335,197.09564735130903,186.68247605173138,193.18872894927665,204.63719666004386,207.80350707315964,211.8488704295657,211.17935436464217,207.44566564155446,198.61037996480619,199.5539839515547,202.2863301426492,187.82430642492295,180.88226470944505,175.67512518904635,173.30806809567378,179.63072353605446,176.99872535764436
22,1986-06-13 17:46:44+00:00,235.18186521017034,230.09489961685944,223.19954550050713,215.90851080680116,216.97551536534132,223.1123947810944,224.95391587320543,231.70318664039254,225.19142219913851,219.6224606884951,222.86401732971453,228.06080110288627,228.9319079805653,213.00939331524827,215.52508040116086,195.5379645070278,191.20615816221175,204.08386090977135,198.2615596831381
