,dates,jap0175-0000,jap0175-0001,jap0175-0002,jap0175-0003,jap0175-0004,jap0175-0005,jap0175-0006,jap0175-0007,jap0175-0008,jap0175-0009
0,1984-07-15 00:44:31+00:00,96.76820158951793,116.90633094482217,138.13866910355924,157.13831307668934,165.9533768000937,165.92965584911627,171.22544045875554,174.28770589027792,157.19339322151436,145.0987695700119
1,1984-07-31 00:45:05+00:00,117.77763349308606,129.89360993949617,149.32381503706645,171.39915705852198,168.28826389458516,181.00535217543026,188.9159546828113,180.01911268797284,170.6911545114369,161.19286725403708
2,1984-08-16 00:45:37+00:00,133.4276467074426,144.11489666518446,156.02451895340985,169.61129702290802,179.7999714757441,193.07031809827058,198.78212841118608,187.21272275325975,186.35164083089055,167.66073728813268
3,1984-09-10 00:40:08+00:00,123.01307718356196,145.0205205580775,167.86597085585885,174.28331171916412,169.37108236446446,178.61189461744303,196.80788449694387,194.07125302883446,173.02129990048593,164.84593322848374
4,1984-11-04 00:45:46+00:00,125.68455334144703,137.3915070132433,158.7899683827369,172.67501330269192,169.10023930786107,181.09230325881336,185.63812811592078,188.1575322787735,179.05490244792082,157.77410676979525
5,1985-01-07 00:46:06+00:00,142.27104904630707,155.3462204555578,166.27049918110615,181.84393280290004,185.42532566727508,196.68178396223405,202.3472803690581,194.6444944290326,188.3087296106222,166.40187885935933
6,1985-07-27 00:39:53+00:00,140.20012146340392,144.22058961587018,154.87221130959276,170.82641437410916,179.56396434701065,188.73716448448656,190.72137501764578,190.3726418102377,177.54762534414613,165.13808035775662
7,1985-08-28 00:39:33+00:00,114.07825373705191,126.97735176224415,149.20090511894006,173.19587049133574,175.98865895325181,186.5421695299324,187.40116895448125,179.8305450689201,162.51365655936368,146.43104545384483
8,1985-09-13 00:39:21+00:00,,,,,,,,,,
9,1985-12-09 00:43:54+00:00,,,,,,,,,,
10,1986-01-10 00:43:19+00:00,151.77633133719792,163.9855221890762,181.50802419190964,201.04610748290685,199.0409293819251,203.41040074301193,208.52106287919815,203.3939513469525,201.37245910603355,183.90958372505636
11,1986-04-09 00:35:37+00:00,129.5527233177058,148.04516041567402,150.02294299899506,171.07935987556561,179.6315011589042,184.3852031386553,194.1726422925087,184.80746829617001,173.04196310531822,179.62599440212716
12,1986-05-27 00:34:23+00:00,125.81150989308684,129.53006158300764,147.54099202228295,166.93440425630877,166.69454171221298,169.56924701925487,172.18595938681588,176.6812607627354,163.95878571218668,154.7549195166315
13,1986-07-30 00:32:17+00:00,136.46775342027846,156.37644901973178,171.6054276555815,186.58135052200458,180.76504104108628,191.0215727508034,195.9204548133942,186.9245266309387,179.40542274343125,172.96495160755376
14,1986-09-23 00:36:08+00:00,110.32827733857467,136.37749762254998,147.68798377038667,168.4556557261984,167.18785361933337,171.32153265479633,175.5784662037679,172.4900884266132,158.56453880936215,143.5026454749367
15,1986-11-10 00:34:29+00:00,103.74410391807116,122.33684134629189,145.2119843917826,164.33978131059993,161.02537136290974,168.8999822075867,168.46342983146366,171.92347755521763,158.10950587390033,141.1345775777171
16,1987-02-14 00:36:34+00:00,123.33035874358443,140.75707531522835,157.03907915641042,174.70366365682517,176.95131238616895,182.26969285176682,188.07156588520445,184.2284937769533,175.15592452253873,159.23516620771127
17,1987-03-02 00:37:11+00:00,123.73892407339682,143.67420884667405,157.88850514210768,176.14036225366712,177.60959731384784,190.6789276917753,196.41499970151858,187.89811515598495,178.83021858034814,163.7518658700783
18,1987-04-19 00:38:53+00:00,114.99200671498019,134.59436227915398,140.8844595849364,155.97041945896407,163.1689111442366,165.4331889381146,179.42296192145898,171.95493187079836,166.4052800891499,152.6976271335196
19,1987-05-05 00:39:21+00:00,123.06168687146865,138.79986612494886,150.42493338997753,163.58878930090532,174.23522641148844,175.69198761701247,184.4357638701659,176.47902282681102,165.95920662644258,151.8180923844499
20,1987-05-21 00:39:47+00:00,116.03038832703635,134.07382148663103,143.22917171449814,165.9980833138336,163.76155780801736,170.89796947322628,178.53854530104815,179.91444186081523,166.3659542660659,156.93963291993808
21,1987-06-06 00:40:10+00:00,127.16781429882539,141.91935044191644,164.14983433105425,179.0272255767808,181.12755034666785,175.78233206912398,182.993069190376,180.99962080345213,171.42763856288255,157.4759615920036
