,dates,usa_HI_0048-0000,usa_HI_0048-0001,usa_HI_0048-0002,usa_HI_0048-0003,usa_HI_0048-0004
0,1990-09-11 20:20:05+00:00,210.59401706395258,209.66184670901308,201.57809336794335,,
1,1991-12-03 20:24:42+00:00,201.54290318111967,203.36503907780838,190.71250875303994,158.03088992650783,
2,1999-08-02 20:59:19+00:00,192.7883992460716,189.6596894217447,187.62513256437865,180.02976276446051,184.7911519206293
3,1999-08-11 20:53:07+00:00,189.49009996137187,194.81112026561706,187.51225432139455,181.33160598927338,183.40354270935572
4,1999-09-12 20:53:05+00:00,192.55700083324055,195.11292234849893,186.61469432405195,182.21284598254823,185.44136129375516
5,1999-09-28 20:53:15+00:00,196.633105001648,194.33251429497327,190.68591719439806,183.83915608760017,185.37124287572306
6,1999-10-30 20:53:07+00:00,194.43771125926287,200.77204063079216,185.22515966165278,182.35457668316548,179.88357995282442
7,1999-11-15 20:53:07+00:00,199.83853871570062,199.51341804784673,191.3977867660269,185.61889224889055,183.64451669688424
8,2000-01-02 20:53:03+00:00,197.21141925297644,201.08918471691248,192.1866739023301,186.9721473049218,196.84052621699817
9,2000-01-25 20:59:13+00:00,193.9895055963112,199.07889520548693,187.0886991005502,186.38233300338234,189.83525750825865
10,2000-03-22 20:52:50+00:00,195.48094837004797,189.20850822543477,193.16207281517836,179.46466738360766,178.65026019904215
11,2000-04-07 20:52:39+00:00,192.86819795156543,196.98736745649808,188.92077092271305,182.61358760920464,182.39147910154668
12,2000-05-25 20:52:12+00:00,193.0715933724368,195.4146908253392,187.92020876850216,177.94684857196023,180.64527326326822
13,2000-06-10 20:52:06+00:00,190.8067859699214,198.58357267105242,185.72872811240157,183.32400479451942,179.73483665623837
14,2000-06-26 20:51:56+00:00,199.0972467023419,202.59714566625172,197.52981365225332,193.49019496343797,194.66031543540058
15,2000-07-28 20:51:26+00:00,197.25589320230108,200.5501912612639,192.82060386130178,188.14029292593878,185.5837526805043
