dates,satname,nzd0397-0000,nzd0397-0001,nzd0397-0002,nzd0397-0003,nzd0397-0004,nzd0397-0005,nzd0397-0006,nzd0397-0007
1999-07-02 21:59:57+00:00,L7,,,,,,,,
1999-07-18 22:00:01+00:00,L7,328.47,328.53,324.63,326.84,315.94,319.61,334.07,340.92
1999-09-04 22:00:33+00:00,L7,351.75,339.71,332.93,336.95,336.93,335.59,344.07,349.87
1999-10-22 22:00:28+00:00,L7,367.57,364.83,353.76,343.01,346.49,343.81,344.89,376.82
1999-12-09 22:00:09+00:00,L7,351.03,345.25,336.01,330.55,331.28,337.80,347.51,352.22
1999-12-25 22:00:28+00:00,L7,341.20,338.58,328.44,298.52,304.05,313.61,314.60,340.46
2000-01-26 22:00:02+00:00,L7,330.14,327.41,322.43,331.05,339.36,344.71,347.97,349.26
2000-02-11 22:00:21+00:00,L7,338.22,337.32,333.14,330.11,334.97,335.80,342.14,346.67
2000-02-27 21:59:52+00:00,L7,335.37,339.23,334.00,335.01,340.64,345.04,347.12,353.45
2000-03-30 21:59:45+00:00,L7,335.57,334.67,340.38,343.89,350.24,349.83,357.66,367.61
2000-04-15 21:59:55+00:00,L7,335.29,343.27,351.47,347.50,351.78,349.57,353.76,366.30
2000-05-01 21:59:54+00:00,L7,351.74,348.27,351.57,352.55,351.73,354.11,357.33,377.49
2000-06-18 21:59:03+00:00,L7,346.51,344.09,341.99,342.92,347.89,355.49,357.80,364.52
2000-08-05 21:58:20+00:00,L7,336.94,332.33,326.37,325.18,327.75,352.92,356.11,356.20
2000-09-06 21:57:58+00:00,L7,333.56,340.76,328.39,331.43,335.32,339.81,346.72,347.08
2000-10-08 21:57:36+00:00,L7,340.75,343.60,332.36,331.49,333.51,341.32,347.93,357.25
2000-11-25 21:57:34+00:00,L7,359.95,351.87,348.25,348.75,344.70,344.88,345.12,365.22
2000-12-11 21:58:00+00:00,L7,345.24,346.52,344.21,340.84,341.14,345.15,348.30,363.15
2001-02-13 21:57:39+00:00,L7,316.15,318.62,325.54,328.25,336.50,335.55,333.27,347.75
2001-05-20 21:57:28+00:00,L7,336.66,337.84,341.60,345.10,351.71,358.70,365.63,369.26
2001-06-05 21:57:16+00:00,L7,361.48,348.71,351.65,341.52,346.98,351.99,358.19,376.01
2001-07-07 21:56:36+00:00,L7,356.88,351.36,348.95,341.60,346.09,351.07,355.45,362.84
2001-08-24 21:56:24+00:00,L7,,,,,,,,
2001-09-25 21:55:40+00:00,L7,326.21,330.52,327.14,340.16,342.04,333.96,339.18,353.77
2001-12-14 21:55:53+00:00,L7,329.41,331.20,331.72,340.23,349.24,350.24,355.38,361.63
2001-12-30 21:56:13+00:00,L7,339.14,334.88,331.03,341.18,346.74,349.57,355.28,359.91
2002-02-16 21:56:06+00:00,L7,332.45,323.36,328.39,334.26,325.86,336.32,333.58,348.67
2002-03-04 21:56:09+00:00,L7,312.26,311.71,319.12,326.59,319.95,323.23,335.08,345.99
2002-03-20 21:56:24+00:00,L7,333.32,337.75,327.94,332.21,334.13,327.81,335.44,347.43
2002-05-07 21:56:03+00:00,L7,370.51,354.69,346.12,334.74,328.12,330.07,335.34,360.28
2002-08-11 21:55:24+00:00,L7,308.36,318.00,325.49,326.20,334.29,331.03,339.48,349.05
2002-09-12 21:55:07+00:00,L7,341.25,340.57,333.93,331.42,325.75,325.35,330.30,348.21
2002-10-14 21:54:55+00:00,L7,350.13,341.21,332.36,328.99,316.77,320.59,327.39,348.44
2002-10-30 21:55:25+00:00,L7,332.80,339.66,333.65,332.98,331.81,324.28,328.05,348.18
2003-02-19 21:55:54+00:00,L7,303.20,308.90,319.72,324.64,330.31,336.84,341.56,347.15
2003-03-23 21:55:52+00:00,L7,304.28,310.21,319.15,324.78,329.70,332.68,336.26,340.46
2003-04-08 21:55:59+00:00,L7,304.56,306.68,309.91,316.01,316.95,332.20,337.57,337.91
2003-04-24 21:55:58+00:00,L7,337.39,331.20,325.65,325.19,329.02,333.09,343.59,349.39
2003-05-10 21:56:22+00:00,L7,345.05,340.77,332.32,330.55,332.54,336.61,346.84,355.51
2003-07-21 21:44:09+00:00,L5,337.17,336.04,329.41,327.61,333.64,332.63,340.16,347.95
2003-07-29 21:56:05+00:00,L7,328.93,333.48,340.22,335.76,345.68,,349.75,353.20
2003-08-30 21:55:34+00:00,L7,318.52,318.83,325.98,323.39,340.96,335.86,346.90,352.27
2003-10-17 21:55:51+00:00,L7,333.90,337.10,329.53,334.30,344.03,345.92,350.91,355.13
2003-11-18 21:55:51+00:00,L7,329.86,327.72,323.46,328.47,335.84,336.31,341.24,350.80
2003-11-26 21:45:42+00:00,L5,,,,,,,,
2003-12-28 21:45:57+00:00,L5,337.64,336.89,325.47,329.76,333.49,330.01,339.65,346.62
2004-01-21 21:56:14+00:00,L7,341.21,342.11,344.20,348.63,356.77,348.24,355.46,363.99
2004-04-02 21:46:54+00:00,L5,361.20,358.67,349.16,347.06,347.54,344.54,350.60,368.68
2004-04-10 21:56:50+00:00,L7,349.88,345.64,334.48,329.42,327.10,323.75,329.44,342.43
2004-05-04 21:47:51+00:00,L5,366.14,361.26,352.22,349.84,346.56,340.23,343.19,355.26
2004-05-20 21:48:20+00:00,L5,331.55,333.89,328.77,331.82,335.73,344.56,343.79,343.22
2004-06-21 21:48:52+00:00,L5,,,,345.29,,,,
2004-07-07 21:49:21+00:00,L5,336.69,332.46,329.84,335.45,337.83,346.68,356.05,360.42
2004-07-23 21:49:45+00:00,L5,313.09,333.91,358.74,345.93,321.15,318.70,325.87,338.52
2004-07-31 21:56:03+00:00,L7,358.96,351.55,353.36,344.96,,,358.32,376.80
2004-08-08 21:50:26+00:00,L5,320.42,313.05,317.40,323.16,334.08,327.23,337.10,342.34
2004-08-24 21:50:29+00:00,L5,339.68,314.21,315.59,317.34,323.19,320.95,,
2004-09-09 21:50:55+00:00,L5,342.33,342.96,330.88,324.78,331.79,334.65,329.90,339.45
2004-09-25 21:51:43+00:00,L5,363.26,349.29,340.52,336.46,345.57,343.50,350.25,370.75
2004-10-19 21:55:55+00:00,L7,337.87,341.50,327.48,330.97,335.45,326.96,334.79,347.72
2004-10-27 21:52:23+00:00,L5,353.02,347.28,346.08,338.59,339.43,337.43,341.03,370.03
2004-11-12 21:52:15+00:00,L5,,,,,,,,
2004-11-20 21:56:13+00:00,L7,331.26,330.05,329.48,335.39,345.22,349.95,349.67,360.16
2004-12-06 21:56:47+00:00,L7,329.53,342.71,333.68,330.12,339.55,336.71,352.21,357.06
2004-12-14 21:52:54+00:00,L5,331.17,318.32,304.63,303.42,310.56,309.60,310.45,324.12
2005-01-15 21:53:45+00:00,L5,354.08,345.80,334.46,330.83,327.99,336.55,343.95,354.03
2005-01-31 21:53:33+00:00,L5,,,,,,,,
2005-02-16 21:53:49+00:00,L5,,,,,,,,
2005-02-24 21:57:17+00:00,L7,318.20,318.93,324.87,335.44,341.04,346.72,361.12,364.22
2005-03-04 21:54:04+00:00,L5,336.95,334.22,331.96,335.40,342.94,346.76,353.43,366.83
