dates,nzd0397-0000,nzd0397-0001,nzd0397-0002,nzd0397-0003,nzd0397-0004,nzd0397-0005,nzd0397-0006,nzd0397-0007,satname
1999-07-18 22:00:01+00:00,335.80,336.78,331.96,333.44,323.70,327.86,341.40,350.35,L7
1999-09-04 22:00:33+00:00,345.44,340.12,334.11,336.69,332.08,333.60,344.40,352.25,L7
1999-10-22 22:00:28+00:00,350.71,345.98,338.55,336.90,334.65,334.63,342.45,357.73,L7
1999-12-09 22:00:09+00:00,350.48,345.45,337.61,335.04,333.48,335.08,343.41,355.96,L7
1999-12-25 22:00:28+00:00,349.45,345.00,336.60,328.47,328.47,331.71,338.47,353.92,L7
2000-01-26 22:00:02+00:00,350.07,345.11,336.45,329.58,333.46,337.06,341.54,355.96,L7
2000-02-11 22:00:21+00:00,349.39,345.27,337.19,330.83,335.08,338.31,342.94,356.08,L7
2000-02-27 21:59:52+00:00,347.91,344.99,337.26,331.90,336.43,339.86,344.06,356.37,L7
2000-03-30 21:59:45+00:00,344.84,343.42,337.56,332.21,337.52,341.03,345.24,357.93,L7
2000-04-15 21:59:55+00:00,342.76,342.40,338.41,333.32,338.36,341.10,345.42,357.83,L7
2000-05-01 21:59:54+00:00,340.71,340.25,338.07,334.45,338.95,342.31,346.90,357.83,L7
2000-06-18 21:59:03+00:00,340.03,339.98,338.71,335.89,340.90,344.40,348.08,359.22,L7
2000-08-05 21:58:20+00:00,340.16,340.11,340.05,339.78,343.79,349.20,353.34,362.01,L7
2000-09-06 21:57:58+00:00,338.97,339.48,339.06,339.71,343.10,349.21,353.93,361.96,L7
2000-10-08 21:57:36+00:00,340.00,341.16,337.89,337.80,340.49,347.97,352.48,360.45,L7
2000-11-25 21:57:34+00:00,344.05,343.10,335.98,336.41,338.37,347.46,351.25,358.71,L7
2000-12-11 21:58:00+00:00,343.03,342.30,336.13,336.05,337.54,345.70,349.53,357.88,L7
2001-02-13 21:57:39+00:00,338.75,339.85,335.37,335.81,337.83,340.92,343.89,355.60,L7
2001-05-20 21:57:28+00:00,336.58,335.43,336.98,338.11,340.43,342.79,345.16,357.60,L7
2001-06-05 21:57:16+00:00,336.74,334.39,337.61,336.10,340.76,344.31,348.21,360.01,L7
2001-07-07 21:56:36+00:00,341.07,337.19,340.21,337.57,343.50,347.39,351.41,361.75,L7
2001-09-25 21:55:40+00:00,342.39,338.82,339.41,339.47,343.62,345.64,351.69,361.72,L7
2001-12-14 21:55:53+00:00,336.02,336.03,334.45,339.33,344.22,343.42,348.52,357.51,L7
2001-12-30 21:56:13+00:00,335.21,333.96,332.01,338.37,343.17,343.17,348.63,356.07,L7
2002-02-16 21:56:06+00:00,330.72,328.77,328.49,337.98,339.82,341.30,344.77,354.60,L7
2002-03-04 21:56:09+00:00,328.76,327.31,328.35,337.26,337.68,339.64,344.57,355.11,L7
2002-03-20 21:56:24+00:00,330.41,330.05,329.17,337.22,338.03,338.67,343.94,354.97,L7
2002-05-07 21:56:03+00:00,336.50,332.62,331.04,335.15,334.34,336.56,342.00,354.39,L7
2002-08-11 21:55:24+00:00,340.91,332.80,332.70,333.76,331.95,333.39,339.07,354.51,L7
2002-09-12 21:55:07+00:00,352.06,341.25,336.48,333.94,333.87,332.06,338.25,355.24,L7
2002-10-14 21:54:55+00:00,357.03,341.58,337.11,332.71,329.03,329.73,335.76,354.89,L7
2002-10-30 21:55:25+00:00,352.12,342.22,337.33,333.59,330.55,329.66,335.13,354.72,L7
2003-02-19 21:55:54+00:00,336.81,338.18,334.88,333.98,331.43,332.36,336.79,354.39,L7
2003-03-23 21:55:52+00:00,327.24,330.21,330.86,332.02,332.06,333.81,337.95,352.02,L7
2003-04-08 21:55:59+00:00,323.59,326.51,327.56,329.62,329.98,334.49,338.76,350.34,L7
2003-04-24 21:55:58+00:00,320.71,324.13,325.88,328.56,332.08,336.62,341.67,350.10,L7
2003-05-10 21:56:22+00:00,322.67,323.80,325.13,327.63,331.71,338.54,344.94,350.94,L7
2003-07-21 21:44:09+00:00,325.66,326.49,326.41,328.15,332.64,338.20,344.72,351.18,L5
2003-07-29 21:56:05+00:00,325.32,326.58,327.58,328.51,333.64,338.20,344.63,350.43,L7
2003-08-30 21:55:34+00:00,327.30,327.76,328.26,328.14,334.95,337.76,345.18,350.89,L7
2003-10-17 21:55:51+00:00,335.01,334.61,332.04,330.83,339.25,340.15,347.88,354.19,L7
2003-11-18 21:55:51+00:00,331.54,332.74,331.58,331.59,342.01,341.90,347.66,354.27,L7
2003-12-28 21:45:57+00:00,334.11,335.18,332.12,332.68,342.23,341.62,347.88,355.00,L5
2004-01-21 21:56:14+00:00,332.88,334.04,332.68,334.47,344.07,342.17,348.52,355.22,L7
2004-04-02 21:46:54+00:00,341.85,341.72,335.45,338.62,344.69,342.23,348.66,358.44,L5
2004-04-10 21:56:50+00:00,344.41,343.75,336.51,338.19,343.05,340.53,346.68,357.35,L7
2004-05-04 21:47:51+00:00,347.38,345.07,337.89,338.61,340.92,336.87,342.98,354.27,L5
2004-05-20 21:48:20+00:00,346.60,344.91,337.72,338.22,339.79,337.06,342.36,351.65,L5
2004-06-21 21:48:52+00:00,346.60,344.91,337.72,339.55,339.79,337.06,342.36,351.65,L5
2004-07-07 21:49:21+00:00,346.13,343.82,338.13,340.12,340.18,339.48,344.77,353.55,L5
2004-07-23 21:49:45+00:00,343.78,345.07,342.89,341.53,336.71,337.18,342.18,352.30,L5
2004-07-31 21:56:03+00:00,344.66,344.55,343.10,340.95,336.71,337.18,343.20,354.15,L7
2004-08-08 21:50:26+00:00,342.13,341.18,340.38,339.37,336.94,336.40,342.93,353.31,L5
2004-08-24 21:50:29+00:00,342.35,338.74,338.12,337.57,335.81,335.10,342.93,353.31,L5
2004-09-09 21:50:55+00:00,342.24,339.03,337.29,336.31,335.23,334.91,341.36,351.61,L5
2004-09-25 21:51:43+00:00,343.62,339.38,337.06,335.89,335.65,335.12,341.67,352.79,L5
2004-10-19 21:55:55+00:00,341.53,338.01,336.01,335.73,336.28,335.51,342.24,352.85,L7
2004-10-27 21:52:23+00:00,341.95,338.15,336.30,335.45,335.87,334.93,341.43,353.68,L5
2004-11-20 21:56:13+00:00,340.98,337.11,336.26,335.67,337.47,336.78,343.53,357.50,L7
2004-12-06 21:56:47+00:00,340.23,337.95,336.32,335.45,338.02,337.14,344.72,357.87,L7
2004-12-14 21:52:54+00:00,339.74,336.62,333.94,333.21,335.83,334.96,341.90,355.18,L5
2005-01-15 21:53:45+00:00,341.37,337.93,334.51,331.80,335.14,334.26,340.99,354.84,L5
2005-02-24 21:57:17+00:00,341.46,338.98,331.61,330.80,336.64,337.34,342.87,355.95,L7
2005-03-04 21:54:04+00:00,341.29,338.82,331.93,331.51,337.56,338.59,344.20,357.39,L5
2005-03-12 21:56:56+00:00,339.99,336.85,330.94,331.63,338.41,339.67,346.61,359.21,L7
2005-04-05 21:54:42+00:00,337.70,335.72,330.83,332.42,338.21,339.53,346.17,359.09,L5
2005-04-13 21:56:48+00:00,336.80,334.53,330.56,332.60,338.54,339.16,345.74,358.47,L7
2005-04-21 21:54:46+00:00,335.66,332.42,330.38,332.26,338.48,339.57,346.11,358.99,L5
2005-04-29 21:56:48+00:00,334.73,331.70,329.73,332.49,338.27,339.40,346.21,358.66,L7
2005-05-31 21:56:47+00:00,334.30,331.32,329.28,332.02,337.40,338.34,345.46,357.39,L7
2005-06-08 21:55:08+00:00,335.67,330.05,328.90,332.39,336.82,337.88,344.08,356.74,L5
2005-06-24 21:54:49+00:00,335.04,330.67,331.06,334.42,339.23,340.90,347.21,358.85,L5
2005-07-10 21:55:19+00:00,335.00,331.29,330.95,334.25,338.83,339.85,346.58,358.32,L5
2005-08-03 21:56:37+00:00,332.69,329.46,329.77,333.78,339.49,339.77,346.10,358.50,L7
2005-08-27 21:55:43+00:00,332.63,329.99,330.00,333.43,339.42,339.47,344.27,357.32,L5
2005-09-28 21:55:44+00:00,333.39,331.05,331.09,333.98,338.92,338.63,343.38,357.19,L5
2005-10-06 21:56:37+00:00,333.53,331.96,330.77,333.42,338.80,338.54,343.69,356.42,L7
2005-11-07 21:57:03+00:00,334.60,333.81,330.80,333.64,339.77,340.47,345.25,356.34,L7
2005-12-25 21:57:19+00:00,335.06,335.40,332.52,335.84,341.74,341.48,346.63,359.36,L7
2006-01-10 21:57:28+00:00,334.77,334.94,333.96,337.56,343.30,343.39,347.55,360.34,L7
2006-01-26 21:57:12+00:00,333.87,334.41,333.84,338.23,343.32,344.31,348.08,360.47,L7
2006-02-03 21:57:30+00:00,333.58,333.86,333.84,338.23,342.95,343.65,348.13,359.32,L5
2006-02-11 21:57:16+00:00,332.51,331.88,332.84,337.88,342.80,343.78,348.31,358.68,L7
2006-02-19 21:57:51+00:00,330.35,330.29,332.01,337.20,342.57,343.97,348.51,357.53,L5
2006-03-15 21:57:43+00:00,332.14,332.03,333.10,337.76,342.56,344.20,349.68,358.87,L7
2006-03-31 21:57:42+00:00,330.69,331.49,332.79,337.34,342.73,344.01,348.67,356.69,L7
2006-06-19 21:57:36+00:00,329.75,331.41,334.41,337.89,343.24,345.61,349.60,357.01,L7
2006-06-27 22:00:24+00:00,328.34,330.63,333.37,336.11,341.18,343.67,347.38,355.29,L5
2006-07-21 21:56:57+00:00,326.44,328.53,330.80,335.23,340.66,345.36,347.76,355.59,L7
