,dates,jap0084-0000,jap0084-0001,jap0084-0002,jap0084-0003,jap0084-0004,jap0084-0005,jap0084-0006,jap0084-0007,jap0084-0008,jap0084-0009,jap0084-0010,jap0084-0011,jap0084-0012,jap0084-0013,jap0084-0014,jap0084-0015,jap0084-0016,jap0084-0017,jap0084-0018,jap0084-0019,jap0084-0020,jap0084-0021,jap0084-0022,jap0084-0023,jap0084-0024,jap0084-0025,jap0084-0026,jap0084-0027,jap0084-0028,jap0084-0029,jap0084-0030,jap0084-0031,jap0084-0032,jap0084-0033,jap0084-0034,jap0084-0035,jap0084-0036,jap0084-0037,jap0084-0038,jap0084-0039,jap0084-0040,jap0084-0041,jap0084-0042,jap0084-0043,jap0084-0044,jap0084-0045,jap0084-0046,jap0084-0047,jap0084-0048,jap0084-0049,jap0084-0050,jap0084-0051,jap0084-0052,jap0084-0053,jap0084-0054,jap0084-0055,jap0084-0056,jap0084-0057,jap0084-0058,jap0084-0059,jap0084-0060,jap0084-0061,jap0084-0062,jap0084-0063,jap0084-0064,jap0084-0065,jap0084-0066,jap0084-0067,jap0084-0068,jap0084-0069,jap0084-0070,jap0084-0071,jap0084-0072,jap0084-0073,jap0084-0074,jap0084-0075,jap0084-0076,jap0084-0077,jap0084-0078,jap0084-0079,jap0084-0080,jap0084-0081,jap0084-0082,jap0084-0083,jap0084-0084,jap0084-0085,jap0084-0086,jap0084-0087,jap0084-0088,jap0084-0089,jap0084-0090,jap0084-0091,jap0084-0092,jap0084-0093,jap0084-0094,jap0084-0095,jap0084-0096,jap0084-0097,jap0084-0098,jap0084-0099,jap0084-0100,jap0084-0101,jap0084-0102,jap0084-0103,jap0084-0104,jap0084-0105,jap0084-0106,jap0084-0107,jap0084-0108,jap0084-0109,jap0084-0110,jap0084-0111,jap0084-0112,jap0084-0113,jap0084-0114,jap0084-0115,jap0084-0116,jap0084-0117,jap0084-0118,jap0084-0119
0,1984-05-21 00:35:49+00:00,,,70.44608378903256,,,,,,,,,62.58137608690957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.91205595502545,110.58567115898123,,110.02535730069361,87.0836152757393,90.75006552893355,,,,,,,,,,,,,,,,,,,,168.3956094212261,,,,,,,,,,,,,,,,,,,,
1,1984-09-26 00:38:10+00:00,110.8436099512033,105.14201334677519,94.9558824059707,104.00825562498912,113.48790310602072,99.63861836778307,112.90882064780754,127.99182967325594,147.45850220758092,,167.61692384362135,,202.0524576712966,189.31345156280997,97.50454455564085,186.32542324745577,209.066224396344,224.37022432222722,245.21538724086153,252.594456167586,255.5717990297757,233.83578565603628,,203.15186078509103,189.88563189761294,181.61119190177124,,155.5795635070884,152.4645495171293,146.7945423338695,150.5109468436429,156.8538228738592,,170.62211509749258,,184.5502102642889,180.7420405606635,,,,,,,,228.26423894520718,,247.627933761065,,,,226.64382669439863,227.95408678451,,218.45935794196848,211.46809084947023,,210.56252756104607,,,,,,,,196.951809334189,,163.93954921864548,,,,150.90491808825453,148.56108455897854,139.2405606048406,135.7252924791418,,130.52123471759978,126.94242904311382,126.73081981101897,,115.05072990487135,129.60983839458922,135.12116455068136,145.22590484399834,149.2371765477652,,138.68132611336864,,165.50756406889343,168.32949038038643,163.5607213074341,188.98250127582014,192.55633447949384,,,202.50564124114842,221.02664173731347,222.93310253711363,213.82719630768867,,199.4178312674279,,,,,,,227.52424716490182,232.72261235938683,217.08796957704394,191.4724976524461,181.02768296731054,,,,151.45371992983766,136.3983599888478,134.61138481598965,141.31933923444814,147.40935240855168,151.96327892454278
2,1984-10-12 00:38:08+00:00,106.7305527886293,105.7393087835912,90.69163757651616,99.66322561621212,85.31585261856588,82.89566398344807,92.23883989860234,116.70942732800613,,,144.76774086290501,,181.9339134736972,202.1306526344363,111.40117688998664,163.05500467155858,186.2446867009749,209.17632673226748,245.37786656776427,224.53699762899566,228.78937464728793,212.46801541421013,,197.78066131479156,182.92129308732964,182.21715248576183,,151.84998982570457,139.8696860611347,131.19586307999407,127.15966624935035,,,149.90390043120505,,,151.81876279177308,,,,,,,,222.8804942229277,221.25408285099502,216.1532463710754,202.96685010421174,,,,197.89608000810142,,208.09144626126505,,186.7904102571406,182.15443803774872,163.4850191830912,,,,,27.179752661237764,,167.46555705644386,157.18984808472055,145.17803536591052,,,120.2854807906948,125.70509046974007,119.68982000789438,124.23120306930079,109.73875038738291,122.49674150756671,126.42872151528717,107.99254280123016,112.42627475620979,108.20907189940684,113.7019586407403,112.62557063538657,,,120.84310916906198,105.77748199373987,111.09270079011927,132.45302999172173,145.24171449416275,160.92439724067515,,,172.48604668048372,169.84589560679584,185.19073805667801,186.97016213449555,205.84501496426105,197.6742680505554,184.84480224200416,,189.8587997090181,,,,,,213.0978047917248,214.00319364328038,217.73744516894627,196.42417010080385,184.45114880353972,165.91745697637984,137.1098643060124,,,125.33836506696315,126.5514554200589,110.5439439616011,108.13457655024197,116.1674663200352,130.52273060599015
3,1984-11-29 00:37:57+00:00,137.91361607341906,133.43427856590083,128.90683240173553,118.14185489051953,131.22918424220148,148.08644121300847,146.72851645607136,158.8457130864205,160.50336110980308,171.25079991249456,175.03699063468022,97.25687079820676,201.97779920097543,189.5625883616568,170.54754968725072,200.03131604064492,234.52447758567027,260.99113820770157,286.9963462234607,273.3299806032333,271.1005435934614,243.02309900831102,233.90927166658594,,219.09797940371647,227.76006224653233,,155.82348607776538,174.663693280042,177.29212532552978,166.95771065613104,177.45834820641244,180.44122150558985,178.7372454207233,189.93161200826142,193.98948730947643,198.48835369557133,206.16177679636655,221.57247591043463,223.24426306078072,225.02537155970006,215.86238312323644,,258.36408046189763,242.02762026458444,256.6418900014449,251.17035808767002,241.78051109920946,,,248.02807464522104,,255.99092861615762,255.3674088450285,232.25405246006633,223.30199945845993,216.45163251481267,200.94705140864414,198.63820133707588,,,172.89314769063512,46.770960875078885,,,190.24288802895995,,,,,169.18858648989064,148.0682503200679,151.55405288288935,151.8126937509133,,155.84599362520058,140.80663035370026,,,,147.82931767063442,167.20652565876924,163.615965620635,151.5518103595858,,146.23623730532594,165.32379069507365,188.25254841503877,195.63264273493533,207.77078072704404,210.5612916626889,,211.7560334576238,208.82945013971383,213.74219204627178,226.0887770245364,226.8327518370915,,,,,,,,,237.85139503006687,,237.854927078355,212.7010721042048,204.06533337336737,193.5917497552189,177.27617214008006,,166.99733433075306,107.03910178146579,,,,,
4,1985-05-24 00:38:10+00:00,123.30751714135522,128.70759319126165,126.96108286408536,120.59723827011936,,113.31331646770515,123.45911756245991,107.70625448995793,,165.28194878550943,168.52285906619602,,186.07200608949543,185.2514748971016,193.53602710906972,205.1822424789521,219.8445245860817,218.36767181158018,230.25851641543048,242.21228541073964,251.44268291787444,244.32859158855473,237.4751932185249,230.31542963114094,199.69903268120598,192.87098966487594,178.80428459982284,184.2017066964089,174.27354710411274,174.0034096626945,,150.95934049940263,171.4625101254652,172.12962177884293,177.2934424087379,178.57970283501882,188.97405570122723,207.44685628376655,205.4714447539713,191.1808669962152,214.13475112899636,220.81386426935188,,241.52159887087993,177.12300312061552,222.50425902550842,245.3850915668661,252.19768618923678,236.82965801853095,234.38424769257534,223.7835665206472,229.0781447161026,223.96225435878586,230.69144554540046,216.00536695853282,202.71371230345807,,210.66787962995735,179.72729098653915,,,189.23506709391805,,218.8115702010366,195.9228142006678,151.0525396468913,,,,148.80161597879535,137.11981804122877,143.0295992810464,153.15907399494355,143.0397545399948,134.9650482520044,133.8496415689733,148.19833558742525,142.79655830947326,129.07555672202676,127.5742371360729,130.76412339968311,137.93374180948328,139.4494677121067,134.8914154281782,136.85677001565176,,159.07559237167115,144.37323297991213,152.93228762999144,170.85344326434372,,,,183.43787256597767,193.49092302125533,214.42720055651432,216.42987855147507,,,201.87999741723402,,,193.13637145483025,,,245.08679010330988,,,215.9426400882606,195.18593468056784,180.6212086866532,156.1316368885581,,180.414429371827,,136.9355076692736,,,130.37274174258175,148.89432824428036
5,1985-09-13 00:37:21+00:00,,129.2646800636798,124.38163882663481,129.32801802581628,138.3500199790087,125.7865863294444,140.0277463078324,137.08925900500796,159.71977986364948,164.33146093598666,151.31724673092904,,186.94581364878258,214.17984894474515,200.227584058698,218.56374530796077,215.39101480669922,226.48224114925472,243.80911594709107,264.08063838209034,263.60713341599757,256.416245900977,245.07249645284028,242.04905536018524,211.9115368980315,198.65632437481375,179.1212133958176,190.53592626108198,,203.85588236613165,,184.0486891784758,173.40560255509055,179.37285334621797,177.1453569223514,173.9905126832124,188.76268709406332,189.4915137633412,195.09058825842186,194.40692644969167,193.6536510431365,210.90954384603418,,231.8181715954942,211.66119154946924,236.9080780271433,235.88900150786137,230.44427758876105,222.0603578315956,211.55696785834053,225.82633188044136,,,229.73282710770394,214.95326041403987,204.76770554103493,218.38670584805195,207.90513310174646,196.6752797792057,,,202.54031654152868,,198.0276874493333,195.6688655700669,176.36092435019827,,181.9317926505587,,178.06810811128156,160.20926588972836,169.32541062096954,161.17328932531302,,160.46472340056528,,143.73030307857886,145.80885616318716,149.91810781185217,,,153.64102036687802,156.62383879132688,147.37787339915135,,,168.1874730508874,159.7050974477963,168.06480779531796,179.55545767245718,182.82833380466792,,199.0123581196398,,,241.77500319635715,221.8134689030398,,,218.0674125657828,,,,214.1143596891602,,242.13280388068685,,230.7885858232978,222.74721429446996,195.8023871467744,174.20684790894185,153.57684804905088,,161.3037600035609,,132.52577687753546,117.10655722899904,116.84574976276693,124.36063893608244,143.53318501874645
6,1985-10-15 00:37:01+00:00,159.39867346559492,148.49060378687255,149.785018199108,155.74912037890277,144.1672971239591,142.67555133909403,146.88987177547202,137.71240119913293,145.36226539217233,165.51846812936614,164.38145597974585,,181.27581941096477,197.15460330173522,239.21269150988272,,228.45037885365008,257.74387121204853,261.1777266896352,269.37702992926285,269.4020140930047,253.2975950736738,248.0304732358078,246.4239267270432,233.80693688320338,216.80158899102324,197.19017017666937,196.46731030998149,,215.9593546606575,,194.72442655125585,189.3494470815806,,206.25459141836603,194.4249014097444,202.2854299873797,210.87396157978299,198.95702943771548,,207.68579952542663,236.56753381752844,,244.40436430229886,253.5811423224989,244.11451216134756,246.50531780616097,254.04543159335276,,229.84369562136217,254.9354230352609,239.0295189433021,,230.07046690756854,217.66520635731348,,231.35504555128037,206.24562597246103,192.65216064828428,,,208.04005850469022,,,198.58884189846802,183.81691000354922,177.43626711990674,177.25174493812838,,180.7293408754989,166.54611255990991,169.93515229909386,159.77544386517994,,,,143.08891068758348,149.52279649077653,145.40782159557867,,149.1268837325207,157.4466671302468,172.42504996383258,160.49033207194114,,145.28161391484423,,172.73451604226395,172.47341628576464,181.7267514079964,,,,,227.16451696870763,237.16580332914552,234.2771879205934,219.79560792361494,,210.7976833615758,,,,,,248.54906995389058,,,229.68566457412734,208.16756940749482,190.30793515665005,175.56172274958072,,183.07682494978692,,139.13494272033353,,,133.317105746247,144.23752188775202
7,1985-10-31 00:36:48+00:00,70.09457963117939,83.95778348698984,92.05563976773477,86.79752181341762,73.29209203583979,67.92608734710612,79.1869686468081,74.20356709111763,68.64874699182658,81.0980944459102,95.08390243576902,84.3363850021324,,,,,155.4986228530417,164.80280140709814,147.69340015290217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.87104972226572,,,140.1904045269612,159.35660370041018,146.97454495119757,,,157.04651031113877,,,,,,,,,,,,,,,105.2706279202022,104.75493707673446,95.32966247871556,93.13468899694999,,,,,81.23763822635262,85.91305866698889,,,97.70475838456147,,,,100.88708869278321,,,110.89159829548274,,,,,,,,,,,,,,,,,187.11865432366747,,,,,,,,70.42014871771896,,,,,
8,1986-04-09 00:33:37+00:00,94.41404960571165,89.38284769631115,104.29719276174558,104.64704419730086,86.75920734186299,69.73784666447708,76.47227970033077,82.71909803092457,98.3762808125282,112.4099934574941,125.27489625334988,99.89853938233327,,,,,106.1613955714789,116.72996008847403,121.9264501334338,,,,,,,,,,,,,,,,,,,,,,,,158.77800285693502,,,209.05832668494958,,184.1834482821625,184.99990511138046,188.40493573518657,163.43530147228455,182.04783220599586,173.49760776088243,202.66760732336218,202.82504917605874,160.32255038566302,,,167.7427823888481,157.32231330516123,,170.17603842530565,29.964524934021185,,149.87229080797943,,,,,,117.19908646008845,117.12640455741709,119.01759485398168,,124.82216261500119,138.31871815124188,124.38913059432178,126.04868310504247,107.87643017932645,111.91664655331553,107.73467878874212,,113.81072112619141,,120.9086429171088,103.15420468406961,127.0392600389456,143.70221808745168,,134.08432634173448,148.34961356115417,158.57289998974895,160.4972086702336,190.4375255022017,188.00850970184467,198.36087356960252,190.09045180434407,,154.58535062940484,,,168.94572432516472,,,,,192.94501060471967,211.93071403618958,188.69278184189548,178.12141873481818,161.79579084837434,132.43458511840646,138.88857922029047,148.30840163725708,,113.25574445542073,111.22430249037426,115.13914046513838,113.62104376444107,136.73051505467222
9,1986-06-28 00:31:23+00:00,124.91280566245437,111.22795808325665,104.32445868255657,95.99691713056629,88.66511505834289,84.31310449004165,81.5450527052457,82.09034292710459,84.67634411670961,,105.79891314739764,104.29748828323159,,,,,85.65246246420061,102.9257534616751,123.53930236177656,,,,,,172.90724984750716,,,,171.0418303197188,161.55960125791674,157.35832096222958,,166.8958093757089,164.6580752488444,170.88099042001286,166.26485591082508,173.9136420677788,180.21395204744027,196.80715618543343,188.0596355805936,195.22717969211618,195.44117718583607,196.5421306872855,,,184.48698456016527,,208.46103441066907,,,187.19056808390494,183.95617815419837,190.61509061108669,,,184.70487181699502,,,142.75541762611584,135.44762816348316,,,4.454835568471981,,,,,,,,,,,121.25432129548551,123.87762818264763,111.08915181631886,110.58821743080885,108.2299519279915,99.51279378052683,99.1503597118956,93.88570207304492,,,,,,,,,133.2098693258522,146.55229456992296,154.44672744802511,158.04957230414465,173.9751878089033,174.8466807945432,,180.46255732286903,,,,,,,,,,210.0230756752713,202.66418053398831,181.11575907328464,165.74053849379226,136.2464972892695,130.4959930164761,129.6928658774974,,128.97475881105782,116.61864974342132,110.53569611175797,112.15303904705515,,111.85988854337832
10,1986-09-16 00:28:35+00:00,132.13720145295474,127.4223322153751,128.41611901398088,128.3426318196833,127.1717303789481,123.00385340669611,123.96400357651304,119.01491829210188,132.48032766136373,140.10240983559336,139.9899640394007,167.04012814264823,178.72625918923345,167.61835581244554,187.50756073173136,194.31191434827434,73.14246730338277,96.0840210557921,108.99679851808645,,226.42115654416995,245.04476197405364,220.59410234221488,217.03524356602418,196.5173391606997,203.32053623778253,207.1612638060045,206.03738155393225,208.87186345516113,186.80383623546254,,191.40291793038134,185.78269891815197,199.06152929110232,,,227.46420576610572,231.23537186516626,241.3524558610468,223.41909030703437,220.6333649340532,218.61870781511664,226.26836824259948,224.69020194502238,239.66650256293823,244.44036645706115,239.48416359881128,,,231.06082041146135,205.35780780351104,,,234.30333404518697,225.28352369980814,223.1098269005632,,201.0412566949834,193.52053834331144,190.30062277919683,,,,201.40268161278004,174.01220264333963,170.24935102425383,157.98851711642482,118.01668052859401,134.01953927878708,139.47457082436065,124.00607462566445,144.91248313832253,,,161.1750427567461,,145.81881354895904,148.0187948201985,138.73468665533198,143.90711225357984,136.04374220058878,128.23898040705652,137.68570588689937,,159.1495075075957,,164.98899118834964,171.99859865582414,164.0119551583299,155.8414890331146,,192.5450990900299,,204.8279915448277,,219.6691296018104,209.50311869671646,223.15234797522226,,203.63889232543744,,,,195.57504162956684,201.03655300950922,242.7781556810661,,235.14970524598266,216.22946296586946,185.5115320098722,170.57946390058856,,,,147.93806185946931,135.9204449720596,132.40996360292266,,132.76799259631395,161.54526079836384
