dates,sar1412-0000,satname
1988-03-07 09:29:48+00:00,208.91,L5
1991-02-28 09:21:00+00:00,225.72,L5
1995-02-23 09:10:59+00:00,199.49,L5
1997-03-16 09:26:11+00:00,248.87,L5
1997-10-01 09:39:00+00:00,209.14,L5
1998-03-03 09:36:21+00:00,202.27,L5
1998-03-19 09:36:37+00:00,260.82,L5
1999-08-21 09:52:49+00:00,250.07,L7
1999-09-22 09:52:53+00:00,253.15,L7
1999-09-30 09:36:28+00:00,218.42,L5
1999-10-08 09:52:59+00:00,193.66,L7
1999-11-09 09:52:52+00:00,170.82,L7
2000-02-13 09:52:41+00:00,187.64,L7
2000-02-29 09:52:35+00:00,188.37,L7
2000-03-08 09:33:21+00:00,225.85,L5
2000-03-16 09:52:31+00:00,208.89,L7
2000-05-19 09:52:01+00:00,253.73,L7
2000-06-04 09:51:49+00:00,247.88,L7
2000-06-20 09:51:46+00:00,254.66,L7
2000-07-06 09:51:32+00:00,253.3,L7
2000-08-07 09:51:02+00:00,270.52,L7
2000-09-16 09:38:11+00:00,246.74,L5
2000-09-24 09:50:24+00:00,242.03,L7
2001-03-03 09:50:17+00:00,218.38,L7
2001-03-11 09:40:03+00:00,233.27,L5
2001-03-19 09:50:10+00:00,246.4,L7
2001-04-04 09:50:00+00:00,260.13,L7
2001-05-06 09:49:59+00:00,253.94,L7
2001-06-07 09:49:35+00:00,252.28,L7
2001-06-23 09:49:22+00:00,264.89,L7
2001-07-09 09:49:19+00:00,256.79,L7
2001-07-25 09:49:12+00:00,252.61,L7
2001-08-10 09:48:54+00:00,255.51,L7
2001-08-26 09:48:43+00:00,253.58,L7
2001-09-11 09:48:31+00:00,257.04,L7
2001-09-19 09:40:01+00:00,249.39,L5
2001-10-13 09:48:08+00:00,190.15,L7
2001-10-29 09:48:14+00:00,178.02,L7
2002-01-17 09:48:45+00:00,164.08,L7
2002-02-02 09:48:47+00:00,175.59,L7
2002-03-14 09:38:02+00:00,240.75,L5
2002-04-23 09:48:42+00:00,253.68,L7
2002-05-25 09:48:37+00:00,248.55,L7
2002-06-10 09:48:30+00:00,258.0,L7
2002-07-28 09:48:12+00:00,252.99,L7
2002-08-13 09:48:07+00:00,251.81,L7
2003-01-20 09:48:26+00:00,252.54,L7
2003-03-25 09:48:35+00:00,257.8,L7
2003-04-26 09:48:42+00:00,252.8,L7
2003-05-12 09:48:41+00:00,271.24,L7
2003-05-28 09:48:39+00:00,257.18,L7
2003-09-25 09:37:36+00:00,243.35,L5
2004-03-27 09:49:14+00:00,235.95,L7
2004-05-14 09:49:08+00:00,262.84,L7
2004-07-17 09:48:55+00:00,251.35,L7
2004-09-11 09:43:41+00:00,261.95,L5
2005-05-01 09:49:32+00:00,257.7,L7
2005-10-08 09:48:58+00:00,196.36,L7
2005-10-24 09:49:12+00:00,192.32,L7
2006-10-27 09:49:38+00:00,192.57,L7
2006-11-28 09:50:01+00:00,163.51,L7
2008-03-14 09:50:00+00:00,217.8,L5
2008-04-07 09:50:05+00:00,262.18,L7
2008-04-23 09:50:03+00:00,254.17,L7
2008-08-29 09:49:00+00:00,253.4,L7
2009-03-25 09:50:11+00:00,255.09,L7
2009-06-13 09:50:23+00:00,253.28,L7
2009-06-29 09:50:20+00:00,263.24,L7
2010-04-29 09:52:08+00:00,264.95,L7
2010-11-07 09:52:34+00:00,255.43,L7
2011-05-18 09:53:30+00:00,254.57,L7
2011-06-03 09:53:33+00:00,254.97,L7
2011-09-15 09:48:27+00:00,249.58,L5
2012-03-17 09:54:04+00:00,249.18,L7
2012-08-15 10:01:16+00:00,257.39,L7
2013-06-24 09:55:33+00:00,251.97,L7
2013-07-26 09:55:15+00:00,262.01,L7
2013-08-11 09:55:10+00:00,269.64,L7
2013-08-18 10:01:27+00:00,249.65,L7
2013-09-03 10:01:39+00:00,256.03,L7
2013-09-12 09:55:34+00:00,252.44,L7
2014-03-15 10:00:27+00:00,224.7,L8
2014-04-24 09:57:09+00:00,259.62,L7
2014-06-27 09:57:25+00:00,256.31,L7
2014-08-30 09:57:35+00:00,254.97,L7
