,dates,per0219-0000,per0219-0001,per0219-0002,per0219-0003,per0219-0004,per0219-0005,per0219-0006,per0219-0007,per0219-0008,per0219-0009,per0219-0010,per0219-0011,per0219-0012,per0219-0013,per0219-0014,per0219-0015,per0219-0016,per0219-0017,per0219-0018,per0219-0019,per0219-0020,per0219-0021,per0219-0022,per0219-0023,per0219-0024,per0219-0025,per0219-0026
0,1986-07-19 14:16:13+00:00,,,,110.88319197179976,117.37553689286216,,,,,,,,,114.84822906855645,,,99.24392438798306,116.87556788206652,118.07836009794347,106.9275522097285,,,,96.89731502542406,,,134.2623392240777
1,1987-01-11 14:13:12+00:00,141.70964693740825,135.2666161642581,136.92815521498346,138.43501008620623,134.37445592559217,123.74986606930288,,,,106.12818969074733,103.17829194878017,120.3556617175567,131.30699785395979,126.37843501725601,122.25338490586209,117.86277341366741,119.52816081217287,120.98262258647227,116.32537035055394,117.30961179581007,,124.79683003081448,104.40504222281696,124.0606275137914,129.15751144889853,136.34561733557493,143.61373693464202
2,1987-12-29 14:22:23+00:00,130.55346490852077,130.62435503301307,134.60171701375887,140.91842918586994,124.88625427953546,97.63070804966657,,,,87.59308987333506,113.36276602623971,113.10861198684677,117.555385634006,108.86501477119552,100.60627962227733,113.07569580247807,96.86222646225727,,,,,106.0560878624394,98.1042664338373,90.68127277857963,82.44762486366099,93.57911863431556,119.33768361651954
3,1988-03-02 14:23:24+00:00,160.09979996834969,165.85066748785854,157.84787398269341,159.31561815421858,143.07459494830894,122.99419301135063,,149.51058284327374,148.7672107950457,140.505187737847,144.4446038378832,128.7562310915849,127.12994776219044,142.65669637097815,151.63368686800914,149.85029868061892,142.92575232367105,135.81456069396302,129.9638060494124,132.6782249620496,147.38713301151054,120.70538624669354,120.2811146494649,143.7356734167565,,143.1905420172344,145.07120878358842
4,1988-03-18 14:23:33+00:00,150.70751402832224,150.69776536483033,140.02103577436384,148.03427287413115,136.93051558253552,119.6996341593427,109.4282435900769,,,126.33040799653638,133.34430373647191,127.90322430793033,133.04622269865652,130.54764219884498,127.94923285848039,135.15921352113457,116.31430860542174,134.94413280284402,121.23525154539935,114.42624392096472,125.62312664714987,121.55406170590284,129.4416340395707,138.96508707080176,124.93458847419375,132.82571347817733,148.226754652769
5,1988-04-19 14:23:44+00:00,143.87069790476068,143.32215021719895,136.03608486621107,145.2663512694476,138.1029024910355,112.74693629980305,108.95421958240492,133.28729123641065,146.82847386416412,149.27125242946636,132.89463130026414,132.1236073926286,119.75466269097117,132.77699671868746,150.264043093904,149.3139872623723,130.92559976498632,124.73894012445948,128.30600970307836,142.49827730815034,136.80914051604935,143.6915024612932,151.12691571626343,146.55245221972163,140.32748332776842,118.44204949282002,149.5593146916314
6,1988-05-05 14:23:53+00:00,,140.62775656051832,,136.74565804707748,134.0415234137854,103.23102962938867,68.55348444467852,115.09975167034357,133.82041075669383,131.09104309321617,130.5267092087717,87.73190250550977,,122.35395046600947,127.13975054798874,142.0221611768886,133.8139298365206,109.12286826430622,92.74524240143654,111.25149686205295,124.29260161292316,131.4446252323666,132.75549075571453,135.3716639001722,,99.35012376259711,150.95116765673689
7,1988-06-22 14:24:13+00:00,,,,121.75998080467201,124.43091088869417,71.32880409098284,46.813489696936244,,,131.6318616259769,126.06537005044991,107.58683153844028,132.95709514013976,137.68446089647657,130.21056019570386,114.12820238273775,104.49461812426131,112.94192105513825,113.15061034403787,120.19989553593206,127.51865402935084,124.01246505603443,126.73812916277409,128.34476919304913,,,139.8255423457465
8,1988-07-24 14:24:19+00:00,,,,117.45325870590294,122.06976849508163,71.08116600692735,41.01159487534231,,,,67.7870563943433,101.37081431982423,130.80229207010794,133.888264689377,132.4134469693724,101.91532463133441,73.99364069184024,86.50361377148542,118.96859994377837,133.91358168780903,135.49940742216825,106.79263602964097,96.59231907701358,114.30757722050501,,,131.29406626596747
9,1988-11-13 14:24:11+00:00,157.23674641752498,138.94978017801907,145.60952999046853,139.3438907691596,135.7732728719582,111.6081048582249,,107.9277020144173,97.00061550368079,94.90003556539293,106.08763734706355,112.83660299150958,114.36083302987294,116.86644054506552,105.51378328264427,97.63521874338855,111.08586374739753,113.11730656584106,130.14867975108533,120.78991840320907,110.83604065713402,86.60260095556363,68.11037838620767,88.12478714295752,104.33518720757417,111.9345308372199,141.11569742697029
