dates,satname,sar1401-0000,sar1401-0001,sar1401-0002
1984-04-13 09:27:07+00:00,L5,,,
1984-07-18 09:28:46+00:00,L5,,,
1984-08-03 09:29:20+00:00,L5,303.86,195.14,285.02
1984-08-19 09:29:51+00:00,L5,,,
1984-09-20 09:30:04+00:00,L5,,,
1984-10-22 09:30:00+00:00,L5,,,
1984-12-09 09:29:58+00:00,L5,300.25,205.43,273.96
1985-03-31 09:30:19+00:00,L5,,,
1985-05-18 09:30:04+00:00,L5,,,
1985-06-03 09:30:04+00:00,L5,,,
1985-06-19 09:30:02+00:00,L5,,,
1985-07-05 09:29:57+00:00,L5,258.90,209.55,142.73
1985-08-22 09:29:32+00:00,L5,309.19,201.62,290.68
1985-10-09 09:28:59+00:00,L5,,,
1985-11-10 09:28:33+00:00,L5,,,
1986-01-13 09:27:22+00:00,L5,306.34,208.12,266.18
1986-03-18 09:25:58+00:00,L5,,,
1986-04-19 09:25:17+00:00,L5,,,
1986-05-05 09:24:53+00:00,L5,,,
1986-05-21 09:24:27+00:00,L5,,,
1986-07-08 09:22:57+00:00,L5,301.75,198.35,273.82
1986-07-24 09:22:23+00:00,L5,,,
1986-10-12 09:19:38+00:00,L5,290.41,194.35,275.37
1986-12-31 09:19:14+00:00,L5,300.27,208.98,269.79
1987-02-01 09:20:12+00:00,L5,,,
1987-02-17 09:20:59+00:00,L5,296.90,203.09,269.81
1987-03-21 09:22:02+00:00,L5,307.21,209.13,289.61
1987-04-06 09:22:36+00:00,L5,312.36,209.58,289.34
1987-05-08 09:23:35+00:00,L5,305.56,198.50,294.23
1987-05-24 09:24:00+00:00,L5,,,
1987-06-25 09:24:44+00:00,L5,,,
1987-07-11 09:25:03+00:00,L5,,,
1987-07-27 09:25:25+00:00,L5,304.78,199.01,293.55
1987-08-12 09:25:55+00:00,L5,,,
1987-08-28 09:26:22+00:00,L5,,,
1987-09-13 09:26:45+00:00,L5,,,
1987-10-31 09:27:40+00:00,L5,,,
1987-11-16 09:28:03+00:00,L5,,,
1987-12-02 09:28:18+00:00,L5,299.98,209.35,270.29
1988-01-19 09:29:05+00:00,L5,,,
1988-02-20 09:29:38+00:00,L5,,,
1988-03-07 09:29:48+00:00,L5,,,
1988-04-24 09:30:07+00:00,L5,,,
1988-06-11 09:30:29+00:00,L5,,,
1988-06-27 09:30:35+00:00,L5,,,
1988-07-13 09:30:39+00:00,L5,301.95,183.58,293.29
1988-07-29 09:30:42+00:00,L5,,,
1988-08-14 09:30:40+00:00,L5,,,
1988-09-15 09:30:41+00:00,L5,307.36,198.15,272.71
1988-10-01 09:30:34+00:00,L5,,,
1988-10-17 09:30:31+00:00,L5,,,
1988-11-18 09:30:32+00:00,L5,,,
1988-12-04 09:30:29+00:00,L5,,,
1988-12-20 09:30:18+00:00,L5,,,
1989-02-06 09:29:59+00:00,L5,,,
1989-03-26 09:28:53+00:00,L5,305.88,214.05,290.57
1989-06-14 09:27:46+00:00,L5,308.24,199.74,265.52
1989-06-30 09:27:39+00:00,L5,,,
1989-07-16 09:27:19+00:00,L5,305.31,192.60,285.67
1989-08-01 09:26:59+00:00,L5,,,
1989-09-18 09:25:44+00:00,L5,,,
1989-10-04 09:25:36+00:00,L5,292.38,180.49,265.60
1989-10-20 09:24:51+00:00,L5,307.80,202.01,275.33
1989-12-23 09:23:10+00:00,L5,303.27,194.22,259.87
1990-02-09 09:21:38+00:00,L5,298.42,210.94,272.99
1990-02-25 09:21:09+00:00,L5,,,
