,dates,nzd0201-0000,nzd0201-0001,nzd0201-0002,nzd0201-0003,nzd0201-0004
0,1999-09-29 21:52:52+00:00,143.25816307215612,143.143178178165,145.5400002025151,158.05516739751562,163.90938696693777
1,1999-10-15 21:52:49+00:00,141.4483371973179,144.83311361061027,151.78746888377157,142.88280558566586,149.0511444129005
2,1999-10-22 21:58:52+00:00,164.2188217763306,175.813731806387,157.12322730208047,161.24500657038638,166.807571327446
3,1999-12-09 21:58:57+00:00,137.08155060135883,134.96864548705565,138.9177985395631,138.97139858995294,146.18722451607778
4,2000-02-04 21:52:37+00:00,157.84365410176932,155.2916832421274,157.45686880597412,162.52110144583764,177.80111500131864
5,2000-02-20 21:52:29+00:00,144.7447012252342,153.5366505649998,158.365953684763,158.87181036459046,151.37985207255917
6,2000-03-14 21:58:35+00:00,160.23356195517007,169.60515460135733,165.36315919369858,166.68283157828813,168.8985290846211
7,2000-03-30 21:58:33+00:00,167.50732479253784,171.40222241867554,157.7705254183501,159.91498826702775,165.49650379680378
8,2000-04-24 21:52:10+00:00,141.42528516946697,143.92764166687965,155.1014664947936,160.91933971256464,167.22184559175588
9,2000-05-01 21:58:18+00:00,160.80703403553622,164.60390984924814,161.21615020281388,167.4555266137695,172.87524691112958
10,2000-05-17 21:58:07+00:00,148.98569152657893,159.24812372917737,157.29144953131527,169.42771398039696,170.0306354291277
11,2000-05-26 21:51:48+00:00,144.20496630792866,151.08754067230248,149.05251705189283,155.0881522851251,162.26355479201698
12,2000-07-29 21:51:02+00:00,155.60211610394106,161.4647006627691,144.5925832019069,139.8228828574007,159.51319553425822
13,2000-08-05 21:57:08+00:00,133.17098857551088,128.76769697194118,124.73719349798895,127.23423618080292,133.02211763515788
14,2000-08-14 21:50:56+00:00,148.79873193615822,146.91957616760794,139.16362181938428,140.59608502436294,160.64958890979204
15,2000-10-17 21:50:01+00:00,145.61956351512302,138.700932908739,136.03606016906895,133.48897288012589,149.09623793626852
16,2000-10-24 21:56:17+00:00,155.72410014489427,160.17388113113253,148.55056968790595,142.29028519873066,150.59330583155466
17,2000-11-09 21:56:21+00:00,145.08539225500255,140.90418775292608,136.60067875423215,129.787653406346,132.0802740576617
18,2000-11-18 21:50:10+00:00,165.355087458725,161.4501361741354,154.6980787817642,147.67743108901152,162.42044808564532
19,2000-12-11 21:56:24+00:00,133.308246493094,,,,
20,2000-12-20 21:50:16+00:00,155.54244835542104,160.821248830359,154.23310655874053,148.45549511635357,161.5674772207394
21,2001-01-05 21:50:16+00:00,165.87455120748174,173.24395394977245,156.22033280698295,157.65069116685294,164.55249448769308
22,2001-01-12 21:56:30+00:00,138.7690864070866,,129.45684741929065,128.62885326684895,130.5931506597241
23,2001-03-01 21:56:21+00:00,119.49979904668783,111.9727734389341,113.16226303453318,122.54831263900313,124.08451194570976
