dates,satname,nzd0435-0000,nzd0435-0001,nzd0435-0002,nzd0435-0003,nzd0435-0004,nzd0435-0005,nzd0435-0006,nzd0435-0007,nzd0435-0008,nzd0435-0009,nzd0435-0010,nzd0435-0011,nzd0435-0012,nzd0435-0013
1999-10-27 22:19:03+00:00,L7,383.94,377.29,380.01,387.67,388.72,395.23,389.72,383.86,378.92,370.52,359.83,350.70,344.37,343.41
1999-11-05 22:12:52+00:00,L7,356.15,359.45,357.71,361.99,,,,,363.64,348.87,337.18,337.60,331.61,324.98
1999-11-21 22:12:47+00:00,L7,375.23,364.21,366.50,366.07,374.38,373.40,365.66,354.89,342.83,331.75,327.31,329.85,325.95,319.24
1999-11-28 22:18:56+00:00,L7,402.30,375.56,377.01,390.33,391.31,395.65,380.10,374.13,374.41,375.87,367.55,358.46,355.60,357.95
1999-12-07 22:12:53+00:00,L7,358.71,356.21,353.82,356.38,367.18,362.06,361.98,360.93,359.12,363.21,354.67,353.14,345.38,332.19
1999-12-14 22:19:07+00:00,L7,379.08,368.70,370.26,374.67,390.77,386.88,382.13,377.30,379.68,383.13,375.86,373.81,369.00,364.44
2000-01-24 22:12:47+00:00,L7,376.26,369.53,360.72,365.90,383.89,386.98,378.88,375.95,376.89,380.55,384.10,374.88,363.52,359.17
2000-02-16 22:18:52+00:00,L7,387.00,384.90,388.57,406.78,415.39,416.27,417.36,410.16,410.45,402.51,396.89,392.98,390.85,401.42
2000-04-13 22:12:18+00:00,L7,370.07,370.84,369.88,377.35,386.73,390.76,389.43,394.17,389.90,389.45,379.43,378.36,368.24,371.21
2000-04-20 22:18:27+00:00,L7,331.41,342.15,343.83,355.04,354.57,372.54,371.01,369.36,372.25,365.63,365.24,361.39,350.89,344.52
2000-05-15 22:12:06+00:00,L7,303.45,336.85,345.44,354.25,360.72,369.49,361.02,365.21,359.39,364.84,,,,
2000-05-31 22:11:54+00:00,L7,309.60,344.68,353.85,349.76,,362.17,351.71,349.95,347.09,354.13,350.46,342.14,355.95,163.36
2000-06-16 22:11:50+00:00,L7,627.41,592.43,636.45,559.01,,,,,301.44,296.08,,193.73,226.47,224.45
2000-08-19 22:11:01+00:00,L7,399.54,392.25,376.69,381.62,390.62,395.80,389.55,388.05,384.18,369.15,360.10,352.81,343.61,322.80
2000-09-20 22:10:27+00:00,L7,385.92,361.15,367.41,362.78,376.19,375.75,377.98,377.51,350.94,341.27,337.28,333.56,340.25,343.17
2000-09-27 22:16:36+00:00,L7,368.10,361.16,357.74,371.73,370.19,373.26,364.31,361.71,354.90,353.05,345.66,333.43,343.15,337.86
2000-11-07 22:10:17+00:00,L7,389.37,374.22,371.94,369.22,375.74,370.11,368.44,357.87,361.01,353.27,355.15,348.14,341.04,336.14
2000-11-14 22:16:30+00:00,L7,378.35,367.99,370.10,378.44,372.66,370.52,365.07,363.26,345.48,341.11,343.41,340.51,340.10,345.21
