dates,nzd0435-0000,nzd0435-0001,nzd0435-0002,nzd0435-0003,nzd0435-0004,nzd0435-0005,nzd0435-0006,nzd0435-0007,nzd0435-0008,nzd0435-0009,nzd0435-0010,nzd0435-0011,nzd0435-0012,nzd0435-0013,satname
1999-10-27 22:19:03+00:00,385.27,377.89,380.61,388.08,389.20,395.71,390.29,384.36,379.47,370.88,360.35,351.14,344.94,344.91,L7
1999-11-05 22:12:52+00:00,381.71,373.62,374.11,378.45,389.20,395.71,390.29,384.36,376.06,362.88,353.07,348.03,342.99,347.32,L7
1999-11-21 22:12:47+00:00,388.88,374.68,375.77,377.22,386.83,389.60,383.98,374.88,368.80,355.05,348.14,345.08,341.31,348.46,L7
1999-11-28 22:18:56+00:00,387.13,372.60,373.78,378.91,385.87,389.16,379.76,372.07,368.11,358.86,350.99,346.73,342.69,345.08,L7
1999-12-07 22:12:53+00:00,385.31,371.06,371.53,375.61,382.94,384.12,377.39,371.10,367.89,360.78,353.24,349.30,344.89,346.85,L7
1999-12-14 22:19:07+00:00,381.68,369.50,370.15,374.64,383.38,383.56,377.00,371.17,368.80,363.80,356.00,352.52,347.80,346.87,L7
2000-01-24 22:12:47+00:00,379.22,368.75,368.05,372.87,382.76,383.42,376.47,371.23,369.27,365.73,359.35,355.15,349.32,346.73,L7
2000-02-16 22:18:52+00:00,382.44,371.78,371.62,377.81,388.35,389.04,383.42,377.76,375.33,370.94,364.92,360.63,355.48,346.73,L7
2000-04-13 22:12:18+00:00,381.54,371.89,371.64,377.90,388.34,389.44,384.39,380.01,377.14,373.13,366.72,362.76,357.09,350.39,L7
2000-04-20 22:18:27+00:00,377.46,369.33,369.28,375.91,384.96,387.94,383.35,379.21,377.04,372.63,366.94,362.93,356.87,350.90,L7
2000-05-15 22:12:06+00:00,370.81,365.91,366.69,373.72,382.70,385.93,381.18,378.03,376.32,374.62,370.40,366.65,360.34,351.92,L7
2000-05-31 22:11:54+00:00,361.14,363.37,364.93,370.37,382.27,384.20,380.63,378.83,378.11,377.94,375.22,370.52,366.52,355.56,L7
2000-08-19 22:11:01+00:00,353.52,362.17,362.76,366.93,375.52,382.01,377.13,377.36,374.94,371.56,366.83,361.25,357.98,365.49,L7
2000-09-20 22:10:27+00:00,355.92,360.65,362.18,365.31,374.36,379.88,375.99,376.26,369.72,365.69,359.51,354.51,352.89,351.30,L7
2000-09-27 22:16:36+00:00,361.63,362.51,363.33,367.45,375.33,380.37,376.02,375.67,369.22,364.97,359.02,352.54,353.25,355.75,L7
2000-11-07 22:10:17+00:00,369.11,366.12,366.58,367.93,376.95,377.95,373.02,370.38,363.59,358.62,352.55,344.42,347.88,346.06,L7
2000-11-14 22:16:30+00:00,378.15,369.76,369.14,370.89,377.85,376.88,372.22,368.77,359.86,353.72,351.16,343.88,346.73,346.41,L7
2000-12-16 22:16:35+00:00,381.52,370.93,369.87,374.35,378.58,378.56,374.11,371.21,362.32,354.22,353.25,345.62,344.81,346.51,L7
2001-01-01 22:16:33+00:00,376.92,367.53,367.58,372.36,377.13,377.76,373.66,370.57,362.87,355.00,354.10,346.89,345.65,346.16,L7
2001-01-10 22:10:27+00:00,371.15,364.38,364.97,370.25,374.95,376.38,371.87,368.94,362.27,354.71,354.66,347.86,347.14,349.43,L7
2001-01-26 22:10:30+00:00,369.04,362.29,362.97,369.21,373.55,375.80,371.91,368.52,362.06,354.82,354.47,348.06,347.52,349.56,L7
2001-02-18 22:16:35+00:00,365.97,359.10,361.53,367.52,372.13,374.03,370.92,367.90,361.78,354.75,355.92,350.78,350.57,352.57,L7
2001-03-15 22:10:15+00:00,365.51,358.52,360.79,366.72,372.24,374.19,371.37,368.43,362.10,355.71,356.75,352.76,351.30,352.45,L7
2001-03-22 22:16:21+00:00,367.35,360.24,361.94,368.26,373.52,375.76,372.81,369.24,365.35,359.27,361.06,356.81,354.16,358.41,L7
2001-03-31 22:10:07+00:00,367.20,359.68,362.16,367.96,374.13,376.33,373.84,370.16,367.44,361.54,363.45,360.70,355.73,358.07,L7
2001-04-07 22:16:13+00:00,366.23,358.71,361.71,367.69,373.64,376.22,373.65,369.99,367.49,362.07,363.86,361.15,356.57,361.14,L7
2001-05-02 22:10:03+00:00,366.90,359.02,362.00,368.01,374.19,376.59,373.84,370.03,367.96,362.63,363.93,360.43,356.61,361.43,L7
2001-06-10 22:15:47+00:00,363.85,357.53,362.78,368.25,375.45,378.81,375.85,373.17,372.71,368.05,367.68,363.29,359.52,364.24,L7
2001-07-05 22:09:21+00:00,369.93,360.66,364.28,369.83,375.48,379.85,376.52,374.22,374.55,370.19,369.18,364.58,360.87,368.36,L7
2001-07-12 22:15:31+00:00,374.27,362.70,366.24,371.43,377.45,381.31,378.66,377.85,377.87,373.85,371.93,366.00,361.62,366.93,L7
2001-08-13 22:15:01+00:00,376.75,364.48,367.03,370.75,375.93,379.38,379.58,375.68,376.47,372.39,370.64,364.61,359.83,368.99,L7
2001-08-29 22:14:52+00:00,381.52,367.25,369.83,373.32,377.63,381.56,381.94,376.02,376.41,372.31,369.64,362.61,358.83,367.33,L7
2001-09-07 22:08:34+00:00,381.82,368.98,370.24,373.60,377.97,381.39,381.05,375.35,375.07,371.12,368.22,360.24,357.06,364.32,L7
2001-09-23 22:08:26+00:00,382.16,369.84,370.72,375.10,376.87,380.69,380.58,374.77,374.84,370.45,366.13,356.05,355.70,359.87,L7
2001-11-01 22:14:29+00:00,378.57,371.96,371.69,374.93,372.70,377.83,375.42,371.60,369.12,364.37,360.63,344.01,349.45,347.58,L7
2001-12-12 22:08:38+00:00,372.35,370.22,368.53,370.72,367.20,374.01,372.67,369.01,363.53,357.70,355.60,340.25,342.56,343.71,L7
2002-01-20 22:15:01+00:00,371.05,370.55,370.67,372.63,372.80,375.44,374.73,365.24,358.00,351.78,349.08,341.95,341.05,342.34,L7
2002-01-29 22:08:45+00:00,375.97,372.20,372.45,374.46,375.60,377.85,377.64,367.36,359.98,353.99,350.43,342.14,341.35,345.64,L7
2002-02-05 22:15:01+00:00,376.53,372.68,372.72,375.83,376.97,378.75,377.86,367.74,360.59,354.91,350.43,341.61,341.08,344.69,L7
2002-02-14 22:08:53+00:00,380.17,376.33,377.27,380.28,382.63,383.51,379.91,373.10,364.34,358.39,353.01,342.88,342.57,344.85,L7
2002-03-09 22:15:05+00:00,378.26,374.96,376.27,379.56,382.08,381.77,378.26,373.01,365.09,359.66,354.21,344.33,343.73,346.20,L7
2002-04-03 22:08:45+00:00,377.88,374.35,375.60,377.83,381.57,382.12,377.91,373.27,365.63,361.03,357.23,345.74,344.52,347.22,L7
2002-05-12 22:14:55+00:00,381.61,374.10,376.29,378.62,384.35,384.84,382.43,378.14,370.57,366.60,361.89,350.79,347.74,349.87,L7
2002-05-28 22:14:46+00:00,380.12,372.97,375.18,378.68,384.17,385.24,382.43,378.14,371.69,368.05,363.07,352.57,349.05,349.71,L7
2002-06-06 22:08:34+00:00,378.63,371.67,372.66,376.65,384.17,385.24,382.43,378.14,371.06,367.40,362.90,352.57,349.05,350.66,L7
