,dates,chi0482-0000,chi0482-0001,chi0482-0002,chi0482-0003,chi0482-0004,chi0482-0005,chi0482-0006,chi0482-0007,chi0482-0008,chi0482-0009,chi0482-0010,chi0482-0011,chi0482-0012,chi0482-0013,chi0482-0014,chi0482-0015,chi0482-0016,chi0482-0017,chi0482-0018
0,1984-07-08 14:10:01+00:00,,,,,,,,,,,,,,,,,181.85999867413716,,
1,1985-01-25 14:05:39+00:00,185.0743635693301,176.92328491402176,,208.0680317339855,220.43775822497224,238.6307521992188,224.84065543801935,230.92758342195188,215.28445305282585,215.60833774530113,204.5901936412463,206.31008077575964,213.27518946806944,207.21938731086033,,,207.0364303481299,185.25787003581183,186.6591388588237
2,1986-02-04 14:08:23+00:00,204.71574737636627,222.03018830663314,237.5081023733669,237.51701157984655,229.38429061654443,242.3690794878978,247.04424094958375,245.30983620371524,242.0179208123863,230.10206987847363,225.77934099737377,238.85560564575064,242.68957804444676,237.3380696520615,223.98664410930263,220.6519288676846,229.95529515309946,205.00111702995216,209.8436906386268
3,1986-08-15 14:03:05+00:00,201.14665304946894,207.83276806882515,205.89945880768326,213.21137762791216,231.31871433545882,243.04691433966252,,,203.6511569604382,212.3020707644508,207.66052093314087,216.00948968185048,209.8396470959251,200.33638442205643,209.2282562434431,216.3979585092343,202.40292889679992,188.19847127104973,
4,1986-09-16 14:01:57+00:00,173.66338499640958,181.89776690254936,183.70155072050292,206.1924321421566,211.7641117645247,228.4735190121119,,,194.03090439404716,197.5569077715021,201.95023681175462,213.50571212858733,206.83297564550645,201.20083932089244,190.9691858399803,192.36596404577946,207.02114276837037,188.30081144386253,193.8725900169003
5,1986-09-25 13:55:30+00:00,188.66644123068727,196.14121554206,207.23994784855563,230.91507286682466,240.73945082567934,246.43399742581227,227.06090004343002,219.99643072456215,207.7771883250448,208.23517457444848,213.69071117265239,226.79133573675023,221.26021172949777,217.9282222321635,,205.98932293838573,220.97764734071,,204.99744249861638
6,1986-11-12 13:53:50+00:00,173.12289149234638,198.799770521166,181.67138610036022,207.81242184818527,223.22708646279258,224.9368328506014,196.01536143945995,198.0877336988889,193.12840864117763,186.51578394352083,192.32547322048646,201.61083291460326,197.4689942130775,195.79257799092727,189.37397185382372,186.22888121192702,200.37984399925867,163.74344209625247,202.5311288494813
7,1986-12-21 14:00:25+00:00,237.14248974958835,226.14001696964468,192.17399572334955,229.5319669807152,243.0671414648583,240.05055128950147,219.28291869673842,235.49904890930543,243.90400723675253,224.94043153430783,210.59153319653413,214.1340837367598,226.6071064982209,236.08363099366068,218.33764784707736,211.36297077220593,222.7852343897832,228.69094516363702,227.5209557886247
8,1986-12-30 13:54:30+00:00,219.935850859984,216.81284375645419,208.27630618316093,230.9138250075931,245.51584244463876,247.05173361838348,224.94453000764406,235.06545181079784,238.90064862422508,222.69848902153439,211.9872684730235,214.31886481993422,227.69471057155067,234.507084243117,228.30021746909452,218.869633135515,237.88235900480055,229.0962942373538,225.85166121724694
9,1987-01-06 14:00:54+00:00,230.99121005470164,219.90910666781244,210.56843009100567,231.132560237957,240.34045608226688,240.59759907636598,223.0035135797647,234.28027468633678,238.17957594979313,222.45694817510972,212.16396824164275,209.43524483276497,223.51851755330537,238.58319786877374,229.8603050211908,224.43039261499646,233.5134464259183,211.63625769019797,215.5133306587287
