,dates,nzd0165-0000,nzd0165-0001,nzd0165-0002,nzd0165-0003,nzd0165-0004,nzd0165-0005
0,1999-11-07 21:58:32+00:00,229.31729334023342,200.97179196763534,199.52756849100956,198.2372815490641,198.43388935497106,207.26762681065773
1,1999-12-09 21:58:33+00:00,240.67573452094305,209.78563100120493,207.226635773756,,,
2,2000-01-10 21:58:52+00:00,243.94754921961828,196.97899752652006,,,,
3,2000-03-30 21:58:09+00:00,231.4106537200295,202.28128783478206,207.47308536789726,207.908285929611,208.8267421034224,209.76830344659098
4,2000-05-17 21:58:07+00:00,,,,,,
5,2000-08-05 21:57:08+00:00,233.04837967055954,200.7860120025606,199.47256420885208,201.31350743312547,201.6110680878491,204.94552930009294
6,2000-08-21 21:57:02+00:00,202.12997136956093,186.43249251977159,190.7229093711205,188.49202495515854,188.6455578386626,199.79408779682984
7,2001-03-01 21:55:57+00:00,218.53274145712416,217.11995666534574,218.94098826633115,217.8126508204048,214.71861036683745,223.80010654002052
8,2001-03-17 21:56:16+00:00,205.9717859258595,210.4746508023009,214.91641319193488,213.65782654092038,209.73404957234618,215.8363095914783
9,2001-06-21 21:55:05+00:00,,,,,,
10,2001-08-08 21:55:01+00:00,207.969553045496,192.8853640849155,189.01363378682822,187.2224742702659,186.94813349025753,193.36455644379234
11,2001-09-09 21:54:36+00:00,216.80409574183287,215.79575674486912,214.65073396688436,210.4476618992249,208.73042318633557,213.1650946021804
12,2001-09-25 21:54:04+00:00,217.41733267330886,215.22175657778666,209.14325922093133,218.46195044419193,226.02802938430156,230.78073601399902
13,2001-10-11 21:54:09+00:00,218.32890474878565,219.83763991217896,215.919646797899,209.42504912596522,210.62252140432471,221.85816537117202
14,2001-12-30 21:54:13+00:00,234.0751041405863,204.11778292771677,201.66480411427736,200.1034616863108,201.58399070577846,209.39095519789865
15,2002-01-15 21:54:23+00:00,228.09618973418603,196.81025944178634,196.44092330223822,195.01952383144845,198.58866503361082,206.40609139913485
16,2002-01-31 21:54:26+00:00,247.633754404557,203.4084140393528,,,,
17,2002-02-16 21:54:54+00:00,216.1116921391596,219.52909383777904,221.96645383537657,219.39449850345514,224.76692107682888,238.70047132009904
