,dates,jap0141-0000,jap0141-0001,jap0141-0002,jap0141-0003,jap0141-0004,jap0141-0005,jap0141-0006,jap0141-0007,jap0141-0008,jap0141-0009,jap0141-0010,jap0141-0011,jap0141-0012,jap0141-0013,jap0141-0014,jap0141-0015,jap0141-0016,jap0141-0017,jap0141-0018,jap0141-0019,jap0141-0020,jap0141-0021,jap0141-0022,jap0141-0023,jap0141-0024,jap0141-0025,jap0141-0026,jap0141-0027,jap0141-0028,jap0141-0029,jap0141-0030,jap0141-0031,jap0141-0032,jap0141-0033,jap0141-0034,jap0141-0035,jap0141-0036,jap0141-0037,jap0141-0038,jap0141-0039,jap0141-0040,jap0141-0041,jap0141-0042,jap0141-0043,jap0141-0044,jap0141-0045,jap0141-0046,jap0141-0047,jap0141-0048,jap0141-0049,jap0141-0050,jap0141-0051,jap0141-0052,jap0141-0053,jap0141-0054,jap0141-0055,jap0141-0056,jap0141-0057,jap0141-0058,jap0141-0059,jap0141-0060,jap0141-0061,jap0141-0062,jap0141-0063,jap0141-0064,jap0141-0065,jap0141-0066,jap0141-0067,jap0141-0068,jap0141-0069,jap0141-0070,jap0141-0071,jap0141-0072
0,1984-07-31 00:45:05+00:00,,182.2802631098171,186.72564306238237,,207.7379270657671,207.52622722142766,,,204.56161502581398,195.3855255637124,203.15572651947915,,,191.5604596174253,182.25759968117913,178.91038989900534,191.50251079778513,182.97354344167545,188.616747466324,180.9957807980311,,173.63212001233288,169.09605988754478,169.58931801493458,170.311623771404,193.99372732248995,205.75118273796105,206.0259359274815,204.52259789033295,212.79903079748124,230.1463628589039,234.48551848552145,216.42535277092898,200.95378574853166,200.75552413749196,195.57000632303576,193.7892725515961,199.78320972676974,205.42963329343547,204.90438288701753,190.81663354527862,,186.91142478968655,191.32630643105628,197.02831188805467,200.05856595015572,208.05066226388053,212.87410861364305,213.80409450629102,216.36178466666118,219.0317372026138,218.16199163556905,224.16729412362227,221.08613913498024,210.68108024593312,224.6124058867143,239.82521174695418,245.54350285389037,,,231.09549752783616,243.0208178687228,234.48669775818396,235.28467903491577,235.82646090509402,235.3461950449023,,231.23910438506587,217.50762179904365,214.7195742255821,208.6694627664894,,185.2187011419409
1,1984-08-09 00:39:12+00:00,179.45255986135396,186.88844678145406,190.05397875758035,190.26656556879806,207.95583170332773,212.55663907492055,216.48327674773,224.91238322325742,215.75792342997747,211.56062132859364,211.96683510612093,210.8416527247796,,184.36047364250643,174.9586830189541,,186.56935017799228,185.23694472396605,189.1954057579438,180.62989225987465,,178.62379046383853,184.93572183317107,185.66267504875276,192.7572784585558,207.6458353521368,198.9848655685805,205.98512735337707,200.94398698205956,213.77539184539728,226.80435985880956,232.9720290421993,218.71051385444315,220.52442319114184,211.14752798369526,204.29996863126033,210.3675091879438,209.9359291567549,,197.79933236920138,185.07979424795852,185.85827837126686,188.64059168795606,190.18777516388352,188.8394230655874,195.8445966607659,222.76630358885748,232.39286493592851,224.37719159645812,231.1779967345261,241.81451458895918,242.795147354473,,213.57989647293056,211.83407044589015,222.32587718425165,232.82049353526313,237.0157793943973,,237.89402500604376,246.39007825899347,246.4301408933893,254.41776023882352,241.88925182117228,246.17701779987584,246.632813204552,,229.80469137612718,222.92579750280248,219.16934011394787,207.93532727381094,194.7181270341625,191.4937173545652
2,1984-09-17 00:45:56+00:00,,189.5280718306542,191.90636299619985,,194.30853660468128,217.1810132449591,223.52850874031782,,218.55080035226302,207.9511747558377,,200.39509280059534,193.74001219451634,195.2244673130876,195.27198104857047,185.39845266697165,189.70737288363713,187.68422674949505,191.83290339522696,188.30938565281474,,179.1646671279695,171.52244806554154,175.2310272623888,194.59703674862018,,203.76452201856387,214.42751633345887,232.93064574494096,234.00885636780848,240.36080191614118,,225.05024027015372,207.4744952264969,211.9435338753913,212.98441557665186,209.66570723612193,206.8245480855763,205.7410364330881,194.3985650708586,192.9061658006156,,203.93246097710156,201.19110328939377,,216.5409195182772,234.5352055468493,238.93050708221054,234.2524571553784,239.11037626718846,229.5500045055278,,220.1996304637586,218.8339688161861,220.43418606452136,228.19789442456224,232.51541151574625,233.88926621983506,235.24960330722303,243.336065763403,243.80825983506918,246.51594577584072,243.90553753597277,244.2970239326553,243.66819737263967,,245.64715564509552,245.1992666587054,243.6216911324843,231.3310115682724,214.89473475891063,199.8314655884064,198.29742299244964
3,1984-11-04 00:45:46+00:00,,179.91491870860045,180.87729209280272,206.15604221288964,212.72221063673874,214.09263569711402,230.88263992035849,,221.19932978530872,203.92022475968656,,186.19986471970176,198.98410763565192,199.16421478579198,199.97956798654445,196.84836675475742,193.22207083088128,195.83422081896887,195.429704415963,,186.97601551363798,184.90415260097683,191.82896361373128,192.55623713749398,196.91960409046177,,208.56139865111996,220.93313116085832,226.6488466039497,244.31063141512263,261.73412533758005,247.73320573447126,233.8106137823029,217.77119301584852,219.11280690435711,218.68560618484597,201.50797671699152,204.60262139468935,202.48073527132883,215.3080211248975,203.2136777189778,194.34608417467467,,210.87721833661746,212.2810958795504,,231.9529136959923,238.18665416740703,232.1129771849125,238.54371211902355,236.40077245138474,,221.4094759002449,225.8123370710033,223.33225908473742,220.64185191834898,229.15287262387673,239.96130552846435,241.20004550551556,228.28328239357987,228.89229775751733,228.73479875709504,241.32241311524277,241.70581410111322,234.55756269960884,237.13566529993233,234.71114303866332,235.85279828902355,234.22115291923558,,213.51813136083186,195.9024991237735,201.0149927450198
4,1985-01-07 00:46:06+00:00,189.2369124242698,192.75278244474782,195.67956654292325,209.71060571687195,211.94380271585703,216.4856674678266,219.54629465081746,231.1071746870696,222.23269362296216,209.70664809086531,191.87557912771524,204.39499898234908,210.30337828078717,208.2906550949276,204.17335535747816,205.50751212620034,,194.0309710121927,195.30845756662103,193.13534835457523,197.37794697301177,,177.28390924835657,179.3071738986492,187.2518797079178,196.6290496372217,206.39212557073944,220.0436753195659,227.77642000701454,238.01570102127462,257.2650265074059,251.55507999380904,,216.23086385402496,230.35096774126848,221.69191921831987,209.2603469547006,211.8152367242641,208.7775797806004,200.73522122770962,195.6807712455511,196.95035166935367,201.20313057490816,209.55806910854008,210.46210102572596,217.559850846749,230.58826989932317,243.62190692180994,233.1842084851467,229.77853355613613,228.98750170322674,225.4597077058461,230.11148658636668,226.32187427477686,224.3477897666247,229.27825755521062,232.75496960948777,,,233.77502753184496,234.28890448297335,237.77105472406237,235.59867834477896,240.7107363566685,237.05406909765802,,241.23150257439383,238.86075395850682,228.94891628769136,222.36132108514943,211.81308744056125,207.76765569857588,
5,1985-05-15 00:45:56+00:00,167.8712807237995,174.64259256227047,182.3774280387913,185.68975697771685,195.89319558045398,205.34534601123417,205.9859594817339,214.29115757487168,207.6173969351552,193.80484204330776,178.20448993114488,194.58810581024255,190.84202177463288,191.36284267363945,187.12844797889804,172.45561321228462,177.04535074340913,180.79441795810132,183.10143813935676,174.13039022303127,170.26699313914133,163.87609479803305,166.1221551261979,167.69095611278203,167.71372463164386,,185.28049583753506,195.42345356129152,203.45754364584775,212.74860960549873,224.50108663469112,215.45876484198428,206.9445166880332,196.9325870935243,198.2340191601692,,196.16523081961097,190.5909250104262,183.57361481997341,175.79320103513095,175.53113656007164,172.1376549458582,184.37845102014512,186.5925254159556,188.9851158474188,194.68697115778545,213.86462017978937,219.90766644701785,222.65283868497863,223.69978882298818,,202.26673534193264,206.77953706238935,198.46974849950738,208.35592466651002,222.49156052707477,218.29823062506483,227.79008154815787,223.3948868939601,223.06276430697125,220.8724215654666,225.44584096528382,228.98043054397985,231.12156104643313,223.55538335778644,224.0444771026221,220.3804801691637,221.68023917922736,216.32260120760208,209.62838944368167,196.07886963453714,176.4189862746741,176.9444054333519
6,1985-12-09 00:43:54+00:00,155.53146380659766,165.29983213918703,,,181.73922243861477,188.6443423897539,,207.0557526612183,207.8056230594665,191.406029431627,143.84387826364662,,,,,,,,,,,,,151.52895164763476,,,,,,,224.22578059961046,218.56161777628432,195.9945298389072,185.94001656879598,190.27091630821778,,195.9824122634304,192.21127242284234,190.8089322102051,194.29642931640117,171.48572444707298,171.63446179687315,172.6616578647813,179.4405974832611,,197.052889476727,213.99115054794933,223.47131291803692,222.5829640931493,218.25266200801914,,207.1080421461935,211.13769729573514,203.91385577128844,208.7160921101203,215.68737828665908,221.99551463020302,222.690882625031,221.7618778381779,217.5287236646317,218.06005552926268,,,259.5882539251301,,221.3950350242596,223.06929164524237,216.2796081878032,214.8584588158009,204.78469616678836,200.63528156570763,,
7,1986-01-10 00:43:19+00:00,,194.55875826011965,200.71171917981926,205.49798860452233,211.11201926209995,221.39096647757034,227.63200985557629,234.92994831432776,229.950821589476,221.92778309470629,219.62480606162097,,,210.3296346807021,215.50264513578665,210.34537037039829,,197.92136929231722,197.28278723213572,198.24366635156795,193.76302143767782,,197.67842410569222,198.04407172368695,211.01339356311888,215.0912646251108,223.45616159250835,233.88029680809962,235.79075535868202,,254.28685607523704,243.71052484972282,232.98407020523217,215.43442748758875,213.17558559217557,,209.48468165676198,209.91681222763103,204.3102585939003,199.34819732715496,195.31335763924855,194.8276000409924,205.77972703689127,207.2372933962227,217.11346083561332,232.54344625277673,,,246.8142061336465,240.0501396384012,236.37251844777802,,225.8462059248056,223.09082843377925,235.44459471253077,244.77213829798015,244.3962837737313,248.28916891546757,243.73492993082286,,246.54076452488212,240.9747363189172,241.96629841921978,243.42785732997854,236.5898526347352,233.28112618280653,232.99920108902197,236.26809584601267,235.18771961093864,224.73398163347537,211.00774925144844,206.59403658410025,200.9709435213433
8,1986-04-16 00:41:14+00:00,164.26534782452586,163.73657573645656,,,186.93810252985696,197.43761516856932,204.88364616297335,210.84492088788784,211.33763957929182,193.88378969918395,190.60061208092458,,190.5552141192942,179.17096628876405,,181.57957010217916,,181.119051440462,176.21483186229094,,167.49961291544122,170.7338944054021,169.8646337616943,164.52781110669318,,178.9144967344905,180.2041950944193,188.1289735742761,,212.46020631099933,223.2229158043391,220.42097541814854,196.91910476647536,189.23286107540207,188.92846622367836,,189.53372819541647,186.68251693278089,187.25589997627472,175.83132400612106,165.99355653776757,165.88501514134964,174.93544613130965,204.8041876486605,,,220.39245634493915,227.6623639879744,222.82383873210398,220.6378690290415,210.61152293871592,204.42898820445697,215.3908334961319,204.70032580522988,212.94302694092488,205.1003874391598,214.65566861458635,,218.72572975487805,210.2917991864606,214.41679679572962,219.76723119512263,217.54981821294533,214.49610779342646,215.64219211061055,216.80399078247058,215.21518679078864,215.4998511030469,211.44550506093373,,198.8086637761118,186.5872908718617,172.4371606750651
9,1986-11-10 00:34:29+00:00,152.70714034055453,156.33896645116675,160.56687524499287,171.08191412331212,187.24540261073915,189.71965190714357,,201.94841856372312,209.1670857762846,196.52793939309987,,184.13947829806347,185.6278023670037,176.8636196798214,183.15816482662905,181.7528884538645,169.93940510554748,173.8751125166376,166.94855920282833,,171.1505064061965,168.8552149468676,161.50813265439842,153.27065794073053,,173.57536701712945,182.16115057977194,189.31654702815888,206.8817951738389,212.69048317045036,222.91480773894074,203.91089683309804,196.27225326014803,183.08070723228064,188.55029949584724,188.14962561341653,184.67703608078358,177.17953462243358,174.91995903919386,165.5296001670902,165.14816858684156,163.6723630581909,175.64087393222198,186.64887864438944,194.48054085945526,212.44319715110282,221.87698205572087,229.96249528542762,229.1315261733517,224.21067765041408,,217.9463982006907,230.47105086186858,219.97467201350844,215.3796575276429,210.26689355891077,209.10308110139945,213.94959696955593,207.85693516595882,205.96944948510213,211.3252590101369,211.92609821374938,211.15444505148074,212.90753490662507,211.06062644271046,208.319577143115,208.11092859887862,203.87249694546767,199.079834531852,188.73347375682684,172.70599543333253,165.3182784190702,160.9465808971881
