,dates,nzd0387-0000,nzd0387-0001,nzd0387-0002,nzd0387-0003,nzd0387-0004,nzd0387-0005,nzd0387-0006,nzd0387-0007,nzd0387-0008,nzd0387-0009,nzd0387-0010,nzd0387-0011,nzd0387-0012,nzd0387-0013,nzd0387-0014,nzd0387-0015,nzd0387-0016,nzd0387-0017,nzd0387-0018,nzd0387-0019,nzd0387-0020,nzd0387-0021,nzd0387-0022,nzd0387-0023,nzd0387-0024,nzd0387-0025,nzd0387-0026,nzd0387-0027,nzd0387-0028,nzd0387-0029,nzd0387-0030,nzd0387-0031,nzd0387-0032,nzd0387-0033,nzd0387-0034,nzd0387-0035,nzd0387-0036,nzd0387-0037,nzd0387-0038,nzd0387-0039,nzd0387-0040,nzd0387-0041,nzd0387-0042,nzd0387-0043,nzd0387-0044,nzd0387-0045,nzd0387-0046,nzd0387-0047,nzd0387-0048,nzd0387-0049
0,1999-09-04 22:00:09+00:00,,152.16954321589017,159.20206869313225,159.08724415658017,,176.1802180542438,174.6649128486661,167.67636103475505,163.69098633576635,,168.22096503709278,171.1398886973203,169.51842605101365,168.39694651989888,196.38134738111214,183.61576657298593,173.47448259890294,181.02343999324697,180.2694977995841,177.16463200755484,175.7969675683238,177.4442327366677,176.35520812370945,177.60511315199358,174.6133224578189,175.20531707447444,175.70187259590173,178.001023199644,176.0978067795255,180.09862181032778,186.19645087339998,182.98966635941028,178.87105455932866,178.1675749619693,172.19064585856538,175.87625020724656,172.07590897054445,176.44129685505004,179.15586881689498,186.22729517289397,186.8879955885044,188.20291650833616,,190.25755547264728,,209.7890501915206,215.8349890695335,223.9673166390921,229.72463117825632,241.8082577983798
1,1999-10-22 22:00:04+00:00,189.009561168486,172.38933222760463,173.34712809065005,168.1514843768541,177.04913756633985,178.4072577255382,174.71209609102013,171.1501676597903,,171.25484013009518,,173.33200693239903,173.3117657851494,176.85358078237698,205.0890797327078,182.7692233518929,183.03336796880197,187.95940917185936,191.84794686401432,188.20335830431912,187.12191090667883,178.06195455330734,177.9371355894031,181.2752031736757,182.08551396079324,181.5432949224505,177.21867294205822,182.22236865258674,182.15551722089734,186.5253519229242,186.87703425045052,185.3364234431956,179.6026156283302,179.41642218897692,172.69738620828946,173.02014269998645,166.46857223506953,173.62938649811431,184.93329053482375,,192.81536703794853,189.64849328616845,,200.07969045786183,,220.35506650533932,226.6679505506727,,240.80203563955237,249.63750301975003
2,1999-12-09 22:00:09+00:00,181.5486110919631,158.49269907618734,159.6533222770801,156.8517953519068,,165.5385303659956,164.18934521820074,159.04173569503305,161.78057963474924,,170.92701104807387,165.1191511010557,164.23758814605313,172.80295310214007,191.62359946567065,178.88409353523522,180.97044898222657,180.78273355330535,182.47311836210372,172.7882139722766,170.91306249509398,166.44839449876025,166.84410803262213,171.62425229987855,169.97188868604795,171.52525523835922,167.67890178884213,165.61155606293454,171.38814788233813,170.95280749118558,172.88852075854467,167.96338988079046,165.8861108039811,160.82059831234668,159.9177968961191,157.77399604445569,156.74217970075878,160.7013697065769,170.72905454189325,179.3678611498964,180.31999766360408,,,,,212.06118427613762,218.65817208097204,224.50888732805223,232.8794337675335,237.9046386781832
3,1999-12-25 22:00:04+00:00,183.28650915518446,166.52694470371517,161.3119119002085,157.7266461792242,168.50964313363338,171.72433111835176,168.5731445617096,167.98674752881294,161.26428887193862,163.05487557638503,162.6153301008813,162.8990572013653,162.70967761614887,174.3906483640882,195.67272672366423,172.6332722223823,180.31566786771455,178.22304009634342,177.62396093044197,175.01687524548504,170.149107403382,168.6183627786369,170.8572602369984,173.83005758991342,170.66542566652134,169.22477523256788,174.21751982546374,175.0642148331425,173.924652663414,181.7033674276761,174.9784858412387,167.66844723094326,170.5584937638302,165.1549817492518,166.0746873256015,159.89147081126876,162.55103004243554,171.19655997622777,178.01710945204675,181.21938538400977,185.88000538817872,,,,,219.31387945810297,230.24815109088212,241.14134469608882,243.2679328243644,245.73759475859632
4,2000-01-26 22:00:02+00:00,185.45821436147523,169.66043824229342,166.74174204098517,161.92925407495736,173.12368701606673,,175.46103568700786,166.3448796086416,166.69855213810564,164.68363134040055,167.37221566451652,168.39928443082897,167.58931919738262,173.31502754933896,195.84516025534643,178.5877521165965,175.55219427209138,177.25689264576448,178.76264806515428,,177.07176177932567,168.5468840030845,163.37702888885758,177.92242661514211,177.51868970948644,175.3073100828501,169.4030877335402,171.7350291644343,174.5502237924885,175.5130147773289,175.4192982149101,170.96514171402524,173.77369601676904,172.63273838502963,171.6271479119356,172.21076637088876,164.96660937399912,175.27437706657162,180.71868218280883,184.68800474845744,182.70004891959704,179.40556421975862,,,,217.43248968538708,230.84437574304897,240.07676610420734,245.5072861019921,254.13411067993064
5,2000-02-11 21:59:57+00:00,177.30992267041339,159.22781120097085,160.99789446996851,157.54592031482017,164.06990936318797,171.27989014958584,,161.49662504316333,162.34717654330476,153.79636620700794,163.5021477019037,168.6649323382753,166.37993433191082,162.25127688534928,189.01507320211232,175.6167959722686,181.03856863087458,183.15045187548267,178.2140472092987,,164.86916384805076,174.46377637247008,168.06748759071067,171.2508260957205,165.1586955820922,162.94971999735753,164.4323812725358,174.55348063720973,173.776541421732,179.40070501379535,175.8633390736,174.26762486632276,171.9258011156705,169.4438488373004,162.87058148625272,162.53537435133848,158.76249318903402,166.36381763507416,175.628283079942,183.95858152651513,184.635603696179,178.47519433191613,,,203.99279466387134,218.4429184415755,230.13453526322485,234.1306833386129,237.19239940282893,236.56688080465344
6,2000-02-27 21:59:52+00:00,175.71821779714324,162.70848601276484,168.97934689998797,165.05785071112828,,171.59299812781987,174.78829549245398,161.72166144143557,160.68419721822227,156.38030906849738,159.6870469223267,167.62848845468807,169.96441290018558,176.3426066443308,198.32594266686482,184.89155705574805,188.20996542352864,192.8573727716882,188.96868460989808,173.7991256418285,169.47661791812055,163.7093364880558,164.80236546890845,171.53952458200246,171.71122602381217,169.23660398204422,169.22801150158028,170.4634462501997,175.2534295350979,170.49763302292786,170.588655140916,172.9527501749367,170.46117062529368,167.4518978312339,160.04937093246733,159.69673123880636,159.17210881137962,170.07854828604394,176.9096476146612,185.50932584419016,189.57092515779217,189.98938677081395,,,200.5569596259063,215.05034027448139,223.04911323091645,237.5299554659976,240.6865191253048,245.26908078352918
7,2000-03-30 21:59:45+00:00,163.11471147340217,159.60649066792442,164.62015451452362,164.307800469364,166.76762395645903,171.18828089365957,169.8054038023273,164.76657374110005,165.60275497186635,,172.49484827344398,172.5787155787952,173.94581356801,182.30744384726341,196.8746492155413,179.73497993457383,175.92065903125084,188.33233865351303,190.11602110409217,184.07587109807406,182.09763353840123,180.67672077396634,176.44280264593962,174.3985893608734,180.07873339892984,181.06326966078646,179.65656639892893,175.28309648837387,183.97312390879463,182.50557970914323,182.60360116206894,175.6213321067565,173.43523024248697,175.28766903663427,169.64633842011983,163.27711073999507,165.98141464151502,178.78597683460018,183.3781854421237,194.4162636008924,194.3227644743139,197.9506774797609,,,,211.01053779662237,221.79749569616192,228.83510695068622,229.9976361119704,238.65039977779156
8,2000-04-15 21:59:31+00:00,,150.77479262231734,157.316200552583,154.62179562139443,166.32953161510906,172.52649134889518,169.00122233909784,161.54941504621624,161.07581697848832,161.56726646799515,172.38933213220056,,168.52415366702868,178.93115946314015,195.64412826762,181.75873720822491,,182.02653678923858,180.92547154521068,175.34635595558365,171.92647448738379,173.93883705631652,172.72087801988908,176.6685726072838,175.24914542464398,173.26518864636796,170.72797884223684,176.5222678406278,175.89000174680123,182.36701780960823,182.04749561039597,180.84043227291568,174.26085962638751,166.31093273807224,162.27502471073973,164.88230184273786,163.8325837302114,170.89016275508243,177.63060384365494,188.38165596062387,188.66692940608527,,,200.5927041556874,,214.52047376068478,220.44006298674094,232.08327194180373,236.39625226025248,239.26709226816416
9,2000-05-01 21:59:30+00:00,,161.70631719731716,165.434319711075,164.581813802984,173.79436572135594,178.71680230637529,178.2858914182634,174.28163972659374,172.22862771699448,174.14691061488674,175.27757538548963,178.1192704105087,174.743570231753,184.64516156898603,210.90259901850666,190.52871593049846,189.15779661094575,192.33844664862684,192.74344076171366,188.77220878701888,183.9366034830528,185.02058572385607,187.29885691061176,185.70071051536607,188.3491977823111,184.55747880410743,180.30220279698034,185.66463335106835,186.79289362300898,191.09692527323634,189.96144798984298,186.06405294969602,187.725125665811,180.09209428145314,179.20512433037246,176.53869778752522,174.52390900226484,183.31754387586622,192.57466016971827,195.06216086119414,198.7470542808105,197.1780999138463,199.0537186958763,198.88938001158826,,221.0471044048954,234.55613668702975,246.61633999813117,249.0332875453778,252.62356824343385
