dates,nzd0516-0000,nzd0516-0001,nzd0516-0002,nzd0516-0003,nzd0516-0004,nzd0516-0005,nzd0516-0006,nzd0516-0007,nzd0516-0008,nzd0516-0009,nzd0516-0010,nzd0516-0011,nzd0516-0012,nzd0516-0013,nzd0516-0014,nzd0516-0015,nzd0516-0016,nzd0516-0017,nzd0516-0018,nzd0516-0019,nzd0516-0020,nzd0516-0021,nzd0516-0022,nzd0516-0023,nzd0516-0024,satname
1999-08-17 22:13:37+00:00,433.46,440.60,435.77,409.61,374.94,364.14,349.02,337.66,331.56,323.30,320.61,306.08,,321.93,333.46,342.96,350.31,358.71,361.31,351.25,340.36,338.56,348.69,372.19,413.92,L7
1999-09-18 22:13:39+00:00,425.05,433.37,426.90,404.61,372.88,359.94,348.80,335.94,330.25,325.15,316.06,301.16,,307.19,323.92,339.59,347.77,356.92,360.52,354.11,341.75,337.89,348.15,362.89,405.59,L7
1999-09-27 22:07:36+00:00,432.35,422.71,426.90,404.61,364.04,354.10,343.04,332.37,328.15,321.64,311.21,304.74,,304.99,315.86,339.59,347.77,375.35,377.67,354.11,343.47,332.19,341.29,355.46,408.90,L7
1999-10-13 22:07:36+00:00,420.44,414.86,414.24,393.70,362.96,355.49,346.62,337.47,330.68,323.00,311.12,302.10,,304.99,321.50,349.68,347.77,378.65,378.63,353.22,340.34,330.06,338.83,353.20,408.90,L7
1999-12-23 22:13:39+00:00,404.39,414.86,414.24,393.70,355.33,351.66,343.98,334.88,328.34,320.56,308.73,300.18,,304.99,320.01,343.87,346.22,373.79,378.63,360.11,340.34,326.77,331.77,344.95,408.90,L7
2000-02-18 22:07:16+00:00,397.13,406.27,403.47,385.74,350.43,348.54,342.71,334.18,331.55,320.89,305.75,315.17,,296.52,322.88,345.76,349.25,377.47,382.23,362.94,338.90,322.59,323.75,334.19,420.12,L7
2000-05-08 22:06:44+00:00,345.74,375.25,392.29,389.90,350.78,357.42,352.23,346.28,345.48,335.78,299.17,339.44,,,330.79,338.02,346.56,360.41,361.89,360.21,324.44,309.76,302.89,311.60,447.58,L7
2000-05-15 22:12:54+00:00,350.16,379.10,392.78,390.92,359.41,364.69,359.28,355.03,352.59,344.54,299.17,342.38,,,329.57,337.43,344.66,356.73,358.24,356.09,322.66,306.31,299.74,310.11,447.58,L7
2000-06-16 22:12:38+00:00,362.73,377.64,386.05,390.92,359.41,364.69,359.28,355.03,352.59,344.54,299.17,342.38,,,329.57,337.43,344.66,351.05,353.53,350.53,321.88,306.25,300.65,309.68,447.58,L7
2000-06-25 22:06:19+00:00,372.94,385.36,393.41,393.88,377.17,378.85,372.21,370.29,363.78,355.78,,359.01,,,334.74,341.09,345.18,350.23,354.48,344.44,321.97,305.05,299.83,309.80,415.74,L7
2000-07-27 22:05:48+00:00,379.79,392.34,394.77,391.54,373.97,377.48,368.53,367.63,361.83,353.83,335.26,349.90,278.32,304.11,329.88,337.46,343.66,349.30,354.16,344.72,321.74,304.52,298.93,309.03,398.09,L7
2000-08-19 22:11:49+00:00,378.09,390.56,395.00,389.55,373.18,373.56,365.76,364.22,360.87,357.22,332.63,330.67,280.52,302.15,319.49,329.30,336.23,341.66,349.06,340.42,320.26,302.09,296.52,306.06,357.98,L7
2000-09-20 22:11:14+00:00,371.39,390.30,395.36,389.75,372.35,371.19,362.36,359.29,355.42,351.44,329.90,321.31,280.52,302.15,316.94,326.55,335.99,339.66,346.45,337.71,319.18,303.38,296.78,305.78,359.77,L7
2000-12-18 22:05:01+00:00,362.63,390.30,394.10,381.24,364.56,359.25,351.12,349.13,342.57,338.63,330.24,299.09,285.76,306.30,311.66,323.06,338.32,342.15,348.99,337.87,319.10,305.69,296.44,305.72,363.22,L7
2001-01-03 22:05:00+00:00,355.89,380.12,382.64,369.88,356.10,355.93,350.42,348.01,344.49,340.92,331.12,301.52,292.83,312.04,316.87,328.81,343.39,346.16,349.92,337.17,319.15,304.75,296.28,304.83,359.39,L7
2001-01-19 22:05:06+00:00,348.34,371.95,375.02,362.31,349.72,350.68,346.36,345.38,342.57,340.07,330.19,301.97,292.83,312.04,320.12,331.09,344.57,348.06,349.97,335.51,316.80,302.22,293.94,302.04,355.10,L7
2001-04-16 22:10:54+00:00,317.21,347.00,355.04,347.48,331.93,345.69,346.25,347.29,347.65,348.05,335.96,307.78,307.08,320.83,331.24,340.77,350.82,350.98,350.37,332.01,312.85,300.13,296.18,301.76,355.55,L7
