,dates,mex0581-0000,mex0581-0001,mex0581-0002,mex0581-0003,mex0581-0004,mex0581-0005,mex0581-0006,mex0581-0007,mex0581-0008,mex0581-0009,mex0581-0010,mex0581-0011,mex0581-0012,mex0581-0013,mex0581-0014,mex0581-0015,mex0581-0016,mex0581-0017,mex0581-0018,mex0581-0019,mex0581-0020,mex0581-0021,mex0581-0022,mex0581-0023,mex0581-0024,mex0581-0025,mex0581-0026,mex0581-0027,mex0581-0028,mex0581-0029,mex0581-0030,mex0581-0031,mex0581-0032,mex0581-0033,mex0581-0034,mex0581-0035,mex0581-0036,mex0581-0037,mex0581-0038,mex0581-0039,mex0581-0040,mex0581-0041,mex0581-0042,mex0581-0043,mex0581-0044,mex0581-0045,mex0581-0046,mex0581-0047,mex0581-0048,mex0581-0049,mex0581-0050,mex0581-0051,mex0581-0052,mex0581-0053,mex0581-0054,mex0581-0055,mex0581-0056,mex0581-0057,mex0581-0058,mex0581-0059,mex0581-0060,mex0581-0061,mex0581-0062,mex0581-0063,mex0581-0064,mex0581-0065,mex0581-0066,mex0581-0067,mex0581-0068,mex0581-0069,mex0581-0070,mex0581-0071,mex0581-0072,mex0581-0073,mex0581-0074,mex0581-0075,mex0581-0076,mex0581-0077,mex0581-0078,mex0581-0079,mex0581-0080,mex0581-0081,mex0581-0082,mex0581-0083,mex0581-0084,mex0581-0085,mex0581-0086,mex0581-0087
0,1984-06-16 17:45:05+00:00,,174.6004071764277,168.9202237261505,158.03886100899226,159.99880575778386,169.74428038974753,171.07087857832207,159.9999736057754,167.48816577000298,173.78108635369702,181.8482065092859,170.46770809926468,182.75091315050074,181.36881898636815,188.20413364497745,175.6405693294754,188.06180965576633,165.307904027804,176.04548859941784,178.71385353158487,177.1465993569388,172.17354111063233,171.84792931453842,172.89775814879926,172.4082498080832,173.59414916970292,176.63793425172383,164.9423330190347,148.87840425659323,161.97409517922216,166.0155235679582,174.01626633536287,177.50357552548434,186.8926143056951,181.5486555625317,172.41172428332044,161.79357263689798,170.47203853375353,183.38772825252704,182.36743933234058,177.66357538582514,187.71028327287308,185.5156559600303,191.1256830821435,199.67311820622876,192.11556245927852,217.4546052641698,205.23132760110917,204.59189111429592,203.03633150485084,202.00797242984498,212.922172851462,212.23438701579067,215.95489508589276,211.66619367195648,219.93523848624517,204.0993248596497,186.08606808480872,208.16169690805185,205.53486022559855,201.27077694097076,201.49405194862655,217.12604903637583,222.40992320151997,213.93559400073855,211.81322132600454,216.73334438831262,218.9543212262475,210.59155790731702,210.74320047903598,213.0392499510769,218.36372418946303,226.5209594042713,228.25437938720052,235.23270270284763,231.4208195156455,234.72669153845135,236.85028073810048,237.2901921109856,234.8719056852397,241.21326987627418,240.39959897268267,227.8254303674405,225.69935217056175,228.7893073812435,221.45119977560896,230.85260122592692,234.26448764459388
1,1984-10-22 17:46:48+00:00,187.58341074765883,166.2670378728273,160.49213201146028,146.71713507520647,148.08966160972852,155.54759725497348,156.93333752849986,155.28906840865224,165.27864331710046,167.53772879180661,183.6926317682368,160.8956170666898,168.9079788118529,173.32433078605325,173.7872575515163,164.21221196494935,158.6507684372854,160.9919102338368,167.1310074568881,164.77166945493207,167.6525766564205,161.92670620530782,163.4344901414422,164.2776259779542,173.33234977096,166.91727984121658,161.90711349720192,168.23164120239844,176.39060232656632,181.3343694607712,192.71897845931065,184.75214219588653,181.66415960115745,184.45832057143588,174.79134162397827,177.12426175424395,167.79091768312537,165.4639612360888,170.33676379094916,175.63989035897922,173.16604640192833,182.01730648424137,188.05826362058804,189.98405577869482,196.97738139753935,200.40621622692962,202.02159210242786,205.9209416246543,202.57648232304916,208.3244792663162,204.92638351147917,208.75570787684893,200.6253882886843,195.76577760151886,210.72659031468743,213.13959741091435,199.36434730874143,199.4852377497084,192.41650703609443,185.87650008942995,186.59218053219448,197.77017894600138,197.97920469695936,196.1013538557205,195.326757423039,204.10071964974168,203.19419194416804,196.46606008186703,206.8022886007517,205.29471012378568,199.93008970049166,211.04300612415798,201.09241165591482,210.1247170599359,215.8895879532766,222.00408711991892,218.22762444298314,220.6467285979526,224.9179950532673,220.82007319450048,214.9356389635431,209.60820282799872,205.65445736753043,202.83554139292133,206.5919030995855,206.4011552298306,220.33814448609533,226.00078100593845
2,1984-11-23 17:46:39+00:00,,152.48020191020112,138.791948513925,125.84316300701774,131.2982365621871,134.39984127096292,128.99187887454212,126.06827027182182,145.13119777540055,141.53968613826865,161.42196475191187,135.67176848041166,132.80311622252339,119.21854221794413,132.5409913985508,135.5679580675728,122.95707622786676,122.61981083383336,141.49704288781803,127.92809857039863,141.0381263167747,138.43604875925968,114.99823835137299,130.54574301948242,119.58140475637312,112.23397012300228,,107.51413029542644,130.7588123701329,132.66476986770857,144.5742525340519,158.54188147318615,146.7243934504624,138.60095397629502,137.50206144564484,132.30514270095978,120.98637242521205,132.6343286218543,139.23350706531173,138.3862091729425,,145.90559280770464,150.95179911760917,152.1731469528233,152.1258185983934,145.95540569786755,160.69052401054225,171.58287912995453,172.84050327259342,177.86462633600092,176.53444181162428,169.32484215887695,170.09947923524058,172.5119600948279,174.6973910316404,167.60203982047176,162.08623105129493,161.71834414569503,161.57839108622963,,153.28790777408938,,145.04271130361602,159.89544504128963,,,,,,,,,169.81478398917662,,,,,170.63658261378393,188.87857535008624,188.16307350321404,179.30737716406526,177.93493060200285,168.97695958650417,174.03427341156956,181.9547972391013,168.84524817307266,,172.54178743613645
3,1984-12-09 17:46:47+00:00,,152.55189241936944,138.7620224347991,125.81480237005012,134.64147713000656,135.29009550518595,134.59220912274407,123.08043750980148,142.54440847194257,147.0650372442149,165.700338315742,135.68022304119245,144.84257627029302,141.30747927312242,142.7387163252771,142.4238086939538,132.28968568201483,134.04700759431523,138.89822202385147,132.1063033578597,141.70558257138862,139.6063022401367,123.35161711642989,141.05237511508858,142.98965683271075,128.33159112419565,127.94850525719436,129.8768226338525,133.60301178057327,129.52308535045165,148.52017306792038,161.28972701005335,150.27135983685906,142.2122644360217,151.86248778164548,147.63999792739105,141.1223077224991,146.281826168429,150.0778023008212,149.16460118118363,148.6786131229877,149.48645012680123,163.7220338695368,168.1883459516697,168.61816196278494,166.56587542614554,179.60959842458522,183.53057459127143,179.48750469961385,182.90167320522568,176.0115104468049,174.63855441643193,177.6619166513887,178.65585998419715,173.10831122399972,172.71756074564587,171.94308337477554,164.9749818009423,176.38095276754723,,159.97066640518182,,158.00020261701164,168.55857389745515,,,164.7572349045339,157.51884328462728,,,,,171.63305128546375,184.22683631725738,181.71916872483484,193.5999424777064,180.2057039112803,185.58425901737417,187.0925741888667,205.91129346056803,191.04594856206688,181.7946853662474,180.81517659801773,177.1780798214368,195.99829150097412,188.50439849934662,,191.51395953834697
4,1985-01-26 17:47:09+00:00,,150.58045329395168,143.7529572176844,110.83969899505293,120.5962693853691,132.13320580841176,137.14630295873195,112.5671464059941,138.63144726268962,135.8095136097645,162.3094295062294,137.5321904018523,143.08843688292214,138.62912931934605,145.40377871922678,134.0277228797022,127.27176673106027,127.7896359467199,129.15343859261833,142.7406006680564,138.13470361205881,140.83514280752308,116.74915938314183,135.31853656367412,137.95342780799746,134.3791076717568,,,132.74699949493177,147.9951763038547,159.4449238609645,157.0176501723794,158.8569027114424,162.81403038265742,167.01652785181173,155.01202130873514,144.75005011149156,141.05181368678902,152.96227441541117,158.33626252715095,142.1974063575418,162.08963303996012,163.0818149147653,162.51832431947815,168.95249936782795,171.7705710005685,182.87603339053226,183.0956792283494,194.05611308981568,188.9228024105325,180.72482515837578,175.87114079482038,157.41508885916778,,145.62937411801556,160.8306922506329,165.18872662196554,172.09371210245007,145.56015490626777,191.98508579806622,190.72630210163453,188.42359576049174,189.1313891775393,191.01059984436245,216.10264394187755,,,,,,,,186.72066304888304,231.57621641214593,,,,,,,196.1517768455741,190.01118509995933,,,,,,
5,1985-03-31 17:47:08+00:00,193.16723523393327,180.58035134167932,166.6409668347663,161.6599563229563,156.06968460573512,164.71553005403933,173.2414616995494,176.24140813404463,184.49377917176164,180.3262517863228,186.25772042521484,168.43064242479662,167.98717247227873,171.86005059943525,194.1379319487669,196.6614643123267,172.97791331055535,166.5135453514749,180.83874673643624,197.27803518159465,196.8502334902252,199.060907779176,,185.11134987582636,188.38169694687477,188.7695753733825,176.22791702757957,158.2533652296231,175.73018489802791,202.47163343014313,205.0097769511001,206.87038933918842,198.30045023972892,202.94987898085833,206.85931213440267,195.09168977924801,191.50914731913713,189.0586193271961,190.8296707588763,185.40884252821118,176.02503382645594,185.87981593129555,199.76917637692054,213.04474138524986,208.76320329615743,201.32723865544915,223.5655915604702,214.8453452469633,215.96148190208737,215.44055345819388,217.42629685092822,211.32487493265242,220.7591762508163,217.81052166917897,220.2361812239849,213.605629202533,207.7794935395246,214.64093889467492,209.76159279956772,223.5262425120804,218.22976107360859,223.028346892815,229.65943281809433,226.44392094450285,225.7445195438565,222.17171934790605,195.54990373897078,221.17766962191786,228.0786875549716,219.26692634115983,223.8757271797581,225.41920252834973,235.67433741671317,232.87942822741178,234.87206583936617,234.8183360502717,227.57179422802835,224.30414545159468,226.4512587823067,233.74845431608946,224.44644974883596,231.80710123838708,226.37099996516443,224.57510364499285,214.6729479485154,222.1470279522785,226.25377994569035,229.5283282007969
6,1985-04-16 17:47:03+00:00,188.89293564978195,175.07357794479978,168.01588892359953,148.54177106277993,150.5349322717566,158.51736019884845,164.63851193232347,167.35936277460488,174.6783182523913,175.61994145117723,181.01540787835884,169.3699662019759,164.06393797548827,163.13564053576158,187.74421968881325,189.59488795035654,180.11164504936806,155.1974678455985,165.43930044367582,194.23676351728108,184.92245820458183,182.163866866546,,170.89110180443603,181.36017183112776,185.28215765741027,171.31505636164871,146.177919146565,160.75395781470786,194.8464230577496,196.4213683781577,197.99521047787934,191.57939336864763,195.6643349002041,194.67102494096633,187.1661671397349,182.18915668515328,182.0067603475261,187.76813272620396,189.56576736017877,187.00226789060824,183.23127084011676,184.3285986001988,207.56786639709435,211.096210023357,190.5234871187032,213.2277788421274,215.39783282152618,200.84561609963504,210.11941806353417,214.18585850818718,215.2830954382918,222.48331879318658,218.6399998484265,207.94714051168833,216.42009428078092,206.64859883566936,207.24038037250094,212.4967560395304,208.8996558387804,215.7918346984644,220.04330255790413,213.76168099895506,224.98401227820239,220.58888261652135,220.36807540961485,200.18352858785386,193.8498601928741,222.33623049791402,219.29298749905794,206.64597594435259,219.94988382877742,227.54406554315486,227.09307129402663,233.85833813738603,230.53322657128834,225.68811788059415,231.04335527151167,228.2032151184674,233.50101489824658,233.7411867862867,220.81195354085577,235.0566854848318,220.6316801376347,211.47346510208044,216.426892789689,227.0915212314526,230.3383021785715
7,1985-08-22 17:46:20+00:00,194.11537127051875,173.327213654611,167.28130757407453,166.74214180691428,168.01602171020934,171.30209507591758,176.52673133586106,180.95166378587174,177.71093265494324,188.58000467556593,186.87486464146656,191.90541436995323,195.66065826910832,200.71126946976122,197.72163993473487,194.0618340547656,190.09366153698028,186.98717637284784,192.70075485147623,191.93118626272252,192.18251077147664,189.74231586153522,,195.0929184376368,182.79542946625165,188.83909499592926,197.3190971322753,,199.581058039504,199.69463860142145,224.76980422281486,225.8463483080411,226.49177053722707,226.45796949444625,224.62778937870115,205.86339938586863,206.91162599391495,194.77768888162618,195.2520847421202,202.80896752879798,207.90907700914465,201.0044901093051,200.4852038209322,212.38669272545965,221.59123226042686,225.49068139646215,223.8094719391527,224.4172538340547,226.082176919152,223.01781600564146,229.81338518041446,215.25224848972405,215.68326007470952,230.43713586464338,233.00065290403222,231.158568643588,234.74018693979863,226.91528487695317,227.68106229009732,226.92845590599612,228.15952274418433,228.84293721340543,234.95693506957707,233.1716043858419,230.82797954549693,237.42598873082,,,240.43651661914166,237.624885415837,234.29045263635643,229.73227078274505,226.64708205319982,232.3332077916811,228.6036441461643,240.72285030248358,239.05799638531744,248.13948534891964,243.82441337411763,247.66298263636943,241.56885904985498,241.18483890046247,239.9580199818672,232.79171684211224,239.20188477716783,234.03792978358328,235.1427477326451,245.25564956369774
8,1986-03-18 17:42:46+00:00,173.02635123436426,150.28150449270612,148.61439858255898,132.59172678781107,134.20588422007683,139.42071660998698,138.38852981960542,146.38127145374222,146.8501490337581,144.97113893381373,158.95984441167,138.30767520803755,134.62079829553878,142.24555425206032,150.2165352305691,145.5318051187581,139.9576423741542,146.29771305925073,148.22487226489451,138.11250259374265,142.32254595942794,142.1973294755901,117.17079350929573,129.41035448531187,118.38021272892126,117.51786242579048,103.08034650522576,118.7506865489787,118.13667723563034,138.4454758349783,125.18239711225993,,,,158.67078713574293,,,150.43390311767047,143.8698702363542,149.47885753260582,130.79360861999172,143.6598097662026,159.7463657256166,157.3898925007462,162.63333042187142,164.88699621742035,166.51366075760058,170.31254285625778,175.30311008758295,180.53339128243636,170.11508441830804,165.33092929214408,172.26973499748675,178.799128917788,177.93807973897654,165.67711344567593,171.9446736197363,177.77314097460643,193.4283324139201,178.51035434590275,160.57323585468785,175.62545689227485,180.64139525040488,195.66316880086055,172.06087787967888,166.04549373865945,190.08421511073004,195.2200212594298,186.7352249127809,201.606320677552,200.4093489153577,210.9560450261561,196.434271252189,196.26333905141354,206.45796551272218,196.3810962618214,197.32269825783584,185.1435765284548,197.94791417068507,186.99487970155903,196.51279524759173,208.80758421001474,203.4733087106623,190.5349993585161,190.53383507431164,174.28778031423764,171.78604429017958,188.33152295749915
9,1986-04-03 17:42:27+00:00,182.65416836920818,168.13665645014441,164.76896965067158,155.45780290905643,151.73778674278967,159.3240504934026,153.80721123302578,159.91106625625787,167.79533241918415,166.53996792450693,171.4565186367411,156.18538309598802,142.14305104124358,154.40110859913236,164.49022903958564,157.0364671530644,167.38111944143677,157.28770571373985,171.45134930139548,156.086536507834,164.36584125032073,154.34465488660015,148.40999930788777,143.67339982927106,149.46973277068923,147.21462404803313,135.61565388186892,141.1148961023479,147.7298319193245,146.9438977613127,154.96195004445144,158.51410540962584,170.32939793475657,182.34914704221984,173.30721325376578,182.6998677759482,183.67032102518436,168.23062342449137,163.52514593816818,154.30092070182369,147.80115848866706,158.52341547118823,185.12304659144067,181.16017602573953,177.16891866074832,180.25775189779858,187.54692876916397,187.18322714407964,188.70385976627506,194.17288356597646,192.93022204987972,175.3971875313092,188.60579770585397,202.14776659837798,202.65032583870027,202.04807970920172,192.6940816756423,185.1480784773242,196.90958518027708,197.2625994427624,195.46219299805793,200.7022704795835,201.01028083684673,214.09428763068547,191.3770456809054,182.102494226888,222.96330154837213,212.757897906604,205.9755709295415,217.59328152525129,208.70608043383297,225.03540738726738,216.07612581687732,212.0918388287385,216.0940055527595,217.16152890716074,224.25904373703534,217.37373635529738,213.92258084959556,209.36590186593293,216.6862582209932,211.63761046548322,216.77469058994973,210.12997067291428,200.0942912151815,200.42698618993242,197.43364157927613,215.07810085083003
