,dates,mex0014-0000,mex0014-0001,mex0014-0002,mex0014-0003,mex0014-0004,mex0014-0005,mex0014-0006
0,1985-09-30 16:17:33+00:00,175.9380258449649,168.1210592642508,177.85689725805943,176.67255217757648,170.13450588526382,176.42801445732988,238.33576243823546
1,1986-01-20 16:15:42+00:00,184.4339257241237,189.78198062009477,192.73500025726946,181.5537137773042,186.34589174090365,199.73397673545705,259.3375205905145
2,1986-03-25 16:14:19+00:00,174.29070677760285,183.70352668455376,183.37890750850573,187.6038179757707,185.03425980126832,192.87415184190664,259.23887633021724
3,1986-04-10 16:13:58+00:00,176.4267181798694,183.83871565577692,179.1886329501133,184.9476747401369,182.0160349742115,187.27285132576264,224.0487124366901
4,1986-04-26 16:13:36+00:00,177.1560838758735,182.5457075973385,189.0715945178963,191.5224422213643,181.92185372607867,187.15449722223997,242.64073422502392
5,1987-05-31 16:12:40+00:00,165.36822912392205,166.04415281708458,,,149.44209617425892,154.25777000331047,
6,1987-07-18 16:13:40+00:00,169.7879990354225,164.14896828985536,169.24701802080892,161.11306576956054,159.28989940945394,161.70910311181402,214.349948461868
7,1987-08-03 16:14:08+00:00,157.23802041621556,150.5769022730426,150.49923783645772,160.628758433163,145.01044085044174,158.02335685778053,211.4497319619544
8,1987-08-19 16:14:36+00:00,161.15358703147098,163.06141650081602,165.0141327966595,170.1278703006882,160.1079554908283,164.92539482476906,234.59498239917036
9,1987-09-20 16:15:25+00:00,165.75035199922897,170.63900362576013,175.6488353519623,175.82343766791573,171.231774732269,170.7908072920153,232.6828968506469
10,1990-04-21 16:08:41+00:00,167.6584321275373,173.23606327745017,176.6128534124085,184.1627968540724,178.28165688781763,182.0717784733436,249.19444112565745
11,1992-09-01 16:10:44+00:00,166.5588061254756,163.6799104022371,162.1120557988952,173.92446825745316,159.48911927929333,166.11673570914184,
12,1993-01-07 16:09:59+00:00,178.55114497392208,189.85454513475372,189.23370241342076,192.38934445781337,194.7484927396803,196.69307451549003,259.1986411147634
13,1993-01-23 16:10:10+00:00,173.1200318094601,175.5068016902314,183.2778829929444,180.59160895070488,183.5840495266043,189.39004247449435,237.79744542496752
14,1993-02-08 16:10:21+00:00,173.63966703532552,183.31523771674162,186.1172003493785,187.58481710163798,194.5576293280899,198.1206373965336,264.6949941279174
15,1993-02-24 16:10:24+00:00,181.72680306160964,194.47059328421156,193.17592182058158,196.29898691714013,186.95342704516804,193.4263093936263,263.20000375298935
16,1993-03-12 16:10:37+00:00,179.55025275993611,188.54488928014607,188.86549624531816,187.69174710236618,189.84129082244021,195.3234036693977,251.57203670419187
17,1993-03-28 16:10:38+00:00,173.18666757328376,169.0251531311008,167.95795084424603,179.90656032759034,177.08986956554503,175.00845530484696,258.523898647617
18,1993-04-29 16:10:52+00:00,163.48730745517128,168.7132189720196,182.49148355367169,183.25632240858835,171.64300198184208,177.26788893477726,233.15866457745926
19,1993-05-15 16:10:55+00:00,161.73962506122962,160.11250152237264,166.82450937939888,173.790935240556,151.98079707241743,164.72295823726986,213.568158735375
20,1993-05-31 16:10:59+00:00,166.16575765136653,158.90920710332523,163.85126985646207,172.11244349558697,161.92487760304368,169.0208873209612,237.86901263560569
21,1993-07-18 16:10:51+00:00,161.8902705043709,152.90662767293063,159.6959575683833,165.12289703755533,142.92261844907142,153.5293124936233,192.92779643351088
22,1993-08-03 16:10:50+00:00,169.76235901827164,166.51074751545457,173.12161176945082,175.82356990750492,166.2860948284657,173.77165647092022,230.00465119848536
23,1993-09-04 16:10:48+00:00,170.08773028700057,162.82032332398063,171.629372491297,178.1248303625443,168.18000767894335,180.83415549014552,233.01928985772852
24,1993-10-06 16:10:41+00:00,184.7916821868886,188.6308840201505,181.56835528815793,179.44973224948552,183.009231359853,189.41563066783948,259.2610665609409
25,1993-10-22 16:10:35+00:00,184.71127792982057,179.8514902316127,177.9847227007724,177.00230247790412,179.1742191681407,181.13969572444836,232.8661536309467
26,1993-11-07 16:10:28+00:00,182.21424404457267,194.12493389908443,172.2348375482824,176.72624508334223,181.9368693922416,189.95474750745484,237.0014343132653
27,1993-11-23 16:10:21+00:00,184.73160509827522,174.43227087158434,175.3211120195396,176.3154664176824,174.9933897307715,179.24179081060365,233.89916066676267
28,1993-12-09 16:10:17+00:00,186.64103048783792,183.46750758798572,183.04179608676844,182.82178666774078,181.7717193961999,180.90197185092438,238.66418182158938
29,1993-12-25 16:10:08+00:00,187.94690984295903,188.11550818834485,194.89255536361716,186.41641918050206,183.59297311641012,185.34803309180495,259.69805057293553
30,1994-01-10 16:09:54+00:00,184.8226745570653,191.53866516226702,192.83049846117888,192.68444385191444,193.28693924560812,183.0644061544068,262.9694259124535
31,1994-01-26 16:09:41+00:00,,,,,,198.12171758094146,260.03118683068755
32,1994-02-11 16:09:32+00:00,184.7804018222146,184.39687774242265,183.6469397678293,186.01675852773957,186.71561329195424,192.50173780643726,248.65557425286858
33,1994-02-27 16:09:17+00:00,176.92323838563152,183.2450024091719,183.96675605866295,190.061742935935,191.14378730491825,195.79591897450365,259.9584523174011
34,1994-03-15 16:09:03+00:00,175.08009706724982,170.56000414260762,176.4351258651515,189.41575321132635,185.3641859905218,188.94405097361434,259.4344307175365
35,1994-03-31 16:08:47+00:00,182.79037384525287,191.58055603218935,187.59173391304222,194.46321851050146,192.78701996988252,194.21098280612074,265.12174806764745
36,1994-04-16 16:08:29+00:00,174.20234061864903,168.49460968139033,179.38761039998113,182.89664267683798,179.30251206734755,183.58995397380994,267.0799413878543
37,1994-05-02 16:08:11+00:00,180.7021825778916,181.71877306188827,184.79314783196247,187.05153754950845,183.5570314903464,186.1416916993635,214.8573175950934
38,1994-05-18 16:07:54+00:00,169.7526893733935,175.91696654503008,181.5543692396582,178.47979900100012,170.62320340479417,180.58715344208997,232.43104665995804
39,1994-06-03 16:07:36+00:00,175.05009165624244,168.99914143443323,164.38536911098876,168.2762138210509,164.1564402181902,174.6027280153624,231.53174995660495
40,1994-06-19 16:07:16+00:00,155.38143933533556,151.52864181515127,161.48584290127815,160.5818838602869,153.81073777038557,160.5328957945033,201.34738282115376
41,1994-07-21 16:06:25+00:00,154.80451201912393,160.20708988453075,173.7213262456316,171.24517483070787,165.4575987704033,177.20103171810473,232.28874612118165
42,1994-09-23 16:04:45+00:00,184.82679025860332,197.24583383171418,196.48490118538163,191.93580731539492,182.17306301395016,185.4385842383227,245.29644947286198
43,1994-10-25 16:03:45+00:00,177.9806852063621,187.94937081209352,190.10397855937742,179.11624419582017,182.69997343653864,180.2679736643284,256.4482386434606
44,1994-11-26 16:02:39+00:00,163.1839488891023,162.2154938867502,172.1823193169701,182.12489775817443,174.27542856945448,171.35214150719082,
45,1994-12-12 16:02:10+00:00,177.06909111623636,173.97866465739614,176.40989240205352,185.50629820872746,174.54870883301191,178.80360252317337,251.52594122615136
46,1995-01-29 16:00:28+00:00,,,,,,,
47,1995-02-14 15:59:49+00:00,179.91172218826762,195.96477063718214,177.06859121074538,184.77774220262302,183.79686356596773,186.67111840983955,221.3463438713001
48,1995-03-18 15:58:31+00:00,177.90136873072592,175.82546634952263,185.58041662353878,194.54704021714156,187.2466021713036,189.42481954894708,241.76149014165725
49,1995-04-03 15:57:52+00:00,171.27816743651337,179.20503376450935,180.53737740831988,189.27685791002773,180.68360068530367,182.83766530088946,240.80294771037592
50,1995-04-19 15:57:11+00:00,184.37268010236346,181.9114843812302,183.13633455246094,188.19253291670103,173.4807568228586,183.03772633157746,242.36421733239428
51,1995-05-05 15:56:29+00:00,184.7760174632867,180.83678302015574,185.55401959429472,178.77859957039084,184.9250955157204,182.1543849319297,273.0325647838155
52,1995-06-06 15:55:00+00:00,165.56702568564643,165.3466128543694,178.4733361031043,176.62811598643577,171.1904157815884,172.09728416044828,238.92390179711188
53,1995-07-08 15:53:34+00:00,162.64307456552865,161.55376968788954,162.18067282371527,161.58757890865417,163.78812088873502,168.70168304659148,228.44044425576845
54,1995-07-24 15:52:51+00:00,167.94281652054084,168.8747187716953,172.28700505699155,172.24333640673782,158.99681577643935,162.74229610650877,200.1738005444154
55,1995-08-25 15:51:23+00:00,166.16961884159156,168.76051699498808,165.69477993113838,169.1095687809369,170.75848653217895,173.92555597274807,197.5899443548963
56,1996-01-16 15:51:49+00:00,169.59512225299704,181.36686152215677,181.1382283320924,184.03615049887236,184.87162000576387,189.3133567269756,237.91821066601491
57,1996-02-17 15:54:02+00:00,173.4826939912263,184.3197604857458,189.53096598956415,192.27747056012248,184.6547765092042,185.20932525741094,250.59259758783992
58,1996-03-04 15:55:06+00:00,184.97508500193203,196.91157625287718,194.7765017693315,196.42930343301083,194.96883417738815,194.66062758435817,259.578089485565
59,1996-03-20 15:56:09+00:00,179.59614143574055,187.7024874077305,187.75129047713338,187.54418367738867,188.81159802608494,193.58973340972886,262.52469183708763
60,1996-04-05 15:57:09+00:00,184.5058806678236,178.65286892678716,188.2178452217357,194.45961762854608,188.82898046759368,201.96518543917531,276.1540578552009
