dates,satname,nzd0530-0000,nzd0530-0001,nzd0530-0002,nzd0530-0003,nzd0530-0004,nzd0530-0005,nzd0530-0006,nzd0530-0007,nzd0530-0008,nzd0530-0009,nzd0530-0010,nzd0530-0011,nzd0530-0012,nzd0530-0013,nzd0530-0014,nzd0530-0015,nzd0530-0016,nzd0530-0017,nzd0530-0018,nzd0530-0019,nzd0530-0020,nzd0530-0021,nzd0530-0022,nzd0530-0023,nzd0530-0024,nzd0530-0025,nzd0530-0026,nzd0530-0027,nzd0530-0028,nzd0530-0029,nzd0530-0030,nzd0530-0031,nzd0530-0032,nzd0530-0033,nzd0530-0034,nzd0530-0035,nzd0530-0036,nzd0530-0037,nzd0530-0038,nzd0530-0039,nzd0530-0040,nzd0530-0041,nzd0530-0042,nzd0530-0043,nzd0530-0044,nzd0530-0045,nzd0530-0046,nzd0530-0047,nzd0530-0048,nzd0530-0049,nzd0530-0050,nzd0530-0051,nzd0530-0052,nzd0530-0053,nzd0530-0054,nzd0530-0055,nzd0530-0056,nzd0530-0057,nzd0530-0058,nzd0530-0059,nzd0530-0060,nzd0530-0061,nzd0530-0062,nzd0530-0063,nzd0530-0064,nzd0530-0065,nzd0530-0066,nzd0530-0067,nzd0530-0068,nzd0530-0069,nzd0530-0070,nzd0530-0071,nzd0530-0072,nzd0530-0073,nzd0530-0074,nzd0530-0075,nzd0530-0076,nzd0530-0077,nzd0530-0078,nzd0530-0079,nzd0530-0080,nzd0530-0081,nzd0530-0082,nzd0530-0083,nzd0530-0084,nzd0530-0085,nzd0530-0086,nzd0530-0087,nzd0530-0088,nzd0530-0089,nzd0530-0090,nzd0530-0091,nzd0530-0092,nzd0530-0093,nzd0530-0094,nzd0530-0095,nzd0530-0096,nzd0530-0097,nzd0530-0098,nzd0530-0099,nzd0530-0100,nzd0530-0101,nzd0530-0102,nzd0530-0103,nzd0530-0104,nzd0530-0105,nzd0530-0106,nzd0530-0107,nzd0530-0108,nzd0530-0109,nzd0530-0110,nzd0530-0111,nzd0530-0112,nzd0530-0113,nzd0530-0114,nzd0530-0115,nzd0530-0116,nzd0530-0117,nzd0530-0118,nzd0530-0119,nzd0530-0120,nzd0530-0121,nzd0530-0122,nzd0530-0123,nzd0530-0124,nzd0530-0125,nzd0530-0126,nzd0530-0127,nzd0530-0128,nzd0530-0129,nzd0530-0130,nzd0530-0131,nzd0530-0132,nzd0530-0133,nzd0530-0134,nzd0530-0135,nzd0530-0136,nzd0530-0137,nzd0530-0138
2000-06-07 22:18:48+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.12,339.27,344.07,344.28,344.77,,335.89,,,283.79,,278.06,278.38,267.98,264.72,281.11,281.02,279.90,269.21,284.34,276.81,273.98,280.29,290.41,279.29,279.56,290.65,285.63,278.52,286.94,274.02,272.26,276.51,273.36,281.41,296.03,298.34,308.43,316.93,308.27,300.56,289.25,270.80,274.82,266.98,270.11,262.87,258.32,233.63,245.41,240.68,246.52,249.38,255.88,261.29,272.96,281.31,287.57,285.75,300.98,299.11,315.73,317.13,326.15,316.68,312.99,302.41,314.86,318.50,312.94,314.64,315.46,312.47,318.90,339.12,346.47,339.26,323.99,314.84,306.24,318.27,302.58,306.77,291.53,295.78,296.21,298.87,305.83,310.15,325.32,333.90,339.07,344.86,348.33,347.57,354.56,354.58,357.15,350.99,351.19,353.01,355.20,353.87,360.18,,,,
2000-09-20 22:11:14+00:00,L7,323.70,326.78,316.00,306.85,300.37,300.85,298.08,295.04,297.53,300.81,298.14,302.67,305.26,309.23,309.31,303.19,301.49,284.05,277.99,272.43,278.72,279.20,290.53,280.01,279.39,286.11,300.05,316.23,311.77,306.63,308.15,308.29,308.98,303.17,303.41,300.02,292.51,282.62,280.85,278.83,273.84,270.55,265.17,266.90,263.31,269.64,267.60,265.89,270.05,272.00,272.46,275.08,280.99,281.50,287.07,286.00,284.14,286.35,285.72,283.94,284.74,282.68,284.12,280.68,282.10,288.21,290.99,301.24,309.41,315.60,305.40,304.30,295.84,288.79,284.66,275.86,272.08,265.89,258.05,254.13,249.46,249.92,246.51,251.48,254.62,259.24,267.28,273.90,276.52,287.77,292.22,297.32,302.56,308.05,308.57,301.96,298.82,292.64,292.21,289.27,291.58,296.05,293.68,295.95,300.40,307.45,307.26,305.21,292.24,286.65,282.11,275.44,275.58,277.62,285.18,279.38,284.77,291.36,294.19,298.81,305.90,310.10,321.13,329.61,336.45,335.52,333.81,338.55,339.90,342.07,342.92,343.09,345.89,344.51,346.00,346.23,346.40,342.86,339.54
2000-09-27 22:17:24+00:00,L7,295.08,292.91,288.26,286.02,282.01,283.15,279.85,278.85,278.90,282.32,280.40,285.48,279.85,282.33,281.04,281.88,273.76,263.85,255.11,245.98,237.05,231.16,237.83,251.69,253.75,266.84,278.18,285.62,289.50,286.14,285.55,285.28,287.68,283.87,279.05,276.94,268.19,263.06,259.19,255.58,251.37,249.55,243.71,247.05,248.11,250.02,246.04,251.77,253.79,256.20,260.71,261.50,269.31,273.35,275.96,271.88,273.94,273.06,270.90,273.35,273.55,274.41,270.80,273.10,270.58,272.69,283.53,290.70,308.99,303.51,299.06,295.31,290.11,279.07,277.42,272.06,263.05,260.43,251.09,245.31,244.88,242.22,244.53,242.28,246.19,252.40,258.11,264.97,269.00,276.61,280.05,285.16,291.43,301.06,304.04,296.02,289.28,287.52,284.46,286.54,284.32,286.87,288.92,289.21,293.38,290.44,288.09,278.85,275.95,269.30,267.12,263.84,261.00,264.14,263.94,266.87,273.17,281.17,285.36,292.49,302.59,309.66,320.64,327.90,330.65,332.41,333.49,335.56,335.82,336.27,339.52,336.45,339.44,338.27,343.14,342.54,340.59,338.74,333.57
2000-10-29 22:17:19+00:00,L7,344.32,341.48,332.41,317.98,317.19,313.78,303.58,307.17,308.73,312.38,313.52,326.00,325.52,329.73,324.50,324.24,309.54,302.28,297.07,306.18,316.10,316.79,322.77,308.41,301.77,303.34,316.34,336.02,335.30,333.02,329.66,334.84,335.25,330.96,320.86,310.16,299.98,303.97,296.40,284.74,279.07,277.12,282.28,283.95,281.70,280.16,281.22,284.76,281.03,282.88,285.93,287.31,287.72,301.38,304.37,303.94,300.48,298.20,297.46,295.95,293.40,289.31,289.41,287.48,290.98,289.84,300.08,304.85,319.22,323.10,313.29,305.61,301.58,296.37,289.24,285.64,275.60,273.23,263.66,259.07,256.14,253.97,252.70,255.02,261.56,265.20,275.98,282.97,288.09,290.60,297.59,302.00,310.59,317.24,318.31,315.05,310.40,308.48,305.47,306.75,307.78,313.74,315.39,312.38,316.69,334.52,344.88,336.57,318.17,307.41,300.04,297.41,294.16,295.40,294.95,300.26,299.55,303.09,307.92,313.45,321.05,329.29,337.20,345.42,347.89,348.62,349.73,349.38,348.89,349.11,353.56,352.51,356.45,357.11,357.53,361.58,356.05,354.05,346.84
2001-03-22 22:17:09+00:00,L7,284.04,276.83,275.22,267.43,270.90,269.00,273.29,270.38,274.63,267.80,272.67,268.69,269.39,271.73,274.05,268.11,261.11,254.35,248.40,242.15,234.76,245.36,249.35,249.25,250.50,258.78,269.69,288.20,287.59,284.56,283.30,283.05,277.98,275.64,269.22,267.31,263.64,256.78,254.18,249.30,245.95,241.89,243.02,237.54,243.27,244.82,246.31,244.60,250.28,253.86,263.07,268.62,277.89,280.68,276.75,274.20,273.57,272.13,274.07,272.27,270.02,269.49,271.21,266.00,271.58,270.75,284.11,293.46,301.46,302.71,299.10,297.01,285.82,279.06,272.00,266.64,263.38,256.56,249.16,244.32,238.74,235.97,234.32,234.77,241.44,250.62,255.39,261.79,267.49,273.00,275.72,284.46,289.18,297.57,301.55,295.07,290.08,287.33,285.14,284.75,279.68,281.78,281.41,287.37,287.74,289.39,281.72,280.18,276.69,273.09,266.04,263.97,263.02,262.95,265.08,267.11,272.18,277.18,282.36,291.63,298.24,304.60,314.87,325.02,327.23,326.34,327.54,326.41,330.85,331.35,333.40,334.56,333.19,335.53,339.92,338.06,334.67,335.47,331.07
2001-04-07 22:17:01+00:00,L7,288.54,281.95,275.37,270.66,265.18,268.86,273.63,269.46,267.23,265.66,270.16,270.71,272.38,,,,,,,,,,,,,,,,284.00,279.10,274.20,272.59,269.61,268.22,265.61,259.12,257.18,251.63,249.79,244.44,240.25,242.37,238.11,243.24,245.02,247.87,245.93,248.76,253.17,254.40,259.50,259.71,269.37,274.12,276.75,275.46,274.63,276.01,275.46,274.91,271.06,271.95,270.79,271.77,275.84,279.26,283.24,293.83,304.24,302.47,292.40,286.96,283.38,274.59,267.84,263.78,256.41,253.13,245.16,237.24,237.77,231.79,235.72,235.87,242.69,246.65,251.30,259.03,264.32,268.13,275.84,277.48,286.73,295.18,301.02,291.66,285.31,285.45,283.39,279.17,279.11,281.21,276.68,282.46,289.96,289.47,289.34,277.88,269.93,264.18,262.39,258.88,259.11,254.99,254.93,263.49,268.30,275.55,281.91,289.18,299.30,304.34,311.38,321.26,325.03,328.90,329.41,327.55,331.44,332.26,334.28,335.62,338.03,336.52,336.55,335.27,334.85,332.35,330.68
2001-04-16 22:10:54+00:00,L7,283.57,282.13,275.62,279.16,275.05,276.32,279.47,280.38,276.96,276.49,276.96,276.71,271.03,267.84,265.89,262.33,259.56,254.96,247.37,244.52,237.90,241.13,233.06,249.85,259.83,266.50,282.42,289.21,288.23,284.29,283.31,281.21,278.69,280.33,271.00,272.11,262.04,263.58,259.06,250.52,249.65,239.09,243.22,246.85,248.28,249.18,248.47,253.88,256.84,254.40,262.96,262.33,272.24,272.88,278.59,277.09,276.24,275.76,276.46,271.30,270.10,269.47,269.91,270.36,270.85,277.63,285.20,286.42,296.82,301.05,291.87,288.16,281.40,274.20,269.04,263.27,259.36,254.15,248.46,241.72,239.53,237.27,237.86,240.91,241.74,253.31,255.18,258.91,268.30,270.78,279.59,283.19,290.24,300.72,302.58,296.65,291.60,290.83,285.37,284.83,284.57,286.42,289.47,290.19,298.36,297.93,283.12,280.90,277.40,272.07,268.16,268.53,267.80,262.82,265.85,270.07,273.61,279.23,285.81,294.80,301.05,306.85,315.60,324.34,329.83,328.96,327.46,328.84,330.93,327.92,328.78,329.63,332.54,336.17,337.82,336.35,336.14,333.45,333.28
2001-07-05 22:10:09+00:00,L7,312.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.96,269.71,275.71,270.76,278.28,275.71,280.69,287.29,287.88,291.25,289.55,289.86,286.67,287.73,284.54,279.96,273.47,272.79,283.37,283.18,287.57,304.04,309.95,315.74,311.74,301.29,309.59,303.29,306.87,300.46,282.28,279.51,259.84,247.00,240.60,238.52,239.98,244.24,249.70,264.65,269.39,273.71,274.30,287.38,282.53,290.99,301.28,306.23,315.29,301.97,306.46,294.33,294.49,296.90,294.53,300.06,295.94,295.13,301.40,306.47,307.75,295.41,288.00,278.84,278.88,277.87,272.29,281.95,282.80,277.07,280.33,286.86,290.04,300.37,311.85,307.18,320.79,326.38,340.63,340.27,338.56,344.59,340.63,350.55,342.64,352.80,351.68,348.99,355.48,350.20,352.17,350.25,343.92
2001-08-13 22:15:49+00:00,L7,295.46,291.48,287.11,279.77,275.31,276.58,278.51,280.91,282.48,283.86,277.02,279.52,276.19,274.56,275.31,272.48,268.82,257.97,249.40,240.65,234.33,228.10,207.64,238.57,256.45,264.04,279.58,286.89,292.90,289.62,288.22,287.85,284.21,286.10,276.01,279.37,265.52,269.31,261.28,260.36,255.70,253.55,255.80,250.83,253.48,254.12,257.82,260.06,260.44,264.97,270.15,273.56,275.68,278.49,279.42,283.07,282.61,282.37,281.74,278.79,272.23,273.85,272.01,270.33,273.47,275.55,281.23,293.23,303.73,301.70,297.80,291.53,283.56,127.17,106.57,110.67,92.83,79.08,84.21,127.11,100.76,,,,,,,,,,,,157.82,189.54,,,,,158.98,151.05,151.97,161.08,169.07,177.99,46.60,76.62,78.91,,,,242.00,238.39,240.83,241.99,241.91,247.55,256.29,269.18,281.82,287.39,296.98,298.74,306.28,311.82,310.40,316.76,315.36,314.33,319.08,314.56,320.16,,,324.97,320.42,318.59,324.98,332.06,329.74
2001-11-01 22:15:17+00:00,L7,282.95,271.81,267.59,265.84,267.99,269.10,268.29,264.10,,,,,,,,,,,,,,,,,,,268.99,284.13,286.34,284.38,278.49,274.12,272.00,276.55,273.58,268.58,263.85,260.56,260.51,251.44,251.05,249.03,249.25,248.94,251.82,250.07,253.72,260.30,260.47,266.28,264.53,275.46,274.44,279.10,278.26,276.74,279.84,275.47,277.28,276.16,276.60,274.38,270.51,270.03,276.01,280.34,282.67,290.66,298.27,305.84,297.75,287.79,282.34,275.14,271.64,265.86,259.50,251.46,251.95,243.99,238.61,239.34,238.24,239.59,239.41,248.54,256.08,261.71,268.07,274.09,277.07,281.26,290.30,298.98,299.63,292.54,285.88,284.68,279.36,279.25,278.15,279.63,283.05,286.72,287.83,287.81,285.67,281.93,276.60,272.20,264.64,262.38,259.76,259.55,258.67,261.23,265.73,273.18,278.80,287.41,294.69,299.14,306.13,316.91,324.81,327.08,329.16,329.27,331.14,330.56,331.11,333.63,332.56,332.91,335.83,333.58,331.26,330.82,327.60
2001-11-26 22:09:21+00:00,L7,,,,,,,,,,,,,,259.67,258.87,255.14,251.02,244.44,236.18,230.85,226.67,202.35,218.26,220.14,244.24,260.54,267.54,277.97,282.12,277.98,270.00,275.91,273.24,270.57,267.46,261.61,260.01,254.99,251.70,246.10,239.47,238.47,239.15,236.03,235.44,246.19,245.90,254.35,255.08,251.83,261.47,261.09,271.94,273.05,272.17,271.18,269.74,268.88,264.53,266.32,268.12,263.12,260.29,260.31,266.68,263.81,273.78,281.96,292.98,298.88,294.12,289.09,282.14,278.12,272.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.89,257.40,256.36,252.01,252.09,251.50,246.69,244.07,255.51,255.46,265.70,268.08,274.20,282.06,290.66,302.73,312.16,308.11,310.88,312.16,309.75,311.55,315.12,311.96,312.16,313.94,308.45,306.90,307.79,322.63,324.10
