dates,nzd0530-0000,nzd0530-0001,nzd0530-0002,nzd0530-0003,nzd0530-0004,nzd0530-0005,nzd0530-0006,nzd0530-0007,nzd0530-0008,nzd0530-0009,nzd0530-0010,nzd0530-0011,nzd0530-0012,nzd0530-0013,nzd0530-0014,nzd0530-0015,nzd0530-0016,nzd0530-0017,nzd0530-0018,nzd0530-0019,nzd0530-0020,nzd0530-0021,nzd0530-0022,nzd0530-0023,nzd0530-0024,nzd0530-0025,nzd0530-0026,nzd0530-0027,nzd0530-0028,nzd0530-0029,nzd0530-0030,nzd0530-0031,nzd0530-0032,nzd0530-0033,nzd0530-0034,nzd0530-0035,nzd0530-0036,nzd0530-0037,nzd0530-0038,nzd0530-0039,nzd0530-0040,nzd0530-0041,nzd0530-0042,nzd0530-0043,nzd0530-0044,nzd0530-0045,nzd0530-0046,nzd0530-0047,nzd0530-0048,nzd0530-0049,nzd0530-0050,nzd0530-0051,nzd0530-0052,nzd0530-0053,nzd0530-0054,nzd0530-0055,nzd0530-0056,nzd0530-0057,nzd0530-0058,nzd0530-0059,nzd0530-0060,nzd0530-0061,nzd0530-0062,nzd0530-0063,nzd0530-0064,nzd0530-0065,nzd0530-0066,nzd0530-0067,nzd0530-0068,nzd0530-0069,nzd0530-0070,nzd0530-0071,nzd0530-0072,nzd0530-0073,nzd0530-0074,nzd0530-0075,nzd0530-0076,nzd0530-0077,nzd0530-0078,nzd0530-0079,nzd0530-0080,nzd0530-0081,nzd0530-0082,nzd0530-0083,nzd0530-0084,nzd0530-0085,nzd0530-0086,nzd0530-0087,nzd0530-0088,nzd0530-0089,nzd0530-0090,nzd0530-0091,nzd0530-0092,nzd0530-0093,nzd0530-0094,nzd0530-0095,nzd0530-0096,nzd0530-0097,nzd0530-0098,nzd0530-0099,nzd0530-0100,nzd0530-0101,nzd0530-0102,nzd0530-0103,nzd0530-0104,nzd0530-0105,nzd0530-0106,nzd0530-0107,nzd0530-0108,nzd0530-0109,nzd0530-0110,nzd0530-0111,nzd0530-0112,nzd0530-0113,nzd0530-0114,nzd0530-0115,nzd0530-0116,nzd0530-0117,nzd0530-0118,nzd0530-0119,nzd0530-0120,nzd0530-0121,nzd0530-0122,nzd0530-0123,nzd0530-0124,nzd0530-0125,nzd0530-0126,nzd0530-0127,nzd0530-0128,nzd0530-0129,nzd0530-0130,nzd0530-0131,nzd0530-0132,nzd0530-0133,nzd0530-0134,nzd0530-0135,nzd0530-0136,nzd0530-0137,nzd0530-0138,satname
1999-08-08 22:19:52+00:00,312.70,313.01,298.23,294.13,300.76,288.55,285.24,291.25,300.02,299.77,306.52,299.40,305.04,312.16,309.92,307.65,305.77,297.54,287.19,277.61,271.27,260.63,249.84,269.50,281.17,294.40,301.02,315.55,325.50,324.80,316.61,324.88,320.41,315.84,316.44,310.15,311.44,290.43,288.05,282.04,277.56,276.30,272.62,268.58,267.59,269.96,272.88,271.21,271.51,276.36,282.62,286.13,286.94,291.18,299.09,295.79,292.25,292.19,284.93,286.09,285.03,278.32,279.02,285.45,282.10,285.93,293.70,302.55,314.01,310.54,305.82,293.00,284.30,277.87,270.46,270.06,262.17,260.50,250.46,248.19,246.36,250.95,254.19,258.45,272.92,280.47,290.43,295.11,299.56,301.90,306.11,315.82,329.55,337.22,325.05,325.07,322.49,314.57,310.77,305.29,302.16,300.30,304.02,303.62,311.26,308.43,292.90,297.15,288.12,283.42,269.91,264.95,265.52,266.66,259.29,272.79,280.23,283.75,292.56,299.40,304.86,317.56,319.84,331.33,338.88,337.84,345.33,341.37,341.38,342.49,345.48,346.15,345.31,342.26,340.52,347.65,343.51,344.49,346.90,L7
1999-11-05 22:13:40+00:00,319.00,317.84,303.65,295.57,303.90,290.64,294.83,296.82,305.46,305.58,303.66,307.39,302.36,301.60,303.90,300.30,296.39,288.63,276.54,271.56,262.19,237.35,283.69,289.05,287.43,289.89,300.94,313.50,316.27,314.01,310.54,312.14,317.72,315.34,306.81,305.66,295.25,288.84,281.98,278.37,277.38,269.39,268.17,269.99,276.16,280.20,277.79,272.09,276.23,273.95,281.34,283.66,290.60,293.82,294.49,295.34,290.30,292.81,284.48,288.27,284.76,280.28,284.20,281.29,286.84,287.20,297.82,305.76,316.93,318.42,315.19,308.01,291.26,279.16,266.54,273.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.15,265.73,273.27,281.15,283.82,291.53,298.47,306.35,312.15,324.07,333.90,339.33,343.74,345.44,347.51,347.49,348.12,347.41,350.59,347.03,348.08,348.18,348.76,346.27,349.60,351.90,L7
1999-12-07 22:13:41+00:00,303.58,299.74,295.45,289.10,293.06,290.40,290.74,289.15,293.09,290.72,285.43,293.47,293.46,296.21,287.72,280.01,282.92,274.81,265.40,247.31,,231.36,259.93,279.25,276.43,283.71,290.33,301.55,301.53,298.89,295.55,297.56,299.03,299.68,297.33,291.16,284.26,275.55,269.06,265.62,263.76,262.40,258.47,261.94,262.78,259.37,263.41,260.09,260.71,266.11,271.82,273.13,281.87,283.74,283.66,279.77,278.55,276.48,279.11,274.95,279.44,271.59,274.93,271.20,273.36,280.18,285.00,293.81,302.05,303.60,297.26,291.02,285.23,282.21,278.62,272.32,269.11,262.39,257.05,250.33,244.40,245.72,246.60,245.89,259.85,262.18,266.47,275.33,280.04,286.29,291.51,295.64,305.01,315.00,315.55,307.03,298.89,296.20,289.37,290.10,292.50,295.46,294.46,298.00,301.28,304.90,299.55,290.94,282.81,272.63,267.22,265.12,263.48,267.72,271.64,268.95,275.07,279.00,286.12,293.05,304.13,310.39,317.26,330.67,337.17,336.85,338.64,340.07,342.65,345.78,344.87,344.18,344.79,342.49,341.60,343.12,347.13,349.40,345.36,L7
1999-12-30 22:19:45+00:00,307.52,304.45,296.88,294.73,293.83,292.16,292.52,293.90,293.69,295.72,294.40,294.31,295.36,295.69,291.68,291.28,285.45,276.17,267.67,251.94,231.68,239.17,253.75,269.81,274.17,285.25,290.19,306.74,305.82,303.40,298.88,298.78,305.65,302.83,300.72,294.89,289.59,272.93,273.66,270.94,265.49,268.70,266.20,266.49,265.79,269.85,267.33,273.90,275.05,276.12,278.72,279.62,284.66,288.78,293.10,287.28,289.87,283.63,285.49,283.38,280.34,280.52,279.27,280.70,282.39,286.52,290.65,300.29,307.17,311.02,307.05,301.93,302.50,287.81,282.34,278.25,272.24,259.06,258.11,252.60,247.67,250.41,248.09,252.56,259.37,265.10,268.18,277.81,278.01,288.41,294.37,298.13,303.06,315.84,316.63,309.59,306.24,299.95,299.38,298.09,298.59,298.28,301.68,299.62,306.12,305.57,305.49,298.33,289.25,281.63,277.55,271.96,271.43,268.75,267.46,272.67,277.41,279.82,285.27,295.34,301.90,309.02,315.67,331.51,338.71,341.37,340.66,344.89,342.50,344.60,346.61,348.26,340.28,337.44,339.04,340.26,346.91,348.17,345.48,L7
2000-01-24 22:13:35+00:00,,,,,,,,,341.77,,,,,,,,,,319.42,,,,304.91,322.79,,,,341.97,346.16,347.48,346.74,,345.71,,,,,,,,,,,,,,,,,,,,318.73,324.33,,,,308.84,,309.65,308.60,310.38,302.23,291.25,298.00,305.76,307.13,311.65,333.06,325.12,324.79,333.36,300.65,303.85,282.20,281.86,268.04,262.01,246.43,248.07,246.43,242.45,242.80,241.27,237.07,241.11,244.27,258.09,254.35,258.77,269.00,272.49,276.16,291.66,299.59,287.83,280.41,287.85,283.73,295.79,298.68,299.71,301.08,287.06,303.37,323.21,335.77,329.00,324.10,318.07,314.54,303.63,299.98,296.64,290.16,293.30,298.55,300.82,294.65,300.35,309.00,316.51,323.83,335.87,340.86,339.83,337.81,341.72,340.11,341.73,340.91,345.37,340.29,337.62,343.93,349.29,362.57,359.34,350.64,L7
2000-04-13 22:13:06+00:00,312.13,304.36,288.34,286.38,291.99,284.50,288.01,294.41,302.94,299.20,297.24,299.75,294.38,297.28,297.81,299.37,295.46,287.59,280.69,268.48,259.34,265.14,280.61,295.66,283.64,288.94,291.79,303.21,308.39,311.05,308.94,304.40,309.78,307.67,300.40,298.32,290.26,282.02,274.31,274.60,272.05,262.93,266.16,258.54,260.72,261.38,261.22,259.67,265.71,269.20,273.70,277.88,279.67,289.78,288.16,290.36,284.31,288.48,277.44,287.12,276.50,278.72,277.46,275.89,280.66,282.20,294.51,301.80,309.21,308.30,295.63,283.44,285.96,268.39,268.50,266.60,260.40,251.94,250.76,246.10,243.11,242.64,246.30,254.21,263.38,271.07,279.49,283.95,288.28,294.44,296.55,304.70,307.74,314.52,313.40,315.17,310.55,303.09,300.21,295.90,294.66,293.56,299.54,300.09,305.27,304.34,295.59,292.46,283.63,278.35,264.98,259.91,256.70,251.05,241.06,236.04,243.72,254.06,270.44,284.47,299.83,298.29,304.99,,304.10,323.78,333.54,333.43,337.03,331.87,334.21,332.29,333.29,333.97,337.76,341.39,339.95,337.26,342.09,L7
2000-04-20 22:19:15+00:00,324.98,317.45,310.30,306.44,305.46,304.60,303.59,299.01,294.93,292.29,294.06,300.46,305.31,304.19,304.90,302.32,298.12,281.51,277.85,271.20,266.31,,,,286.96,294.23,300.34,305.51,310.26,313.13,308.75,316.59,313.50,309.57,301.03,301.79,289.03,291.28,286.21,274.87,272.74,268.65,263.71,274.12,271.56,269.78,270.53,274.58,276.99,279.88,278.50,281.18,284.48,287.26,291.90,285.91,285.36,285.08,283.93,279.58,282.31,281.51,275.76,276.66,280.25,285.85,295.90,302.10,307.40,312.61,304.61,302.53,299.12,292.16,288.77,279.78,279.26,272.71,257.51,253.40,247.33,243.17,240.26,245.54,244.75,249.51,256.81,261.31,265.82,273.48,282.19,282.82,293.14,296.25,306.79,293.73,288.76,287.87,287.36,290.97,291.59,293.60,293.99,299.18,301.50,310.44,315.74,308.98,292.13,284.17,277.97,275.45,273.48,274.57,273.31,274.25,277.71,280.93,293.55,298.97,310.38,311.86,324.64,333.06,336.36,340.94,340.57,344.65,344.96,348.39,346.07,345.55,346.97,348.67,350.27,347.71,344.90,339.14,342.02,L7
2000-04-29 22:13:05+00:00,316.99,313.48,297.01,296.65,294.93,291.63,294.28,292.09,297.14,298.05,301.93,304.26,304.83,305.81,298.99,301.21,296.10,292.25,281.39,277.51,266.42,259.15,272.95,293.86,275.59,292.27,287.92,311.88,312.74,313.05,311.78,299.85,308.32,305.89,303.55,295.01,302.49,290.48,280.19,274.76,280.45,269.03,269.22,264.01,263.75,265.91,267.59,270.20,269.18,267.70,274.67,280.24,284.96,291.23,289.57,289.44,281.58,286.68,275.41,286.49,278.09,277.23,277.26,274.76,281.27,284.43,295.73,302.88,312.17,310.17,303.71,294.02,291.34,283.11,276.66,272.49,268.02,258.50,254.64,243.28,243.86,248.04,247.08,255.64,265.10,268.24,274.95,286.04,293.78,294.41,298.80,302.21,311.08,316.03,317.09,317.38,312.69,299.98,297.86,295.39,296.37,294.03,298.48,302.32,308.76,304.46,295.17,295.76,283.12,278.10,271.82,271.18,270.15,266.53,266.29,269.27,273.88,278.34,288.74,297.49,302.70,311.60,322.70,330.45,338.10,337.17,342.28,340.03,344.28,343.00,344.43,346.72,340.10,340.44,340.90,347.58,341.43,341.58,343.63,L7
2000-05-22 22:18:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.91,252.83,255.22,267.38,262.56,266.34,270.40,279.82,277.64,275.18,272.12,266.58,268.50,272.45,262.02,270.94,265.03,267.31,265.50,271.63,275.36,280.30,282.80,296.04,299.24,289.47,288.57,284.55,284.79,273.25,270.42,258.65,258.45,244.34,232.80,223.23,224.96,228.13,230.46,235.45,243.99,248.70,247.62,259.28,261.36,272.69,270.95,278.30,287.89,295.98,283.30,275.92,276.41,274.39,279.67,284.16,287.37,290.02,296.20,291.95,299.13,303.77,295.06,287.77,276.44,275.07,270.55,271.88,269.73,270.42,266.93,269.63,276.24,278.78,281.05,290.94,302.47,296.14,316.02,304.84,314.24,311.11,325.98,322.81,315.80,321.67,313.80,322.13,315.96,319.30,,,,,L7
2000-05-31 22:12:42+00:00,288.17,285.36,268.27,263.83,269.03,255.73,255.93,263.76,273.67,272.15,276.56,279.93,275.86,290.02,292.31,296.50,291.05,285.73,282.84,268.01,266.51,,,279.16,258.71,273.10,264.66,290.11,294.22,295.32,290.57,282.87,293.97,295.88,301.00,292.98,278.39,269.12,265.05,253.59,261.64,258.34,256.90,247.99,247.99,256.17,256.20,254.98,254.28,262.42,264.94,266.98,278.52,278.93,287.62,281.81,280.04,280.26,273.69,278.43,270.48,270.78,268.51,263.99,264.16,277.72,278.36,282.12,285.22,293.45,290.12,272.17,260.85,257.35,258.98,,243.74,245.79,242.70,230.68,233.20,231.80,231.70,253.72,267.17,266.35,278.55,282.65,281.83,289.20,294.40,298.06,310.67,320.76,319.19,313.53,306.00,293.21,297.14,295.29,283.18,,297.86,288.49,296.39,300.54,286.73,292.37,279.59,275.58,267.00,267.34,267.76,257.40,258.21,268.55,274.54,272.42,284.32,291.09,296.11,301.55,321.28,325.62,332.28,338.22,341.54,340.29,336.65,338.80,346.15,332.00,335.45,340.86,338.80,342.76,335.41,334.41,342.42,L7
