dates,nzd0241-0000,nzd0241-0001,nzd0241-0002,nzd0241-0003,nzd0241-0004,nzd0241-0005,nzd0241-0006,nzd0241-0007,nzd0241-0008,nzd0241-0009,nzd0241-0010,nzd0241-0011,nzd0241-0012,nzd0241-0013,nzd0241-0014,nzd0241-0015,nzd0241-0016,nzd0241-0017,nzd0241-0018,nzd0241-0019,nzd0241-0020,nzd0241-0021,nzd0241-0022,nzd0241-0023,nzd0241-0024,nzd0241-0025,nzd0241-0026,nzd0241-0027,nzd0241-0028,nzd0241-0029,nzd0241-0030,nzd0241-0031,nzd0241-0032,nzd0241-0033,nzd0241-0034,nzd0241-0035,nzd0241-0036,nzd0241-0037,nzd0241-0038,nzd0241-0039,nzd0241-0040,nzd0241-0041,nzd0241-0042,nzd0241-0043,nzd0241-0044,satname
2001-09-25 21:54:28+00:00,,,,513.36,,,,,444.91,,448.94,,132.07,239.21,,,349.27,,,448.86,477.10,496.67,508.86,516.77,537.24,541.95,530.03,495.27,469.60,449.39,456.80,460.37,458.67,444.45,435.87,442.72,441.00,432.17,424.63,418.84,411.39,407.89,415.10,427.31,431.07,L7
2002-02-16 21:54:54+00:00,,,,,,,,,,,,,174.32,213.54,,254.82,,,,448.41,461.60,474.20,496.83,500.08,510.84,514.61,505.46,505.94,496.37,485.41,479.90,469.09,449.04,447.93,438.43,434.93,433.39,429.66,431.61,439.33,437.74,436.40,435.94,421.35,419.96,L7
2002-08-27 21:54:00+00:00,,,,,,,,,,,,,135.76,160.17,,231.29,,353.42,384.68,,435.51,466.72,489.18,498.58,498.17,483.98,471.26,,,457.72,452.07,444.99,421.94,405.46,407.17,414.63,424.27,418.01,416.15,413.87,416.19,411.98,407.71,388.77,398.74,L7
2002-10-14 21:53:43+00:00,,,,,,,,,439.53,,427.69,,,194.49,,,374.22,,,,,,508.41,508.74,534.54,,,529.74,534.80,,475.01,443.76,441.30,430.20,435.16,436.89,413.67,427.70,451.06,451.09,431.22,418.42,415.45,411.02,407.57,L7
2002-12-01 21:54:16+00:00,,,,,,,,,,,,,96.13,159.63,,248.21,,353.27,397.68,428.51,452.04,463.18,481.35,485.51,478.08,477.18,472.04,478.34,486.31,481.58,454.43,446.44,430.44,419.55,407.67,413.79,402.39,405.43,417.38,409.50,407.65,401.10,392.48,379.90,377.49,L7
2003-01-18 21:54:30+00:00,,,,,,,,,,,,,126.01,146.99,,,,348.23,391.20,435.58,461.91,479.06,501.34,490.77,477.27,476.34,484.18,496.38,492.07,487.43,475.88,460.53,423.70,428.33,419.25,421.25,418.80,421.55,421.73,416.56,420.05,407.54,399.13,387.62,386.33,L7
2003-04-08 21:54:47+00:00,,,,,,,,,,,,,112.48,122.59,132.78,,,371.61,412.09,412.88,457.94,495.47,500.13,479.58,467.99,471.72,472.35,468.30,467.82,465.63,465.31,468.79,455.52,428.79,410.59,409.88,421.18,430.03,431.36,424.55,405.94,388.83,395.76,404.92,412.78,L7
2003-04-24 21:54:46+00:00,,,304.44,,,,,,,,,80.72,95.21,105.36,123.24,,,366.66,392.93,404.97,452.53,489.90,481.51,474.14,488.98,492.72,473.90,470.08,467.74,461.33,465.04,460.06,452.24,433.15,414.61,412.13,422.36,427.85,419.66,408.15,395.04,386.53,400.19,409.78,421.39,L7
2003-10-17 21:54:15+00:00,,,,,,,,,,,,,,,,,,,,463.70,482.42,493.44,490.28,476.56,466.65,455.83,461.82,474.99,481.93,455.63,,,460.60,,,,,,,,,,,,,L7
2003-10-25 21:44:04+00:00,,,,,,,,,,,,,,,,,,383.71,401.52,443.22,462.50,477.22,496.33,489.17,479.23,465.98,469.80,474.62,471.92,460.39,447.24,442.39,418.38,442.58,419.89,427.92,426.98,422.47,420.58,406.44,406.41,403.01,394.30,379.00,373.98,L5
2003-11-18 21:54:39+00:00,,,271.62,,,,,140.73,,,,,,,,,,414.33,432.44,447.88,465.65,474.31,469.73,464.78,462.04,466.21,467.73,463.67,453.91,,,450.01,441.89,412.98,424.69,420.23,417.79,415.76,420.84,416.44,408.89,400.58,,,404.89,L7
2003-11-26 21:44:30+00:00,,,,,,,,,,,,,,138.99,,,344.13,,395.58,421.73,443.09,449.42,443.73,440.46,450.97,454.92,453.97,450.20,443.12,436.01,438.83,426.79,402.28,401.78,397.48,396.00,382.22,400.82,399.25,398.70,396.01,390.59,388.87,373.28,368.94,L5
2003-12-04 21:54:43+00:00,,,,,,,,,,,,,88.50,,,,363.18,,,445.04,469.68,470.49,467.74,459.06,460.98,471.47,471.93,469.27,453.49,451.54,453.58,,,426.67,424.25,419.97,417.19,415.97,419.47,412.21,408.65,403.72,403.52,,,L7
2004-02-22 21:55:07+00:00,,,,,,,,,,,,,,150.05,,,,,395.17,428.25,447.23,456.31,,,,455.63,447.32,457.74,444.39,436.30,444.25,430.79,400.94,418.88,405.58,409.94,,,406.18,399.19,403.67,396.38,393.30,377.90,364.40,L7
2004-03-09 21:55:15+00:00,,,,,,,,,,,,,,201.95,,,377.72,409.19,427.08,456.81,463.57,473.86,480.65,478.70,473.27,,,461.73,458.80,457.42,458.72,448.17,422.68,432.47,422.40,427.79,426.01,419.17,,,,403.62,405.36,400.85,401.04,L7
2004-03-17 21:45:08+00:00,,,,,,,,,,,,,,185.22,,,362.59,396.89,418.82,442.70,453.26,466.00,469.12,458.19,455.19,446.13,437.02,439.55,442.28,443.98,440.06,437.47,416.84,418.52,412.55,416.39,413.96,406.78,404.04,396.06,399.59,397.70,394.60,391.63,385.32,L5
2004-03-25 21:55:18+00:00,208.98,,,,,,,,,,,,,223.93,,334.16,361.33,386.00,413.93,435.56,450.94,454.84,,,,442.13,427.91,427.60,438.48,439.70,426.54,421.51,414.51,400.99,397.47,402.35,,,393.94,386.20,381.22,387.33,392.29,390.95,388.15,L7
2004-04-18 21:45:49+00:00,,,,,,,,,,,,,,209.87,,319.52,368.73,408.00,421.79,451.36,466.06,468.76,487.84,478.59,462.60,451.89,447.27,461.12,468.33,468.07,459.95,438.11,415.09,432.54,413.28,410.46,418.73,418.66,416.45,408.81,415.61,416.31,415.47,407.11,396.97,L5
2004-05-04 21:46:16+00:00,,,,,,,,,,,,,,,,,329.77,380.18,402.12,432.55,452.07,460.20,472.86,466.35,452.11,436.00,435.18,450.56,453.44,445.62,437.35,430.23,405.21,423.38,394.74,411.25,411.03,394.68,372.77,374.17,365.74,,,,,L5
2004-05-12 21:55:13+00:00,,,,,,,,,,,,,,,,367.66,,,453.58,442.15,450.30,458.79,455.90,446.75,440.10,435.60,437.33,440.53,426.86,,,,416.13,385.33,401.24,416.03,410.02,405.07,393.61,386.00,378.36,394.36,,,380.61,L7
2004-08-24 21:49:18+00:00,184.60,,275.96,,,,,,,,237.36,,,,,351.64,380.59,406.27,431.16,427.28,442.54,434.71,442.55,462.78,465.75,462.80,457.21,418.73,413.58,414.49,413.91,388.55,369.68,399.48,408.20,398.92,394.55,391.82,391.24,394.40,386.91,379.14,379.63,369.08,381.01,L5
2004-09-09 21:49:43+00:00,,,,,,,,,,,,97.89,181.80,251.18,,378.79,411.76,434.64,447.36,454.59,460.55,458.57,471.06,481.16,465.24,477.74,478.84,452.54,434.82,434.05,421.50,414.83,408.08,422.20,427.17,416.51,406.70,399.55,412.16,411.06,407.29,402.10,395.59,380.68,396.07,L5
2004-09-25 21:50:07+00:00,,,,,,,,,,,,94.99,162.06,243.23,,351.96,391.77,415.36,431.86,442.82,445.90,451.35,455.29,452.91,460.19,463.68,459.44,441.34,423.37,422.10,416.67,406.72,396.67,411.30,412.65,404.15,393.61,391.62,397.22,395.02,404.17,394.23,386.67,377.20,379.58,L5
2004-10-27 21:50:47+00:00,,,,,,,,,,,,,,,,,362.16,399.59,409.39,437.23,438.62,447.79,460.46,457.92,456.97,457.66,448.69,448.95,435.51,425.34,420.07,411.63,391.67,409.96,404.80,399.09,390.71,392.52,394.40,396.15,390.04,386.33,382.80,367.61,362.54,L5
2005-01-23 21:55:25+00:00,,,,,,,,,,,,,189.59,265.83,,,,424.83,439.09,446.79,455.73,467.60,487.63,485.87,473.67,455.73,448.76,458.72,,,,428.24,400.21,419.15,406.37,412.66,409.42,409.00,404.43,402.89,403.69,,,,392.86,L7
2005-02-08 21:55:35+00:00,,,,,,,,,,,,,,227.23,,,363.56,403.78,,,,466.45,485.03,478.02,471.05,457.68,450.35,460.80,460.88,452.11,441.70,435.88,,,406.38,408.52,403.83,405.03,403.93,397.46,405.27,400.15,400.68,384.71,383.45,L7
2005-02-16 21:52:37+00:00,,,,,,,,,,153.72,204.70,,,,,386.88,,423.53,426.70,450.60,475.69,480.26,487.12,479.75,469.55,451.72,441.29,444.26,436.71,433.30,433.31,424.83,406.40,399.47,418.81,409.63,384.70,398.76,401.38,394.08,383.64,398.21,416.85,409.27,410.34,L5
2005-02-24 21:55:41+00:00,,,,,,,,,,,,,172.79,261.58,301.62,360.27,,,,458.50,462.70,471.66,482.54,474.59,478.22,466.23,450.21,460.41,460.32,453.29,,,,425.82,414.00,410.82,402.37,405.27,406.58,403.69,406.40,415.44,405.33,,,L7
2005-03-04 21:52:52+00:00,,,,,,,,,,134.03,181.33,,,305.29,346.51,370.73,383.24,395.79,428.61,450.06,460.07,469.79,467.90,461.55,453.24,454.82,445.26,443.77,435.25,427.19,414.04,409.60,407.62,388.27,412.54,400.71,380.45,381.59,396.64,390.75,385.07,403.66,405.38,395.74,391.77,L5
2005-03-12 21:55:44+00:00,,,,,,,,,,,,119.53,240.36,303.38,335.15,359.51,387.25,415.83,431.24,454.08,465.59,,,469.36,465.14,455.57,452.33,459.81,445.35,447.49,442.00,430.05,403.96,412.82,,,395.93,393.20,397.40,393.95,403.13,410.59,407.06,,,L7
2005-04-05 21:53:07+00:00,,,,,,,,,,,,152.24,274.31,307.02,324.33,338.09,360.56,402.21,415.11,436.12,447.99,461.09,464.12,457.63,445.05,444.42,446.42,437.61,432.80,430.75,431.50,412.34,392.16,401.86,410.78,407.58,390.36,388.77,391.19,388.94,397.43,405.01,401.16,390.10,384.15,L5
2005-04-13 21:55:36+00:00,,,,,,,,,,,155.94,235.87,268.48,306.96,328.91,336.32,,423.46,435.75,447.63,462.90,,,,448.60,448.91,448.00,432.60,434.69,427.61,422.16,416.83,401.05,398.89,,,,385.34,388.53,385.94,402.83,405.82,396.84,381.34,383.87,L7
2005-08-19 21:55:20+00:00,,,,,,,,,,,,293.27,,337.94,328.98,345.45,381.32,409.67,418.58,445.18,456.32,467.65,495.35,,,,455.21,462.57,448.97,440.98,433.69,430.41,404.47,421.77,404.65,408.50,,,,400.29,403.29,400.94,396.99,393.11,390.32,L7
2005-08-27 21:54:08+00:00,,,,,,,,177.36,,216.94,241.17,276.55,280.53,282.47,305.77,321.83,359.32,384.65,407.19,415.05,439.20,461.51,482.07,487.13,466.89,445.02,449.81,431.59,426.93,417.88,422.43,418.96,408.06,387.86,388.60,395.27,397.81,401.98,400.22,385.76,370.63,375.69,383.76,393.17,388.24,L5
2005-10-30 21:54:03+00:00,,,,,,,,,,200.86,255.49,277.50,272.53,278.68,293.63,313.62,345.22,376.33,393.01,428.78,464.94,481.84,496.80,492.42,488.11,474.60,471.64,460.71,444.88,428.89,424.31,411.96,392.61,415.70,411.85,416.35,414.37,404.01,399.50,384.97,383.60,390.25,399.30,385.85,368.83,L5
2006-01-10 21:55:52+00:00,,,,,,,,,,,,,256.85,286.84,312.51,342.59,364.88,384.15,403.99,429.10,455.68,469.03,487.40,486.10,,,463.94,463.95,452.35,446.28,433.03,411.68,398.43,403.35,412.22,411.21,407.48,,,396.78,406.38,408.68,409.77,397.79,393.43,L7
2006-02-03 21:56:19+00:00,,,,,,,,,,,,305.93,252.09,319.80,351.96,375.38,384.20,422.05,432.10,438.12,453.02,473.34,496.95,498.87,487.59,477.11,478.22,467.60,462.75,453.26,448.00,427.82,416.43,399.83,411.10,411.44,404.67,407.39,403.76,413.63,426.49,415.56,418.97,415.01,406.22,L5
2006-02-19 21:56:39+00:00,,,,,,,,213.47,,,293.90,294.37,298.01,323.04,348.07,361.90,397.03,417.55,430.72,437.00,456.23,478.58,492.48,500.26,487.02,473.76,478.55,479.45,460.01,459.23,460.12,426.09,402.19,397.25,419.12,408.97,408.60,415.49,418.14,418.10,430.20,424.51,418.90,404.49,398.17,L5
2006-03-15 21:56:08+00:00,,,,,,,,,,212.11,243.91,254.39,281.06,303.01,313.24,,,411.13,415.28,441.98,453.23,466.95,487.22,479.92,475.81,468.01,461.82,466.19,455.03,,,437.71,402.71,415.68,407.84,413.73,402.05,405.63,406.08,408.82,417.30,414.03,,,387.77,L7
2006-03-31 21:56:06+00:00,,,,,,,,,,194.44,236.06,247.08,267.21,,,,379.96,397.51,418.77,442.54,453.93,466.34,485.39,484.27,475.98,465.04,460.66,460.64,,,453.85,441.95,417.20,424.55,407.59,402.43,401.16,407.07,408.85,413.70,417.73,,,388.43,384.05,L7
2006-04-16 21:56:02+00:00,,,,,,,,,,175.18,224.06,250.58,279.70,322.42,339.54,,,,414.47,429.29,448.02,460.14,475.43,478.82,479.36,465.69,462.21,463.13,455.23,,,,410.97,418.77,405.66,403.42,403.77,402.28,408.50,408.21,407.26,406.33,,,391.02,L7
2006-05-18 21:56:06+00:00,,,,,,,,,,138.59,322.77,303.30,326.93,341.15,,384.08,403.89,412.20,426.32,429.06,436.14,445.96,,,,473.05,459.29,450.99,444.17,435.47,415.37,413.22,413.04,394.40,411.67,405.35,,,404.26,402.46,403.56,403.63,395.11,396.50,407.20,L7
2006-11-02 22:00:20+00:00,,,,,,,,,,,303.66,314.91,323.91,328.52,338.06,347.21,361.90,376.19,400.30,425.97,437.65,459.60,472.20,466.54,461.23,454.02,443.77,434.56,425.67,426.41,418.08,409.08,402.34,413.24,414.42,411.57,410.93,417.39,420.99,413.94,407.25,398.69,405.00,402.39,398.35,L5
2007-01-13 21:56:14+00:00,,,,,,228.49,255.17,,,,328.15,343.13,368.63,,,359.90,368.17,383.99,,463.27,465.15,461.30,472.00,479.43,473.94,482.16,471.31,,,426.54,438.59,450.79,452.23,423.83,411.38,412.99,426.27,442.92,433.21,,,,418.27,407.19,405.56,L7
2007-02-14 21:56:27+00:00,,,,,,,,,,,302.53,,,,349.97,338.57,341.09,362.95,384.14,423.87,446.69,455.52,463.19,462.36,456.99,456.84,,,424.95,421.09,429.68,436.13,416.07,408.32,394.38,408.50,420.45,427.51,422.36,,,408.40,403.88,382.14,380.99,L7
2007-03-02 21:56:31+00:00,,,,,,,,250.14,,,319.04,312.87,330.68,359.86,358.51,357.67,364.03,380.82,388.19,,,,480.17,472.68,468.19,464.35,458.59,454.41,441.19,441.48,443.25,446.57,417.05,,,414.93,422.29,432.84,420.34,414.54,419.54,415.18,409.82,390.16,388.68,L7
2007-04-19 21:56:31+00:00,,,,,,190.76,216.94,243.94,,,,,344.24,358.82,353.11,372.51,385.18,393.90,393.17,417.49,430.00,443.26,462.55,460.72,,,465.67,460.48,453.15,448.03,436.52,438.59,415.24,420.18,410.17,418.01,427.02,,,414.62,421.99,416.37,414.37,409.81,408.97,L7
2007-09-10 21:55:51+00:00,,,,,,,,,,243.40,,,,,,,,378.30,394.52,,,426.90,442.23,440.39,450.26,440.85,431.48,437.73,431.96,422.46,407.04,409.73,393.07,,,404.03,405.87,408.06,401.82,396.82,404.02,398.79,398.74,391.24,385.14,L7
2007-09-26 21:55:47+00:00,,,,,,,,,,286.17,309.58,301.85,317.18,334.28,335.11,360.30,383.01,408.75,421.22,448.32,451.23,,,,463.07,451.39,447.48,454.05,443.76,436.93,438.84,432.76,406.30,433.06,415.14,,,417.43,410.85,401.29,412.81,402.52,403.35,395.87,387.84,L7
2007-10-12 21:55:47+00:00,,,,,,,,,,252.30,276.28,289.80,307.75,324.17,327.47,348.74,369.72,,,,439.62,450.12,458.77,455.83,447.05,442.09,437.14,436.77,432.15,424.35,416.25,,,417.74,402.71,409.91,406.03,405.32,401.48,397.96,402.54,395.50,396.44,385.84,,L7
2007-12-31 21:56:23+00:00,,,,,,44.38,,261.31,,,,,,,,,,405.30,403.76,436.02,463.85,470.66,476.23,480.24,485.27,482.28,454.32,,,430.67,447.43,438.75,427.03,392.92,425.37,427.32,412.88,409.62,412.97,,,,448.47,408.42,415.06,L7
2008-02-01 21:56:21+00:00,,,,,,,,,,,,,,,,363.69,366.59,369.15,373.31,,,438.16,449.94,454.06,454.70,442.51,431.83,412.50,405.53,407.55,423.63,422.50,,,410.57,410.42,412.89,407.52,407.27,406.87,407.00,412.61,410.71,403.05,395.55,L7
2008-08-27 21:55:06+00:00,,,,,,,,,,,258.65,,266.52,283.15,317.35,344.89,374.67,424.29,410.95,404.32,399.94,410.85,,,435.60,437.26,432.31,433.21,419.62,406.58,401.04,394.84,387.14,379.40,374.50,,,398.83,400.88,391.43,380.51,376.15,375.32,379.49,385.34,L7
2008-10-30 21:54:58+00:00,,,,,,,,,,264.75,294.89,294.22,296.49,299.93,312.58,341.45,370.52,386.56,389.94,397.68,402.48,,,452.14,453.73,446.17,435.52,432.47,420.75,416.72,414.40,415.13,387.33,390.23,370.59,,,388.43,385.96,382.25,395.43,400.23,400.40,394.80,386.83,L7
2009-03-23 21:56:15+00:00,,,,,,,,,,,,277.09,309.14,325.69,346.20,382.01,410.30,422.50,415.71,415.23,432.70,454.28,462.33,,,449.11,438.91,438.55,433.05,432.67,434.65,435.86,415.57,400.39,391.95,397.13,,,422.24,406.74,398.83,399.30,406.58,403.07,399.68,L7
2009-11-26 21:56:28+00:00,,,,,49.19,81.43,,,,266.13,357.61,329.13,334.09,345.17,360.01,373.65,391.65,402.86,422.69,424.43,430.99,434.05,452.41,457.53,464.49,449.29,430.51,416.88,418.07,412.12,404.43,399.46,405.16,400.81,411.38,399.51,395.79,401.35,406.45,390.64,384.46,383.11,378.96,366.83,364.06,L5
2009-12-12 21:56:37+00:00,,,,,,88.65,,,,256.17,,,,,,,,,,,,,,,,441.28,424.69,420.20,416.58,413.95,397.71,393.54,391.88,394.17,403.86,400.67,394.75,392.83,392.23,387.24,381.94,376.81,376.02,364.28,364.40,L5
2009-12-20 21:57:07+00:00,,,,,89.02,117.99,,,,291.69,324.43,348.23,355.01,368.90,375.58,385.93,401.75,,,,446.26,445.52,455.75,467.90,471.78,459.49,426.19,421.22,419.25,429.47,,,,406.68,400.91,392.50,389.88,393.44,391.90,384.73,389.19,394.42,381.87,,,L7
2010-01-05 21:57:24+00:00,,,,,,,,256.38,,,330.84,335.90,334.13,339.00,362.72,376.27,387.11,401.22,431.79,437.44,,,452.92,476.33,463.42,454.99,438.95,428.89,438.02,432.76,418.02,414.71,409.34,,,416.23,404.11,407.17,399.75,392.01,392.60,385.27,378.48,372.74,383.78,L7
2010-01-13 21:56:49+00:00,,,,,,,,,,287.50,330.92,349.47,362.81,359.49,355.96,366.32,387.23,404.06,426.29,444.88,437.82,438.35,457.06,475.24,468.80,458.78,440.18,431.92,433.47,432.22,419.23,415.58,400.29,424.66,420.26,416.16,409.54,408.70,395.86,389.67,395.92,391.14,381.94,366.37,377.02,L5
2010-01-29 21:56:53+00:00,,,,,,,,,,291.21,330.51,339.48,339.49,341.70,346.33,365.32,388.77,413.65,422.46,440.72,434.38,440.04,464.67,469.68,470.83,460.10,453.58,449.54,448.89,446.52,435.79,423.23,397.51,428.09,411.46,408.21,403.37,410.08,403.73,402.41,406.01,399.71,392.81,379.46,378.97,L5
2010-05-13 21:58:09+00:00,,,,,,,,223.58,,327.79,,,,373.30,358.79,363.67,387.90,408.60,419.32,436.15,428.00,425.69,442.78,446.44,,,437.09,433.99,436.62,445.17,437.23,432.81,405.01,414.07,403.33,415.03,411.55,,,384.74,392.68,390.69,394.13,382.19,382.69,L7
2010-07-16 21:58:15+00:00,,,,,,,,,477.97,,,,349.14,352.70,345.36,367.14,385.47,403.88,432.52,442.99,446.37,445.14,443.47,432.83,,,433.89,430.16,419.62,426.79,446.54,444.30,419.16,398.42,411.61,418.24,412.55,,,,371.12,367.55,383.73,,414.80,L7
2010-10-28 21:55:51+00:00,,,283.03,,,,,330.01,346.98,367.48,375.42,360.93,352.03,353.32,363.77,382.29,407.57,435.71,459.73,453.91,449.54,445.67,441.67,448.40,434.77,441.13,458.62,453.78,445.69,,,400.39,399.67,395.75,396.52,403.61,410.13,398.35,402.84,404.56,404.48,,,,,L5
2010-11-05 21:58:37+00:00,,,,,,,,349.54,373.78,380.95,388.02,374.89,372.76,362.74,349.11,365.86,391.90,,,,442.52,438.56,452.06,443.24,442.41,445.54,447.95,447.10,443.61,433.61,426.73,,,406.38,392.52,403.91,400.97,398.07,402.24,402.82,414.03,404.01,397.08,,,L7
2010-11-21 21:58:50+00:00,,,,,189.83,,,351.12,362.81,377.53,,,364.34,356.68,348.36,363.83,388.90,417.92,425.34,447.20,445.20,447.60,454.91,,,,441.30,443.72,440.30,432.28,427.65,420.53,397.23,415.18,403.46,405.80,410.07,,,406.57,410.32,401.55,396.42,383.94,381.15,L7
2010-12-07 21:59:00+00:00,,,,,,,,341.56,362.70,384.83,390.13,377.73,362.43,360.43,364.77,376.90,401.09,424.25,,,,457.86,462.88,449.37,442.44,443.16,443.84,448.58,445.64,441.86,439.28,429.40,,,399.28,403.90,405.66,407.43,404.23,406.63,415.74,410.08,402.30,397.10,,L7
2010-12-31 21:55:56+00:00,,,,,220.86,260.56,282.41,293.46,332.54,351.49,365.88,355.92,332.63,353.23,368.37,374.87,396.61,406.78,421.83,440.66,452.45,457.46,451.59,432.76,430.77,435.93,428.29,411.61,409.29,426.50,421.30,406.92,397.04,400.52,397.17,398.11,399.71,405.44,410.82,406.14,402.78,401.64,402.48,394.01,382.23,L5
2011-01-16 21:55:58+00:00,,,,,232.31,271.43,291.53,329.31,347.42,359.72,381.32,366.02,347.00,359.76,371.42,378.71,399.42,414.20,430.66,451.15,461.07,463.12,463.30,457.88,441.51,437.20,440.85,425.71,428.21,434.33,426.38,420.91,408.97,408.89,402.39,412.68,416.63,417.08,414.20,412.61,417.30,415.34,414.82,407.98,401.17,L5
2011-02-09 21:59:27+00:00,,,292.87,,,268.04,296.76,315.55,339.35,340.88,,333.20,,,368.89,377.01,390.65,398.78,421.16,440.44,455.77,459.28,456.22,452.72,449.54,,,,413.03,411.97,415.81,418.03,406.96,386.12,398.49,400.63,405.68,407.91,,,,396.13,400.49,394.81,380.79,L7
2011-02-17 21:56:00+00:00,,,,,,325.19,359.68,,,419.19,420.41,,,388.16,377.83,395.17,412.94,429.65,440.92,465.17,464.58,471.67,492.94,475.35,469.85,458.96,458.49,462.75,,,456.03,451.85,426.26,,415.04,428.68,436.04,432.60,428.72,422.14,430.47,422.69,424.43,414.48,394.46,L5
2011-02-25 21:59:32+00:00,,194.66,287.89,,,,,,,415.00,,322.19,349.78,360.99,379.39,377.46,383.25,400.68,424.90,440.41,452.67,447.37,445.56,,,446.01,427.04,405.23,400.21,407.78,417.70,413.67,412.86,384.78,400.55,405.29,,,426.53,423.45,416.45,409.37,409.21,413.93,401.05,L7
2011-03-21 21:55:52+00:00,,,,,248.36,300.78,329.68,360.23,395.39,400.62,386.25,,393.38,380.10,368.06,388.08,406.27,423.35,426.02,442.63,448.57,454.08,466.96,455.39,447.09,443.73,434.79,434.61,424.55,427.77,428.81,432.20,403.79,413.68,401.94,408.26,406.88,408.34,407.26,410.59,410.58,405.66,401.58,392.63,389.30,L5
2011-09-05 21:59:22+00:00,,185.08,,,,,,,359.53,,,,396.06,358.59,384.24,390.20,401.53,424.33,415.94,,,,439.85,473.32,465.74,423.50,430.58,433.19,447.06,449.86,403.95,402.61,414.34,,,393.61,392.13,406.76,403.47,397.99,384.63,389.71,399.30,389.84,389.26,L7
2012-03-15 22:00:09+00:00,196.72,,,,,,,409.36,383.01,,348.75,363.41,,,408.45,401.91,409.51,461.99,431.47,434.00,457.43,460.23,456.88,445.60,439.34,,,417.70,422.15,409.04,397.44,392.22,388.04,370.85,,,392.87,391.89,,,411.14,410.93,424.35,431.82,,L7
