dates,satname,nzd0241-0000,nzd0241-0001,nzd0241-0002,nzd0241-0003,nzd0241-0004,nzd0241-0005,nzd0241-0006,nzd0241-0007,nzd0241-0008,nzd0241-0009,nzd0241-0010,nzd0241-0011,nzd0241-0012,nzd0241-0013,nzd0241-0014,nzd0241-0015,nzd0241-0016,nzd0241-0017,nzd0241-0018,nzd0241-0019,nzd0241-0020,nzd0241-0021,nzd0241-0022,nzd0241-0023,nzd0241-0024,nzd0241-0025,nzd0241-0026,nzd0241-0027,nzd0241-0028,nzd0241-0029,nzd0241-0030,nzd0241-0031,nzd0241-0032,nzd0241-0033,nzd0241-0034,nzd0241-0035,nzd0241-0036,nzd0241-0037,nzd0241-0038,nzd0241-0039,nzd0241-0040,nzd0241-0041,nzd0241-0042,nzd0241-0043,nzd0241-0044
1999-07-18 21:58:49+00:00,L7,483.11,389.05,266.54,212.99,,,,,,,,593.85,501.22,644.80,298.97,232.65,,,,,437.31,439.22,445.78,465.49,464.90,447.91,458.51,464.92,462.66,461.95,443.52,418.77,383.79,381.94,394.68,389.69,384.20,377.86,368.77,364.00,371.40,373.78,378.23,372.31,382.86
1999-12-25 21:58:52+00:00,L7,,,,,,,,,,,,,,84.57,152.45,195.09,,329.99,384.12,417.54,424.99,436.56,457.60,457.26,469.84,470.87,464.82,462.37,447.66,438.12,430.13,408.42,395.06,397.33,409.05,416.17,403.26,393.74,389.45,386.65,379.53,378.75,373.21,372.55,371.43
2000-01-10 21:58:52+00:00,L7,199.16,184.35,136.24,,,,,,,,,,,124.88,152.97,192.82,,,396.51,431.42,437.84,454.12,458.11,,503.30,488.29,473.04,479.63,465.89,450.15,445.20,427.49,410.17,414.61,409.92,410.14,403.56,394.60,393.02,390.86,392.29,390.82,385.36,374.44,382.98
2000-03-14 21:58:35+00:00,L7,,,,419.78,307.36,,317.19,338.25,,,,,,,,,,,,,484.15,504.52,498.68,509.35,531.60,529.59,496.41,492.95,470.45,472.17,459.11,448.37,447.80,454.80,449.10,437.86,460.82,449.70,437.30,422.92,408.76,403.71,421.59,432.71,442.47
2000-03-30 21:58:33+00:00,L7,,560.32,357.39,,,,,,,,,,65.47,97.13,111.91,,,378.06,427.31,450.18,470.68,483.36,484.96,491.20,492.00,495.99,480.23,467.23,463.19,460.73,453.20,438.95,428.74,419.23,429.07,429.83,427.46,424.15,418.06,407.72,398.26,399.75,407.23,410.67,407.84
2000-04-15 21:58:19+00:00,L7,,,,,,,,,,,,,,,88.98,,,,397.19,425.28,454.16,462.03,471.59,469.34,476.69,469.63,460.94,453.42,447.19,447.68,446.26,,,,,,,,,,,,,,506.15
2001-03-17 21:56:16+00:00,L7,236.72,243.75,279.66,,,,,,,,,124.76,140.27,147.93,165.52,,,469.54,505.93,517.63,523.01,490.78,488.80,496.65,507.93,559.72,561.86,553.37,504.43,491.30,471.12,463.90,457.06,450.30,443.01,445.79,439.72,449.47,457.72,457.15,446.63,430.22,423.35,418.51,419.52
2001-06-05 21:55:40+00:00,L7,,,,,,,,,,,,,,,94.79,,205.32,,364.44,416.25,405.62,410.33,,450.26,452.09,451.95,448.96,449.67,426.60,418.18,423.00,413.52,391.97,384.96,406.38,404.54,401.28,401.78,391.69,382.27,372.01,370.65,368.64,366.66,367.51
2001-08-24 21:54:48+00:00,L7,326.38,445.80,421.93,,,,,,,,,,170.10,179.54,,,384.35,409.05,430.14,430.43,458.02,482.74,493.78,508.13,504.15,500.26,489.65,483.60,464.05,449.99,442.45,446.79,431.56,429.68,422.29,426.68,421.45,418.15,414.71,407.76,395.08,394.63,398.14,407.21,398.36
2001-09-09 21:54:36+00:00,L7,390.49,490.86,483.92,573.20,528.13,,,559.46,527.30,484.65,417.08,102.89,180.06,276.25,,374.72,399.65,,548.48,,497.27,506.00,521.24,555.07,556.61,557.86,560.76,,494.88,473.48,506.14,514.88,475.19,458.69,447.47,443.17,439.73,443.90,436.31,438.78,425.99,408.66,417.42,422.90,446.57
