,dates,jap0013-0000,jap0013-0001,jap0013-0002,jap0013-0003,jap0013-0004,jap0013-0005,jap0013-0006,jap0013-0007,jap0013-0008,jap0013-0009,jap0013-0010,jap0013-0011,jap0013-0012,jap0013-0013,jap0013-0014,jap0013-0015,jap0013-0016,jap0013-0017,jap0013-0018,jap0013-0019,jap0013-0020,jap0013-0021,jap0013-0022,jap0013-0023,jap0013-0024,jap0013-0025,jap0013-0026,jap0013-0027,jap0013-0028,jap0013-0029,jap0013-0030,jap0013-0031,jap0013-0032,jap0013-0033,jap0013-0034,jap0013-0035,jap0013-0036,jap0013-0037,jap0013-0038,jap0013-0039,jap0013-0040,jap0013-0041,jap0013-0042,jap0013-0043,jap0013-0044,jap0013-0045,jap0013-0046,jap0013-0047,jap0013-0048,jap0013-0049,jap0013-0050,jap0013-0051,jap0013-0052,jap0013-0053,jap0013-0054,jap0013-0055
0,1986-05-13 00:19:38+00:00,141.66225659794353,132.87543585379433,122.833303996826,121.44659782331277,117.3907292505197,137.31367392671683,136.545790024591,141.62483799043352,138.3137292364119,133.46215745982022,120.69995707398812,112.57997204029769,111.55117622113566,117.92096078786324,117.93209444871862,116.22291034988531,112.00257049014606,112.40187504457194,112.77363516117975,119.37238852003601,120.24139460222776,118.62025654623201,105.21791615421577,112.73326356575623,124.41882415316692,131.1256745441476,136.48122094997848,102.99345024061698,111.82427953272168,122.95859296601522,122.39360007328575,122.66842950254616,129.0825700716305,123.38623790004561,119.58644356648253,116.44070493728276,109.41601851722777,103.03229413297368,107.66439533893525,108.61592635371179,106.1518539964151,98.08515695706949,98.54119858494829,82.83637871080161,100.22355818464459,102.78688943756192,107.06460842262041,112.08187046567234,111.65667493514411,111.71428173680835,110.88953856571193,98.70709340840703,85.19767912935352,87.92455021731972,97.67657812990488,102.72161052533906
1,1986-10-20 00:14:19+00:00,135.73309108068364,129.95642668072728,117.34701020426174,120.55551783294443,119.10103621874447,128.6479895788924,126.05996001091185,133.11624395579497,127.93933017213345,121.665599296294,113.9641664159318,104.90238009076404,107.22888815857814,108.45382299543796,116.76705856547568,118.73759916804875,114.72597061644846,118.35387349624689,116.52040141040416,119.21266423256984,119.14355511545304,117.84683496946172,105.68386136134336,103.94342136907568,123.5332386974791,137.91621541614614,142.0327222413972,127.48461786652042,118.91053959474769,131.84607009596863,128.55454028242465,124.54360656811242,130.672338940242,129.0266110059623,127.00675238720768,126.04185676991762,120.57088800338188,114.50645496116992,112.73201118084582,112.43663854508739,107.554062403205,109.97589492454897,107.8888190210618,,101.43064600061756,108.04996285730641,109.53634036947707,124.81410448664366,122.17923931667454,128.60917556682938,127.53243108377217,107.99972891665809,107.41784966369698,102.8109715985993,108.24309127070953,129.6554675271035
2,1987-06-01 00:19:08+00:00,146.3159333967984,143.9280365881765,130.109952248417,132.3530616153402,122.81714376854008,135.30108815500364,133.60857733180885,138.90573378214367,140.90167701967914,131.24283325628264,122.33113325484871,118.50190049412029,110.22816798491104,115.76976385143558,119.67971290736497,118.55376049744216,115.09684925751726,116.32762880938262,121.95132964988295,127.6608275429377,125.1248638441277,126.88483537499175,105.93850985368067,103.88183421227532,128.29090928769267,135.62036996840635,140.71468771698062,128.58912701735198,123.72007797468214,129.569555863303,129.41489047146067,132.01902707745643,140.279783215804,135.48656387418794,126.26567004371913,128.25142662163051,126.54298983670184,121.58011404109772,121.03314000088274,124.83398863336093,119.18902386419663,117.42206366064525,108.54955304186535,83.78843049652616,119.34033077283343,122.3721457132385,124.04814922332372,118.92310442014693,117.84986779304023,111.16413907935399,110.33622643708634,105.82325468164379,95.11932131971128,112.70962559056548,107.56270982983574,118.15787059209205
3,1987-06-17 00:19:29+00:00,153.32595697961293,139.02780056942103,123.75397164808639,134.06977282158599,126.77457920077015,142.79963637855514,143.36680529292778,145.66046580299883,143.69527337570224,138.175363451228,133.7430509053458,125.94011424580788,121.9638440875265,122.40214073233001,123.31243914532995,123.08841275753622,118.4790694746506,119.84784200225303,123.55642928011954,126.7379417388029,124.52081976374967,126.88069810824042,128.01839159293783,107.32054483789751,132.3998534196419,136.5059508044669,142.031335462524,131.8180898392423,139.32069713534338,139.4693020013076,139.3800366755135,144.1086182103003,145.55989425960172,136.0699538429534,129.9340914788219,131.9190924104196,130.69559809507996,125.09822030600526,125.26722103608206,131.53396017059995,129.45852709321406,124.65007088646055,114.52699231749969,82.43676411973975,130.97088466673785,131.56426880498952,140.2895219741485,140.98832636990474,129.34133525955247,128.6587517399516,130.12207583306503,134.4274612716548,119.53608001520871,143.4228458718888,113.35224100550788,122.84294150896454
4,1987-07-03 00:19:49+00:00,133.1032888061755,133.0995419437888,119.40987406328298,127.18729875375982,125.31627090876319,134.91741369604796,135.6875000450462,140.50372959003656,138.90501461766803,134.58499512737143,125.06240949457168,121.25183754910228,116.32781005022942,118.54311596727187,121.42802437965261,115.89733716000573,113.29883376195828,117.29812084944528,116.24688041172261,119.29653582022608,119.7846795805414,118.16505603283929,101.04797846341427,102.59309800279023,123.06631258216851,128.37440356337288,134.98384819742253,106.52967997925347,118.52556669903,134.69788314011453,134.16882129957762,137.97054913479568,138.38983905160822,128.16085310063292,127.14231880131075,119.99369739472994,120.43361826658483,120.68783276735834,114.44244345538026,117.27000335567016,119.42472591079951,113.68360105098233,102.18046462769843,80.88520221440413,118.21634559242258,120.62459421473189,123.77654531954501,128.0182700429663,122.5185456988979,117.4953335867236,111.65357377812599,112.68522615644682,93.06620689121021,,117.25399041721704,113.65840858032013
5,1987-11-24 00:23:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1987-12-10 00:23:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1988-09-07 00:25:41+00:00,139.8044253821253,134.26237788732078,118.73525714925592,126.9108481131035,123.12454341562582,132.46148897369497,127.45196042136725,140.7290730301932,146.665134064239,138.66144201118567,135.56096311115593,122.5259850227095,115.28347770699266,118.62782008305987,121.17906477882181,113.73202934987424,118.21099041226647,119.311860955779,125.86348496016143,124.30400887241034,126.86439190486693,127.830282586619,118.46621448486809,114.32203926228911,130.02683884835335,132.49393061979774,142.37399725851733,124.41113266382649,125.77122025881751,139.21495412948892,132.7303446752672,133.8278895961045,141.40846572279992,150.7027620989079,133.89662719162715,127.13191296018047,124.04634324844247,119.93272944334879,116.21574108431071,115.13336622344411,117.07778690921751,113.93539559009488,102.31522583604013,82.38938420466872,113.01172988516313,117.6285282620637,117.82013429528331,121.9401249617957,125.02764041673626,112.18695834456042,110.57678813595707,117.72819217845678,,112.68244771134171,105.1407298292695,111.32906925098202
8,1989-01-13 00:25:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1989-08-25 00:21:24+00:00,133.69451765285962,126.32853312609302,110.09343705907422,121.26957208672313,117.69711180202998,128.58391764998137,128.86853091558314,135.44919726337142,141.70987943288893,138.52608349742317,127.71416947581704,123.41476793348812,121.66552289904058,120.39207632111061,114.46994004467803,108.67717309524214,105.44725098774998,107.48439024454825,111.47642447178792,113.78345022114989,118.87838746941964,117.42887583292725,91.94526444713586,99.49227908313496,124.0946834451036,132.4690180521022,135.07469180227537,101.7443278730291,118.85798901827796,134.32016671659693,137.68978848869028,142.22531055432898,138.06931861928973,134.966939937667,128.54468558032147,118.92618304816041,114.70138206370075,108.48688431134383,110.96291422139416,110.28234676309941,106.31788429899194,107.3209003101576,107.04024754929083,86.43294995916213,102.88050012725702,102.91612190630975,110.81589150000008,117.3520402810068,119.06774168585781,118.07992314795507,105.94991840670133,103.79669765477934,93.94365140748707,97.53908964031176,97.38032667913605,103.61248785559053
10,1989-11-29 00:18:49+00:00,131.72340840724058,116.75301512828841,105.34297425972223,116.66599042100249,113.81154919634196,122.84693750018175,122.74449290808704,130.3672201938599,135.66590408554853,124.63866178926867,110.74443795119721,114.5186468282723,110.06858705061292,114.41387857313732,106.34677478996738,102.7431858564288,107.01531154999395,108.14678229708358,117.75806374106472,113.95510093933726,117.42622444719143,108.87205933176719,97.3946934497424,108.67164616628612,128.0809483986328,128.38971539434357,130.94156488725383,114.50070524354756,112.935893743397,118.23576014904565,125.24428406944709,123.41684712030963,128.56099899624127,117.26358892972448,114.018300984398,112.47947422307416,110.42578255533245,116.006017851936,104.90907657098924,101.47107228254029,106.7357234119792,107.48829260837186,106.05156113336204,79.10408491957432,94.02100109317203,102.39418408460469,111.03643266459378,112.14925876608012,105.44824775223235,103.03788916221802,94.01528184611186,97.20813064698564,95.94075433417117,93.94048511614939,88.1074025623417,100.82024501644348
11,1990-01-16 00:17:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
