dates,satname,nzd0431-0000,nzd0431-0001,nzd0431-0002,nzd0431-0003,nzd0431-0004,nzd0431-0005,nzd0431-0006,nzd0431-0007,nzd0431-0008,nzd0431-0009,nzd0431-0010,nzd0431-0011,nzd0431-0012,nzd0431-0013,nzd0431-0014,nzd0431-0015,nzd0431-0016,nzd0431-0017,nzd0431-0018,nzd0431-0019,nzd0431-0020,nzd0431-0021,nzd0431-0022,nzd0431-0023,nzd0431-0024,nzd0431-0025,nzd0431-0026,nzd0431-0027,nzd0431-0028,nzd0431-0029,nzd0431-0030,nzd0431-0031,nzd0431-0032,nzd0431-0033,nzd0431-0034,nzd0431-0035,nzd0431-0036,nzd0431-0037,nzd0431-0038,nzd0431-0039,nzd0431-0040,nzd0431-0041,nzd0431-0042,nzd0431-0043,nzd0431-0044,nzd0431-0045,nzd0431-0046,nzd0431-0047,nzd0431-0048,nzd0431-0049,nzd0431-0050,nzd0431-0051,nzd0431-0052,nzd0431-0053,nzd0431-0054,nzd0431-0055,nzd0431-0056,nzd0431-0057,nzd0431-0058,nzd0431-0059,nzd0431-0060,nzd0431-0061,nzd0431-0062,nzd0431-0063,nzd0431-0064,nzd0431-0065,nzd0431-0066,nzd0431-0067,nzd0431-0068,nzd0431-0069,nzd0431-0070,nzd0431-0071,nzd0431-0072,nzd0431-0073,nzd0431-0074,nzd0431-0075,nzd0431-0076,nzd0431-0077,nzd0431-0078,nzd0431-0079,nzd0431-0080,nzd0431-0081,nzd0431-0082,nzd0431-0083,nzd0431-0084,nzd0431-0085,nzd0431-0086,nzd0431-0087,nzd0431-0088,nzd0431-0089,nzd0431-0090,nzd0431-0091,nzd0431-0092,nzd0431-0093,nzd0431-0094,nzd0431-0095,nzd0431-0096,nzd0431-0097,nzd0431-0098,nzd0431-0099,nzd0431-0100,nzd0431-0101,nzd0431-0102,nzd0431-0103,nzd0431-0104,nzd0431-0105,nzd0431-0106,nzd0431-0107,nzd0431-0108,nzd0431-0109,nzd0431-0110,nzd0431-0111,nzd0431-0112,nzd0431-0113,nzd0431-0114,nzd0431-0115,nzd0431-0116,nzd0431-0117,nzd0431-0118,nzd0431-0119,nzd0431-0120,nzd0431-0121,nzd0431-0122,nzd0431-0123,nzd0431-0124,nzd0431-0125,nzd0431-0126,nzd0431-0127,nzd0431-0128,nzd0431-0129,nzd0431-0130,nzd0431-0131,nzd0431-0132,nzd0431-0133,nzd0431-0134,nzd0431-0135,nzd0431-0136,nzd0431-0137,nzd0431-0138,nzd0431-0139
2009-03-12 22:16:18+00:00,L7,344.83,333.30,325.55,347.41,360.60,359.70,346.18,,,,,,,,,,,,367.03,346.68,333.58,339.26,337.40,342.55,350.64,352.64,348.90,358.62,365.79,,,,,,,,,,,,,,,,382.68,382.04,372.48,372.14,372.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-21 22:10:11+00:00,L7,363.65,353.98,356.64,369.63,379.14,373.27,368.20,350.86,333.35,334.81,336.94,343.61,348.44,353.75,361.92,365.61,367.93,359.54,,,,,351.88,353.09,358.41,363.40,367.85,372.11,380.19,383.14,381.14,378.09,379.18,378.91,376.26,378.87,375.43,375.00,,,,,386.38,384.24,391.43,389.51,388.96,387.55,384.42,382.51,379.78,382.65,383.52,382.69,380.04,379.70,377.68,,,,367.19,368.34,363.18,365.47,367.66,373.15,374.12,375.59,388.92,385.28,385.80,375.44,371.32,365.84,,,,376.01,370.05,374.74,376.90,377.88,371.54,370.57,368.90,365.06,367.61,368.66,370.70,373.35,377.56,382.47,,,,380.51,378.37,381.79,385.86,392.57,396.65,401.94,402.03,401.65,399.93,400.12,403.57,399.58,,,,390.80,388.81,386.56,381.55,382.67,383.06,382.18,384.10,385.76,388.86,387.58,388.13,390.24,,,390.34,390.76,388.36,386.39,381.54,384.15,379.58,379.53,378.64,382.51,387.75,391.31,,
2009-04-13 22:16:30+00:00,L7,360.38,349.02,352.11,364.42,,,,,,,,,,,,,,,,,,,,377.60,375.07,381.99,391.57,406.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-22 22:10:22+00:00,L7,365.56,347.00,345.67,363.14,372.14,379.89,,,,,,341.36,344.23,351.55,357.45,359.64,358.30,357.29,360.11,352.33,344.77,341.35,342.49,350.47,347.12,358.69,362.76,362.58,,,,,374.82,375.70,372.78,371.20,373.48,374.91,370.03,381.60,381.71,384.32,387.44,388.98,394.86,389.37,385.59,387.83,,,377.82,378.98,377.14,375.55,373.63,368.55,366.13,364.61,362.41,361.80,361.27,359.62,357.20,361.63,365.16,,,,365.26,381.51,379.06,377.90,373.44,366.62,358.36,350.16,366.05,370.06,365.91,373.69,375.19,371.14,366.35,,,,363.23,366.64,364.33,369.37,373.43,376.28,379.41,377.41,375.73,376.19,374.32,376.70,380.76,385.82,389.89,,,394.40,391.11,393.47,396.48,391.15,389.57,385.86,387.71,389.26,386.28,381.71,382.46,380.65,,,382.02,382.11,377.67,374.06,381.38,379.72,380.70,380.63,382.24,381.78,385.71,384.41,377.41,,,,,,,,,
2009-05-24 22:10:26+00:00,L7,,,,365.49,362.34,356.84,358.17,358.09,340.80,331.79,328.33,339.32,345.86,347.83,354.19,361.18,364.92,360.70,349.58,347.73,343.58,343.43,347.32,351.60,,,,367.08,368.24,371.95,369.91,374.49,367.80,368.38,370.68,374.42,372.06,370.61,374.48,379.46,383.09,381.43,382.98,,211.62,200.93,386.19,380.66,382.08,378.75,377.84,373.79,371.44,376.98,371.59,372.43,374.09,369.10,365.89,366.82,365.06,,,,363.64,370.23,369.02,370.48,361.70,370.72,378.12,377.99,368.37,367.65,365.43,358.30,375.43,381.45,,,,374.78,368.82,370.19,373.78,361.78,364.58,357.24,367.34,371.34,378.75,373.86,377.40,370.69,371.13,376.54,368.84,,,369.68,376.66,392.85,388.30,386.13,,389.28,384.24,386.84,389.03,390.57,393.78,384.88,,,378.05,378.82,374.95,373.19,372.04,375.12,372.07,370.97,376.15,376.54,383.01,381.38,381.37,,,377.65,368.43,369.45,,,,,,,,
2009-05-31 22:16:36+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-25 22:10:23+00:00,L7,386.89,386.67,382.67,386.78,384.01,372.26,377.02,373.88,361.13,,,,,364.28,371.06,387.61,381.74,376.27,,,,,357.41,356.59,357.41,364.47,369.36,376.08,372.21,375.43,380.08,383.41,380.31,372.14,380.25,,383.01,384.69,384.42,,,,389.68,395.36,398.67,399.52,398.53,395.99,393.32,389.23,390.05,389.24,,,382.99,380.60,387.38,,,,369.79,370.54,371.60,372.96,372.50,368.56,373.29,382.05,387.02,390.62,390.05,382.19,377.45,371.62,177.74,154.47,374.44,378.40,,379.98,380.30,384.59,375.89,371.15,372.10,370.21,365.05,364.53,374.25,368.08,380.69,387.18,,,,377.78,377.89,375.99,,,,,,,,,,,,,,,,385.51,385.23,383.52,383.75,387.37,374.22,373.33,375.09,378.62,379.16,381.59,,,,,,,,,,,,,,,,
2009-07-11 22:10:19+00:00,L7,393.99,375.41,386.97,390.08,388.15,378.64,377.45,370.18,363.74,,,352.17,357.39,368.58,374.35,386.70,,,,,364.10,358.22,363.01,369.45,366.66,374.74,372.54,380.18,381.11,390.38,388.55,390.38,388.66,384.86,388.58,,392.61,113.83,70.68,,392.60,396.67,398.87,403.89,408.86,403.25,400.23,399.33,398.05,398.65,391.59,390.22,388.80,389.44,387.49,,,,380.39,377.09,373.97,376.29,378.33,372.91,374.31,379.62,384.92,389.71,394.67,397.40,388.85,390.04,382.57,195.55,171.59,365.92,379.76,382.86,380.79,380.13,387.41,393.53,381.03,377.00,381.16,377.74,382.67,379.02,381.29,388.59,,,,392.26,389.84,389.60,387.17,394.94,391.27,398.35,400.16,404.46,405.57,407.81,401.51,396.81,400.64,,,401.16,402.87,396.48,393.56,397.80,392.23,394.18,387.30,390.42,385.97,386.40,383.79,385.02,,,392.80,389.86,392.64,389.12,391.82,391.61,392.13,382.43,,,,,,,,
2009-07-18 22:16:28+00:00,L7,,,,,,,,,,,,,,345.96,350.31,357.10,365.41,361.77,360.42,355.04,353.41,352.28,355.38,358.67,357.15,,,,,,,,,,368.91,371.12,376.82,377.77,393.95,381.48,378.04,379.86,386.99,395.75,390.38,176.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-19 22:16:20+00:00,L7,,,,,,,342.76,338.89,328.42,309.43,315.64,323.31,327.09,339.17,355.72,358.03,351.17,346.62,344.92,344.01,,,,,,,,,,359.59,363.30,366.91,363.43,358.19,362.57,369.94,368.39,357.53,351.99,360.71,,,,,,,,,,367.94,365.20,367.40,370.01,367.86,366.56,361.09,360.17,352.64,353.39,,,,,,,,365.36,357.77,347.85,348.17,357.44,359.38,355.70,364.56,355.01,373.82,106.56,,,,,,,,,,,,,,369.14,367.44,382.06,380.70,,,,,,,,,,,,,,384.18,381.18,381.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-28 22:10:09+00:00,L7,360.04,346.03,347.47,349.82,342.60,341.80,339.83,344.65,343.63,,,,,340.68,343.37,350.13,352.07,348.11,343.33,334.60,329.63,328.02,331.44,333.93,336.29,335.05,351.62,354.00,355.12,356.29,,,,,362.53,357.77,356.11,352.03,349.02,365.63,368.38,365.27,363.24,363.79,378.38,377.53,374.44,372.76,368.12,371.42,,,,363.06,362.52,358.11,358.13,360.34,353.08,356.30,355.65,348.73,352.00,353.43,355.49,357.79,357.60,,,,366.34,361.00,352.77,349.67,350.97,342.63,351.05,358.71,357.17,358.09,355.89,361.62,357.07,356.66,372.32,,,,362.73,365.21,367.86,373.71,371.33,367.37,362.23,358.90,358.97,360.07,364.87,365.96,373.38,380.43,,,,381.81,385.49,382.19,383.62,379.94,384.46,376.89,373.50,366.18,359.59,367.38,367.70,371.06,,,367.04,364.91,363.51,369.56,366.77,366.05,366.21,369.96,367.34,375.13,372.29,367.21,,,,,,,,
2009-09-04 22:16:20+00:00,L7,368.53,356.44,355.99,354.75,,,,,,,,,,,,,370.36,365.78,358.60,354.47,351.78,352.31,351.53,354.33,357.56,362.13,368.36,366.70,,,,,,,,,376.81,375.36,377.92,383.74,387.15,391.76,395.85,397.88,402.18,403.00,395.79,,,,,,,,,378.02,371.41,372.02,368.28,364.43,369.47,371.78,368.34,368.48,371.06,,,,,,,,,,,,,,370.66,373.74,372.52,374.47,378.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-29 22:10:06+00:00,L7,357.40,340.77,341.07,341.11,333.28,323.62,321.48,325.90,340.07,354.46,,,,,,351.85,352.31,349.28,342.33,331.72,329.43,333.99,336.22,340.27,337.90,339.50,339.84,347.60,351.43,356.82,361.56,367.05,,,,358.63,360.59,357.02,361.98,365.04,368.06,367.20,367.25,378.20,376.31,375.59,374.80,371.06,372.60,366.71,370.74,,,,355.59,354.48,355.54,356.64,350.14,348.20,344.75,348.30,342.56,340.05,344.83,347.77,355.39,362.95,,,,357.03,353.44,349.48,339.27,339.90,348.05,352.18,350.31,351.41,353.92,354.48,355.01,356.41,359.76,351.03,,,,357.48,361.21,366.68,375.28,370.64,368.44,363.02,363.92,370.00,370.80,370.21,374.72,379.83,382.45,,,378.72,383.03,385.47,380.13,378.57,377.48,374.44,372.71,372.90,371.50,365.84,369.98,369.55,,,,364.43,364.75,367.61,369.50,367.11,364.86,364.45,363.05,364.16,363.12,358.38,357.49,,,361.64,361.83,360.71,358.22,
2009-11-07 22:16:41+00:00,L7,,,,,,,,,,,,,,374.01,372.96,385.25,386.08,378.93,373.66,375.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-02 22:10:48+00:00,L7,338.58,335.06,339.19,343.35,335.32,331.13,322.09,328.89,327.98,325.71,318.75,322.44,331.85,338.37,342.18,348.01,353.84,344.95,335.15,334.53,326.40,328.28,,,,331.11,337.95,344.86,346.99,346.82,345.02,346.14,352.37,355.38,351.41,355.78,353.45,352.37,343.94,351.21,355.24,360.45,,,,366.64,364.80,363.69,362.59,362.85,359.67,360.87,358.77,358.98,350.59,344.96,345.77,345.31,335.90,340.64,,,335.53,334.04,339.15,344.82,350.52,353.33,333.99,358.75,354.55,347.80,340.86,336.87,330.10,321.08,336.28,,,,341.35,347.59,347.61,347.21,339.69,333.75,338.75,342.22,345.15,347.52,353.45,365.43,367.23,365.89,361.81,,,361.53,365.07,366.52,372.52,377.98,375.67,377.30,371.37,352.35,359.75,369.99,370.88,372.30,370.34,,,369.51,365.28,365.87,362.08,364.25,365.33,364.13,361.72,361.95,361.26,361.74,367.43,364.75,,,365.53,366.23,365.39,368.11,361.68,360.75,358.33,353.54,353.26,352.46,342.29,
2010-01-27 22:10:50+00:00,L5,360.64,335.20,332.79,341.99,338.48,342.53,344.52,346.27,345.69,347.48,358.53,364.00,354.27,362.52,357.54,361.44,361.70,356.98,349.63,341.21,335.19,328.90,336.87,338.76,343.00,344.00,352.40,354.70,361.92,365.08,360.72,365.09,362.86,365.23,365.19,361.79,359.56,361.28,359.48,368.38,369.95,370.27,374.08,373.75,381.39,386.13,381.47,378.31,371.52,371.87,371.87,372.94,372.09,373.30,367.30,363.77,358.54,350.55,352.28,350.90,346.40,346.91,339.70,342.83,348.25,358.22,363.38,368.98,366.54,376.55,368.94,354.11,348.51,343.48,328.09,329.68,343.91,356.50,352.41,355.17,361.93,360.72,358.63,355.57,353.38,350.21,350.70,352.96,356.40,360.28,365.36,371.37,374.23,368.81,369.82,366.14,365.60,365.44,371.89,372.54,376.43,379.74,382.63,377.78,371.95,384.78,383.60,383.47,379.32,382.08,380.01,382.28,379.68,378.58,375.00,380.72,374.94,370.26,372.37,371.58,373.75,368.38,371.59,371.00,375.14,374.60,369.66,368.21,375.92,378.32,381.91,379.31,373.56,369.43,360.64,365.97,364.78,,,
2010-02-19 22:17:05+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.88,345.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-20 22:11:57+00:00,L7,373.20,355.73,348.15,354.75,356.58,351.47,,,,371.65,376.49,387.64,391.73,386.45,387.92,388.83,388.09,380.89,374.34,364.43,360.10,355.13,355.38,361.79,363.60,369.86,372.72,375.79,,,,386.94,386.59,386.15,386.15,385.11,387.52,389.88,390.95,387.55,389.24,388.74,390.28,398.42,402.71,402.93,400.38,400.20,,,399.46,396.19,394.12,397.27,395.02,387.74,384.81,382.33,377.80,371.65,370.61,368.77,366.24,366.75,371.93,,,391.47,396.85,399.20,401.99,391.85,373.38,371.64,363.87,352.72,369.20,380.04,379.54,377.87,380.67,382.57,388.11,,,382.49,379.92,380.35,382.90,389.67,392.43,399.93,401.21,390.41,390.77,385.21,384.96,388.60,389.99,395.29,,,412.19,402.43,401.05,403.76,401.51,403.74,400.14,393.41,394.38,398.02,394.08,392.18,393.13,394.86,,392.96,392.49,394.28,396.39,396.87,398.90,398.50,391.94,393.87,394.90,395.19,390.60,398.10,398.99,,401.16,399.95,396.75,396.59,398.55,398.27,397.95,408.30
2010-04-09 22:12:12+00:00,L7,,,,,,,346.07,350.34,355.37,357.89,361.37,372.85,378.17,380.39,382.35,385.96,381.07,372.08,361.96,348.92,345.44,347.46,344.92,348.38,350.93,,,,369.86,372.08,368.10,367.07,364.81,362.06,365.76,366.20,371.11,364.10,359.71,363.48,371.82,370.61,379.30,379.43,385.56,118.77,,384.09,380.21,380.33,381.62,380.02,380.35,379.84,375.79,371.39,369.27,365.62,359.71,356.99,353.67,359.09,355.01,,,363.48,366.22,370.29,375.76,366.70,368.62,364.49,357.76,353.59,339.94,339.06,353.84,360.71,358.61,361.55,,,,360.06,356.30,359.14,363.34,362.67,362.72,369.18,376.77,387.36,387.02,382.66,375.39,374.33,373.11,373.50,,,379.43,386.63,386.82,383.97,382.60,379.25,378.77,376.91,380.99,377.83,372.62,376.72,375.34,,,,378.29,376.73,379.17,374.26,379.15,375.75,383.21,379.54,379.66,383.65,382.99,380.26,,,381.80,377.71,372.76,371.67,,,,,,
2010-06-03 22:18:18+00:00,L7,,,379.36,381.37,370.93,374.11,371.96,380.02,385.94,380.20,380.15,391.31,402.77,399.10,405.46,413.37,410.73,,,,,,,,,,,391.25,394.32,396.37,388.71,395.68,394.08,392.16,397.44,,393.76,398.93,67.81,,,,,,,,415.34,408.05,406.79,403.57,401.93,407.49,419.97,409.17,414.08,397.42,388.92,,,,,,,,390.72,392.59,399.78,404.04,407.15,397.62,401.84,393.42,395.09,391.34,152.79,150.41,139.58,65.79,,,,,,,,,,,390.71,390.89,397.59,406.00,,,,,,,,,,,,,,411.41,413.24,407.20,412.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-05 22:18:22+00:00,L7,397.13,374.52,363.33,361.48,366.94,363.50,355.61,366.07,,,,82.15,,,,,,,399.72,391.36,374.83,373.28,375.99,377.92,380.01,382.12,383.43,384.08,384.89,388.19,,,,,,,,,,395.08,400.65,404.14,411.60,411.38,419.53,417.61,409.23,408.84,404.00,,,,,,,,,388.52,385.83,385.44,382.57,389.15,386.23,382.64,382.41,386.72,388.81,,,,,,,,,,,,,,397.42,400.20,392.27,390.91,389.07,,215.97,,,,,,,,,,,,407.78,406.19,405.85,420.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-22 22:18:25+00:00,L7,,,,,,,,,,,,,508.28,,,,,,,,,,,,,621.58,,,,,,575.29,,,,,,,,,,,,,,,,,,,,627.10,,,,,,,,,,,,,,,,,642.00,613.37,633.85,607.89,,,,,,,,,,,,,,,626.15,,,,532.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-31 22:12:16+00:00,L7,,,,351.67,350.40,349.32,351.10,358.09,362.22,363.19,368.35,372.93,,,392.26,398.52,403.04,397.96,390.16,379.61,366.56,365.19,,,,,368.21,369.44,373.81,382.26,378.54,377.05,378.61,378.10,378.74,379.81,375.45,379.01,382.12,383.45,385.73,396.55,,,202.84,395.59,389.31,390.78,388.06,391.01,389.78,389.21,389.85,391.98,385.24,380.79,382.91,378.30,374.30,372.19,,,,361.88,366.79,371.70,371.38,377.40,382.89,383.66,380.62,379.64,373.86,372.16,370.02,361.89,382.25,391.04,,,,376.34,368.76,365.95,374.20,370.05,373.12,376.27,381.52,384.82,390.54,394.18,399.04,399.23,390.34,388.94,,,397.95,399.62,401.37,404.34,402.52,396.18,398.92,396.10,395.11,398.27,401.78,393.81,396.62,395.92,,,387.20,383.19,383.77,383.47,386.95,385.27,389.57,388.84,389.69,397.55,398.66,398.04,399.41,,,389.79,387.24,386.19,386.39,381.21,377.90,377.23,383.72,382.07,389.36,414.09
2010-09-07 22:18:27+00:00,L7,,,,,334.92,334.18,338.03,336.04,346.99,345.44,346.00,352.85,357.31,356.44,347.70,348.92,370.91,,,,,,,,,,,,361.53,363.25,366.68,365.90,365.56,361.15,356.40,360.13,358.41,359.41,338.33,,,,,,,,,,,,,,373.96,370.23,365.29,361.32,361.36,,,,,,,,,,,,,,356.83,358.10,347.96,347.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-13 22:19:27+00:00,L7,349.10,331.02,324.23,346.94,348.01,345.70,351.55,,,,,,,,,,,400.68,390.81,378.33,360.79,366.58,366.76,364.26,367.24,371.66,373.26,372.02,387.11,,,,,,,,,,384.07,386.22,391.47,386.50,386.98,388.05,393.17,394.29,393.73,389.89,390.20,,,,,,,,,,,,,,363.57,370.87,372.62,376.39,,,,,,,,,,,,,,369.35,364.74,365.08,360.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-21 22:16:06+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-15 22:09:58+00:00,L5,342.13,323.93,325.03,327.19,329.16,321.95,320.89,323.47,327.49,337.04,342.41,342.84,343.22,346.95,363.67,376.21,378.94,373.23,365.97,364.01,356.12,348.32,346.28,350.20,350.73,353.85,353.26,355.21,363.07,367.38,361.46,359.34,356.87,354.78,357.79,355.38,350.78,360.83,361.31,356.84,366.48,370.14,375.40,379.16,381.28,371.79,364.84,364.25,362.92,364.60,362.61,360.81,360.85,357.19,355.41,352.42,343.29,345.06,344.11,346.62,340.60,349.40,339.31,332.59,338.70,341.92,344.46,347.00,341.94,337.72,355.35,360.66,358.88,352.05,337.38,328.82,344.80,350.59,355.14,355.57,351.03,346.66,336.80,336.74,339.47,328.29,341.89,348.71,350.13,351.61,364.45,369.97,377.07,374.90,372.36,372.89,369.26,370.20,371.73,369.46,371.34,374.20,360.59,374.73,376.56,382.53,382.00,380.54,377.29,379.61,380.32,379.68,379.41,377.74,366.64,365.99,366.04,364.85,364.57,360.47,363.51,369.27,368.77,375.66,378.72,378.00,376.18,371.76,372.88,365.19,375.10,373.31,372.39,374.72,387.96,395.30,,,,
2011-03-18 22:19:43+00:00,L7,344.35,336.92,,,,,,,,,,,,,336.10,,360.71,350.32,342.17,334.76,336.84,337.09,328.26,327.03,341.50,343.87,,,,,,,,,,352.33,349.77,349.17,357.79,350.89,373.31,377.65,375.57,371.26,374.40,356.87,,,,,,,,,353.01,353.15,353.79,349.91,350.37,347.92,341.21,347.27,330.57,340.33,,,,,,,,,324.39,327.04,328.83,321.27,336.71,353.13,356.15,360.87,362.96,365.28,,,,,,,,,,,,,,365.41,362.67,364.22,363.56,360.04,,,,,,,,,,,,353.34,357.72,356.92,354.77,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-27 22:13:34+00:00,L7,362.52,340.81,337.14,342.96,346.87,346.31,339.02,336.14,339.11,,,,,371.26,372.32,382.17,386.60,380.13,375.90,365.19,359.61,354.60,351.94,355.10,355.51,361.75,365.48,367.00,374.01,375.08,368.31,,,,372.23,369.75,365.93,370.17,368.61,375.95,379.95,378.03,379.14,379.37,385.73,385.00,381.66,378.81,372.34,381.34,,,,370.23,367.69,363.77,363.28,355.10,353.27,354.13,349.88,351.87,347.66,349.56,348.99,354.14,355.70,,,,372.74,364.24,359.78,359.06,353.19,346.70,357.40,362.39,364.14,364.80,361.88,363.51,358.60,357.21,356.87,358.19,174.95,,362.83,367.29,371.73,374.61,377.38,372.16,372.70,368.78,366.01,364.47,364.70,374.27,377.97,383.54,,,,386.55,383.15,384.68,379.16,379.17,376.54,373.48,375.94,370.42,374.74,373.80,369.38,368.42,,,372.19,369.52,374.20,378.73,376.80,380.98,377.48,372.00,366.72,373.57,377.06,394.51,,,403.16,405.51,390.25,380.11,377.87,387.15
2011-04-28 22:13:36+00:00,L7,368.38,356.05,342.94,355.78,355.41,352.04,348.24,351.68,354.24,357.24,362.50,368.11,371.79,373.26,379.73,,,,,367.86,360.38,359.35,358.53,362.88,365.72,365.48,371.73,371.46,379.69,383.15,379.32,374.93,374.81,372.75,372.50,388.86,,,,380.08,382.28,380.36,386.21,390.75,396.66,389.63,387.66,389.81,384.61,385.09,383.96,381.83,384.62,384.17,388.92,,,,363.35,361.05,360.94,359.61,357.44,357.36,365.07,369.07,369.30,373.20,384.32,379.76,383.16,388.20,,194.72,358.02,355.13,363.18,371.62,370.38,374.44,371.97,371.50,362.94,359.20,360.01,356.95,359.71,362.81,368.42,378.03,,,,380.40,375.87,377.81,376.30,376.76,382.06,388.56,387.50,393.96,395.99,396.67,393.00,387.89,,,,385.34,382.26,379.66,378.39,379.29,378.77,384.89,383.64,381.99,383.97,381.59,376.09,381.70,,,386.05,385.11,381.83,383.15,386.67,388.35,396.63,393.68,,,,,,,,
2011-05-21 22:19:44+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,281.02,,,,,,,,,,431.46,,233.67,,131.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.27,,,,,,,,,,,421.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-15 22:13:34+00:00,L7,368.39,353.67,352.07,355.29,346.25,344.46,339.91,333.33,,,345.52,346.92,364.52,363.49,366.80,379.21,381.10,381.33,,,,,351.17,353.96,353.00,359.58,360.00,372.59,363.18,363.41,367.64,364.04,361.51,362.80,360.28,,369.66,362.46,369.32,,,,378.64,376.98,374.68,375.34,382.98,386.80,371.71,364.65,369.42,367.62,364.18,364.48,365.08,355.49,375.21,,,,346.56,349.06,353.20,347.21,350.40,352.10,354.39,358.62,361.66,366.78,376.40,399.28,383.76,361.03,163.69,131.16,108.37,364.77,363.12,363.69,364.94,364.46,355.21,347.69,350.53,351.53,357.21,353.40,359.35,361.35,361.84,371.18,,,,363.61,357.91,361.48,370.02,380.22,374.55,370.06,373.72,380.13,379.78,391.09,382.91,379.80,383.48,,,375.17,369.01,364.97,364.74,361.54,360.09,362.49,370.40,359.41,365.00,362.39,367.45,371.59,,,374.10,359.14,359.48,,,,,,,,,,,
2011-07-01 22:13:30+00:00,L7,366.24,355.45,349.01,350.85,349.25,347.47,345.19,347.33,352.05,351.42,346.99,353.18,363.52,,,,,375.45,364.89,358.99,357.96,365.48,361.63,365.66,356.41,363.83,364.68,364.15,371.21,382.30,374.59,365.00,365.83,367.04,,,121.58,367.74,363.30,364.57,371.99,375.88,376.02,389.49,388.28,385.92,378.96,380.10,379.05,375.20,380.04,379.14,384.47,,,,368.18,365.70,363.63,360.25,349.39,354.48,355.47,364.05,362.39,366.23,364.95,369.73,366.67,371.29,373.04,209.56,74.42,362.71,356.55,355.26,366.53,374.94,377.23,373.66,369.26,372.49,369.04,359.88,360.80,351.91,358.30,362.21,,,,383.50,385.74,379.23,371.20,,,,,,,,,,,,,,,,380.25,378.36,375.83,383.69,376.71,373.87,375.95,373.75,377.20,369.24,,,377.64,381.48,381.95,383.73,374.11,375.90,378.12,379.36,,,,,,,,,,
2011-07-17 22:13:30+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.00,,,,451.61,369.34,383.30,,,,,,623.90,645.95,430.33,,188.96,200.61,,,,,,,,,,,,,,,,,,,316.02,631.26,599.69,640.09,620.03,521.00,519.48,535.34,525.66,627.94,,,,,,,,,122.75,,,,,,,,,,,,,,,,,,,,,,,585.64,,,,,,,,,,,,,,,,,,,,,,,462.63,,,618.60,,,,
