dates,nzd0431-0000,nzd0431-0001,nzd0431-0002,nzd0431-0003,nzd0431-0004,nzd0431-0005,nzd0431-0006,nzd0431-0007,nzd0431-0008,nzd0431-0009,nzd0431-0010,nzd0431-0011,nzd0431-0012,nzd0431-0013,nzd0431-0014,nzd0431-0015,nzd0431-0016,nzd0431-0017,nzd0431-0018,nzd0431-0019,nzd0431-0020,nzd0431-0021,nzd0431-0022,nzd0431-0023,nzd0431-0024,nzd0431-0025,nzd0431-0026,nzd0431-0027,nzd0431-0028,nzd0431-0029,nzd0431-0030,nzd0431-0031,nzd0431-0032,nzd0431-0033,nzd0431-0034,nzd0431-0035,nzd0431-0036,nzd0431-0037,nzd0431-0038,nzd0431-0039,nzd0431-0040,nzd0431-0041,nzd0431-0042,nzd0431-0043,nzd0431-0044,nzd0431-0045,nzd0431-0046,nzd0431-0047,nzd0431-0048,nzd0431-0049,nzd0431-0050,nzd0431-0051,nzd0431-0052,nzd0431-0053,nzd0431-0054,nzd0431-0055,nzd0431-0056,nzd0431-0057,nzd0431-0058,nzd0431-0059,nzd0431-0060,nzd0431-0061,nzd0431-0062,nzd0431-0063,nzd0431-0064,nzd0431-0065,nzd0431-0066,nzd0431-0067,nzd0431-0068,nzd0431-0069,nzd0431-0070,nzd0431-0071,nzd0431-0072,nzd0431-0073,nzd0431-0074,nzd0431-0075,nzd0431-0076,nzd0431-0077,nzd0431-0078,nzd0431-0079,nzd0431-0080,nzd0431-0081,nzd0431-0082,nzd0431-0083,nzd0431-0084,nzd0431-0085,nzd0431-0086,nzd0431-0087,nzd0431-0088,nzd0431-0089,nzd0431-0090,nzd0431-0091,nzd0431-0092,nzd0431-0093,nzd0431-0094,nzd0431-0095,nzd0431-0096,nzd0431-0097,nzd0431-0098,nzd0431-0099,nzd0431-0100,nzd0431-0101,nzd0431-0102,nzd0431-0103,nzd0431-0104,nzd0431-0105,nzd0431-0106,nzd0431-0107,nzd0431-0108,nzd0431-0109,nzd0431-0110,nzd0431-0111,nzd0431-0112,nzd0431-0113,nzd0431-0114,nzd0431-0115,nzd0431-0116,nzd0431-0117,nzd0431-0118,nzd0431-0119,nzd0431-0120,nzd0431-0121,nzd0431-0122,nzd0431-0123,nzd0431-0124,nzd0431-0125,nzd0431-0126,nzd0431-0127,nzd0431-0128,nzd0431-0129,nzd0431-0130,nzd0431-0131,nzd0431-0132,nzd0431-0133,nzd0431-0134,nzd0431-0135,nzd0431-0136,nzd0431-0137,nzd0431-0138,nzd0431-0139,satname
1999-11-21 22:12:47+00:00,347.35,328.54,311.54,306.37,311.13,315.78,309.22,315.45,322.92,320.03,324.54,,,321.11,341.56,345.99,349.51,344.92,344.44,343.92,336.53,334.01,333.49,331.37,331.28,328.77,340.21,352.50,348.44,351.62,349.63,345.66,345.70,352.03,350.86,360.39,366.21,358.69,345.20,369.62,369.30,375.14,375.41,370.08,382.73,381.51,379.44,378.02,377.62,369.76,364.69,365.58,369.76,367.13,361.67,363.16,359.58,359.31,354.30,351.10,350.50,353.06,345.78,345.30,350.78,355.88,360.22,349.25,357.66,370.16,362.28,354.22,353.23,345.28,341.08,345.54,356.57,354.05,361.81,360.46,357.29,359.21,349.73,347.07,346.77,334.96,349.82,350.99,348.36,353.36,360.65,366.50,378.92,375.29,372.60,369.16,365.33,374.41,378.91,380.34,370.59,362.38,374.87,381.99,383.90,382.84,386.92,389.07,390.46,390.70,388.90,387.38,385.09,381.95,381.78,379.48,381.54,380.73,381.48,379.73,378.30,380.20,382.98,375.24,381.11,380.54,384.51,383.84,382.73,380.01,376.57,377.93,370.63,369.01,366.38,364.76,370.45,366.65,,,L7
1999-12-07 22:12:53+00:00,348.26,328.56,312.06,304.75,308.06,312.23,313.37,318.87,324.86,322.65,327.52,342.28,352.30,336.63,355.44,360.32,356.75,349.03,343.10,337.72,333.06,331.02,330.27,326.56,329.70,331.10,340.01,355.20,352.94,352.97,349.81,344.49,343.39,350.37,350.69,361.00,366.96,356.19,351.12,368.12,368.66,370.92,374.81,374.86,380.86,380.65,377.64,377.88,374.62,369.89,368.25,366.15,367.85,367.91,365.52,365.10,357.40,354.10,350.87,353.04,349.49,351.47,343.85,344.15,350.95,356.44,359.19,353.58,365.89,371.38,361.80,357.10,352.75,346.50,340.12,341.77,352.32,354.26,358.24,359.98,356.95,358.77,350.75,346.52,347.62,342.44,351.74,352.51,351.36,349.80,358.66,365.29,374.52,373.88,371.22,367.67,367.86,371.47,376.48,377.30,373.74,371.69,377.86,383.00,384.00,384.48,389.24,391.26,389.46,386.79,384.96,380.91,379.66,380.54,382.08,381.57,383.23,380.25,377.00,377.46,374.36,377.32,380.44,377.05,382.73,382.62,385.47,382.46,383.23,379.37,376.03,376.27,370.20,369.19,367.24,367.69,371.45,370.72,,,L7
2000-02-16 22:18:52+00:00,348.26,328.56,312.06,304.75,308.06,312.23,313.37,322.45,325.90,324.68,330.51,341.31,349.31,336.63,355.44,351.09,359.29,353.46,344.93,337.69,331.25,327.59,326.02,322.75,326.53,331.10,340.01,355.20,352.94,352.97,349.81,344.49,343.39,350.37,350.69,361.00,366.96,356.19,351.12,368.12,368.66,370.92,374.81,374.86,380.86,380.65,377.64,377.88,374.62,369.89,368.25,366.15,367.85,367.91,365.52,365.10,357.40,354.10,350.87,353.04,349.49,351.47,343.85,344.15,350.95,356.44,359.19,353.58,365.89,371.38,361.80,357.10,352.75,346.50,340.12,341.77,352.32,354.26,358.24,359.98,356.95,358.77,350.75,346.52,347.62,342.44,351.74,352.51,351.36,349.80,358.66,365.29,374.52,373.88,371.22,367.67,367.86,371.47,376.48,377.30,373.74,371.69,377.86,383.00,384.00,384.48,389.24,391.26,389.46,386.79,384.96,380.91,379.66,380.54,382.08,381.57,383.23,380.25,377.00,377.46,374.36,377.32,380.44,377.05,382.73,382.62,385.47,382.46,383.23,379.37,376.03,376.27,370.20,369.19,367.24,367.69,371.45,370.72,,,L7
2000-04-04 22:18:36+00:00,349.71,332.29,313.33,305.74,304.60,307.59,310.44,318.04,323.03,324.99,329.41,333.56,338.35,330.75,355.44,353.49,361.85,355.61,345.99,338.92,332.26,328.48,326.06,323.91,324.61,326.96,337.26,351.06,349.99,349.76,346.65,344.14,342.32,348.60,351.40,358.87,365.49,354.17,350.21,366.64,367.20,370.04,374.24,371.68,375.90,378.39,375.14,375.75,374.62,369.89,368.25,366.15,367.85,367.91,365.52,365.10,357.40,354.10,350.87,353.04,349.49,351.47,343.85,344.15,350.95,356.44,359.19,353.58,365.89,371.38,361.80,357.10,352.75,346.50,340.12,341.77,352.32,354.26,358.24,359.98,356.95,358.77,350.75,346.52,347.62,342.44,351.74,352.51,351.36,349.80,358.66,365.29,374.52,373.88,371.22,367.67,367.86,371.47,376.48,377.30,373.74,371.69,377.86,383.00,384.00,384.48,389.24,391.26,389.46,386.79,384.96,380.91,379.66,380.54,382.08,381.57,383.23,380.25,377.00,377.46,374.36,377.32,380.44,377.05,382.73,382.62,385.47,382.46,383.23,379.37,376.03,376.27,370.20,369.19,367.24,367.69,371.45,370.72,,,L7
2000-04-13 22:12:18+00:00,354.92,335.99,317.30,310.16,307.39,309.23,313.13,320.06,325.48,329.10,333.64,338.72,342.50,339.60,361.70,360.95,368.37,362.06,350.08,343.37,336.42,333.21,330.66,329.42,329.51,332.53,340.82,352.51,352.94,353.66,351.92,350.35,348.22,355.07,357.83,362.68,367.40,359.19,357.60,371.14,371.62,374.11,378.35,376.08,380.11,382.92,378.17,379.56,378.38,373.81,373.84,373.14,375.78,374.75,372.77,371.56,364.79,361.08,358.76,358.89,355.07,356.90,351.35,351.61,358.45,362.64,363.57,358.13,374.06,379.75,370.00,364.39,360.95,355.50,349.37,347.61,360.15,362.17,365.28,366.95,364.05,364.40,357.20,350.66,351.51,350.09,356.33,358.72,358.46,357.32,365.52,371.64,380.52,378.27,376.50,373.54,373.89,377.24,382.35,382.90,383.31,384.19,386.22,386.05,387.42,386.25,390.30,392.88,389.81,387.16,387.27,384.19,383.77,386.77,384.15,383.80,385.34,382.57,380.88,382.39,380.70,381.84,385.79,383.16,387.30,383.80,387.79,385.97,386.17,385.14,383.93,382.02,374.55,372.83,368.31,369.25,372.02,369.59,363.59,374.47,L7
2000-04-20 22:18:27+00:00,355.61,336.79,319.05,311.95,308.25,309.41,312.53,319.79,326.13,329.42,334.82,340.41,344.48,343.09,361.89,363.15,370.51,363.67,351.99,344.76,338.62,336.25,333.14,332.12,330.63,334.13,340.30,350.91,352.60,353.90,351.26,350.78,349.32,356.18,358.41,363.58,366.59,359.91,358.77,370.76,372.65,374.69,377.92,375.59,381.19,382.44,378.24,379.54,377.13,373.84,373.87,373.56,375.36,374.42,373.64,369.13,365.60,360.80,358.76,358.89,355.07,356.90,351.35,351.61,358.45,362.64,363.57,358.13,374.06,379.75,370.00,364.39,360.95,355.50,349.37,347.61,360.15,362.17,365.28,366.95,364.05,364.40,357.20,350.66,351.51,350.09,356.33,358.72,358.46,357.32,365.52,371.64,380.52,378.27,376.50,373.54,373.89,377.24,382.35,382.90,383.31,384.19,386.22,386.05,387.42,386.25,390.30,392.88,389.81,387.16,387.27,384.19,383.77,386.77,384.15,383.80,385.34,382.57,380.88,382.39,380.70,381.84,385.79,383.16,387.30,383.80,387.79,385.97,386.17,385.14,383.93,382.02,374.55,372.83,368.31,369.25,372.02,369.59,363.59,374.47,L7
2000-05-31 22:11:54+00:00,357.68,341.71,324.70,312.74,305.09,306.32,310.92,318.10,325.61,331.30,336.88,340.41,344.48,344.90,357.90,361.53,369.99,362.00,349.28,343.15,337.73,333.45,330.50,330.97,329.78,333.06,339.06,348.85,351.75,353.23,350.30,348.63,346.94,354.21,356.92,360.36,365.36,353.59,358.03,368.27,370.29,372.87,375.11,373.10,380.83,380.47,377.94,379.93,376.97,375.20,376.93,376.22,377.23,376.85,377.63,371.13,367.61,357.31,355.15,354.45,348.85,352.75,348.76,348.53,358.26,365.71,365.13,359.51,366.63,371.15,367.28,363.85,357.24,357.82,351.78,349.04,361.60,362.71,366.68,365.06,365.87,363.60,358.04,350.96,350.74,354.84,352.40,352.41,355.17,354.07,361.34,366.51,372.88,376.37,373.61,375.73,389.23,378.65,384.07,384.18,389.68,395.09,391.89,388.09,389.19,387.96,392.00,394.78,389.49,385.39,386.45,382.59,383.12,389.18,375.95,373.87,378.37,372.59,373.60,373.49,373.01,373.64,377.38,375.69,379.11,376.04,378.53,376.45,378.16,376.05,377.91,376.39,365.48,361.48,369.27,371.50,372.80,371.06,363.59,374.47,L7
2000-08-03 22:11:07+00:00,364.67,346.61,328.61,320.82,312.73,312.17,314.48,319.50,326.93,333.31,338.67,343.67,347.39,346.18,355.97,361.61,371.82,365.15,353.01,347.74,341.90,337.90,335.67,337.71,334.92,338.19,343.18,348.89,353.78,357.11,354.34,353.26,351.55,357.24,360.51,361.51,365.24,357.33,362.56,371.81,372.23,375.93,377.26,373.62,382.32,382.11,379.66,380.86,378.60,377.42,378.92,378.92,380.69,379.82,379.18,372.99,373.59,363.18,361.84,358.36,353.59,354.62,353.67,356.96,363.18,370.68,370.71,367.60,366.37,372.57,373.13,368.39,364.50,365.46,359.89,355.54,369.89,371.87,375.20,371.24,370.86,369.36,363.36,354.31,352.51,357.84,357.25,356.11,358.63,360.59,366.42,371.38,377.78,378.31,375.50,385.29,398.65,388.79,394.10,394.10,402.47,409.18,402.93,392.17,394.28,389.80,392.44,396.10,390.52,387.90,391.88,390.73,391.99,396.78,378.02,375.75,377.16,372.35,375.79,375.37,377.32,375.29,378.25,376.86,378.99,374.74,376.76,377.13,375.88,374.72,379.12,377.27,363.34,357.54,370.46,372.36,373.15,367.34,363.59,374.47,L7
2000-08-19 22:11:01+00:00,367.68,347.01,328.41,323.82,315.81,315.69,315.82,319.20,327.43,334.10,338.53,343.42,347.57,347.24,357.49,367.17,372.47,364.81,355.30,351.32,346.54,343.19,341.02,344.20,340.98,342.06,345.46,350.23,354.89,357.41,355.27,354.75,353.15,358.56,361.22,361.79,364.99,359.81,365.02,372.81,374.13,377.30,377.85,374.37,382.90,381.87,379.18,380.28,378.48,376.92,378.56,377.31,378.60,377.80,377.69,372.38,373.00,363.56,362.47,358.97,354.41,356.50,355.42,358.66,363.01,369.56,370.23,369.39,369.29,373.70,374.45,369.82,366.41,365.89,360.75,354.60,369.83,373.48,375.12,372.91,372.33,370.39,363.87,353.54,353.57,358.08,358.94,358.02,360.08,362.37,368.80,374.06,379.44,378.79,377.12,381.81,390.69,385.89,388.51,392.58,402.83,403.93,399.59,391.37,395.65,390.70,391.35,393.24,389.67,387.63,388.41,388.56,390.18,393.07,379.88,378.30,378.24,373.03,376.59,375.87,378.14,377.29,379.27,378.94,379.97,376.48,376.64,376.51,377.00,376.93,379.12,377.27,363.34,357.54,370.46,372.36,373.15,367.34,363.59,374.47,L7
2000-09-20 22:10:27+00:00,367.85,349.33,330.37,324.63,315.67,314.55,314.47,318.09,325.46,331.84,336.87,341.87,346.33,345.99,353.76,364.42,370.97,361.80,353.21,348.38,344.76,341.92,340.96,343.54,340.21,341.47,343.77,348.82,353.57,356.49,354.47,354.61,353.12,357.93,360.73,361.87,363.09,359.43,364.55,370.80,372.59,376.48,376.18,373.03,380.63,381.74,378.57,377.82,375.72,374.75,376.59,375.50,376.51,373.97,373.46,369.67,370.39,361.29,359.96,357.08,352.20,353.52,352.99,356.07,360.14,366.74,367.54,368.22,367.80,372.85,372.82,368.56,365.12,364.33,360.73,353.19,367.40,373.81,372.69,371.44,370.41,369.71,362.69,351.90,354.50,358.02,358.45,358.16,359.11,360.48,367.89,373.73,378.59,376.72,375.77,377.84,386.83,381.31,386.33,389.58,394.28,397.64,394.14,388.21,391.24,385.78,386.49,387.23,385.72,384.65,385.63,384.60,384.51,388.69,378.89,377.46,376.69,372.07,374.86,375.05,376.76,375.60,377.13,377.94,379.59,375.32,375.14,374.22,375.05,375.48,375.27,372.42,361.90,355.84,361.02,362.13,373.15,367.34,363.59,374.47,L7
