dates,nzd0431-0000,nzd0431-0001,nzd0431-0002,nzd0431-0003,nzd0431-0004,nzd0431-0005,nzd0431-0006,nzd0431-0007,nzd0431-0008,nzd0431-0009,nzd0431-0010,nzd0431-0011,nzd0431-0012,nzd0431-0013,nzd0431-0014,nzd0431-0015,nzd0431-0016,nzd0431-0017,nzd0431-0018,nzd0431-0019,nzd0431-0020,nzd0431-0021,nzd0431-0022,nzd0431-0023,nzd0431-0024,nzd0431-0025,nzd0431-0026,nzd0431-0027,nzd0431-0028,nzd0431-0029,nzd0431-0030,nzd0431-0031,nzd0431-0032,nzd0431-0033,nzd0431-0034,nzd0431-0035,nzd0431-0036,nzd0431-0037,nzd0431-0038,nzd0431-0039,nzd0431-0040,nzd0431-0041,nzd0431-0042,nzd0431-0043,nzd0431-0044,nzd0431-0045,nzd0431-0046,nzd0431-0047,nzd0431-0048,nzd0431-0049,nzd0431-0050,nzd0431-0051,nzd0431-0052,nzd0431-0053,nzd0431-0054,nzd0431-0055,nzd0431-0056,nzd0431-0057,nzd0431-0058,nzd0431-0059,nzd0431-0060,nzd0431-0061,nzd0431-0062,nzd0431-0063,nzd0431-0064,nzd0431-0065,nzd0431-0066,nzd0431-0067,nzd0431-0068,nzd0431-0069,nzd0431-0070,nzd0431-0071,nzd0431-0072,nzd0431-0073,nzd0431-0074,nzd0431-0075,nzd0431-0076,nzd0431-0077,nzd0431-0078,nzd0431-0079,nzd0431-0080,nzd0431-0081,nzd0431-0082,nzd0431-0083,nzd0431-0084,nzd0431-0085,nzd0431-0086,nzd0431-0087,nzd0431-0088,nzd0431-0089,nzd0431-0090,nzd0431-0091,nzd0431-0092,nzd0431-0093,nzd0431-0094,nzd0431-0095,nzd0431-0096,nzd0431-0097,nzd0431-0098,nzd0431-0099,nzd0431-0100,nzd0431-0101,nzd0431-0102,nzd0431-0103,nzd0431-0104,nzd0431-0105,nzd0431-0106,nzd0431-0107,nzd0431-0108,nzd0431-0109,nzd0431-0110,nzd0431-0111,nzd0431-0112,nzd0431-0113,nzd0431-0114,nzd0431-0115,nzd0431-0116,nzd0431-0117,nzd0431-0118,nzd0431-0119,nzd0431-0120,nzd0431-0121,nzd0431-0122,nzd0431-0123,nzd0431-0124,nzd0431-0125,nzd0431-0126,nzd0431-0127,nzd0431-0128,nzd0431-0129,nzd0431-0130,nzd0431-0131,nzd0431-0132,nzd0431-0133,nzd0431-0134,nzd0431-0135,nzd0431-0136,nzd0431-0137,nzd0431-0138,nzd0431-0139,satname
2012-03-20 22:20:18+00:00,361.74,353.80,351.76,360.70,363.60,363.21,371.77,372.20,376.67,377.02,378.47,,377.72,383.71,,,,,,,,,,,374.83,375.24,379.58,383.62,382.60,383.85,390.19,385.70,385.41,382.80,386.59,,,,,,,,,,391.49,394.19,395.50,396.33,393.13,394.55,395.07,391.29,393.00,390.31,,,,,,,,,351.02,351.39,364.40,366.64,369.41,380.30,399.56,387.52,375.84,380.36,,,,,,,,,,,,,,,362.85,366.00,367.48,369.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2012-03-29 22:14:06+00:00,361.22,349.28,348.67,353.50,359.29,361.57,365.72,367.00,363.24,364.67,368.84,,,,,,388.04,379.21,373.23,366.21,364.20,363.85,359.98,367.32,369.29,370.56,370.94,371.94,382.76,383.82,373.43,371.72,370.95,,,,366.95,371.45,373.03,371.02,372.57,379.81,379.60,381.94,388.93,388.33,384.31,381.19,380.50,377.19,378.06,377.20,,,,367.91,364.85,361.12,359.20,357.55,356.72,354.42,353.29,358.37,359.95,366.64,368.00,372.60,371.19,,,,361.05,359.36,350.92,342.48,357.69,370.29,367.87,368.61,366.50,367.26,361.94,351.18,352.78,355.27,356.14,,,,376.42,383.18,388.96,387.07,383.29,388.22,380.24,382.34,385.73,394.40,397.34,398.01,395.09,390.64,,,389.70,387.10,392.88,391.63,388.87,391.48,388.03,390.02,387.01,388.78,387.20,389.90,392.60,383.36,,,388.73,398.88,391.99,392.41,389.30,389.17,385.88,385.84,388.86,386.72,390.83,380.75,,,382.77,388.86,386.19,386.64,L7
2012-04-05 22:20:15+00:00,,,,,,,,,,,360.56,326.59,345.15,372.02,389.73,398.52,400.66,394.15,391.61,382.77,375.64,376.79,,,,,,,,,,,373.23,371.31,376.74,378.75,380.75,376.40,363.33,377.64,386.44,388.89,391.59,,,,,,,,,385.72,388.75,383.68,382.16,374.41,376.80,378.56,372.00,378.15,378.42,,,,,,,,,376.15,379.76,377.83,375.20,373.92,359.69,369.33,381.49,374.45,381.97,,,,,,,,,,,,,,,394.49,389.72,388.16,390.24,,,,,,,,,,,,,385.13,389.72,386.65,388.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2012-04-21 22:20:22+00:00,376.82,357.07,361.24,362.42,366.18,367.77,369.82,370.27,377.67,,,,,,,,,,,,383.12,384.64,386.30,386.66,383.97,382.36,380.16,388.15,390.63,392.75,385.44,384.73,,,,,,,,,,,,,,,399.97,406.89,400.25,396.33,396.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2012-04-30 22:14:26+00:00,364.31,342.85,348.77,353.82,356.20,353.20,,,,,,,,,,,,,,367.42,357.75,355.62,354.82,361.16,367.31,366.14,367.21,369.46,379.19,,,,369.68,366.44,367.05,363.94,363.60,369.99,361.79,362.65,367.73,367.19,371.88,376.94,386.07,387.86,390.86,379.63,382.01,,,371.08,370.42,372.12,360.87,363.21,359.43,352.96,355.80,355.00,352.70,352.08,345.96,347.56,354.21,359.03,,,372.62,377.90,376.87,368.76,363.13,358.97,357.99,349.02,357.19,368.48,365.26,370.96,369.07,370.58,365.70,353.05,,,357.25,356.52,357.72,362.31,371.23,377.23,387.56,380.33,376.96,375.05,373.30,370.02,,,,,,,,,,,,,,,375.15,378.94,381.32,375.19,375.42,,379.68,371.21,373.11,375.03,382.31,382.57,383.19,385.58,377.44,379.04,381.13,384.22,,,,,,,,,,,L7
2012-05-16 22:14:43+00:00,374.98,358.74,364.25,363.19,368.08,362.15,350.02,361.67,363.93,367.81,369.67,375.64,372.95,375.98,394.66,397.55,401.10,390.11,386.00,373.69,368.50,363.27,362.69,361.64,363.73,368.12,375.49,375.67,378.85,381.92,377.35,373.42,375.39,371.58,373.95,374.31,376.66,373.94,374.91,371.93,374.99,377.64,381.87,385.63,393.19,382.75,381.99,389.37,385.26,378.74,383.24,376.34,380.71,381.31,380.74,368.66,365.97,364.26,360.93,364.45,359.34,358.44,360.60,353.56,364.11,366.46,364.22,371.70,378.76,376.61,372.34,379.43,363.30,369.49,359.64,352.36,368.08,368.69,369.71,369.91,373.33,376.45,375.74,355.05,361.89,364.86,359.13,357.33,355.27,363.34,367.80,370.87,378.58,376.22,377.10,376.57,373.35,379.42,378.14,381.32,386.64,376.48,383.72,385.03,382.24,385.27,373.20,379.89,381.45,379.70,378.59,379.72,378.06,379.26,376.82,378.26,378.03,387.20,393.60,393.38,389.99,401.61,388.81,384.00,395.89,,,381.10,377.96,372.21,,,,,,,,,,,L7
2012-06-08 22:20:31+00:00,,,,,,,,344.63,348.58,,,355.38,358.43,364.51,361.14,378.89,385.26,377.75,384.79,374.60,,,,,,,,,,,,,,,413.59,,355.31,357.36,357.60,375.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2012-06-24 22:20:39+00:00,,,,,,,,,,,353.68,361.50,360.31,366.12,370.74,378.66,395.19,391.23,386.69,380.90,379.92,383.16,,,,,,,,,,,371.27,,,,344.72,352.25,363.31,,,,,,,,,,,,424.66,397.21,,,,,,,,,,,,,,,,,,,,,,,,,363.16,403.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2012-07-26 22:21:04+00:00,,,,,,,,,,,,,,,,,,,,,,386.65,,,,,,,,,,,390.67,386.89,388.10,386.23,381.26,386.84,387.12,387.87,377.04,390.80,392.99,,,,,,,,,384.37,383.81,378.52,378.15,377.15,381.36,383.32,377.55,372.24,373.59,,,,,,,,,,,,,,373.49,359.40,377.61,390.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2012-09-12 22:21:35+00:00,373.76,368.84,346.19,355.72,356.69,352.12,352.80,356.43,357.79,353.47,356.50,360.37,379.01,381.41,392.90,,,,,,,,,,,392.83,402.27,402.88,398.87,385.56,381.99,376.84,376.02,377.59,377.89,375.94,385.96,,,,,,,,,395.48,387.52,389.74,387.25,384.16,388.25,385.95,385.63,376.42,372.74,367.58,,,,,,,,,359.85,362.26,361.00,363.03,391.99,391.89,383.05,376.17,372.41,,,,,,,,,,,,,,,355.69,359.08,367.33,370.09,377.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2012-09-21 22:15:29+00:00,369.11,364.26,358.08,354.14,362.91,360.62,355.33,356.92,352.92,357.07,358.66,361.97,366.28,375.31,379.14,386.40,388.40,387.98,382.84,385.60,,,,,382.08,389.63,393.89,395.70,398.76,407.18,399.29,404.46,403.17,397.08,384.69,373.14,366.91,375.15,385.69,380.70,,,,394.12,395.43,394.00,387.50,380.29,380.87,385.71,385.56,383.66,379.52,384.03,377.40,374.57,375.87,373.02,,,,360.41,364.45,366.12,366.80,374.44,372.21,368.32,375.54,375.69,376.14,377.04,374.93,371.72,364.04,362.31,,,374.68,371.82,370.14,374.57,373.98,355.50,358.25,360.25,364.29,362.89,363.76,365.96,369.82,379.91,383.81,383.91,,,386.61,383.60,385.27,389.90,394.95,393.29,392.95,388.86,389.74,388.89,389.25,388.95,390.76,388.92,,,387.58,391.82,388.91,390.15,390.62,389.80,387.00,386.98,387.17,389.84,387.87,396.87,388.95,,,393.25,392.19,393.04,387.80,383.66,383.12,382.04,380.15,382.73,379.86,385.79,384.33,379.44,L7
2012-09-28 22:21:45+00:00,354.50,349.24,344.07,341.86,342.11,347.58,345.59,346.02,352.63,357.54,362.75,362.76,368.48,369.65,,,,,,,,,,,363.36,370.41,375.27,380.12,382.20,390.51,388.61,371.97,369.65,372.15,373.03,,,,,,,,,,386.85,381.81,381.18,380.43,381.65,382.18,379.24,382.19,384.92,385.26,,,,,,,,,352.32,352.31,359.99,,,381.03,389.35,383.42,376.49,,,,,,,,,,,,,,,364.34,368.62,367.21,367.86,371.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2012-12-26 22:16:08+00:00,349.03,340.62,347.48,,,,,,357.56,356.84,360.93,361.60,362.51,366.17,371.22,361.50,369.15,360.83,354.13,349.23,345.94,348.83,355.62,359.01,360.67,368.11,,,,,399.37,398.02,398.63,395.08,382.50,368.26,368.51,361.07,356.26,357.74,360.72,367.13,371.21,376.55,380.13,390.26,,,,368.28,370.31,365.10,368.19,368.62,364.49,355.92,347.36,345.77,342.70,351.22,344.12,345.65,336.27,340.34,,,,361.97,370.15,358.37,356.54,354.12,343.81,339.10,330.56,331.32,337.25,342.09,353.81,353.46,350.06,,,,338.79,344.42,341.62,342.63,346.09,349.22,348.60,355.82,364.32,358.60,359.21,358.84,356.67,355.57,361.08,,,377.90,368.38,376.31,376.56,380.89,376.94,377.12,372.07,370.64,369.91,370.27,370.71,373.91,,,365.51,366.89,365.82,368.86,368.57,368.36,375.39,371.16,375.07,371.04,375.73,371.38,375.78,,,365.99,366.53,362.24,363.13,365.60,372.51,371.02,349.10,356.81,L7
2013-01-27 22:16:11+00:00,350.70,336.85,337.14,335.19,334.32,337.95,343.29,347.10,351.45,356.38,360.27,361.44,365.02,377.09,,,,,373.10,367.78,357.46,356.73,358.51,361.65,368.68,373.54,379.02,390.54,397.23,401.87,401.79,401.36,396.54,400.03,404.33,,,,,373.75,376.08,373.15,373.76,377.19,379.02,380.92,378.50,377.31,378.82,375.03,374.73,370.94,371.83,380.02,,,,357.63,346.87,355.60,351.17,346.69,342.19,340.76,355.44,359.18,366.36,375.62,376.80,377.42,371.69,,,,333.24,333.09,341.87,349.90,352.47,358.14,355.27,356.32,352.25,348.74,347.49,355.30,353.60,353.62,352.38,362.59,,,367.01,368.07,365.36,361.43,362.31,364.53,371.67,377.89,381.84,386.87,387.02,381.05,380.42,384.06,,,385.11,383.03,380.65,381.13,380.12,378.19,378.81,381.80,374.93,374.22,373.69,377.96,378.79,,,,384.01,380.04,384.52,378.39,387.19,381.41,384.38,383.06,377.92,374.46,374.09,382.57,,,377.08,373.34,L7
2013-02-19 22:22:20+00:00,,,,,,,,,,,,370.09,373.93,379.08,385.84,389.96,391.19,390.15,384.22,379.03,373.18,374.74,374.91,,,,,,,,,,412.67,408.00,403.28,401.55,392.26,388.30,397.99,390.09,392.62,393.76,392.36,,,,,,,,,,374.94,377.69,372.87,371.44,368.55,370.34,372.06,367.56,367.29,371.99,,,,,,,,385.02,384.88,378.73,372.48,362.69,360.72,354.89,363.12,375.57,373.13,,,,,,,,,,355.06,360.50,365.85,371.36,382.85,384.50,383.22,386.00,385.66,,,,,,,,,,,,,397.16,397.23,397.76,403.22,,,,,,,,,,,,,396.04,396.66,398.44,,,,,,,,,,,,,L7
2013-02-28 22:16:07+00:00,354.66,339.31,330.24,331.76,333.07,334.97,341.13,347.08,353.33,,,,,,382.58,387.85,391.14,386.18,379.21,371.29,365.29,362.96,360.86,365.72,365.65,372.30,379.67,390.05,394.97,408.75,419.17,,,,405.81,399.58,392.51,390.34,387.15,386.63,383.60,386.42,383.19,383.93,385.96,383.51,382.44,381.92,378.09,379.65,,,,374.52,371.66,368.92,363.91,355.81,357.79,354.81,351.37,352.56,348.19,349.24,354.31,363.06,361.59,375.46,,,374.83,369.65,364.87,357.78,349.80,343.07,355.78,360.32,356.06,358.20,357.39,358.45,353.52,343.00,339.10,348.48,,,,362.18,365.88,374.24,378.67,375.15,374.10,370.58,369.04,369.98,377.16,380.62,381.99,388.33,,,,382.65,387.50,386.77,387.95,385.53,386.44,382.13,378.96,381.63,378.47,380.19,377.30,378.35,,,380.27,382.93,383.00,386.79,384.34,383.21,380.81,376.15,377.58,378.14,379.85,377.86,,,,384.31,386.43,391.13,386.66,389.08,L7
2013-03-07 22:22:19+00:00,,,,,,,,,,367.98,371.03,375.78,379.34,386.73,392.69,398.32,397.79,398.75,385.37,380.47,377.13,367.38,,,,,,,,,,416.42,416.54,413.44,412.94,408.23,402.88,397.14,394.15,390.77,391.64,392.79,,,,,,,,,381.47,380.18,381.75,381.54,382.12,376.53,374.33,366.86,368.99,366.85,368.43,,,,,,,,394.22,393.89,388.36,383.47,380.16,377.44,359.21,359.39,368.65,372.44,,,,,,,,,369.22,364.84,362.50,370.25,374.89,380.55,390.39,386.20,384.77,388.06,,,,,,,,,,,,,400.06,396.62,396.11,397.92,,,,,,,,,,,,394.64,396.34,392.33,396.38,,,,,,,,,,,,,,L7
2013-04-08 22:22:12+00:00,,,,,350.53,357.22,363.68,367.30,372.50,376.00,375.46,381.88,388.40,396.51,411.78,410.35,408.08,405.29,,,,,,,,,,413.60,411.96,417.17,419.70,420.89,418.96,419.93,419.92,418.08,416.48,405.88,,,,,,,,,,404.23,398.42,393.02,397.49,392.50,395.57,399.11,392.89,389.77,385.97,,,,,,,,,,324.82,321.40,347.14,382.78,377.27,386.46,385.58,382.12,376.73,,,,,,,,,368.02,363.91,367.58,371.71,369.79,376.06,380.35,378.93,385.23,399.59,,,,,,,,397.25,400.64,400.65,399.12,397.92,408.84,406.76,406.77,402.81,,,,,,,,,,,,,407.08,411.98,401.01,,,,,,,,,,,,,,,,,L7
2013-05-02 22:27:58+00:00,358.25,340.71,329.82,336.45,336.54,337.71,339.26,342.52,348.11,346.39,352.09,354.05,365.80,371.36,370.27,382.49,382.24,378.64,372.24,368.75,361.85,359.02,355.48,353.35,362.80,364.97,362.29,364.74,386.34,389.95,394.93,392.44,387.46,393.38,397.08,397.51,387.75,392.40,395.86,388.66,377.82,377.69,378.32,376.63,384.26,379.05,374.06,367.26,363.85,368.34,366.98,367.87,369.37,363.91,360.98,361.34,355.51,352.60,349.70,346.55,349.84,348.04,345.40,351.26,350.74,356.16,349.52,348.96,355.23,369.84,370.79,365.55,362.30,357.03,363.48,347.45,360.43,374.43,359.79,359.93,359.59,358.79,360.56,347.86,348.07,347.72,347.65,349.14,348.20,353.66,356.42,369.31,373.81,366.72,369.77,369.62,371.19,375.30,375.29,377.27,379.30,381.76,384.41,381.81,380.67,380.25,380.93,378.36,379.41,377.14,371.95,367.78,369.55,371.81,375.73,376.04,374.61,375.14,372.95,373.76,372.44,367.20,370.63,380.79,379.06,379.82,375.95,376.47,380.11,382.36,378.92,374.70,371.45,368.37,362.61,372.38,376.09,377.98,381.26,378.70,L8
2013-05-10 22:22:02+00:00,373.10,353.25,348.21,352.39,344.08,347.29,359.09,,,,,,,,,,,,378.91,379.46,373.50,369.16,368.32,368.67,376.98,384.97,385.63,401.00,402.42,406.83,,,,,,,,,,390.22,395.23,394.25,390.98,396.27,395.03,396.61,397.00,393.11,393.31,390.18,,,,,,,,,361.20,368.38,365.59,367.77,367.83,370.39,373.64,373.38,377.30,382.53,,,,,,,,369.28,374.38,379.50,384.30,387.34,384.94,378.99,373.71,366.00,364.36,366.14,,,,,,,,,378.95,373.97,377.08,381.16,398.87,393.46,402.52,394.23,392.13,,,,,,,,382.95,382.80,380.03,381.58,389.85,394.12,394.25,396.95,,,,,,,,,,,,391.87,391.63,399.94,388.63,,,,,,,,L7
2013-05-11 22:21:55+00:00,370.34,349.49,341.75,346.88,343.73,343.72,353.52,354.33,360.16,361.50,366.05,365.86,376.94,384.45,390.94,398.13,398.91,392.72,387.05,379.12,372.77,375.94,373.71,373.67,374.67,378.04,383.54,392.34,398.20,401.39,405.65,400.96,406.05,403.41,401.84,406.15,399.56,396.78,396.77,393.29,392.49,391.03,389.89,391.20,392.96,391.67,388.52,388.09,383.55,382.12,377.96,379.30,379.92,377.39,372.44,368.09,369.02,365.40,361.42,360.81,359.50,360.02,357.21,356.40,363.01,368.53,365.78,366.23,379.43,380.90,376.02,370.62,369.03,361.24,357.66,355.33,367.46,371.84,368.04,368.39,368.31,368.19,361.63,355.15,352.28,355.99,359.80,356.72,357.39,361.29,365.68,373.90,378.24,380.19,377.94,377.24,376.82,377.80,381.48,385.17,390.91,396.12,392.11,393.52,392.80,392.71,391.13,390.08,389.46,382.41,387.85,385.79,385.30,383.24,387.05,383.43,384.42,385.48,388.46,389.29,387.63,389.21,388.98,387.96,386.70,385.71,387.73,389.59,387.80,387.61,,,,,,,,,,,L8
2013-05-19 22:15:51+00:00,366.86,352.20,341.40,346.65,,,,,,,,,,,,,,,,,,,368.87,369.09,375.06,377.22,383.70,384.90,391.42,399.40,402.98,405.80,404.74,412.85,402.34,399.37,398.05,403.95,,,,390.70,390.47,393.58,395.21,391.92,383.79,380.92,388.99,386.08,384.23,384.90,383.61,380.36,379.64,370.57,376.99,,,,354.91,358.55,355.85,355.88,363.15,362.69,362.36,368.38,382.03,378.30,378.65,375.45,374.26,375.23,,,,376.92,372.30,372.44,371.33,372.02,366.96,359.37,354.36,354.05,363.14,361.24,364.83,363.77,373.08,381.41,,,,375.56,370.46,375.80,373.67,382.94,382.54,389.09,390.07,392.17,392.88,396.65,397.68,389.04,,,,378.75,376.69,374.28,376.60,377.53,377.39,385.00,382.70,384.38,387.03,380.94,386.41,386.15,,,380.43,,,,,,,,,,,,,,L7
2013-05-27 22:22:02+00:00,354.71,329.28,323.25,,,,,,,,,,,,,,,,,,,341.82,343.44,349.46,350.65,350.58,350.21,350.71,360.03,372.63,370.94,378.35,378.88,384.61,367.77,369.70,370.63,362.76,372.61,371.09,370.35,372.12,381.31,379.10,378.20,377.00,376.29,370.33,368.76,365.08,366.38,366.56,367.06,364.74,361.35,355.91,351.52,351.49,349.93,346.98,345.04,350.38,343.61,343.20,345.52,355.89,357.34,357.60,368.08,364.87,373.96,372.55,363.47,355.82,353.74,346.15,358.23,365.13,365.38,364.58,359.88,358.18,353.24,346.76,344.38,345.32,342.30,341.08,337.44,345.99,350.89,366.05,372.43,367.89,366.10,360.72,364.45,364.81,363.74,371.83,373.05,381.12,377.43,370.10,376.58,370.67,376.69,376.79,373.16,370.38,371.56,368.99,370.34,370.70,366.27,365.38,363.86,367.77,366.31,369.56,371.12,367.86,365.65,361.89,366.38,362.84,366.60,367.26,368.23,,,,,,,,,,,,L8
2013-06-04 22:15:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,397.80,391.25,391.02,400.89,410.29,411.31,425.23,400.33,395.85,,419.20,402.31,385.91,388.56,,,,,,,395.82,393.01,392.94,391.20,391.56,408.92,394.82,384.80,381.76,377.10,386.41,373.84,373.58,374.93,374.96,,,368.10,373.80,377.38,369.46,378.34,383.39,377.06,382.35,379.51,372.71,365.78,361.67,363.25,399.41,397.20,,,,375.17,369.47,369.67,365.86,359.04,369.65,361.79,365.78,367.96,367.67,380.65,392.40,382.07,377.56,382.98,,,385.53,390.31,392.40,394.52,384.38,412.56,405.42,403.34,391.73,389.55,405.46,404.36,379.26,383.57,,,379.71,381.63,381.33,390.17,378.80,384.27,402.35,382.72,381.13,387.33,384.68,391.89,390.56,,,392.75,,,,,,,,,,,L7
2013-06-11 22:21:50+00:00,376.85,368.10,353.08,357.67,361.29,370.74,,,,,,,,,,,420.02,412.38,404.23,400.71,388.82,386.38,388.48,390.67,390.26,398.06,402.89,402.39,406.78,,,,,,,,,427.46,424.49,430.11,416.99,427.32,417.51,412.00,412.88,402.21,401.44,400.36,392.09,,,,,,,,381.06,383.75,376.03,372.17,373.38,375.77,370.19,371.25,374.37,380.40,,,,,,,,,369.91,367.53,382.45,389.54,389.86,397.48,380.01,392.01,380.48,377.06,,,,,,,,,395.26,388.09,389.23,389.84,394.77,393.06,388.83,400.43,406.26,,,,,,,,,392.88,387.82,391.85,392.81,403.65,391.38,399.24,403.61,,,,,,,,,,,,399.33,395.07,403.88,409.65,,,,,,,,,L7
2013-06-28 22:21:56+00:00,367.29,351.04,338.41,341.31,341.62,343.78,350.32,350.39,350.75,356.07,362.86,367.21,372.10,373.77,380.05,392.31,395.68,391.16,389.27,380.99,376.12,375.16,371.80,373.35,378.98,380.37,383.65,380.57,385.60,389.56,390.96,396.61,403.83,401.87,404.40,405.84,401.79,404.37,414.83,407.92,399.78,396.93,395.51,392.56,394.48,390.36,385.74,379.33,382.62,384.88,388.64,383.52,385.19,384.33,377.48,377.81,371.51,362.72,361.54,357.93,356.75,354.55,354.67,361.71,360.12,366.76,361.56,362.68,363.15,375.05,378.18,377.29,369.92,370.57,364.81,356.49,371.27,383.24,375.33,381.97,375.95,373.08,370.67,359.05,364.75,366.89,369.17,360.37,364.68,370.24,374.88,386.36,393.80,385.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.11,398.80,390.31,387.69,385.82,390.06,387.56,388.54,,,,,,,,,,,L8
2013-07-14 22:21:58+00:00,368.68,354.25,342.19,336.42,337.47,330.94,333.97,344.20,344.05,347.53,350.71,361.45,365.15,376.78,373.57,384.61,388.02,382.18,382.01,378.50,372.40,371.70,366.85,370.41,373.83,373.50,377.14,377.39,386.10,388.90,387.18,388.67,391.34,399.34,400.98,407.75,406.70,412.41,416.22,401.32,400.42,399.21,390.01,389.43,394.82,393.99,392.21,380.86,379.42,378.73,379.24,378.83,373.75,373.52,370.15,368.76,367.07,362.62,358.50,356.25,356.93,351.43,350.83,353.87,352.49,363.62,357.03,360.74,366.44,370.06,377.99,375.02,370.64,361.13,356.17,345.45,364.17,382.56,381.84,374.81,371.99,372.08,364.73,356.31,373.46,361.87,352.16,353.57,355.14,359.14,364.68,371.41,377.46,371.38,368.89,369.84,373.81,373.80,378.72,378.90,380.63,386.86,391.58,385.91,389.72,390.45,393.99,390.89,384.43,382.60,375.41,379.40,379.65,377.63,378.61,379.03,387.83,377.29,,,,,,,,,,,,,,,,,,,,,,,L8
2013-07-22 22:15:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.37,,,,,,,387.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2013-08-30 22:21:38+00:00,,,,,,,,,,,364.73,370.79,375.64,380.04,382.52,392.91,396.75,393.44,385.66,384.44,381.27,376.34,,,,,,,,,,402.46,401.09,403.32,402.73,400.81,410.10,413.72,413.60,415.53,413.64,410.72,,,,,,,,,,385.99,379.18,385.08,381.30,379.68,383.82,381.09,373.28,362.15,366.25,,,,,,,,389.62,384.23,382.80,373.38,376.81,375.84,367.32,363.72,372.46,384.66,,,,,,,,,,,,,,,388.69,383.61,382.53,382.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2013-09-16 22:21:57+00:00,361.52,339.70,329.78,324.29,320.47,323.51,322.48,324.12,335.29,340.00,351.35,358.39,358.37,363.44,375.66,376.00,373.45,366.98,364.40,362.85,357.25,355.97,359.59,363.23,362.21,368.13,374.00,385.47,389.69,395.47,390.34,391.31,392.68,394.83,391.20,397.15,403.93,405.61,405.23,405.30,400.40,397.99,392.47,393.21,387.48,385.41,383.12,391.10,390.44,379.75,378.26,378.90,380.15,379.57,372.03,371.18,364.02,363.57,361.87,363.07,351.84,350.81,346.14,348.19,353.74,361.15,362.66,369.05,379.61,367.88,369.94,367.44,358.11,356.44,344.28,349.51,358.10,359.40,362.22,361.42,360.84,361.47,361.33,359.72,359.37,360.11,349.18,345.12,353.52,353.61,358.46,364.59,373.64,374.11,369.88,365.96,366.89,366.54,374.48,377.31,383.04,390.86,386.63,391.93,386.90,387.76,386.19,387.52,384.62,383.82,388.20,386.39,388.34,387.15,386.53,384.91,384.13,380.87,383.64,381.53,383.50,392.93,392.62,387.56,386.27,383.41,375.93,373.38,377.17,376.34,381.12,383.85,375.04,375.01,369.39,373.50,383.23,383.96,368.03,370.20,L8
2013-09-23 22:28:04+00:00,369.16,354.49,330.74,322.99,322.30,323.64,327.37,336.08,330.68,335.18,339.89,355.98,364.79,372.02,377.16,381.84,387.08,378.52,372.79,369.70,366.58,361.67,359.21,368.15,371.24,372.42,378.80,382.22,390.34,391.32,388.41,392.07,390.52,389.99,389.34,389.23,386.54,394.07,396.58,402.61,404.59,392.57,393.06,391.62,389.59,387.38,388.50,384.58,375.36,368.91,369.89,373.69,373.41,371.89,366.24,363.38,364.12,359.56,357.20,362.57,347.00,348.23,348.28,348.64,350.30,357.69,351.17,357.95,363.21,366.33,362.95,356.63,353.55,349.79,346.52,338.92,349.74,359.64,356.56,358.95,356.74,358.11,358.45,355.59,356.39,355.13,353.20,350.33,346.62,349.61,356.94,364.03,368.33,367.32,366.93,368.97,364.47,368.61,369.96,372.89,380.05,384.84,381.51,382.65,380.42,379.22,382.01,384.07,379.25,379.52,379.04,380.67,380.97,381.83,381.90,377.16,377.05,375.14,371.69,371.78,378.46,377.31,384.53,387.21,387.46,384.30,384.87,380.38,383.25,381.01,379.67,378.40,373.63,385.26,371.68,369.85,363.32,371.77,372.93,373.01,L8
