dates,satname,nzd0466-0000,nzd0466-0001,nzd0466-0002,nzd0466-0003,nzd0466-0004,nzd0466-0005,nzd0466-0006,nzd0466-0007,nzd0466-0008,nzd0466-0009,nzd0466-0010,nzd0466-0011,nzd0466-0012,nzd0466-0013,nzd0466-0014,nzd0466-0015,nzd0466-0016,nzd0466-0017,nzd0466-0018,nzd0466-0019,nzd0466-0020,nzd0466-0021,nzd0466-0022,nzd0466-0023,nzd0466-0024,nzd0466-0025,nzd0466-0026,nzd0466-0027,nzd0466-0028,nzd0466-0029,nzd0466-0030,nzd0466-0031,nzd0466-0032,nzd0466-0033,nzd0466-0034,nzd0466-0035,nzd0466-0036,nzd0466-0037,nzd0466-0038,nzd0466-0039,nzd0466-0040,nzd0466-0041,nzd0466-0042,nzd0466-0043,nzd0466-0044,nzd0466-0045,nzd0466-0046,nzd0466-0047,nzd0466-0048,nzd0466-0049,nzd0466-0050,nzd0466-0051,nzd0466-0052,nzd0466-0053,nzd0466-0054,nzd0466-0055,nzd0466-0056,nzd0466-0057,nzd0466-0058,nzd0466-0059,nzd0466-0060,nzd0466-0061,nzd0466-0062,nzd0466-0063,nzd0466-0064,nzd0466-0065,nzd0466-0066,nzd0466-0067,nzd0466-0068,nzd0466-0069,nzd0466-0070,nzd0466-0071,nzd0466-0072,nzd0466-0073,nzd0466-0074,nzd0466-0075,nzd0466-0076,nzd0466-0077,nzd0466-0078,nzd0466-0079,nzd0466-0080,nzd0466-0081,nzd0466-0082,nzd0466-0083,nzd0466-0084,nzd0466-0085,nzd0466-0086,nzd0466-0087,nzd0466-0088,nzd0466-0089,nzd0466-0090,nzd0466-0091,nzd0466-0092,nzd0466-0093,nzd0466-0094,nzd0466-0095,nzd0466-0096,nzd0466-0097,nzd0466-0098,nzd0466-0099,nzd0466-0100,nzd0466-0101,nzd0466-0102,nzd0466-0103,nzd0466-0104,nzd0466-0105,nzd0466-0106,nzd0466-0107,nzd0466-0108,nzd0466-0109,nzd0466-0110,nzd0466-0111,nzd0466-0112,nzd0466-0113,nzd0466-0114,nzd0466-0115,nzd0466-0116,nzd0466-0117,nzd0466-0118,nzd0466-0119,nzd0466-0120,nzd0466-0121,nzd0466-0122,nzd0466-0123,nzd0466-0124,nzd0466-0125,nzd0466-0126,nzd0466-0127,nzd0466-0128,nzd0466-0129,nzd0466-0130,nzd0466-0131,nzd0466-0132,nzd0466-0133
1999-08-26 22:07:08+00:00,L7,326.86,324.00,319.90,306.23,308.03,305.76,309.69,308.57,312.73,317.25,321.50,324.25,324.22,330.15,333.01,330.97,327.45,331.78,334.42,335.57,335.59,335.89,331.87,333.81,336.20,328.36,327.39,329.79,333.11,333.56,330.38,327.61,330.98,328.68,328.93,328.14,328.99,325.01,328.36,324.84,322.75,318.25,319.68,317.98,315.99,312.07,313.50,323.02,327.27,332.05,336.23,334.07,324.06,329.11,329.09,329.10,329.21,332.30,338.85,340.04,333.66,336.05,343.45,349.59,347.99,345.11,339.96,340.69,336.65,334.86,343.41,346.34,344.95,338.12,330.70,338.15,338.35,336.80,329.26,329.85,327.94,321.24,317.43,317.63,318.46,325.68,331.85,333.54,332.55,329.87,335.91,339.55,333.57,331.12,327.42,323.73,321.59,322.49,327.28,333.27,339.59,339.28,335.97,330.49,328.19,319.65,320.86,317.83,317.58,317.14,318.30,317.37,321.55,313.96,314.25,311.09,317.94,314.71,313.68,321.87,327.01,334.51,337.92,341.29,339.82,340.47,344.34,344.65,342.23,342.63,336.43,334.79,338.36,339.25
1999-09-27 22:07:12+00:00,L7,339.02,334.13,334.20,332.83,332.83,325.62,329.35,324.16,324.73,328.89,337.05,338.56,341.43,347.19,348.73,344.33,348.39,355.39,347.76,353.84,357.67,357.38,357.11,361.05,355.40,355.16,351.31,349.99,348.13,347.64,344.58,347.39,347.19,349.02,349.44,347.85,340.47,337.28,334.23,341.43,344.07,343.86,338.43,339.75,339.90,341.02,341.93,344.53,348.50,350.98,353.61,353.32,348.72,356.10,354.20,351.10,355.67,360.89,363.74,367.14,366.13,362.17,361.44,362.56,362.69,359.00,361.08,369.20,371.19,367.58,367.11,365.82,364.60,361.62,357.53,353.92,353.70,348.76,343.59,343.12,344.67,343.68,343.06,337.35,345.87,347.63,347.34,345.81,344.08,349.09,353.74,354.23,355.59,349.07,351.06,348.99,354.32,354.32,353.73,352.16,354.47,356.80,354.97,346.85,341.97,338.63,338.46,332.40,332.87,333.08,334.80,339.17,337.53,340.30,342.75,342.25,341.82,342.15,339.46,339.45,343.79,350.72,351.23,352.16,356.15,360.18,364.54,364.74,364.45,362.14,360.09,358.34,354.61,353.71
1999-11-30 22:06:59+00:00,L7,323.79,324.58,322.72,320.04,316.95,313.00,313.19,315.22,319.74,320.05,323.14,324.45,334.84,336.40,336.60,338.19,341.33,339.37,339.93,337.74,342.67,343.06,348.45,345.78,348.22,340.55,340.17,339.63,339.36,335.99,337.84,339.11,343.37,336.44,333.89,335.33,332.73,330.60,323.94,322.40,324.92,326.65,327.37,330.91,329.01,330.29,333.29,325.75,330.67,334.52,338.48,336.91,336.04,337.62,341.05,341.77,341.40,343.10,345.08,350.15,346.88,342.62,341.73,344.60,343.41,347.81,345.50,345.72,350.51,352.22,350.52,351.05,345.23,343.86,343.84,336.83,334.99,329.67,329.74,328.98,327.46,323.15,323.93,326.35,326.80,328.00,328.75,331.98,330.50,330.96,329.74,331.79,332.10,329.87,327.00,327.53,326.67,328.83,333.48,339.10,338.65,339.65,338.73,335.84,330.05,323.69,324.92,320.02,319.27,319.92,322.15,319.89,322.84,323.41,323.70,323.14,323.36,323.20,325.57,329.06,330.16,335.10,340.70,337.78,342.97,340.64,346.93,346.73,347.66,347.62,346.92,345.74,343.34,338.57
2000-02-18 22:06:52+00:00,L7,341.41,328.53,329.59,332.20,325.47,330.18,329.06,330.89,336.24,335.52,339.32,341.00,342.79,347.43,339.92,340.79,348.09,351.21,353.21,353.84,359.71,355.96,359.44,363.54,359.62,350.40,347.14,346.53,343.68,343.71,342.84,349.21,348.95,346.98,347.27,344.70,345.48,343.11,345.03,341.54,341.87,339.62,338.38,334.76,339.33,337.80,343.04,343.19,338.87,345.23,353.63,354.08,349.04,349.14,345.79,349.13,352.45,352.12,355.78,352.24,350.62,350.17,349.81,352.89,356.95,358.18,356.24,361.74,357.26,359.62,363.21,357.26,357.52,354.67,353.18,348.00,346.56,346.66,343.84,347.30,341.64,344.64,339.22,335.54,343.42,341.38,339.54,340.85,342.88,347.32,348.30,348.93,345.62,350.18,347.75,344.83,345.57,352.56,349.66,348.29,346.19,343.69,341.80,340.44,336.17,334.26,331.12,333.83,332.86,336.54,336.75,340.01,336.62,340.83,344.59,341.92,334.74,344.29,342.13,339.66,346.24,351.63,356.32,358.41,356.57,366.44,363.35,364.56,364.35,361.34,355.59,358.46,356.47,351.50
2000-03-21 22:06:49+00:00,L7,332.31,327.62,336.48,329.65,332.25,327.66,330.26,322.73,329.75,331.23,333.98,329.98,338.09,352.59,343.38,343.73,356.86,352.13,353.14,352.39,352.54,354.07,356.84,367.22,361.08,350.48,347.62,347.79,349.00,344.02,339.89,347.31,346.51,345.02,351.51,356.62,344.85,343.55,338.70,337.43,348.35,339.12,334.37,342.65,342.60,337.15,338.58,347.72,339.04,347.36,347.08,356.02,351.51,342.46,345.87,347.77,347.95,351.80,351.51,360.60,357.51,352.62,346.82,354.70,362.69,355.54,350.80,354.42,353.66,358.68,358.83,362.16,357.14,358.19,356.13,353.86,346.38,346.49,344.03,344.53,338.84,334.66,341.35,335.65,339.18,348.69,350.21,346.74,339.74,345.80,345.29,349.77,344.27,342.75,335.77,347.44,343.14,337.91,346.32,352.94,354.10,350.91,342.52,341.14,340.46,339.12,331.64,330.84,331.22,337.51,333.73,334.45,341.90,340.47,345.64,338.64,342.05,341.81,344.08,341.05,340.09,343.79,355.48,352.05,358.47,361.43,363.55,367.57,360.43,357.51,355.35,354.57,354.42,351.96
2000-05-08 22:06:20+00:00,L7,336.21,335.77,331.43,333.52,322.30,323.58,329.37,331.75,332.35,333.34,333.56,334.43,345.08,342.60,336.28,340.52,350.75,346.66,350.01,353.01,356.64,350.19,356.44,350.29,354.23,353.91,351.74,343.01,345.77,351.11,344.90,348.21,350.25,347.84,345.13,345.27,344.68,340.58,336.78,337.15,336.15,333.51,339.56,334.65,337.65,340.69,339.08,345.08,341.21,341.49,343.24,350.21,348.26,342.35,344.99,346.47,352.72,355.44,357.21,355.87,358.37,353.57,357.92,356.05,356.62,358.83,356.27,354.12,354.41,357.48,364.67,361.65,360.41,359.84,358.33,358.03,351.26,350.16,346.65,340.52,333.43,338.40,337.43,337.40,339.97,342.60,341.05,344.36,346.78,347.67,349.78,349.23,343.59,337.00,340.07,337.32,340.56,339.53,334.89,353.17,352.45,347.61,350.59,345.24,342.57,339.67,337.82,330.77,330.08,335.74,334.08,333.71,337.05,338.45,346.05,343.44,343.23,341.64,340.35,343.71,350.16,351.30,353.98,360.85,360.16,360.34,361.30,361.56,364.88,362.74,359.92,355.91,353.35,349.62
2000-07-11 22:05:41+00:00,L7,323.88,326.80,322.92,318.73,312.12,316.10,324.33,315.57,323.81,325.31,321.36,321.94,330.85,332.94,330.05,327.11,328.25,332.61,330.39,340.73,339.54,344.11,351.20,344.95,348.18,338.76,341.09,334.58,330.69,332.36,336.07,340.81,337.57,334.10,341.59,337.57,342.31,333.41,325.14,316.11,320.34,322.25,324.91,323.74,324.70,316.60,317.75,321.45,323.59,334.06,341.21,337.82,338.63,336.42,336.84,339.61,336.74,336.54,342.04,336.20,340.34,339.66,338.97,344.32,347.25,345.31,338.08,345.51,348.47,349.81,343.74,350.43,347.36,343.17,338.34,336.14,335.27,338.58,332.70,331.05,328.84,325.78,326.11,328.32,327.85,327.72,335.16,326.75,327.67,332.00,337.61,341.17,337.15,336.23,334.88,332.24,324.96,334.74,329.45,336.01,331.79,340.57,340.23,335.15,333.95,326.24,323.57,325.17,320.32,319.49,322.27,323.68,321.86,323.58,321.20,326.58,329.23,324.76,326.43,330.84,337.90,340.88,345.66,351.30,346.71,346.63,352.27,350.88,345.36,,,,,
2000-07-27 22:05:24+00:00,L7,334.42,331.96,330.59,327.15,323.41,324.42,325.15,329.04,333.63,338.69,333.72,335.77,341.39,345.12,343.88,344.16,345.06,349.18,348.25,353.44,356.77,353.43,358.47,360.12,358.04,353.41,352.95,349.29,348.27,340.14,343.47,344.22,342.93,347.28,344.82,345.99,344.66,341.03,339.41,338.32,337.68,335.83,338.43,335.17,337.67,335.76,333.37,340.14,335.48,345.97,350.54,345.92,349.21,348.36,344.69,345.70,344.73,350.47,351.31,352.55,348.84,354.99,354.32,357.12,357.36,356.61,353.84,354.38,356.14,357.24,360.03,356.94,358.69,354.88,354.75,348.88,346.70,346.26,347.14,341.02,339.18,339.06,334.58,335.52,335.73,337.40,342.87,347.38,343.33,346.66,349.75,351.16,345.93,346.58,343.65,343.56,342.88,344.87,346.72,349.44,349.17,349.43,351.58,350.15,341.88,338.27,340.49,333.96,334.34,335.91,340.57,335.46,336.74,334.83,340.24,341.21,335.52,334.69,339.85,343.17,342.44,353.39,354.96,360.60,360.63,357.67,360.91,363.83,361.53,356.96,356.10,356.20,350.02,348.90
2000-08-12 22:05:17+00:00,L7,333.85,332.58,332.99,331.44,323.85,329.15,326.62,331.40,330.10,326.64,331.81,333.72,338.62,342.80,341.53,342.38,347.90,350.44,352.80,355.35,359.92,357.62,361.69,358.08,352.84,352.75,351.53,345.23,347.23,342.49,350.04,350.54,349.46,351.33,352.66,349.79,347.23,341.99,341.82,340.92,343.31,340.36,336.63,336.65,336.21,340.82,340.22,342.62,338.97,347.32,346.66,348.08,346.65,348.03,348.29,347.62,351.99,352.37,354.06,356.27,351.50,353.17,355.56,357.08,358.23,354.80,353.75,354.73,355.66,355.53,357.83,356.46,357.58,354.56,353.47,350.75,343.43,343.75,343.78,340.22,334.83,333.09,332.75,330.66,331.25,335.06,337.64,337.03,339.93,340.23,341.79,342.17,340.45,339.52,338.93,338.72,339.40,339.22,340.68,341.55,342.54,344.98,348.04,342.85,337.93,333.79,332.49,331.70,326.89,331.02,331.82,331.88,333.91,334.17,335.35,335.52,334.29,336.67,334.20,336.29,339.86,345.95,348.80,351.47,351.88,352.71,358.68,355.48,356.69,354.52,353.10,350.55,344.71,344.95
2000-10-15 22:04:20+00:00,L7,320.28,320.73,313.86,315.42,311.22,313.47,311.38,315.14,312.67,311.48,316.14,319.34,327.07,335.14,333.51,332.18,333.06,330.03,341.41,357.20,348.32,338.04,339.74,339.23,342.83,336.88,331.45,327.82,326.33,328.45,329.05,333.23,335.24,333.42,333.05,330.19,331.94,331.67,332.43,326.02,330.45,319.92,320.33,323.73,325.57,322.89,325.18,324.60,330.89,328.89,332.85,330.48,332.40,328.55,330.11,329.50,332.71,335.53,331.58,328.54,336.10,342.72,351.76,356.11,362.40,347.83,345.15,320.37,318.91,316.49,316.68,337.81,341.49,328.29,328.27,310.14,304.96,297.93,300.48,322.69,310.32,299.94,301.67,,,,,,,,,,,,,,,,,,,,,561.21,631.16,,315.75,317.40,316.95,311.15,317.13,317.04,314.79,319.34,318.23,324.31,323.27,318.95,316.40,322.59,329.15,328.46,330.52,334.46,341.14,344.37,345.67,345.13,345.65,343.35,344.54,339.28,339.73,338.09
