,dates,nzd0450-0000,nzd0450-0001,nzd0450-0002,nzd0450-0003,nzd0450-0004,nzd0450-0005,nzd0450-0006,nzd0450-0007,nzd0450-0008,nzd0450-0009,nzd0450-0010,nzd0450-0011,nzd0450-0012,nzd0450-0013,nzd0450-0014,nzd0450-0015,nzd0450-0016,nzd0450-0017,nzd0450-0018,nzd0450-0019,nzd0450-0020,nzd0450-0021,nzd0450-0022,nzd0450-0023,nzd0450-0024,nzd0450-0025,nzd0450-0026,nzd0450-0027,nzd0450-0028,nzd0450-0029,nzd0450-0030,nzd0450-0031,nzd0450-0032,nzd0450-0033,nzd0450-0034,nzd0450-0035,nzd0450-0036,nzd0450-0037,nzd0450-0038,nzd0450-0039,nzd0450-0040,nzd0450-0041,nzd0450-0042,nzd0450-0043,nzd0450-0044,nzd0450-0045,nzd0450-0046,nzd0450-0047,nzd0450-0048,nzd0450-0049,nzd0450-0050,nzd0450-0051,nzd0450-0052,nzd0450-0053,nzd0450-0054,nzd0450-0055,nzd0450-0056,nzd0450-0057,nzd0450-0058,nzd0450-0059,nzd0450-0060,nzd0450-0061,nzd0450-0062,nzd0450-0063,nzd0450-0064,nzd0450-0065,nzd0450-0066,nzd0450-0067,nzd0450-0068,nzd0450-0069,nzd0450-0070,nzd0450-0071,nzd0450-0072,nzd0450-0073,nzd0450-0074,nzd0450-0075,nzd0450-0076,nzd0450-0077,nzd0450-0078,nzd0450-0079,nzd0450-0080,nzd0450-0081,nzd0450-0082,nzd0450-0083,nzd0450-0084,nzd0450-0085,nzd0450-0086,nzd0450-0087,nzd0450-0088,nzd0450-0089,nzd0450-0090,nzd0450-0091,nzd0450-0092,nzd0450-0093,nzd0450-0094,nzd0450-0095,nzd0450-0096,nzd0450-0097,nzd0450-0098,nzd0450-0099,nzd0450-0100,nzd0450-0101,nzd0450-0102,nzd0450-0103,nzd0450-0104,nzd0450-0105,nzd0450-0106,nzd0450-0107,nzd0450-0108,nzd0450-0109,nzd0450-0110,nzd0450-0111,nzd0450-0112,nzd0450-0113,nzd0450-0114,nzd0450-0115,nzd0450-0116,nzd0450-0117,nzd0450-0118,nzd0450-0119,nzd0450-0120,nzd0450-0121,nzd0450-0122,nzd0450-0123,nzd0450-0124,nzd0450-0125,nzd0450-0126,nzd0450-0127,nzd0450-0128,nzd0450-0129,nzd0450-0130,nzd0450-0131,nzd0450-0132,nzd0450-0133,nzd0450-0134,nzd0450-0135,nzd0450-0136,nzd0450-0137,nzd0450-0138,nzd0450-0139,nzd0450-0140,nzd0450-0141,nzd0450-0142,nzd0450-0143,nzd0450-0144,nzd0450-0145,nzd0450-0146,nzd0450-0147,nzd0450-0148,nzd0450-0149,nzd0450-0150,nzd0450-0151,nzd0450-0152,nzd0450-0153
0,1999-11-12 22:19:03+00:00,287.3516241622365,306.0399809490961,299.901482615072,300.92564398734305,301.96853675993367,288.5797895790018,341.11665586882185,,,,,,,212.66298100622814,137.37562451294366,114.69641452888501,97.19438552547187,95.40183540474582,95.63286652035029,94.57973403943974,95.57061310366291,100.7859376747124,105.0708558546446,104.09415928212604,105.59921459772278,106.13388036682203,,106.4317289141343,108.91321919177231,109.69235996062793,123.65181292298563,123.15209092707501,135.5822812806017,144.03250677116355,152.4275724271242,,155.21500053110256,142.90694051407863,134.7969933880499,131.33885274332906,135.53024755615886,130.05278562867153,128.81430366657528,135.9440297194622,138.47646113094925,145.26574258341145,151.51969476851892,147.25323158075446,153.69082517873093,159.58182675627498,160.85347443629107,174.87920985701243,187.84548496758347,190.76781354878239,187.92745084901753,196.53669069511096,195.5928549310868,195.38914815935334,195.6718305518375,195.77047405949682,197.03054348478494,193.0334322579193,185.18354695183953,189.6259708984221,191.78110353678872,195.0734221536256,198.9270663136439,198.5792651380663,204.6621030379299,209.38534872106428,216.61969581963285,216.47429707162198,234.04720782842344,239.7974553408811,253.6342039105521,251.56028538403123,237.95392449780522,237.77196767552496,231.92883334924747,218.54469425482887,220.54546507629644,209.62621050234023,201.42739320068648,204.33001167777257,202.9226458445124,207.2004440606046,197.9302823051859,202.56382759268425,194.69230623185697,196.30353166242838,193.27743741636473,193.33026226509557,188.5591184957487,182.71332410111273,170.0528168368322,157.11340824802076,153.08682717698576,165.42782594319922,182.9285348921593,131.36567853041882,120.19112711279877,129.24114426693788,138.10345442810282,,172.87631295930836,183.41025479900128,188.77098674964506,195.31921933231462,206.4424515591662,210.52144923058427,217.9719815230889,220.87751527471684,230.19598796534072,230.063886079612,235.67668637148617,238.81864079699184,237.42532114558136,235.4400344171363,229.26844449518168,221.52378891813052,209.15416044502524,228.01156260413111,243.55029159830966,255.8931973138077,257.70737081705465,265.55542065961373,269.0099948283072,271.782460030235,269.5918011674826,268.2822356694102,266.91855385225307,269.05565029548615,278.74329773600545,278.0954767361456,282.71256290106896,284.90238463637917,287.6986429307859,285.6161369580909,283.5798853830032,283.41672496597164,283.7627581435813,290.9739150184522,291.57952334290997,290.11875974650457,296.1336206850119,295.87658466445976,297.2816515726667,300.49459067234596,295.7375054447175,290.76204313081803,285.77281283286936,279.78978521732176,299.37422234671,
1,1999-11-21 22:13:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.5215165276704,161.51661430751062,170.55498467699556,172.19982538716448,185.04089440677168,194.2002330750178,199.25977863895233,200.90352050489992,212.1212357117053,206.84761115454197,206.89505357526164,208.71182001129125,209.77490258512987,217.02361110784378,200.1054033857911,,201.0656762880348,206.4155400504641,210.3584640985235,208.8398774785158,209.7350143053537,208.7268437229628,216.57948219433618,226.73318670436024,225.29198971243775,236.3005873620074,240.64371480676934,250.5296093550368,260.41098141264456,260.61410253697403,260.8710016753494,254.47238934307404,250.58399120541745,245.74266978550168,240.71855978624927,240.79195000345902,234.84689089327196,229.4072170366451,228.91638845444183,225.7768544534909,226.07307035816217,217.951429409461,215.16861310291148,211.0694090696732,211.09017525480607,207.83326740036205,206.0242133693414,204.4661731721772,199.15222200218267,198.49731217942806,188.400630068877,181.62207138832832,,192.65822685010087,143.0616538593848,138.61359178081665,148.10437792999022,149.6919438291746,172.3273405844325,194.25410701968718,207.67082187120627,219.47429169558018,223.76383364898948,231.74116638793777,238.3373547713906,253.90970446722588,254.4699394464301,256.58700858386686,262.80515935016217,270.1223234918063,268.0164796152924,266.7669423836143,260.16339148850415,257.93415759448595,242.7056371830384,231.03624418064655,250.21359496795662,267.83356631704373,281.8395406042193,286.3284567318227,295.11395441705065,291.4975321484035,294.7528425920087,286.50219575595924,292.15340948968765,288.6671837646696,294.65204226625195,300.0427095177476,304.98354068815877,306.81626149172735,303.65106339410585,303.4218436149957,304.4023669483787,302.39592594988574,300.5409254844275,305.5090314013746,305.5473156549977,307.8749679530833,316.05262502236144,322.5327009913948,321.7322217618463,318.57743515836734,314.60668132255665,313.7311619585518,306.3285393471868,311.94271216019786,315.2445762929704,,
2,1999-11-28 22:18:56+00:00,286.7226948764574,284.184789482732,292.20740169356753,298.8443485441279,293.5610702386415,299.8424456490633,310.3940923395292,310.59433232807453,303.50108839266676,302.886747921264,297.4818377470628,289.3876383988705,238.06203639105027,231.16480641418667,161.1365045164895,129.34685161385843,112.59323705771132,90.5260583776187,83.37761216280285,86.65348398499847,,75.22854660939937,85.4813910200566,86.50137705867806,92.4542010277433,86.1618647156478,87.56768871411931,89.73996746047969,94.4273515880289,103.72900294307958,113.3634858421118,120.19492237347097,131.85206138096174,136.29719833416996,143.71131794197467,147.10380437037904,141.9192084621527,128.93068673620192,125.78318132622664,118.7945882197185,111.24963757992636,111.58013169614428,106.9096083603709,107.3571853854395,116.07753380241135,125.6102427411883,,137.47454137048106,141.1008898092413,144.51250759127623,155.76002536346283,165.0712393936752,171.65573432314335,171.44542943170785,176.44155350003305,182.9246419535532,178.07748180287783,180.1743275809809,176.29104041433203,180.6269775486892,185.44849914886697,180.70451493973567,176.71011255062496,177.3590156890814,181.8131989925473,184.33394511535727,183.1018550979888,180.53319085751687,180.6432524435322,193.28382531097506,192.23940389130115,201.33226599760468,210.7980085952215,216.8309929566772,231.03666617457526,221.9417495758282,232.11117213483035,225.30413194907504,217.1963969567142,210.74097355765025,202.52059892452203,203.3975350070954,197.54308089689766,195.2427421516682,194.381078056547,189.42443398369372,189.47064793817302,188.43326251219403,192.14671940807483,194.47861229705748,190.0945662312872,188.7563045621257,187.9649687900867,185.49244407791616,176.84024990532862,172.76825832567852,168.07968854241494,167.9785883203159,,121.59272742285319,108.6579431446934,114.1595587145258,131.71785028617313,149.7460412121875,175.29443016433578,184.42932115912646,191.26763951847371,194.24453154973565,202.02472835371705,213.88322191902677,223.26967886754636,229.11614653389438,228.08653283051797,226.41340748004214,232.63033611229,239.23700141194786,238.99877880080504,235.53431096593226,217.01601771049718,198.80800205449464,198.81106026667447,213.0852922938529,238.15395639314892,249.7565902197046,258.1470892611986,268.39356126694116,268.5381969060793,263.019986375496,263.8079497745433,253.99530905154592,247.75086641482517,251.15577616516174,257.9285732377064,267.99246489548324,271.32033899261774,273.4144636694123,277.67656309962575,273.82160895851456,283.91301121931133,280.92671969110967,281.3864079880991,288.6418313067203,285.77274418320667,293.35264908017353,296.1224957025625,296.5400780881964,301.61614553051766,299.9592236313828,296.22219086860525,294.02161412601475,295.30960087428514,298.60219307448057,301.5125984237185,
3,1999-12-07 22:13:17+00:00,,,,,,,,,,,,,230.05639539834672,195.17986855047016,151.50909586370847,121.25568504869133,107.12838731287252,84.70119830933862,79.8285371763735,76.02364823171195,77.9750174485033,76.63433729791264,78.38634205085589,83.91025826594597,87.47507674400161,89.270800192625,95.07013576695091,84.96838351231636,88.94745674957177,88.53808815202818,,104.39516953087326,,125.17487779599485,,139.09374534451138,131.57811454460017,120.80013848098822,118.61257731475668,114.26269760520631,107.11370030057431,105.85860165372601,107.86859249063097,108.49937544411736,114.48716963990253,114.71387621162515,128.7634419182602,135.86869079038922,137.8546073868993,146.61632371641392,154.51822720885986,166.8226539364178,171.33825337788025,176.08147672294692,179.6558286901992,177.2972971880195,174.7002073548417,187.5921956073406,174.8058363632936,175.85331918963104,172.66685883514614,,175.99726944835078,175.21505283369078,173.30335416094167,173.93678455018528,175.15885594174608,179.11275903593946,184.83237195431838,195.60735728634648,201.2601098648991,207.45057599846058,222.01605122264155,224.68280167049932,226.13297568581407,231.88338224315848,232.67038674258833,225.96567398094942,217.08319403699343,215.72766478319167,202.69459985554238,201.98696926428212,205.4901806955371,,196.91927256438464,189.85972420946783,185.5466543592854,184.0523297840965,179.21392542392675,,,,173.31590876771094,173.40157723218124,171.1789997292679,163.04817877205647,,173.9480148049654,177.13685905045716,,,,,,,,,,,,,,,222.27419254809928,231.45941076794023,233.17530511075793,237.76554124711527,229.96184313934089,225.25450946630303,210.46318357690689,195.39606893787692,211.6182953301028,,,259.8818715219015,,,261.8067408239615,258.03724929208835,260.05451932254545,256.25136228413106,259.8454302491815,272.5730210703986,272.0916706731874,272.4700364183809,272.519886855665,270.4755644924738,270.11663466234313,273.10184798801896,269.7645775120071,275.2400549646333,275.370731071487,282.5389032442662,289.6241449956632,283.77481342532184,285.42819324370004,289.29809828548883,286.11083866545096,287.23637377479673,288.69512851728905,291.58771727003415,299.1372615471847,308.09086976193373,307.18033423926187
4,1999-12-14 22:19:07+00:00,303.28533488107536,316.38658720222924,322.28510842255736,323.7710398028726,314.74100063853695,315.48928723093246,325.9222100638522,318.55745838282735,299.49421548073786,284.0963591547675,276.66753865063276,272.58056436619705,247.13903866973732,208.8030673405582,178.6936601921207,155.62364537989694,135.31283947349078,120.3826062007441,107.69652648193629,101.24264405792137,92.8424543543768,100.86151018056485,104.10751172962583,103.17314154078886,104.23794401360792,105.25040054875171,101.82619732136084,107.06957614616475,110.42174807674539,,120.61821091047717,,142.16757451402688,,156.05359137816387,,,,142.4816010917159,134.25910803162594,,,127.84951176028527,,,,142.8781822919459,151.6265412620166,,167.99717926998264,169.93564370945123,178.8291659058606,182.50660159214422,191.32981170636478,190.62617935256407,193.49218842645578,199.22029074184945,194.29197150702453,182.84471507559522,186.45776458360515,184.31404251713238,186.51433061536758,188.90524150770113,188.48133007877072,186.17237380367266,185.9352140169387,,191.59501754862973,199.13424255985157,204.44021124286536,217.80700175815912,223.8846953989892,220.23818566196647,233.2634967096484,,246.1938866773169,248.318242778478,,235.0633872906063,227.59360578810904,,214.89493563410733,216.466243532784,212.8938225074476,209.2145528416599,,,201.8504223828011,,210.84137519217006,210.69496108853176,210.32649523646091,,,,,187.31599817815234,,,134.19280287284755,129.67689196579343,135.1572206440113,149.2895339166399,166.27852746810123,190.4629938397494,192.91633320077545,211.94796683738718,211.63854096785408,220.2235984271238,230.44528740965185,232.77839436021412,233.84656510090747,243.42169343169985,,,,248.61350951052322,,,,,,246.6259243935426,261.9256498539223,,284.97859426198994,287.85312130585186,,,264.8423205153972,261.0134168150952,267.8420139298963,272.97351982226076,276.5396696588522,280.5742352655965,,,,,,,,298.05238168404435,303.3172135249026,,,306.0406884674997,,,,,316.6826836845201,310.5398928320432,296.00988107798827
5,2000-01-08 22:13:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.8688983223921,137.19861537719828,146.82044266762225,,,167.4450086476692,174.98826716277694,186.43265840129027,190.13970191441612,199.61714511694083,202.3171491547666,203.82466551964595,195.24944452895656,201.990152770932,195.2056517372667,196.05656747191728,187.4065135505601,192.42901939212146,194.78504189972645,186.8299508141038,194.46286754175955,193.92583065189743,192.7983947710421,,203.19099069207994,202.66961674324045,211.26333767038565,221.11828086940608,224.83924808387394,236.2427777889962,247.13670427914013,251.59273677616508,245.13446645283187,239.14336516995454,231.32710168571387,221.19138687937084,221.92629359246027,214.12210658258064,213.74350170224514,203.1554290052443,198.13148317528587,198.00508613066904,198.0286940212139,202.97513045043416,192.92626516997962,191.498852675392,195.46461117914305,192.00084528900487,186.85164479969148,185.00664106414783,183.93294584409057,184.35665759701627,178.44162565756235,,184.11565336713016,121.46330442767017,111.00451988000378,128.3744975738305,138.5094710224185,165.2238621845145,184.99402809218398,190.26259827226335,199.45907245944738,196.38901714173772,207.59146473040465,212.69035451276028,222.01103145832712,230.3121660404296,237.2768866015444,242.03989925383357,246.66618189226025,247.060720638323,249.10725477898524,241.6433814249123,237.54140680394408,229.5168634568832,,231.84793478559445,244.15952355448675,258.63474743215903,264.650599848177,277.2860591314635,283.30744848396745,278.5443989056614,275.0477403049592,278.3573053749602,271.11640164019826,271.4218472734458,274.524374274674,279.97919277852685,282.79524219947075,278.68997599202237,284.32861665887856,287.48970255946085,286.7888165216488,293.58743594668505,294.35159714547973,290.11263183521794,297.2256068257766,295.14798498179533,296.0210842512608,298.6443280959742,297.33809143024433,300.34407525852436,300.3533658257004,297.83332793931635,288.09514956828275,,,
6,2000-04-04 22:19:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.54183746037391,,69.73371460488323,,99.23720003032314,,107.89929067335011,101.20413892556884,,,,73.96775943899958,,,,,,158.11535490410526,,119.26415460333692,,,,,,,,,,,,,158.63417168853576,,157.4942914885474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.63563452172667,,,,,,,,,,,,,,,,,,,,,235.1177466924982,,,,222.08768052107632,,,,,,,,,,,,,,,,,,,,,,
7,2000-04-13 22:12:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.75032396286025,293.5652239012826,300.83022324146395,302.96469588527555,307.5736370748267,309.5257237329072,293.2468468256129,299.54912153280617,296.72540025476997,294.97929051445635,296.73347990753064,299.82462813973774,299.234531613709,299.2117815549867
8,2000-05-15 22:12:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.45032853775358,111.33885787905115,113.97230857377957,,163.89566210560366,174.76243874032522,175.39692733891903,184.06514929619638,192.43163201436118,197.46195380429162,,,214.24166330422025,221.15040385428034,233.92221004000487,236.99348317628974,240.82972082663252,236.48527640216068,235.11795297968018,224.7368846917794,213.25208667752463,230.70631280068642,241.7244739176047,248.54626422625583,256.09954152921057,269.1811743914138,267.58944179998934,270.6265509409363,273.67320602799896,266.53476176268543,258.8555703943676,260.2451650872058,254.62173927059973,257.57384154656563,,,259.30109891924195,269.09270248036205,266.76659137620004,265.4999481490221,273.02628018124426,270.06585720079715,274.15253745662125,,283.70833682189,283.0435579577917,290.56878535548066,279.61665466549186,280.3844481068225,284.5802644728453,286.07149118820024,277.4220211128415,278.58821001017884,
9,2000-06-07 22:18:24+00:00,305.1165580019613,315.41418933579183,319.04266638230416,312.9561757301348,311.3077314383487,302.2181257421098,291.5417086570059,271.44990704845765,248.2655193983972,232.9566972433207,224.09235672814373,211.6846154999821,195.82476509202945,189.91235378428104,173.02156700717177,161.78783889828802,151.64371235807477,142.6795548655221,129.92627556346667,121.24461214289005,101.77073874104865,104.36566404619128,101.89173578124472,101.29592506743143,97.56258235362404,92.15839285596493,,100.01954263619491,97.77809641975949,106.9817268094815,114.3650668318596,124.93793371599895,130.0184813805537,138.81953563115619,150.8447132715749,142.617980261986,144.4523034111194,134.89316436904468,131.364892583261,128.50331710679376,,,,,129.00144384039632,136.5802845022184,136.66551213366932,144.57863161740494,146.86265870851514,,164.31799861251355,172.4781640003037,176.857839592556,183.89874622972735,178.3882178869361,187.6641936811334,186.3803649118069,182.7257699300189,177.10368191689247,179.90575102020023,172.3066435496356,174.83595536009884,174.51739469994402,166.95568004268765,174.57859191488745,178.60811402054242,186.05766971083477,193.82960258696025,200.29303336518583,203.7744204982724,215.68095306646634,221.48256847412884,227.298916903653,242.67006929022264,242.02830165930436,241.46035100499506,246.39375287465515,237.48305360716415,234.85470974247733,226.95935660739917,218.75745525496012,213.9869754136589,218.05450802422854,216.60008297110554,214.97508451035156,212.97369184295653,208.64370165832548,204.60934923104594,201.05725329194198,194.49233130764628,193.99107529175512,,,188.208809497768,173.65790219758546,166.4347772926576,168.49524196899725,,192.5120135027677,139.82556565124563,121.45669177803242,118.54945400266884,128.2757153463745,141.76255759645807,154.62212883770815,161.94139173609335,163.0600123507482,175.57052844291633,183.46417426107848,189.33198960225303,206.03266202866905,218.54289009217354,230.96537633130652,240.3746601988122,242.86039491237977,253.8634003870747,256.892344646595,,242.8827008960369,224.49899537120928,212.63468080394978,227.18533207404403,239.94601023178967,253.12669823496134,261.9478472804435,273.5620806269251,272.4058509983012,266.2697807444427,270.51606596728953,258.07979616531304,251.4061430204623,256.50390732227356,258.7331758399961,264.9919545722416,275.5021240599921,278.5392727427868,280.61463890590625,276.70090868788685,278.0049329629282,285.40807544767364,287.47344305917005,283.5431666084249,288.294617126562,296.8485073961762,298.9334877468637,298.44928331516127,299.0661221057251,307.61010803899853,302.2771838606916,,,306.6141385185679,300.61578980361196,294.61137252367854
