dates,sar1372-0000,sar1372-0001,sar1372-0002,satname
1986-05-12 09:31:17+00:00,210.46,,,L5
1986-11-04 09:25:25+00:00,212.70,,,L5
1987-09-04 09:33:07+00:00,201.19,304.54,191.09,L5
1991-06-27 09:29:37+00:00,215.12,343.57,196.30,L5
1995-05-05 09:14:35+00:00,214.19,328.25,202.17,L5
1997-05-10 09:34:43+00:00,187.68,343.49,184.72,L5
1998-02-06 09:42:29+00:00,182.51,,187.72,L5
1999-01-08 09:45:34+00:00,,,157.06,L5
1999-08-12 09:59:25+00:00,,,159.97,L7
1999-08-28 09:59:28+00:00,191.09,321.55,169.83,L7
1999-10-15 09:59:30+00:00,189.70,281.98,171.80,L7
1999-11-16 09:59:25+00:00,189.02,269.54,172.35,L7
1999-12-18 09:59:28+00:00,189.02,266.36,169.52,L7
2000-01-03 09:59:21+00:00,188.41,263.33,172.93,L7
2000-02-04 09:59:18+00:00,188.41,259.38,171.22,L7
2000-03-07 09:59:06+00:00,190.64,246.94,173.95,L7
2000-04-24 09:58:51+00:00,191.41,245.56,170.03,L7
2000-06-19 09:42:59+00:00,197.61,242.10,176.03,L5
2000-06-27 09:58:13+00:00,188.75,242.68,174.46,L7
2000-08-14 09:57:37+00:00,188.71,240.20,173.75,L7
2000-08-30 09:57:26+00:00,189.76,240.20,175.63,L7
2000-09-15 09:57:07+00:00,188.91,240.20,175.98,L7
2000-10-17 09:56:41+00:00,187.50,241.30,175.18,L7
2000-11-02 09:56:53+00:00,187.78,245.79,178.34,L7
2000-12-20 09:56:57+00:00,184.67,246.48,177.97,L7
2001-02-06 09:56:56+00:00,188.10,245.90,178.62,L7
2001-02-22 09:56:55+00:00,188.38,244.49,176.47,L7
2001-05-13 09:56:27+00:00,187.17,242.13,176.91,L7
2001-05-29 09:56:18+00:00,191.25,242.13,179.52,L7
2001-06-14 09:56:07+00:00,190.97,242.16,182.26,L7
2001-06-30 09:55:52+00:00,190.52,240.19,178.60,L7
2001-08-01 09:55:40+00:00,191.04,240.19,181.78,L7
2001-08-17 09:55:21+00:00,191.59,240.26,182.79,L7
2001-09-02 09:55:11+00:00,191.59,241.91,189.98,L7
2001-10-04 09:54:47+00:00,192.07,242.36,188.04,L7
2001-11-05 09:54:55+00:00,191.53,242.36,186.44,L7
2001-12-07 09:55:05+00:00,189.66,241.57,180.91,L7
2002-01-08 09:55:16+00:00,190.59,243.60,179.69,L7
2002-04-14 09:55:20+00:00,187.46,242.22,161.85,L7
2002-04-30 09:55:22+00:00,187.99,243.55,164.65,L7
2002-05-16 09:55:15+00:00,194.34,243.84,170.29,L7
2002-06-01 09:55:09+00:00,193.91,246.24,174.73,L7
2002-06-17 09:55:02+00:00,194.58,247.95,183.56,L7
2002-07-03 09:54:58+00:00,192.95,247.74,182.02,L7
2002-07-19 09:54:50+00:00,192.89,248.88,181.40,L7
2002-08-20 09:54:40+00:00,192.94,248.88,181.66,L7
2002-10-23 09:54:19+00:00,192.94,249.15,181.40,L7
2002-11-24 09:54:42+00:00,190.94,247.47,176.55,L7
2002-12-26 09:54:52+00:00,188.28,243.85,162.88,L7
2003-02-12 09:55:12+00:00,182.71,241.62,161.05,L7
2003-03-16 09:55:15+00:00,172.15,242.64,155.65,L7
2003-05-19 09:55:12+00:00,181.84,243.66,162.00,L7
2003-10-02 09:44:16+00:00,191.54,243.32,184.38,L5
2003-10-10 09:54:34+00:00,191.54,240.41,173.32,L7
2003-12-13 09:55:18+00:00,,240.37,167.51,L7
2004-03-18 09:55:48+00:00,193.54,244.67,173.65,L7
2004-04-27 09:46:34+00:00,198.75,248.25,183.07,L5
2004-06-06 09:55:37+00:00,185.78,247.51,178.75,L7
2005-01-16 09:55:56+00:00,192.51,249.29,184.17,L7
2005-03-21 09:56:13+00:00,194.37,247.89,189.60,L7
2005-04-06 09:56:09+00:00,193.14,247.89,185.17,L7
2005-04-22 09:56:04+00:00,191.37,246.77,182.07,L7
2005-10-31 09:55:52+00:00,192.39,244.30,183.72,L7
2005-11-16 09:56:02+00:00,190.19,245.53,183.56,L7
2006-04-09 09:56:34+00:00,193.54,245.53,183.71,L7
2006-05-11 09:56:36+00:00,183.48,248.26,178.90,L7
2006-06-12 09:56:32+00:00,185.60,248.36,183.85,L7
2006-07-14 09:56:20+00:00,189.40,247.32,188.22,L7
2006-11-19 09:56:30+00:00,194.41,248.50,191.21,L7
2007-03-27 09:57:04+00:00,190.97,257.63,181.84,L7
2007-04-20 10:01:17+00:00,193.71,257.63,183.72,L5
2007-07-01 09:56:46+00:00,198.38,251.06,184.62,L7
2007-07-17 09:56:43+00:00,195.69,250.59,182.82,L7
2007-08-02 09:56:39+00:00,194.49,248.81,182.81,L7
2008-02-10 09:56:50+00:00,185.07,244.70,165.04,L7
2008-02-26 09:56:45+00:00,189.33,245.80,174.88,L7
2008-07-19 09:55:52+00:00,189.33,244.88,165.43,L7
2008-08-04 09:55:45+00:00,188.77,244.20,166.07,L7
2008-11-08 09:55:35+00:00,186.21,238.56,160.61,L7
2009-02-28 09:56:34+00:00,185.81,243.26,169.72,L7
2009-04-01 09:56:48+00:00,185.81,243.66,163.96,L7
2009-05-03 09:56:56+00:00,185.81,242.75,164.05,L7
2009-05-19 09:56:58+00:00,190.82,250.58,172.09,L7
2009-06-04 09:56:58+00:00,191.17,250.58,174.69,L7
2010-04-20 09:58:44+00:00,192.40,,185.59,L7
2010-05-22 09:58:38+00:00,192.25,246.86,181.59,L7
2010-11-14 09:59:15+00:00,190.75,251.37,178.10,L7
2011-03-22 10:00:05+00:00,191.62,255.88,186.08,L7
2011-04-07 10:00:09+00:00,192.69,255.88,188.29,L7
2011-08-13 09:59:56+00:00,199.85,,196.96,L7
2011-08-29 09:59:54+00:00,199.85,241.87,187.19,L7
2011-09-30 09:59:47+00:00,199.76,242.81,187.10,L7
2011-12-03 10:00:16+00:00,196.52,255.09,184.32,L7
2012-02-21 10:00:40+00:00,189.34,259.24,171.04,L7
2012-03-24 10:00:39+00:00,189.21,265.03,177.46,L7
2012-04-25 10:00:50+00:00,187.02,264.18,166.16,L7
2012-05-11 10:01:12+00:00,189.70,264.18,173.82,L7
2012-05-27 10:01:04+00:00,190.34,264.18,177.24,L7
2012-08-15 10:01:40+00:00,192.93,256.44,179.25,L7
2012-09-16 10:01:58+00:00,191.51,247.52,181.86,L7
2013-01-22 10:02:43+00:00,190.65,250.38,170.78,L7
2013-03-11 10:02:40+00:00,185.84,247.47,154.21,L7
2013-04-12 10:02:33+00:00,207.59,244.30,163.89,L7
2013-05-30 10:02:18+00:00,207.59,242.21,162.81,L7
2013-06-15 10:02:11+00:00,205.48,242.21,169.88,L7
2013-08-02 10:01:47+00:00,205.80,239.85,179.51,L7
2013-08-18 10:01:51+00:00,202.28,239.85,181.37,L7
2013-09-03 10:02:02+00:00,198.83,244.96,181.76,L7
2014-01-09 10:02:58+00:00,193.12,258.63,192.24,L7
2014-05-01 10:03:45+00:00,189.29,257.08,173.50,L7
2014-05-17 10:03:52+00:00,189.29,251.32,169.11,L7
2014-06-18 10:03:56+00:00,188.03,248.74,169.20,L7
2014-08-21 10:04:10+00:00,168.91,246.61,167.24,L7
2014-10-08 10:04:28+00:00,176.86,246.61,171.06,L7
2015-02-13 10:05:11+00:00,178.35,250.05,183.28,L7
2015-04-18 10:05:45+00:00,195.73,246.53,184.53,L7
2015-05-04 10:05:51+00:00,195.22,246.53,188.71,L7
2015-06-05 10:06:05+00:00,195.56,244.43,190.63,L7
2015-07-07 10:06:14+00:00,193.99,244.43,190.69,L7
2015-08-08 10:06:21+00:00,197.04,244.43,189.28,L7
2015-08-16 10:06:15+00:00,197.07,250.06,192.79,L8
2015-09-25 10:06:30+00:00,197.07,248.18,187.39,L7
2015-10-11 10:06:39+00:00,197.07,249.37,184.07,L7
2015-12-14 10:07:42+00:00,193.98,253.09,177.53,L7
2016-03-19 10:08:39+00:00,189.12,251.53,170.02,L7
2016-04-20 10:08:50+00:00,193.94,254.15,181.21,L7
2016-05-22 10:08:58+00:00,194.31,254.15,184.12,L7
2016-06-07 10:09:03+00:00,193.85,254.15,186.49,L7
2016-06-23 10:09:06+00:00,194.58,245.79,186.11,L7
2016-07-09 10:09:05+00:00,193.67,244.43,183.92,L7
2016-07-25 10:09:08+00:00,193.67,244.17,180.05,L7
2016-08-26 10:09:12+00:00,194.52,244.17,180.88,L7
2016-09-27 10:09:17+00:00,194.44,244.17,179.73,L7
2016-10-13 10:09:17+00:00,193.59,243.42,179.14,L7
2016-10-21 10:06:52+00:00,192.17,242.34,179.12,L8
2016-10-29 10:09:12+00:00,191.50,245.66,178.86,L7
2016-12-16 10:08:58+00:00,190.29,245.67,175.10,L7
2017-01-01 10:08:49+00:00,190.20,246.01,177.58,L7
2017-02-02 10:08:31+00:00,189.62,247.89,181.13,L7
2017-02-18 10:08:31+00:00,189.69,249.88,182.24,L7
2017-04-23 10:08:56+00:00,188.04,250.37,186.14,L7
2017-05-09 10:09:00+00:00,188.29,246.09,188.01,L7
2017-05-25 10:09:03+00:00,188.52,245.36,187.90,L7
2017-06-26 10:09:10+00:00,188.47,246.58,187.44,L7
2017-07-12 10:09:11+00:00,184.49,246.13,182.57,L7
2017-07-28 10:09:10+00:00,185.04,247.11,184.08,L7
2017-08-13 10:09:08+00:00,185.03,245.60,185.23,L7
2017-09-14 10:09:07+00:00,185.69,243.47,184.72,L7
2017-09-30 10:09:07+00:00,186.97,245.53,184.69,L7
2017-10-16 10:09:10+00:00,188.96,245.53,185.55,L7
2018-03-09 10:07:48+00:00,196.73,251.26,189.69,L7
2018-05-12 10:06:47+00:00,193.28,258.70,194.88,L7
2018-06-29 10:05:58+00:00,190.97,254.28,192.14,L7
2018-07-15 10:05:39+00:00,190.97,248.83,185.04,L7
2018-07-31 10:05:22+00:00,191.37,247.27,183.42,L7
2018-08-16 10:05:04+00:00,191.37,246.48,179.84,L7
2018-10-19 10:03:38+00:00,189.54,246.38,176.41,L7
2018-11-20 10:02:55+00:00,189.95,240.37,172.89,L7
2018-12-22 10:02:03+00:00,183.75,242.46,171.52,L7
2019-01-07 10:01:34+00:00,183.10,239.13,163.15,L7
2019-01-23 10:01:03+00:00,183.10,243.04,162.03,L7
2019-02-24 10:00:05+00:00,179.94,247.49,157.97,L7
2019-03-28 09:59:02+00:00,181.97,247.42,160.07,L7
2019-05-31 09:56:40+00:00,173.69,247.74,158.66,L7
2019-06-16 09:56:06+00:00,173.69,246.48,158.58,L7
2019-07-02 09:55:30+00:00,184.07,246.69,162.44,L7
2019-08-03 09:54:14+00:00,184.07,248.14,167.74,L7
2019-08-19 09:53:34+00:00,186.44,248.14,172.11,L7
2019-09-20 09:52:10+00:00,187.17,246.77,175.94,L7
2019-10-06 09:51:30+00:00,186.95,247.56,173.64,L7
2019-11-07 09:50:07+00:00,186.95,247.56,177.77,L7
2019-12-25 09:47:46+00:00,190.01,252.19,181.25,L7
2020-01-10 09:46:57+00:00,197.03,257.20,181.37,L7
