,dates,chi0449-0000,chi0449-0001,chi0449-0002,chi0449-0003,chi0449-0004,chi0449-0005,chi0449-0006,chi0449-0007,chi0449-0008,chi0449-0009,chi0449-0010,chi0449-0011,chi0449-0012,chi0449-0013,chi0449-0014,chi0449-0015,chi0449-0016,chi0449-0017,chi0449-0018,chi0449-0019,chi0449-0020,chi0449-0021,chi0449-0022,chi0449-0023,chi0449-0024,chi0449-0025,chi0449-0026,chi0449-0027,chi0449-0028,chi0449-0029,chi0449-0030,chi0449-0031,chi0449-0032,chi0449-0033,chi0449-0034,chi0449-0035,chi0449-0036,chi0449-0037,chi0449-0038,chi0449-0039,chi0449-0040,chi0449-0041,chi0449-0042,chi0449-0043,chi0449-0044,chi0449-0045,chi0449-0046,chi0449-0047,chi0449-0048,chi0449-0049,chi0449-0050,chi0449-0051,chi0449-0052,chi0449-0053,chi0449-0054,chi0449-0055,chi0449-0056,chi0449-0057,chi0449-0058,chi0449-0059,chi0449-0060,chi0449-0061
0,1986-02-04 14:07:59+00:00,169.26087971265898,162.45215377215183,165.93321935888747,194.46537135279453,218.69112910813863,,159.43103785034697,203.5556146243235,,,,234.11266261356423,211.67662511330758,180.86055154160712,195.92573332787302,190.88348985675066,188.90138715265104,182.48955037546386,193.56958913899325,189.95975557884552,177.8746678576567,184.2618288554902,193.67058133902069,201.5592456400784,,,183.12560070953688,178.90428311183888,163.83598502819606,168.4434169108621,,,,,,,,,,144.15591627682085,,,153.36486511266907,139.65429779488326,157.03526382408924,167.22774549223772,,176.56965994757138,,,184.42060794967972,,181.59562189063996,,163.54643309238696,174.0798988939692,162.70524154420852,178.57522234995983,185.4348140840451,,,
1,1986-08-15 14:02:41+00:00,168.70389736765904,150.4197676335068,158.0930933426439,183.97749976257245,197.08967409313232,200.1650190425608,194.51706592074507,169.4876003779717,,163.64949081439315,202.68660629051865,200.3903637508099,202.99571349343046,176.31611615656053,182.31558906393488,167.17257112448493,170.07977573211284,157.77159803736137,169.28082018601327,157.70589013038676,173.5541210936801,167.0050550062334,172.73904410647177,177.61785518587428,,,163.17934199220937,158.59046454412135,148.00626257169358,157.3472497223282,,147.3161558857965,130.90353420816842,118.52664602366305,111.6940588989769,99.62101709089335,97.51185117857996,112.92748534390849,113.60904068142177,114.07820700860475,,98.13772190858462,,123.83087221278302,123.26540646458938,,,149.8461780495865,,,,127.80156567165959,,134.99920253640627,152.30447606863487,146.13625366757992,146.05760642051794,145.96599518708936,155.96382826588973,137.58428006633864,166.81353570587925,137.15533633750053
2,1986-10-18 14:00:32+00:00,,175.42854711333723,177.94694790359276,186.6607345452256,177.19419215287198,,193.346484301241,192.93405129060335,,162.49685335955007,,,,,,,,169.22230411368292,182.72671509360538,191.7047218518263,192.86057925795438,196.51773277661547,175.78974097278706,,,,182.27547064854858,155.63847758003098,152.33088799365126,155.35868872255296,163.43701139140373,142.42252942561925,136.06178765567253,133.44616408654153,130.86050276798423,117.58250774333129,129.3877547482519,136.60023538453635,132.56033760417293,134.92025449232142,130.11866573803024,133.16586281201464,126.14288854880311,115.87924405437596,121.72022662632219,,,,,,,130.65156331923842,,160.27874925319674,140.2078972142988,131.14873872255146,126.04643348107452,153.17832084362223,158.55687964619463,149.25698287388383,169.17831161144062,148.43158958143528
3,1986-12-21 14:00:01+00:00,186.9597963100307,185.2973005864883,182.48919290618105,203.73167122089205,210.51789081024265,213.72543175319493,200.71015982103847,,16.97948780764427,204.0282682856233,193.0964772975032,184.9378697992281,187.60128641723782,204.4927834874939,191.26555706890895,206.58169132244467,207.51700956365988,209.38597881561773,210.3362393534564,205.1270790021761,187.3237647259909,,,,,194.68633189159831,185.91268916215927,174.2443579438152,166.89038248631377,159.4691676124804,163.32685549985268,162.53521993237504,160.988139973913,164.9410570534693,160.1764385018848,163.31597420560726,144.63096194109173,141.02026450596344,150.37077614926875,150.89098846566603,145.40554556480222,144.54798277273912,165.6101986366568,166.1343962483987,163.1189010148266,155.58805222713974,150.95008110433335,150.4321788470221,134.62080421310782,146.93472642433673,169.61675805852332,172.47151057386034,176.02048599981646,177.2770822688684,169.23150837947603,171.9152155349191,181.12508375907308,183.94929485276415,168.36374757724911,177.73903403145633,150.95400275994064,165.14652802031765
4,1987-01-06 14:00:30+00:00,180.9402494885014,186.2541982738469,205.32216453342795,190.7188127146032,203.81485927619806,193.2983903043907,178.5445658361828,,5.76794581198487,188.76043775373748,203.70989476826966,194.50161177684592,182.93991475818794,185.82212603418304,195.70084789327547,196.53128187095894,221.57467518552136,197.22957977276678,205.5863606064916,206.41815013144864,163.87621009326514,,,,,192.1018573450324,187.42584468040442,177.61569485454962,151.09583904414103,159.44254110106903,148.8827457065648,153.24927480309793,160.66577299821185,165.02842554354572,162.01576530547968,150.37112425137298,151.0991010326287,137.95318513859036,130.17938197018833,141.64626197359067,150.73484207895333,145.91566440016294,150.47885270603996,156.28873209841876,147.3486903091052,154.34746991197534,160.84889295016035,144.87666679380516,131.49849755448724,153.39127299310823,155.30074542251361,159.43124904839505,159.44002677770118,174.74780493414409,170.38069404894787,167.52713237768106,170.22711636765501,165.97539664906836,196.55953246922587,169.98801566302322,170.29691358908653,174.24765180010883
5,1987-01-22 14:00:58+00:00,194.24973289017694,198.05251793390727,204.16082999307986,202.41800023859747,206.8792627834595,218.01789880667835,205.41538668803096,,198.58125307310365,199.66256993487735,209.28652243048322,213.25237668209212,224.39295589473954,205.08761390466086,191.2556587032621,200.61789918626124,199.22142139835097,213.75953888307424,213.53231709569923,211.52987449424387,133.4522677495991,196.0132180001891,210.8191267000141,205.83795839543276,217.46359934330252,203.74524529668815,201.03103542587823,180.6038274023055,177.33866728891115,181.73159176640743,179.10640344393605,165.26762659468963,149.29300784697517,154.23727932716923,159.6467434900697,154.437994612938,140.288840418227,133.2828466789823,142.1345798017955,150.99251107829895,152.77865764393164,155.97860444282873,168.79035615752767,170.69597555514275,165.6813968401199,162.97710521288406,159.0162956378802,152.4648796557035,156.04993817325408,168.80361389984958,172.98763811724146,178.80048213718908,171.17971851087353,168.13840701700508,174.4613472049887,163.25098103729204,169.5287594340981,195.84787765689973,198.38665568709243,189.00119518253072,175.9600426367598,182.80703913540123
6,1987-02-07 14:01:33+00:00,196.80164592807506,202.13382203143746,219.48017747890336,221.21339057884,216.91582717515084,227.24885797336518,223.86034511541843,188.1937045125564,202.98869313833262,200.8662686818199,211.22098156879647,226.92054706749653,234.96915223434132,226.14299891031922,198.84231411301297,187.26420377981003,213.58918870431478,224.47090056147013,218.7020472320249,175.59774689947304,217.7355602252441,217.8841677069242,201.03924281309597,215.28426227925826,214.6200285645149,219.67734354869438,215.49857242598424,201.7035693460976,202.72088770138248,209.368403212989,197.652365003077,187.57730913710603,155.4977644072369,150.30502034495404,158.35486928604462,153.22513987985886,137.47897840123005,155.64835080554911,157.1054755998763,170.77418173700426,168.16270720783734,179.35603054739371,183.53166312781343,188.00656483937337,174.10305864022288,160.8415314376773,170.1382054194408,171.53121993674878,187.23578335707006,189.31043067425523,181.6797883356405,179.33756977066545,165.6183450493617,193.23718930807735,176.84440691706706,169.05174365553353,171.021972391311,187.08027763398078,197.16387851051348,215.984603168029,203.74328613673316,184.38628328680798
7,1998-03-09 14:17:33+00:00,197.3406838729237,179.18007625067855,176.80193674998185,199.64922093600526,219.89570043540445,223.39751538746384,217.95590530633498,194.43330504254686,196.71734509245806,204.7580367879846,217.81195499947026,209.84483297516385,,,,,,,189.87565254902242,207.45473403252782,190.09564495735998,179.68968631218934,182.62505324283708,182.71316740752528,172.1408994991531,199.80766025279715,187.81493610486194,198.51976395895403,178.91636568053605,,143.92740886292017,175.10120745121182,179.31165812793938,149.49256936035803,146.05958096264712,149.70912788450642,160.15953785925004,152.21293157040222,,,,141.22028906393345,147.73943638902077,138.51499379639625,143.62469312841097,191.36012932800767,190.21837163255833,171.74796907272247,164.94587800799002,183.02839193707734,188.94414857162286,190.53983473121812,166.24405762067522,172.31806916065557,192.69904812404454,185.3656415008711,203.33468999678598,192.561503848509,188.42697510141346,171.4247277391294,179.09327155359878,182.28561300842603
8,1998-03-25 14:17:47+00:00,212.24676054981137,208.6059718822196,199.47837978665436,209.22127885738112,215.23949075904312,220.91051982042927,210.20877816288743,212.32826565433618,214.76371669156464,216.2182721273757,226.7224616467492,211.70697260924555,209.45315228429936,212.9175679659744,220.45227811858055,208.95872676062268,203.336302565383,194.27161322224393,191.39514277204526,209.1610535934386,222.58555125108037,203.56929102136002,196.53096752992528,200.42542187083205,195.04700884170808,196.85029406843762,196.47683676332687,200.7941663855805,187.06386555872686,182.4892992677109,180.16930203845817,170.87427533533398,174.04777811697772,176.2021055912216,167.45366693465576,159.90718930213052,175.4936833226454,158.66747338010757,151.3405484742253,171.70606022383322,166.71764718149888,152.0413750303649,156.68431791664287,163.5533469466426,173.2678746714732,173.75964481012264,204.86044785033613,207.463450996483,180.9219103203408,175.27823766168038,189.34156226967878,204.54787348867043,202.28048941078052,193.70817616135682,196.75857713828387,197.41480413486494,201.9589649521815,198.0788058724054,207.17916128453328,208.47254460460474,192.35010848807397,191.30079746956216
9,1998-05-28 14:18:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.21487406348824,99.72381211165238,89.3973395449041,,,65.79121965909968,76.79921604798078,,,,,,,,,,,,,,,,,,,,,,,,
