,dates,chi0253-0000,chi0253-0001,chi0253-0002,chi0253-0003,chi0253-0004,chi0253-0005,chi0253-0006,chi0253-0007,chi0253-0008,chi0253-0009,chi0253-0010,chi0253-0011,chi0253-0012,chi0253-0013,chi0253-0014,chi0253-0015,chi0253-0016,chi0253-0017,chi0253-0018,chi0253-0019,chi0253-0020,chi0253-0021,chi0253-0022,chi0253-0023
0,1984-07-08 14:07:13+00:00,187.15751285922096,178.97703175753958,180.7080134930343,177.21825157897732,175.21200149451897,183.25789220577497,188.5985057445405,197.11916418141666,198.81336307822446,206.36858467716937,207.27960302960443,203.5110205543837,193.51610243507355,202.50642585358509,199.18319635763083,194.78960232925792,192.2152242441957,202.30097621091483,204.9839943270977,207.1180484355947,207.00532189703665,222.80734015966124,218.77637526023466,276.4418401641334
1,1985-07-27 14:08:29+00:00,182.49380137681308,187.70236357015204,196.38403600438178,189.9106651656651,194.84335822243065,201.0643523281506,203.6625650351972,204.18963758027797,210.33892772099378,211.29556654577456,212.8454732520096,216.4655130952335,201.7823361409838,205.19068775599322,200.57907792851017,204.7999410237892,203.3265672278103,205.6388352667815,216.1956684618912,228.30373508963532,220.85754465398222,215.43702838663341,212.82636528848536,254.55971681397435
2,1986-02-04 14:05:35+00:00,191.44739792690808,198.983537766502,197.4664271926607,188.19086001527597,193.35063148239396,199.40468069195933,196.8447479446556,201.67263668942022,211.84223126126128,207.86788094139087,221.24194624180151,218.80943339822716,206.53132284941162,210.09409874286,212.47073765610915,213.54407576050886,219.83207844258422,209.0365106310735,227.7443680229894,226.50671651145302,251.04212358886403,240.06307877599457,242.67442414516745,273.67650817519944
3,1986-07-30 14:00:52+00:00,185.67195589529766,192.72138223549092,195.85152546626648,185.83484373837842,193.1423842762982,200.3036268931626,198.48021084721205,205.9281045195859,215.15559177266132,217.69247365331884,216.62442907508972,217.77019187572452,207.8007687124873,209.49571381995997,208.03979536580852,207.75728438187537,201.24368519370822,206.32192632884826,214.4675798742203,219.88505920504676,213.30018326632924,218.18031096938873,205.7483570516294,268.37153147253474
4,1986-08-15 14:00:17+00:00,192.1355972227927,196.5466756589093,191.07677460724514,184.5447285347642,192.08416101814794,193.67219170505936,192.73174659089827,202.22188336033213,210.54334480599735,213.2295180320413,220.5859585509797,218.3516901964799,207.70020740354943,210.3996582400911,206.96516483063115,210.67885932683166,204.08024753603812,203.91951337707755,216.93671067364014,217.21620411597482,214.61404860710425,220.13416154005378,211.63244605447557,267.87741842389994
5,1986-08-31 13:59:41+00:00,183.99574331069869,187.75671249147283,192.9448173932312,186.84221596554534,189.58776914911377,192.12216785248623,196.0602367601016,200.4978302738286,212.20123950302764,214.5465044657091,212.90130123175757,212.3638045700596,204.17443988779596,207.55490244673405,198.77231848300343,199.29023563857504,204.24329374515827,211.97610640244662,212.54767459462408,216.03683726686438,216.4574886436443,224.08042517545795,215.67992004531288,255.19221085207232
6,1986-09-16 13:59:10+00:00,204.27243247300729,206.09229514800947,204.76179852812376,194.94140937859066,198.3375214233698,202.00467869051027,200.30287524276855,206.20663249129316,220.83462344286335,218.2206791276163,217.62840426192346,219.06993241836477,210.05180928875166,213.7700540884201,205.064536448958,199.9684057714085,208.63539815353053,210.27163993525403,216.36090829793673,219.797389654063,217.94292118804304,229.86882224685786,219.88782130004722,274.5195365970157
7,1986-11-03 13:57:34+00:00,195.59775672124877,202.19869418510993,193.12528585089157,182.89068869148474,186.68690492491226,192.04482007368927,192.93299933416407,200.3319445605454,210.6325970319181,211.554129333549,219.15028620850822,216.61054758563128,205.3901181761952,203.68211811797667,201.58261584148514,203.04597953691228,201.76787644223396,202.2278083650464,214.93449726648134,222.00167877937386,212.68904010507163,221.76361039063008,213.54973424646087,258.6790316271291
8,1987-01-06 13:58:06+00:00,190.23281915752563,194.70115976707348,187.6443226331031,180.5829606920983,190.622134719568,191.0325447946734,189.16156591158492,198.09570652216865,202.14114678091642,213.92444531700636,205.65214923920695,210.31897007116444,197.17566008666628,198.49275497291188,204.23626404392266,206.15038374384457,208.29952809860728,201.16792762411214,217.98050569822362,213.1146222519247,222.45933580835438,218.56384496642863,211.84788448025037,214.53149490388057
9,1987-01-22 13:58:34+00:00,185.03909113767753,189.78674386935805,182.8559119539929,188.22674874514024,187.6085997882621,192.4541687909461,191.54853189396238,203.34962242391677,206.5755058668575,218.71007747631134,207.64003719889413,212.84399960775357,200.27647329208398,205.91905864938866,213.22714759636838,211.39409622361956,206.3368977631512,210.9723621404647,222.58117296611647,230.54558209933066,231.301816359556,223.1474584056068,213.84788502837472,237.3980909522387
