dates,nzd0317-0000,nzd0317-0001,nzd0317-0002,nzd0317-0003,nzd0317-0004,nzd0317-0005,nzd0317-0006,nzd0317-0007,nzd0317-0008,nzd0317-0009,nzd0317-0010,nzd0317-0011,nzd0317-0012,nzd0317-0013,satname
1999-08-26 22:05:56+00:00,436.06,407.76,391.89,387.96,391.81,391.18,398.08,394.97,398.53,396.17,387.38,384.21,388.88,400.38,L7
1999-10-13 22:06:00+00:00,420.06,397.95,387.32,384.75,389.13,388.13,393.25,398.87,400.35,395.70,384.45,380.06,379.50,387.00,L7
1999-11-30 22:05:47+00:00,405.63,383.24,381.48,381.77,385.81,381.81,384.13,390.95,391.77,386.26,375.69,367.40,366.77,387.00,L7
1999-12-16 22:05:57+00:00,405.88,381.62,383.52,383.17,385.04,382.19,383.28,391.27,390.08,383.50,372.12,364.39,364.76,387.00,L7
2000-02-18 22:05:41+00:00,411.98,386.59,383.43,382.88,385.11,383.63,384.54,391.13,390.37,384.16,373.82,366.71,368.01,388.35,L7
2000-03-05 22:05:36+00:00,411.66,385.08,381.43,381.66,382.92,380.85,380.52,388.18,387.42,381.54,371.98,364.10,364.90,384.07,L7
2000-03-21 22:05:37+00:00,413.62,386.15,380.57,380.18,381.82,379.44,381.02,388.71,388.06,383.11,373.12,366.33,369.06,385.07,L7
2000-04-13 22:11:30+00:00,414.13,388.14,383.22,383.23,384.48,382.26,384.55,391.55,391.60,380.69,371.43,369.31,373.23,393.99,L7
2000-10-15 22:03:08+00:00,405.50,,,,,,,,,,,361.88,361.84,,L7
2000-10-31 22:03:22+00:00,406.31,390.15,386.00,387.27,387.89,394.11,398.18,399.46,397.82,388.92,379.96,375.69,375.65,391.13,L7
2000-12-02 22:03:21+00:00,402.49,385.34,382.63,386.96,390.08,392.87,395.33,401.64,401.62,394.44,387.55,380.66,379.18,409.04,L7
2000-12-18 22:03:25+00:00,397.65,385.34,380.22,386.95,390.05,389.70,387.14,395.93,397.46,388.33,382.97,378.73,376.10,408.62,L7
2001-01-03 22:03:24+00:00,394.94,388.89,384.53,390.88,392.03,388.84,385.25,392.14,393.85,385.19,381.75,379.16,379.80,398.63,L7
2001-01-19 22:03:31+00:00,394.47,387.87,384.42,389.08,389.65,387.90,385.40,390.99,391.84,384.07,380.18,378.66,379.34,394.10,L7
2001-02-20 22:03:24+00:00,399.50,393.17,386.53,390.14,390.36,386.92,386.75,392.85,393.24,386.84,384.35,383.07,383.85,395.93,L7
2001-03-08 22:03:20+00:00,405.68,396.25,387.06,389.84,389.73,386.42,386.64,392.54,393.55,388.26,384.94,383.26,385.34,397.08,L7
2001-05-27 22:02:48+00:00,405.46,393.96,386.29,388.86,388.01,384.13,384.28,391.12,391.86,386.26,383.64,382.67,385.18,398.07,L7
2001-07-14 22:02:21+00:00,430.95,395.04,390.44,389.82,391.02,390.08,393.37,393.84,391.58,389.96,390.27,383.56,390.88,400.90,L7
2001-08-31 22:01:41+00:00,445.15,394.42,390.38,389.58,393.41,394.39,394.20,392.16,388.96,388.52,388.77,376.75,389.49,403.29,L7
2001-10-02 22:01:16+00:00,440.65,391.68,388.55,389.01,393.87,394.75,393.61,390.77,386.09,384.34,387.19,376.99,388.27,400.37,L7
2001-11-03 22:01:22+00:00,433.22,391.98,387.16,386.21,390.29,390.70,390.85,388.54,383.84,381.30,384.52,375.65,385.33,394.25,L7
2001-12-21 22:01:41+00:00,431.31,401.84,394.52,391.61,393.94,394.56,392.19,393.84,382.91,380.76,383.06,374.97,383.45,394.25,L7
2002-02-07 22:01:54+00:00,423.83,403.60,393.65,391.20,390.40,389.22,386.41,391.39,380.71,377.27,377.24,376.18,377.13,383.09,L7
2002-03-11 22:01:55+00:00,424.54,406.53,394.96,392.71,390.97,389.57,387.06,391.80,381.79,376.79,376.80,375.69,375.10,384.19,L7
2002-05-30 22:01:37+00:00,425.46,412.95,403.42,400.92,397.01,396.79,392.85,399.73,389.69,387.35,382.92,374.11,376.25,386.58,L7
2002-08-02 22:01:13+00:00,425.50,410.91,400.62,399.40,397.90,396.61,394.35,403.77,400.36,399.53,398.71,377.58,383.01,397.12,L7
2002-08-18 22:01:09+00:00,418.46,406.09,394.00,392.57,393.55,392.74,392.91,404.67,402.16,398.91,396.46,375.07,382.29,396.97,L7
2002-10-05 22:00:43+00:00,421.11,404.07,389.78,388.38,391.11,389.83,392.27,405.18,402.33,400.38,397.53,375.42,383.49,398.75,L7
2002-10-21 22:00:48+00:00,417.92,395.42,383.71,383.57,385.98,385.41,388.07,398.25,397.14,395.34,392.34,373.59,380.26,393.97,L7
2003-01-25 22:01:30+00:00,413.70,395.15,388.32,387.63,390.26,386.65,387.48,399.54,397.74,395.97,397.47,373.26,376.83,401.37,L7
2003-04-15 22:01:45+00:00,421.03,393.16,390.21,389.26,394.05,393.00,393.41,395.72,396.97,398.05,396.96,377.56,379.15,404.04,L7
2003-08-13 21:49:56+00:00,447.44,416.83,401.46,401.90,410.03,405.37,405.89,404.44,402.56,402.50,393.44,391.98,393.97,403.22,L5
2003-08-29 21:50:14+00:00,440.88,415.80,399.60,400.74,406.83,404.43,404.26,402.11,399.64,399.38,392.37,390.56,392.65,399.59,L5
2003-10-16 21:50:55+00:00,416.11,405.01,398.80,402.81,404.91,401.35,399.61,399.99,398.32,402.13,401.20,387.64,390.05,399.25,L5
2003-11-09 22:01:30+00:00,417.77,403.65,396.44,398.60,400.22,395.83,394.88,399.99,398.32,396.80,396.05,385.43,388.62,397.38,L7
2003-12-03 21:51:31+00:00,412.34,399.46,393.28,395.92,399.12,395.68,396.61,400.70,398.26,397.24,398.21,389.47,393.41,399.67,L5
2004-01-04 21:51:46+00:00,412.34,399.46,393.28,395.92,394.94,391.82,392.87,395.23,393.57,392.92,395.29,389.77,393.93,400.37,L5
2004-01-12 22:01:55+00:00,405.02,395.15,391.30,393.83,392.35,389.57,390.49,392.75,391.38,391.14,395.29,389.77,393.93,395.37,L7
2004-04-09 21:52:31+00:00,390.47,386.32,389.07,390.88,388.01,385.25,387.90,392.97,391.35,391.47,394.93,388.06,393.28,396.78,L5
