dates,nzd0317-0000,nzd0317-0001,nzd0317-0002,nzd0317-0003,nzd0317-0004,nzd0317-0005,nzd0317-0006,nzd0317-0007,nzd0317-0008,nzd0317-0009,nzd0317-0010,nzd0317-0011,nzd0317-0012,nzd0317-0013,satname
1999-08-26 22:05:56+00:00,436.06,407.76,391.89,387.96,391.81,391.18,398.08,394.97,398.53,396.17,387.38,384.21,388.88,400.38,L7
1999-10-13 22:06:00+00:00,404.06,388.15,382.76,381.53,386.46,385.08,388.42,402.77,402.16,395.22,381.53,375.91,370.13,373.61,L7
1999-11-30 22:05:47+00:00,376.76,353.81,369.79,375.82,379.16,369.16,365.89,375.10,374.62,367.39,358.15,342.07,341.30,,L7
1999-12-16 22:05:57+00:00,406.63,376.74,389.63,387.39,382.73,383.36,380.73,392.25,385.02,375.23,361.42,355.37,358.75,,L7
2000-02-18 22:05:41+00:00,436.40,406.49,383.07,381.72,385.40,389.38,389.60,390.55,391.54,386.77,380.61,375.98,380.97,391.05,L7
2000-03-05 22:05:36+00:00,434.46,400.23,381.91,381.83,380.87,377.26,377.94,380.22,383.76,383.11,378.17,371.15,373.33,387.54,L7
2000-03-21 22:05:37+00:00,423.41,391.50,376.28,372.81,376.30,372.43,383.56,391.37,391.23,390.96,378.82,377.50,389.85,388.08,L7
2000-04-13 22:11:30+00:00,407.11,400.09,398.66,399.82,402.40,401.99,409.59,419.82,423.43,,,393.77,395.20,409.27,L7
2000-10-15 22:03:08+00:00,405.50,,,,,,,,,,,361.88,361.84,,L7
2000-10-31 22:03:22+00:00,407.12,390.15,386.00,387.27,387.89,394.11,398.18,399.46,397.82,388.92,379.96,389.51,389.46,391.13,L7
2000-12-02 22:03:21+00:00,394.84,380.53,379.27,386.65,392.27,391.63,392.48,403.83,405.42,399.95,395.14,390.58,386.24,426.96,L7
2000-12-18 22:03:25+00:00,383.16,,375.39,386.94,389.98,383.36,370.76,384.50,389.13,376.11,373.81,372.93,366.87,407.76,L7
2001-01-03 22:03:24+00:00,384.08,396.00,397.46,402.66,398.00,386.25,379.59,380.77,383.01,375.76,378.07,380.91,394.59,368.69,L7
2001-01-19 22:03:31+00:00,392.13,384.79,383.98,381.87,380.13,384.17,386.01,386.37,383.83,379.61,373.92,376.18,377.03,375.95,L7
2001-02-20 22:03:24+00:00,429.65,414.39,397.08,395.48,393.86,382.01,393.50,402.16,400.21,400.66,405.19,409.52,410.90,405.10,L7
2001-03-08 22:03:20+00:00,448.93,411.62,390.25,388.04,385.97,383.42,385.95,390.68,395.41,396.81,388.50,384.60,395.76,403.98,L7
2001-05-27 22:02:48+00:00,,376.42,380.57,380.37,375.86,378.05,381.65,389.50,386.02,374.93,370.88,363.94,364.88,,L7
2001-07-14 22:02:21+00:00,453.08,387.99,400.33,403.34,419.26,422.76,419.73,400.50,392.45,397.79,412.84,,405.84,418.56,L7
