,dates,usa_CA_0220-0000,usa_CA_0220-0001,usa_CA_0220-0002,usa_CA_0220-0003,usa_CA_0220-0004,usa_CA_0220-0005,usa_CA_0220-0006,usa_CA_0220-0007,usa_CA_0220-0008,usa_CA_0220-0009,usa_CA_0220-0010,usa_CA_0220-0011,usa_CA_0220-0012,usa_CA_0220-0013,usa_CA_0220-0014,usa_CA_0220-0015,usa_CA_0220-0016,usa_CA_0220-0017,usa_CA_0220-0018,usa_CA_0220-0019,usa_CA_0220-0020,usa_CA_0220-0021,usa_CA_0220-0022,usa_CA_0220-0023,usa_CA_0220-0024,usa_CA_0220-0025,usa_CA_0220-0026,usa_CA_0220-0027,usa_CA_0220-0028,usa_CA_0220-0029,usa_CA_0220-0030,usa_CA_0220-0031,usa_CA_0220-0032,usa_CA_0220-0033,usa_CA_0220-0034,usa_CA_0220-0035,usa_CA_0220-0036,usa_CA_0220-0037,usa_CA_0220-0038,usa_CA_0220-0039,usa_CA_0220-0040,usa_CA_0220-0041,usa_CA_0220-0042,usa_CA_0220-0043,usa_CA_0220-0044
0,1984-05-18 18:13:47+00:00,184.60837942185992,181.74327359822234,186.25194929565734,187.58461550147933,192.32677066218852,196.2075556497448,213.92712123225022,218.24659390312053,215.43608279412229,202.47621844445297,201.9905246023144,201.3474004226985,214.3014900663307,208.89048118686674,219.71021895414322,205.86450837622027,203.73228060704488,195.68151909408053,203.12819195059552,199.62920896078538,199.76362988827134,199.86742269121646,199.09482279024985,188.57092570466932,186.55706301407704,194.35482326721447,197.48280987222415,203.9950101498404,215.8921811561404,219.32301970405365,224.9203266771541,233.39756404307383,242.42418133786924,245.1159395811958,238.85377475536256,226.7112121403272,223.37627570452335,217.51862565522703,215.47303428547653,213.50978072233718,214.1707550111195,216.9700402146801,228.91632859048627,250.25068461108276,
1,1984-06-10 18:20:29+00:00,164.14921155442588,164.69749986543343,164.74045512204705,167.45098519063342,176.023487937712,182.3305404711469,191.79731675608457,202.6562407183492,192.56500405843258,187.8763107566827,188.1379873255713,183.19388858905174,180.47241929166566,186.80604937316974,183.68807675541535,181.70012078933178,179.0967569544086,175.72010839342366,177.10710631611437,172.65589017934954,175.94132645790728,175.0111943221358,171.44597305132902,169.2137539441132,168.88107098686166,171.66455543248523,178.21691577457335,186.52953975092834,205.8004909907673,201.81265402708442,208.56332567338734,216.47719550388655,219.9192455539844,227.25957450676833,214.64266557646062,206.50669038635718,203.37699219845155,201.35835018572593,200.68576426747507,203.22124676881967,198.18368977635268,204.8763644471471,212.2122730302517,219.14313850724272,237.00419358014807
2,1984-06-26 18:20:42+00:00,166.59397642606672,168.94507144524147,172.8357895599135,171.22885305781384,180.20775516051447,182.11002809444193,191.8501303922323,200.82120625202302,198.34730135232888,187.99872428330704,188.81300096434387,188.92557199796528,185.22844707512886,189.63716702210644,187.12510955060174,188.4263432990254,178.38075535452342,180.64492941220712,171.81318818428934,175.51287058295605,177.17649548193106,171.13816317558167,176.49284446919665,170.18920281477233,173.6398155310911,177.12228908712842,177.00911027238004,193.90613251495435,205.09511369344688,202.80646818940636,208.57955868306027,214.31176068393862,226.0615218066064,227.43144700790134,219.29060073918706,212.2150842463102,203.29261870174398,208.41276582392453,205.05598258612227,202.4728361350981,205.56572268475355,210.0233918086058,212.00468204470667,218.27137827463415,230.79419746661176
3,1984-07-28 18:21:26+00:00,180.14616001255413,181.29298536822978,186.74483068373257,188.58920736614638,190.44053186537434,195.95693441418774,203.10445254257849,212.76483899235606,209.78997983479763,198.89306046869302,197.83438842439756,196.0909861939955,203.26096068732505,207.32432664465347,210.30056830924494,202.80980542720408,194.83404186170924,193.86866609407855,185.60455346510236,188.11499720982945,184.43106370946182,187.80737227133528,189.66473796596756,187.67641048042955,185.84084684639024,184.31297031488668,197.01669996962255,205.1464325845521,213.36207860304035,214.98810958840733,222.25509505714206,222.43541358673886,232.20798035567714,235.67677828158799,223.94318066639676,219.6078699863067,214.87317331525796,211.62175387968244,212.56379051070704,210.3578426106494,212.04369178289437,216.92379916713352,221.6333643034758,223.33941618783376,224.27099947177464
4,1984-09-07 18:16:09+00:00,186.9469646776659,185.0841608823635,189.1329823608683,189.7868154964292,193.48736635509377,195.4145977143666,205.37254445190905,215.71984249489356,210.2291430005289,200.69855492496407,200.17443651639982,203.3778715731904,206.44648409890078,212.51090408282596,210.4679106681349,200.22429107639178,200.31808821315718,191.87164001282844,195.38455961829192,192.67699483535804,196.6745954445723,196.1887450956703,201.2346878138796,196.85008314632063,190.98938945878461,194.45311704056118,203.174066771037,224.05415336135277,230.16717771924624,225.70907247890096,226.1492207066621,232.51948250432673,239.33683638569227,238.09402781949717,229.61133407254178,223.00608270183295,216.36027103913315,219.2249512859427,214.735351479364,214.10755737256483,211.81675349425333,216.06230297938475,225.64615242285987,239.5109353981129,246.20840237011598
5,1984-09-23 18:16:11+00:00,176.14142147288942,174.66632812931914,177.07831895185328,182.82017463951678,183.80958459441547,192.71072989407784,198.46082422969715,209.32819149023555,199.96163556837973,198.96833599245537,190.2297435444639,199.01772946183297,195.65574680119516,201.6218692872546,198.86210016085442,196.31011198953155,190.6560338361375,188.6737052332487,183.55379892330953,190.39214308048187,,,,,,,,,,,,,,,,,,,202.26253939934332,203.29026877754256,205.6839546883942,203.00126975731942,212.66581828415272,226.56390801027345,243.13578192916165
6,1984-10-25 18:16:05+00:00,161.46500704368123,171.99639041073254,176.55099484564934,175.1863107406528,180.998290873547,185.68406816913793,194.78045129994018,202.64367220779516,200.80106857026294,190.28616308641767,191.50193529863333,182.5855456609802,196.06652589817782,193.5839048772496,199.8349257937628,191.30538544716003,190.04945590225748,185.0723012769145,184.13300365522193,176.42702719573418,181.23003932757288,180.49131398255787,185.8050609960565,178.87466378916707,177.12138306598933,180.60967627264057,184.98814920495658,194.61191540327866,208.95883924669653,206.64682352219978,205.04054401256997,211.08830520421316,218.32328743951678,217.22031347733596,214.9243153291173,203.6846415600777,199.19505428007483,201.42090112545438,191.97888814677177,197.29237286241073,194.54794599994523,205.3120427651786,205.6844144175713,221.40093828425364,234.99696118144692
7,1984-12-12 18:16:08+00:00,139.72080617372353,158.52039929404793,132.32908165187712,142.49053410818482,154.48418536810522,155.50918192943703,162.30894769538065,168.07527840346512,168.35627453896453,166.93303764247204,158.3652021101464,155.09606514262748,160.95126104932626,155.97013736821089,164.97859555157825,164.4551101785707,154.2152681507764,152.951449041669,148.0976348951792,146.1403619032088,149.88489906414313,140.84351072969883,148.47833143371182,139.7808438371714,139.87129931814854,148.90624853258828,149.86450160113344,164.50347327765928,179.13775889034,180.6376607799101,176.67583078588697,185.23704414868104,190.78845285864094,196.67191082807483,183.70544345045982,174.5369988909439,169.87368156063,168.33316343813385,171.9703927831092,176.85009846894218,177.12127988708565,186.25716049998988,183.21833915775028,205.46996018220116,221.34043716187253
8,1985-04-19 18:16:20+00:00,161.3647754811245,166.7229707753458,162.52394906020405,162.23745082034907,167.08441828363877,173.64869532255983,183.95166346161994,195.6488131375986,183.03598180605513,186.03647918296852,179.27711333860344,178.18392153896554,171.05990965662107,169.2049987480799,183.53218352293567,178.14784713687908,171.03850629251292,170.1910462656411,163.97801888431596,163.49877030067864,166.26895583031356,172.21632437435096,169.20925834930102,164.52005076314322,160.85522749627623,161.9771636190689,157.20617636747238,168.66198061996025,184.35582455933428,186.51325131358405,192.69227701960148,198.60862419650118,208.0896615342524,209.46568347039783,205.81094170675954,193.72663233944314,187.79068606222162,186.67060850565395,189.47805554402277,191.1050325365775,193.84842079871996,201.0144541375027,201.3466243878902,212.1988011261134,239.65571009351422
9,1985-05-12 18:22:21+00:00,196.8270170572804,198.14320358192558,194.34423509534696,191.3454582170756,201.79917822686434,211.27293958721577,219.13857241782574,228.1008650011604,234.8371470870644,226.37076893510397,225.45210475624447,209.41897880183154,203.33121024103673,215.76562706614163,217.9995115172739,220.8072773723867,218.87186603371066,206.45892938963271,216.10843699160517,215.29014207085868,219.20570056549533,213.4433315662603,221.79299750920921,215.25571451332692,213.17392074252226,200.09848073694477,217.87704283526983,229.80827910639985,238.8478568993254,239.24860998503215,240.13899297252,243.95733072738966,251.09466354755168,255.32169469494428,246.6143177914024,239.24654357860274,227.49671882063168,229.3471725224203,227.65050941579005,224.46568121088782,229.4857851931939,234.35056819143665,246.76695092933045,269.6640872077279,
