,dates,usa_CA_0220-0000,usa_CA_0220-0001,usa_CA_0220-0002,usa_CA_0220-0003,usa_CA_0220-0004,usa_CA_0220-0005,usa_CA_0220-0006,usa_CA_0220-0007,usa_CA_0220-0008,usa_CA_0220-0009,usa_CA_0220-0010,usa_CA_0220-0011,usa_CA_0220-0012,usa_CA_0220-0013,usa_CA_0220-0014,usa_CA_0220-0015,usa_CA_0220-0016,usa_CA_0220-0017,usa_CA_0220-0018,usa_CA_0220-0019,usa_CA_0220-0020,usa_CA_0220-0021,usa_CA_0220-0022,usa_CA_0220-0023,usa_CA_0220-0024,usa_CA_0220-0025,usa_CA_0220-0026,usa_CA_0220-0027,usa_CA_0220-0028,usa_CA_0220-0029,usa_CA_0220-0030,usa_CA_0220-0031,usa_CA_0220-0032,usa_CA_0220-0033,usa_CA_0220-0034,usa_CA_0220-0035,usa_CA_0220-0036,usa_CA_0220-0037,usa_CA_0220-0038,usa_CA_0220-0039,usa_CA_0220-0040,usa_CA_0220-0041,usa_CA_0220-0042,usa_CA_0220-0043,usa_CA_0220-0044
0,1984-05-18 18:13:47+00:00,172.79736244704222,171.11335832088642,171.0663560423203,172.3990222481423,179.0393765655186,181.02196239640776,196.21059577002367,203.0610006497835,200.25048954078525,189.18882434778305,186.80493134897736,186.16180716936148,199.11589681299367,193.7048879335297,204.52462570080618,190.67891512288324,188.54668735370785,180.4959258407435,187.9425986972585,184.44361570744834,186.47623579160143,188.05640571639876,185.80742869357994,175.2835316079994,173.26966891740713,181.06742917054456,184.19541577555424,190.70761605317048,202.60478705947048,206.03562560738374,211.63293258048418,220.11016994640391,229.13678724119933,231.82854548452588,227.04275778054486,214.9001951655095,211.56525872970565,205.70760868040932,203.66201731065883,201.69876374751948,200.88336091444958,203.68264611801018,215.62893449381636,236.96329051441285,
1,1984-06-10 18:20:29+00:00,167.8550502088739,168.03275465443664,169.50510482062307,172.21563488920944,180.192556423966,187.0951901697229,197.35607473775661,207.42089041692523,197.3296537570086,192.04537924293672,192.9026370241473,187.95853828762776,185.23706899024168,191.57069907174576,188.45272645399137,186.4647704879078,183.8614066529846,180.48475809199968,181.8717560146904,177.42053987792556,180.1103949441613,178.71703297658382,175.61504153758304,173.3828224303672,173.05013947311568,175.83362391873925,182.38598426082737,190.69860823718236,209.9695594770213,205.98172251333844,212.73239415964136,220.64626399014057,224.08831404023843,231.42864299302235,218.34850423090865,210.2125290408052,207.08283085289958,205.06418884017395,204.3916029219231,206.9270854232677,202.3527582626067,209.04543293340112,216.38134151650573,223.31220699349674,241.7688432787241
2,1984-06-26 18:20:42+00:00,171.92664207510862,173.74447052937919,179.69207396582453,178.08513746372486,186.2070040156866,188.96631250035296,199.84912886579517,207.67749065793404,205.2035857582399,193.99797313847918,195.6692853702549,195.7818564038763,192.08473148103988,196.49345142801747,193.98139395651276,195.28262770493643,185.23703976043444,187.50121381811815,178.66947259020037,182.36915498886708,183.1757443371032,176.47082882462357,182.4920933243688,176.18845166994447,179.63906438626324,183.12153794230056,183.00835912755218,199.9053813701265,211.09436254861902,208.8057170445785,214.5788075382324,220.31100953911076,232.06077066177855,233.43069586307348,224.62326638822896,217.5477498953521,208.62528435078588,213.74543147296643,210.38864823516417,207.80550178414,211.5649715399257,216.02264066377793,218.0039308998788,224.2706271298063,237.6504818725228
3,1984-07-28 18:21:26+00:00,187.08264057829786,187.53581787739913,195.66316283968877,197.50753952210258,198.244072501836,204.87526657014394,213.50917339119405,221.68317114831225,218.70831199075383,206.69660110515468,206.75272058035375,205.00931834995168,212.17929284328125,216.24265880060966,219.21890046520113,211.72813758316028,203.75237401766543,202.78699825003474,194.52288562105855,197.03332936578565,192.2346043459235,194.743852837079,197.46827860242922,195.47995111689121,193.6443874828519,192.11651095134835,204.8202406060842,212.94997322101375,221.165619239502,222.791650224869,230.05863569360372,230.23895422320052,240.0115209921388,243.48031891804965,230.87966123214048,226.54435055205042,221.80965388100168,218.55823444542617,219.50027107645076,217.29432317639314,219.84723241935603,224.72733980359519,229.43690493993745,231.14295682429542,233.18933162773084
4,1984-09-07 18:16:09+00:00,196.49091159714305,193.67371310989293,201.40377125733895,202.05760439289983,204.22430663950556,207.68538661083724,219.68846483112478,227.9906313913642,222.49993189699953,211.43549520937586,212.44522541287046,215.64866046966102,218.71727299537142,224.7816929792966,222.73869956460553,212.4950799728624,212.58887710962782,204.14242890929907,207.65534851476255,204.94778373182868,207.4115357289841,205.73269201514745,211.97162809829138,207.58702343073242,201.7263297431964,205.19005732497297,213.91100705544878,234.79109364576456,240.90411800365803,236.44601276331275,236.8861609910739,243.25642278873852,250.07377667010405,248.83096810390896,239.15528099201893,232.5500296213101,225.9042179586103,228.76889820541984,224.27929839884115,223.65150429204198,222.55369377866512,226.79924326379654,236.38309270727166,250.2478756825247,258.4791912665866
5,1984-09-23 18:16:11+00:00,188.5440097444074,185.82865757368532,193.02450387237639,198.7663595600399,197.76249639987319,208.65691481460095,217.0647066369741,225.27437641075866,215.90782048890284,212.92124779791308,206.175928464987,214.96391438235608,211.60193172171827,217.56805420777772,214.80828508137753,212.25629691005466,206.60221875666062,204.61989015377182,199.49998384383264,206.33832800100498,,,,,,,,,,,,,,,,,,,214.6651276708613,215.69285704906054,219.63686649385193,216.95418156277714,226.61873008961044,240.51681981573117,259.08196684968476
6,1984-10-25 18:16:05+00:00,185.34892369937364,193.49191540085573,207.25888768868245,205.8942035836859,207.86769711120098,216.39196101217104,230.60632628347884,233.35156505082827,231.50896141329605,217.15556932407165,222.20982814166643,213.2934385040133,226.77441874121092,224.29179772028272,230.54281863679591,222.01327829019314,220.75734874529059,215.7801941199476,214.84089649825503,207.1349200387673,208.09944556522686,204.3752306382503,212.6744672337105,205.74407002682105,203.9907893036433,207.47908251029455,211.85755544261056,221.48132164093263,235.8282454843505,233.51622975985376,231.90995025022394,237.95771144186713,245.19269367717075,244.08971971498994,238.8082319848097,227.5685582157701,223.07897093576725,225.3048177811468,215.86280480246418,221.17628951810315,221.4173522375992,232.18144900283258,232.55382065522528,248.27034452190762,265.70485402448
7,1984-12-12 18:16:08+00:00,151.8391366569574,169.42689672895844,147.90979227317783,158.07124472948553,168.11730716174333,171.08989255073774,180.48644342023147,183.65598902476583,183.93698516026524,180.56615943611015,173.94591273144712,170.6767757639282,176.53197167062697,171.5508479895116,180.55930617287896,180.0358207998714,169.79597877207712,168.53215966296972,163.6783455164799,161.7210725245095,163.51802085778124,152.9618412129327,162.11145322734993,153.4139656308095,153.50442111178666,162.5393703262264,163.49762339477155,178.1365950712974,192.7708806839781,194.27078257354822,190.30895257952508,198.87016594231915,204.42157465227905,210.30503262171294,195.8237739336937,186.65532937417777,181.99201204386387,180.45149392136773,184.08872326634307,188.96842895217605,190.75440168072376,199.890282293628,196.8514609513884,219.10308197583927,236.92114778317324
8,1985-04-19 18:16:20+00:00,171.49664341496722,175.84165191580425,175.55063640371614,175.26413816386116,178.48276970921185,186.67538266607193,199.14946536238403,208.6755004811107,196.06266914956723,197.4348306085416,192.30380068211554,191.21060888247763,184.08659700013317,182.231686091592,196.55887086644776,191.17453448039117,184.06519363602501,183.21773360915319,177.00470622782805,176.52545764419074,177.66730725588664,182.3481923081937,180.6076097748741,175.9184021887163,172.2535789218493,173.375515044642,168.60452779304546,180.06033204553333,195.75417598490736,197.91160273915713,204.09062844517456,210.00697562207426,219.48801295982548,220.86403489597092,215.94280964060226,203.85850027328587,197.92255399606435,196.80247643949667,199.6099234778655,201.23690047042024,205.24677222429304,212.41280556307578,212.74497581346327,223.5971525516865,252.6823974370263
9,1985-05-12 18:22:21+00:00,181.85864875365806,184.6716721086655,175.0991901335468,172.10041325527544,184.95976388528922,192.02789462541563,196.68601996239227,208.85582003936025,215.59210212526426,209.53135459352885,206.20705979444432,190.1739338400314,184.08616527923658,196.52058210434149,198.75446655547375,201.56223241058655,199.6268210719105,187.21388442783257,196.86339202980503,196.04509710905853,202.3662862239202,198.47496326263797,204.9535831676341,198.4163001717518,196.33450640094713,183.25906639536964,201.0376284936947,212.96886476482473,222.00844255775027,222.40919564345702,223.29957863094486,227.11791638581454,234.25524920597655,238.48228035336916,231.6459494877801,224.2781752749804,212.52835051700936,214.37880421879797,212.68214111216773,209.4973129072655,212.64637085161877,217.51115384986153,229.92753658775533,252.82467286615278,
