dates,satname,nzd0335-0000,nzd0335-0001,nzd0335-0002,nzd0335-0003,nzd0335-0004,nzd0335-0005,nzd0335-0006,nzd0335-0007,nzd0335-0008,nzd0335-0009,nzd0335-0010,nzd0335-0011,nzd0335-0012,nzd0335-0013,nzd0335-0014,nzd0335-0015,nzd0335-0016
1999-08-17 22:12:02+00:00,L7,373.36,359.09,345.17,338.62,355.23,358.96,355.24,363.05,356.91,352.33,341.33,349.89,354.04,341.10,,,
1999-08-26 22:05:56+00:00,L7,366.24,337.26,349.16,349.04,345.02,348.77,350.74,349.30,351.93,357.55,350.06,341.59,349.60,351.41,317.79,299.21,312.22
1999-10-13 22:06:00+00:00,L7,357.26,356.58,348.20,337.01,336.07,331.39,338.81,342.21,342.63,350.30,351.62,353.18,348.14,349.58,342.49,330.79,327.71
1999-11-21 22:12:00+00:00,L7,391.37,381.96,379.11,369.82,369.56,357.88,346.92,340.91,338.45,348.70,348.17,349.50,356.27,354.65,343.58,321.64,310.61
2000-02-18 22:06:05+00:00,L7,,,,,,,344.67,339.44,337.80,334.75,346.91,357.65,358.52,359.54,361.10,349.76,338.67
2000-03-21 22:06:01+00:00,L7,358.96,331.37,328.64,329.83,334.10,343.47,342.79,347.26,355.75,361.09,362.68,363.05,365.04,364.86,360.33,350.71,334.71
2000-04-13 22:11:30+00:00,L7,,,317.50,331.58,341.13,342.42,347.63,355.95,365.69,370.56,367.54,366.44,370.16,369.05,357.66,347.99,351.65
2000-05-24 22:05:22+00:00,L7,,,,309.20,368.99,370.04,373.81,377.46,369.01,366.21,369.07,372.55,382.70,121.38,181.93,371.47,360.14
2000-06-25 22:05:07+00:00,L7,,,,,356.67,386.40,387.40,377.45,389.70,383.54,367.75,355.06,90.89,118.58,198.82,213.64,206.56
2000-07-11 22:04:53+00:00,L7,,,,117.03,345.67,364.23,376.06,375.16,371.92,366.85,363.14,360.76,87.25,135.06,198.56,220.45,221.68
2000-08-12 22:04:29+00:00,L7,,,343.58,340.59,338.16,339.03,338.65,336.47,344.24,351.68,350.12,348.68,337.64,329.28,202.90,207.91,220.74
2000-08-19 22:10:13+00:00,L7,398.78,399.60,386.73,379.23,368.98,368.04,372.01,362.30,373.21,378.71,381.52,374.53,362.05,360.34,213.79,334.72,340.35
2000-09-13 22:04:02+00:00,L7,390.25,368.29,378.01,367.65,358.47,346.17,343.70,333.00,329.12,329.89,334.43,331.78,330.18,326.21,308.01,297.14,296.35
2000-11-07 22:09:29+00:00,L7,379.31,373.03,374.19,372.37,367.42,358.23,338.19,330.95,349.85,338.36,327.06,328.90,330.64,343.38,330.44,328.30,308.32
2000-11-23 22:09:30+00:00,L7,363.26,360.38,365.81,365.78,360.65,358.87,358.07,345.64,350.90,342.15,337.86,333.91,339.71,357.56,350.24,335.98,326.94
2000-12-18 22:03:49+00:00,L7,395.65,389.07,381.90,390.50,379.33,386.09,375.11,371.93,385.45,380.09,377.31,370.73,382.92,386.25,367.96,362.39,363.89
2001-01-03 22:03:48+00:00,L7,393.16,386.56,379.38,373.95,374.91,382.25,382.12,380.45,373.31,375.44,374.52,379.70,382.18,388.38,386.18,360.94,355.31
2001-01-10 22:09:39+00:00,L7,357.25,365.78,363.61,353.39,357.19,357.27,356.50,361.61,362.80,358.15,355.52,355.65,360.31,373.86,358.26,349.27,336.29
2001-01-19 22:03:55+00:00,L7,373.60,363.21,356.72,353.92,348.44,350.05,353.54,359.34,354.28,348.84,352.93,362.97,366.38,372.87,366.88,360.93,352.26
2001-03-15 22:09:27+00:00,L7,396.39,346.93,350.51,360.96,359.81,353.21,351.48,356.52,362.83,362.15,366.88,371.87,368.51,375.27,373.76,373.16,369.84
2001-03-31 22:09:19+00:00,L7,424.38,391.09,386.36,378.22,382.19,387.93,383.23,376.33,382.68,379.23,383.88,390.71,391.96,396.06,397.82,386.10,384.47
2001-05-02 22:09:15+00:00,L7,380.52,341.39,365.32,360.94,366.52,364.46,360.12,366.92,365.56,366.43,373.48,372.61,370.16,379.97,370.63,369.43,363.83
2001-05-11 22:03:21+00:00,L7,574.99,625.34,598.62,427.43,365.65,358.20,355.92,347.45,341.18,373.01,351.46,347.48,349.93,353.03,356.16,481.25,504.38
2001-05-27 22:03:12+00:00,L7,,,,341.26,362.61,381.88,385.82,380.62,381.54,381.28,376.33,375.94,368.36,130.80,195.33,359.39,364.03
2001-07-05 22:08:33+00:00,L7,,,,,149.65,336.61,352.59,347.65,365.57,374.00,,,117.99,137.50,211.82,214.66,220.85
2001-07-14 22:02:45+00:00,L7,,,,,340.31,353.84,358.36,367.04,570.62,519.20,393.87,372.68,109.33,134.86,218.20,209.09,214.99
2001-08-15 22:01:50+00:00,L7,,376.19,407.19,375.26,364.52,363.05,362.18,353.66,345.21,343.23,342.96,346.94,356.64,351.92,167.22,,
2001-08-31 22:02:05+00:00,L7,396.36,390.41,380.12,372.23,365.37,359.24,353.80,346.90,336.66,336.90,325.13,339.41,340.21,345.04,227.58,237.43,309.46
2001-09-23 22:07:39+00:00,L7,383.43,371.76,371.08,364.95,360.92,352.14,353.65,359.51,356.11,351.62,353.43,359.23,357.89,365.53,362.18,361.01,359.33
2001-10-02 22:01:40+00:00,L7,362.68,359.96,355.13,347.06,343.35,338.68,345.41,340.92,341.55,344.91,345.48,337.16,352.11,350.55,350.12,339.81,329.22
2001-11-03 22:01:22+00:00,L7,359.14,350.50,336.97,327.62,328.49,323.70,333.32,327.10,317.51,317.09,306.34,319.93,314.05,169.28,196.57,309.29,298.35
2002-01-29 22:07:57+00:00,L7,390.01,386.31,377.21,372.00,363.58,363.82,369.68,369.35,361.73,357.02,355.55,345.02,356.84,355.07,357.46,341.54,314.12
2002-03-11 22:01:55+00:00,L7,635.83,,,,,,,348.35,352.82,430.15,465.19,417.08,357.10,349.52,336.50,326.48,317.53
2002-04-03 22:07:57+00:00,L7,442.38,396.87,385.07,393.48,393.29,390.77,388.11,392.18,382.01,383.18,400.82,398.52,397.67,393.83,395.92,401.15,393.99
2002-05-14 22:02:07+00:00,L7,,,319.65,338.31,349.56,361.30,380.02,374.01,364.93,351.23,357.60,366.99,365.74,357.48,205.25,330.80,335.03
2002-05-30 22:01:37+00:00,L7,,,,,352.85,378.84,384.86,401.20,394.02,390.45,380.03,376.55,359.76,119.08,211.50,219.60,228.18
2002-06-15 22:01:31+00:00,L7,442.90,445.23,409.67,383.25,363.99,346.33,346.61,341.11,347.14,347.68,363.09,382.15,363.18,366.12,340.19,89.61,112.40
2002-07-17 22:01:44+00:00,L7,,404.06,431.19,414.62,402.16,390.83,376.40,366.95,352.98,350.27,368.32,380.14,356.69,366.96,346.08,361.82,364.91
2002-07-24 22:07:26+00:00,L7,537.76,643.78,544.08,614.13,519.01,506.50,492.51,369.66,346.53,318.45,,,137.60,154.84,186.90,226.06,216.85
2002-08-02 22:01:37+00:00,L7,381.37,386.41,400.01,399.44,396.62,386.04,378.90,373.26,365.29,353.85,359.71,361.76,363.66,156.85,212.49,359.88,360.79
