dates,nzd0335-0000,nzd0335-0001,nzd0335-0002,nzd0335-0003,nzd0335-0004,nzd0335-0005,nzd0335-0006,nzd0335-0007,nzd0335-0008,nzd0335-0009,nzd0335-0010,nzd0335-0011,nzd0335-0012,nzd0335-0013,nzd0335-0014,nzd0335-0015,nzd0335-0016,satname
1999-08-17 22:12:02+00:00,366.28,354.84,339.50,331.54,347.84,352.89,348.44,357.90,350.37,345.25,334.25,343.09,345.09,335.43,,,,L7
1999-08-26 22:05:56+00:00,372.35,349.70,349.19,346.38,352.78,356.04,355.43,358.02,356.76,357.49,348.24,348.18,355.03,348.28,332.39,316.39,333.08,L7
1999-10-13 22:06:00+00:00,367.26,351.96,348.82,343.20,347.15,347.78,349.84,352.71,352.00,355.03,349.31,349.79,352.66,348.67,337.34,323.47,330.25,L7
1999-11-21 22:12:00+00:00,376.16,361.19,348.82,343.20,355.75,352.77,351.87,351.85,351.27,356.32,351.90,352.48,357.20,352.47,344.02,328.27,330.27,L7
2000-02-18 22:06:05+00:00,379.46,363.30,353.48,349.02,358.39,352.73,354.20,349.72,351.28,357.12,358.48,359.40,364.87,361.23,352.39,338.47,338.23,L7
2000-03-21 22:06:01+00:00,375.97,372.67,341.95,337.83,353.65,350.06,351.46,348.64,351.51,357.21,360.85,364.00,367.73,363.96,362.08,350.23,342.50,L7
2000-04-13 22:11:30+00:00,385.41,388.86,326.40,334.87,355.16,353.59,353.54,351.98,357.16,362.15,364.70,367.20,373.08,368.73,365.72,354.35,348.27,L7
2000-05-24 22:05:22+00:00,367.96,,326.40,324.59,349.17,352.88,356.26,358.09,360.95,362.36,365.76,368.96,374.42,370.35,320.31,360.93,353.51,L7
2000-06-25 22:05:07+00:00,367.96,,326.40,324.59,349.16,359.71,361.10,360.91,365.36,365.15,364.71,364.79,374.42,370.35,294.27,360.93,353.51,L7
2000-07-11 22:04:53+00:00,367.96,,326.40,324.59,348.77,360.87,363.83,363.46,366.68,365.68,364.69,364.36,374.42,370.35,278.62,360.93,353.51,L7
2000-08-12 22:04:29+00:00,367.96,,334.37,330.69,348.47,358.43,361.39,360.48,364.59,364.88,363.82,363.27,369.19,361.77,269.24,360.93,353.51,L7
2000-08-19 22:10:13+00:00,382.53,398.60,347.13,340.07,351.15,359.60,363.19,362.16,367.62,368.97,366.57,363.58,366.02,358.90,245.57,351.76,347.35,L7
2000-09-13 22:04:02+00:00,388.86,386.82,355.11,346.54,353.53,359.13,362.11,359.53,364.11,365.49,363.96,360.96,362.42,354.16,255.06,344.01,341.01,L7
2000-11-07 22:09:29+00:00,393.08,382.49,374.50,356.64,359.02,362.76,362.56,356.99,362.12,360.52,357.36,354.33,352.22,343.67,234.94,334.94,328.75,L7
2000-11-23 22:09:30+00:00,387.92,378.34,374.22,370.82,359.97,362.92,362.27,353.93,361.42,359.13,354.95,350.78,347.24,347.91,261.44,331.12,326.60,L7
2000-12-18 22:03:49+00:00,387.85,379.51,374.43,372.76,361.33,364.95,362.91,355.45,363.49,360.74,356.73,352.30,351.49,353.22,273.54,335.09,331.28,L7
2001-01-03 22:03:48+00:00,387.64,380.03,374.38,371.99,363.70,364.51,362.33,355.88,361.52,359.81,357.66,355.46,354.68,357.49,297.06,337.85,333.41,L7
2001-01-10 22:09:39+00:00,384.98,379.00,374.21,371.13,366.48,364.73,361.11,355.12,361.56,360.01,357.99,356.06,357.24,360.71,318.56,341.85,336.70,L7
2001-01-19 22:03:55+00:00,383.77,377.16,372.42,369.41,364.68,363.27,360.46,355.73,360.93,358.96,357.62,357.01,358.50,362.22,324.16,344.55,339.02,L7
2001-03-15 22:09:27+00:00,380.15,369.49,367.72,367.61,364.33,364.01,359.62,358.31,363.09,358.23,356.36,358.01,361.96,371.36,362.37,353.48,345.28,L7
2001-03-31 22:09:19+00:00,384.74,369.49,369.30,368.00,365.58,366.19,361.67,359.88,364.68,359.92,358.86,361.19,364.52,373.69,365.68,356.24,348.57,L7
2001-05-02 22:09:15+00:00,384.11,365.87,368.73,367.06,365.52,365.87,361.35,360.55,364.63,360.48,360.33,362.31,364.95,374.27,366.04,357.48,350.00,L7
2001-05-11 22:03:21+00:00,384.55,364.73,367.92,366.23,364.97,365.57,362.99,362.14,363.35,363.99,362.70,364.05,366.66,375.06,368.49,360.89,354.92,L7
2001-05-27 22:03:12+00:00,386.28,364.54,367.17,361.25,363.41,366.66,364.44,364.78,365.18,366.63,365.27,367.08,367.69,376.34,349.23,361.11,356.27,L7
2001-07-05 22:08:33+00:00,385.96,355.10,364.13,356.70,361.67,361.24,362.44,362.09,364.60,367.93,364.32,366.77,366.09,374.63,328.88,364.38,359.36,L7
2001-07-14 22:02:45+00:00,390.20,349.19,361.91,355.01,356.62,358.91,360.54,361.15,363.30,367.64,367.26,366.77,364.59,372.91,308.71,364.08,359.94,L7
2001-08-15 22:01:50+00:00,395.15,353.77,374.78,359.53,359.10,360.67,361.77,360.56,362.17,367.02,366.01,364.65,363.22,368.92,300.10,364.26,361.11,L7
2001-08-31 22:02:05+00:00,397.77,364.32,377.33,363.19,361.09,361.39,361.87,359.79,360.05,364.41,362.06,362.60,361.61,366.17,292.43,364.26,353.95,L7
