dates,nzd0191-0000,nzd0191-0001,nzd0191-0002,nzd0191-0003,nzd0191-0004,nzd0191-0005,nzd0191-0006,nzd0191-0007,nzd0191-0008,nzd0191-0009,nzd0191-0010,nzd0191-0011,nzd0191-0012,nzd0191-0013,nzd0191-0014,nzd0191-0015,nzd0191-0016,nzd0191-0017,nzd0191-0018,nzd0191-0019,nzd0191-0020,nzd0191-0021,nzd0191-0022,nzd0191-0023,nzd0191-0024,nzd0191-0025,nzd0191-0026,nzd0191-0027,nzd0191-0028,nzd0191-0029,nzd0191-0030,nzd0191-0031,nzd0191-0032,nzd0191-0033,nzd0191-0034,nzd0191-0035,nzd0191-0036,nzd0191-0037,nzd0191-0038,nzd0191-0039,nzd0191-0040,nzd0191-0041,nzd0191-0042,nzd0191-0043,nzd0191-0044,nzd0191-0045,nzd0191-0046,nzd0191-0047,nzd0191-0048,nzd0191-0049,nzd0191-0050,nzd0191-0051,nzd0191-0052,nzd0191-0053,nzd0191-0054,nzd0191-0055,nzd0191-0056,nzd0191-0057,nzd0191-0058,nzd0191-0059,nzd0191-0060,nzd0191-0061,satname
1999-07-18 21:58:49+00:00,,296.99,292.0733333333333,,,,,240.18,,,,,,,,,,,,,,,,,,,,291.89,265.87,260.41999999999996,,,,269.46000000000004,271.9133333333333,330.38909090909095,,,,,,,,276.445,296.65909090909093,,293.21846153846155,313.1466666666667,,,,,,,,,,341.195,348.24444444444447,353.4,353.84333333333336,350.0966666666667,L7
1999-09-13 21:52:41+00:00,311.79,299.74,295.6466666666667,289.8866666666667,274.4266666666667,,,263.02,,287.29,285.21,281.6111111111111,284.92999999999995,287.93,287.86,287.9711111111111,287.2811111111111,285.45,284.1511111111111,272.4911111111111,271.97999999999996,272.66999999999996,270.17,277.45,277.53,288.3611111111111,288.74,290.8,278.78999999999996,285.54,281.9811111111111,291.4311111111111,288.8311111111111,295.45,295.7066666666667,308.39,312.28999999999996,311.7505263157895,314.2711111111111,308.98999999999995,305.15130434782606,302.43615384615384,305.24,311.595,311.72,312.4633333333333,314.68615384615384,317.6033333333333,323.8433333333333,321.8961538461539,328.77,340.76,338.52,343.78,323.985,,,,,,,,L7
1999-09-29 21:52:52+00:00,333.54999999999995,322.15714285714284,313.7333333333333,314.0133333333333,312.2133333333333,315.08000000000004,,324.29714285714283,323.52714285714285,316.82714285714286,310.21714285714285,305.7888888888889,311.73,310.96,326.58714285714285,325.5788888888889,319.8388888888889,319.01,308.4088888888889,303.04888888888894,290.3,299.66714285714284,296.60090909090906,296.34000000000003,303.15857142857146,304.42888888888893,310.89,312.5,313.64,312.34,310.9688888888889,313.23888888888894,317.55888888888893,316.44,320.75476190476195,323.8809090909091,327.32,330.1894736842105,335.6488888888889,339.13,320.4778260869565,332.44153846153847,333.41090909090906,329.61,335.18090909090904,344.3966666666667,342.67153846153843,348.8966666666667,355.6366666666667,352.64153846153846,351.2685714285714,372.79,361.9485714285714,363.22857142857146,353.33,355.60153846153844,362.31444444444446,363.12,367.39444444444445,374.00857142857143,382.27333333333337,361.4166666666667,L7
1999-10-15 21:52:49+00:00,330.96999999999997,308.8542857142857,300.05,300.23,297.23,298.46,,339.57428571428574,304.0242857142857,304.7942857142857,296.9942857142857,295.5266666666667,290.15000000000003,296.55,308.4142857142857,308.1466666666667,306.06666666666666,307.6,294.2866666666667,289.93666666666667,281.23,283.19428571428574,282.6372727272728,282.06,287.71714285714285,294.2666666666667,298.13,300.63,297.54,293.33,297.2866666666667,303.2266666666667,307.5866666666667,307.03000000000003,306.77285714285716,314.4472727272728,317.91,316.48526315789474,319.44666666666666,315.48,311.5378260869565,309.69461538461536,317.6372727272728,317.34,317.57727272727277,313.82,324.56461538461537,332.21,336.43,337.56461538461537,336.41714285714284,342.99,347.04714285714283,345.45714285714286,337.98,335.2346153846154,341.74333333333334,350.91,352.7233333333333,366.01714285714286,373.13,360.59,L7
1999-10-22 21:58:52+00:00,336.29,327.7085714285714,300.2733333333333,283.9733333333333,291.8533333333333,304.63,293.99,322.3885714285714,318.52857142857147,301.91857142857145,309.4485714285714,313.93555555555554,310.83,313.35,312.04857142857145,319.73555555555555,312.28555555555556,318.6,306.41555555555556,297.90555555555557,296.16,290.78857142857146,288.7418181818182,292.35,304.26428571428573,307.97555555555556,305.59,307.79,303.95,292.69,301.31555555555553,312.8955555555555,317.67555555555555,315.57,315.2490476190476,321.0718181818182,323.7,321.4657894736842,333.43555555555554,325.91,324.6056521739131,328.03,328.1718181818182,337.625,326.9218181818182,322.5466666666667,330.53,341.4666666666667,335.0166666666667,339.81,338.64428571428573,346.07,358.00428571428574,358.1542857142857,357.655,341.92,352.3877777777778,348.075,352.96777777777777,358.07428571428574,389.9433333333333,346.8366666666667,L7
1999-11-16 21:52:44+00:00,311.96999999999997,294.95714285714286,281.91,275.65,277.78,279.92,275.17,310.83714285714285,,296.14714285714285,297.35714285714283,293.0966666666667,292.70000000000005,289.89,291.90714285714284,301.0866666666667,302.3666666666667,303.58000000000004,296.68666666666667,296.87666666666667,291.25,284.01714285714286,274.87545454545455,278.95000000000005,284.34857142857146,291.74666666666667,293.35,288.42,292.06,288.47,290.3866666666667,293.31666666666666,308.1666666666667,311.40000000000003,301.32142857142856,302.25545454545454,316.81,327.43157894736845,316.9566666666667,310.57000000000005,315.6617391304348,315.51153846153846,313.7154545454546,317.185,319.74545454545455,320.26,318.41153846153844,325.6,332.36,335.08153846153846,337.5185714285714,337.71000000000004,343.71857142857147,340.30857142857144,344.255,341.08153846153846,,,,,,,L7
1999-12-02 21:52:40+00:00,306.06,291.3514285714285,265.03,270.67,270.74,280.02,,288.6114285714286,,301.53142857142853,303.5414285714286,301.37,299.43,301.08,294.20142857142855,302.4,309.6,312.40999999999997,306.25,303.73,298.31,303.57142857142856,301.1718181818182,303.27,302.2157142857143,314.81,307.63,299.54,303.34,311.8,308.15,315.64,316.95,322.06,320.87428571428575,324.2418181818182,329.61,332.7815789473684,333.5,333.74,332.01869565217396,336.27230769230766,332.95181818181817,335.38,334.0918181818182,339.88,334.8623076923077,339.02,343.47,348.0723076923077,355.1957142857143,,,,,,,,,,,,L7
1999-12-09 21:58:57+00:00,318.8,302.43857142857144,295.96,289.67,290.57,299.09000000000003,293.87,280.65857142857146,,306.43857142857144,302.6385714285714,300.41,291.29,299.15,307.34857142857146,304.21,313.43,315.18,313.67,306.54,304.05,304.15857142857146,293.2481818181818,295.45,286.44428571428574,300.74,308.96,309.41,308.02000000000004,312.87,310.17,309.86,313.07,312.1,315.10571428571427,319.4281818181818,331.11,332.4784210526316,340.5,339.91,337.5013043478261,329.5676923076923,329.23818181818183,330.46,335.6781818181818,332.19,333.8076923076923,339.28,347.36,345.7076923076923,349.8042857142857,357.27000000000004,354.9742857142857,354.7242857142857,356.49,353.71769230769235,347.82,357.11,351.39,361.5542857142857,361.52,347.19,L7
2000-02-04 21:52:37+00:00,335.75,311.83,305.8833333333333,301.2333333333333,299.1333333333333,305.40000000000003,316.93,,303.96,296.53,302.33,301.21555555555557,304.7,315.26,324.54,317.98555555555555,319.61555555555555,313.37,311.22555555555556,302.34555555555556,305.82,309.91,316.75272727272727,320.9,316.99,313.19555555555553,315.87,316.19,316.96999999999997,316.28,320.5755555555555,322.90555555555557,320.3955555555555,322.32,332.0433333333333,334.20272727272726,335.65999999999997,337.8336842105263,338.55555555555554,340.53999999999996,335.1773913043478,340.8969230769231,339.09272727272725,341.715,338.52272727272725,336.0566666666667,338.0369230769231,351.1466666666667,356.50666666666666,364.0069230769231,366.3,365.47999999999996,363.25,366.18,365.695,371.9769230769231,367.80777777777774,374.735,370.30777777777774,376.56,380.2733333333333,369.3266666666667,L7
2000-03-14 21:58:35+00:00,324.98,315.96142857142854,302.46,303.38,301.59,296.49,291.49,305.28142857142853,298.59142857142854,300.74142857142857,305.56142857142856,309.9066666666667,305.72999999999996,307.11,307.9214285714286,309.2966666666667,309.3866666666667,308.2,303.3966666666667,304.44666666666666,298.69,297.5414285714286,304.62,309.54999999999995,315.6457142857143,311.0566666666667,308.57,309.29,309.60999999999996,309.9,311.25666666666666,308.25666666666666,315.00666666666666,324.71999999999997,324.69428571428574,325.96,330.34,338.53263157894736,336.99666666666667,328.34,325.6308695652174,321.8630769230769,329.8,330.875,331.57,330.28,349.5730769230769,347.71,347.03,347.4630769230769,356.36571428571426,353.14,363.85571428571427,367.3257142857143,352.755,351.5230769230769,359.6333333333333,364.005,366.5433333333333,363.11571428571426,358.38,360.22,L7
