dates,nzd0191-0000,nzd0191-0001,nzd0191-0002,nzd0191-0003,nzd0191-0004,nzd0191-0005,nzd0191-0006,nzd0191-0007,nzd0191-0008,nzd0191-0009,nzd0191-0010,nzd0191-0011,nzd0191-0012,nzd0191-0013,nzd0191-0014,nzd0191-0015,nzd0191-0016,nzd0191-0017,nzd0191-0018,nzd0191-0019,nzd0191-0020,nzd0191-0021,nzd0191-0022,nzd0191-0023,nzd0191-0024,nzd0191-0025,nzd0191-0026,nzd0191-0027,nzd0191-0028,nzd0191-0029,nzd0191-0030,nzd0191-0031,nzd0191-0032,nzd0191-0033,nzd0191-0034,nzd0191-0035,nzd0191-0036,nzd0191-0037,nzd0191-0038,nzd0191-0039,nzd0191-0040,nzd0191-0041,nzd0191-0042,nzd0191-0043,nzd0191-0044,nzd0191-0045,nzd0191-0046,nzd0191-0047,nzd0191-0048,nzd0191-0049,nzd0191-0050,nzd0191-0051,nzd0191-0052,nzd0191-0053,nzd0191-0054,nzd0191-0055,nzd0191-0056,nzd0191-0057,nzd0191-0058,nzd0191-0059,nzd0191-0060,nzd0191-0061,satname
1999-07-18 21:58:49+00:00,,295.24,289.74,,,,,250.68,,,,,,,,,,,,,,,,,,,,286.64,262.60,253.93,,,,268.57,271.49,328.01,,,,,,,,277.86,294.28,,291.44,310.74,,,,,,,,,,337.52,346.88,350.66,352.47,348.46,L7
1999-09-13 21:52:41+00:00,302.99,296.12,290.86,283.47,270.76,,,265.10,,282.40,278.61,279.90,283.53,282.68,278.69,282.71,281.17,281.05,278.89,268.21,268.43,263.50,269.00,277.45,280.53,285.25,283.49,284.60,268.13,264.64,273.93,288.32,284.55,281.31,283.26,316.34,305.00,305.17,308.16,303.86,303.61,302.44,304.07,295.84,301.13,310.63,301.67,312.28,320.63,319.11,326.83,333.06,336.08,340.89,321.06,,,337.52,346.88,350.66,352.47,348.46,L7
1999-09-29 21:52:52+00:00,312.90,303.68,296.99,294.83,289.25,308.81,,265.10,323.53,296.63,290.38,291.80,296.77,293.62,297.04,300.93,296.77,297.35,290.44,283.02,277.19,275.99,282.09,286.89,293.67,292.94,293.99,290.54,281.21,276.39,287.53,298.88,298.44,292.45,295.49,317.33,311.71,313.66,318.18,318.36,311.10,317.44,318.03,308.00,310.96,326.39,314.20,322.95,336.18,334.18,337.87,348.23,347.52,350.29,335.40,345.84,359.39,346.79,355.83,359.71,366.05,353.37,L7
1999-10-15 21:52:49+00:00,317.09,304.54,297.19,295.29,291.15,302.03,,265.10,313.77,298.34,291.22,292.69,294.28,293.50,298.93,302.24,298.60,299.85,290.62,284.44,277.80,276.49,282.03,285.28,292.31,292.74,294.28,291.78,284.49,279.04,289.11,299.68,300.60,295.88,298.21,316.03,312.26,313.23,317.33,316.33,310.92,314.86,317.66,310.68,312.03,321.82,316.36,324.68,335.59,334.73,336.98,344.88,346.85,348.08,335.65,338.04,349.82,346.97,354.35,360.91,367.96,355.24,L7
1999-10-22 21:58:52+00:00,323.75,309.64,298.42,293.82,292.10,304.34,293.99,279.55,315.36,300.26,297.17,298.36,298.71,299.57,304.14,307.73,303.31,305.47,295.68,288.71,283.14,282.00,283.96,287.05,294.67,297.20,298.21,296.37,289.25,283.49,293.86,303.64,305.77,300.05,301.73,317.67,316.66,316.68,322.64,319.81,314.67,318.15,320.53,315.69,315.64,322.39,319.66,328.67,336.13,336.59,337.80,346.80,350.16,351.21,341.77,341.59,351.35,348.46,354.45,361.11,373.91,353.68,L7
1999-11-16 21:52:44+00:00,321.33,307.18,295.65,290.13,289.21,298.19,284.58,287.53,315.36,299.40,297.15,297.29,297.50,297.60,301.63,306.36,303.08,305.05,295.84,290.31,284.73,282.33,282.13,285.43,292.63,296.09,297.20,294.99,289.69,284.25,293.10,301.55,306.22,301.94,301.66,315.07,316.63,318.78,321.46,317.92,314.86,317.62,319.16,315.96,316.30,321.95,319.44,328.14,335.35,336.26,337.73,344.92,348.85,349.01,342.25,341.38,351.35,348.46,354.45,361.11,373.91,353.68,L7
1999-12-02 21:52:40+00:00,319.81,305.19,291.64,287.64,286.56,295.27,284.58,285.44,315.36,300.33,298.99,298.17,297.98,298.79,301.46,306.31,304.88,306.80,298.19,293.05,287.41,286.94,285.44,288.40,293.88,299.57,299.55,296.47,292.15,289.21,296.55,304.26,308.51,304.95,304.47,316.76,319.65,321.88,324.18,321.16,317.90,320.73,321.60,318.51,319.22,325.15,321.92,330.07,337.08,338.56,340.87,344.92,348.85,349.01,342.25,341.38,351.35,348.46,354.45,361.11,373.91,353.68,L7
1999-12-09 21:58:57+00:00,318.78,304.61,291.86,287.29,286.76,295.31,287.68,286.57,315.36,300.71,298.85,298.32,296.89,298.32,301.38,305.48,305.49,307.55,299.88,294.54,289.43,288.48,286.44,289.41,293.11,299.43,300.37,297.36,293.68,291.27,297.69,304.75,308.73,305.72,305.74,316.76,320.55,322.74,325.90,323.32,320.54,321.99,322.57,320.20,320.95,325.97,323.16,330.89,338.23,339.30,341.95,346.08,349.58,349.62,344.28,342.73,350.05,349.38,353.54,360.60,371.13,352.02,L7
2000-02-04 21:52:37+00:00,320.81,306.65,293.83,288.96,288.27,296.68,294.99,293.75,312.51,300.13,299.21,298.66,297.85,300.37,304.17,306.99,307.18,308.23,301.24,295.47,291.44,291.06,290.22,293.35,296.13,301.11,302.25,300.96,300.42,298.95,300.46,306.99,310.14,312.42,313.30,317.50,322.36,324.55,327.41,325.42,322.36,324.36,324.62,328.20,326.44,327.21,328.95,335.90,340.47,342.36,344.97,348.75,351.51,351.95,347.30,347.48,353.56,356.72,358.19,365.70,376.65,356.15,L7
2000-03-14 21:58:35+00:00,324.02,309.17,295.34,291.79,292.32,296.94,294.29,297.48,309.73,302.69,302.93,302.51,300.70,303.71,308.32,310.59,311.04,311.86,304.58,300.23,295.41,295.80,294.73,297.36,300.36,304.50,305.66,304.75,305.19,303.82,305.56,309.64,314.18,316.33,317.04,320.36,325.92,329.07,331.35,328.75,325.19,326.78,327.90,330.22,329.58,329.77,333.81,340.33,343.94,346.05,348.77,352.09,355.62,355.90,352.01,348.55,354.74,358.35,359.73,365.58,373.76,357.01,L7
