dates,satname,nzd0191-0000,nzd0191-0001,nzd0191-0002,nzd0191-0003,nzd0191-0004,nzd0191-0005,nzd0191-0006,nzd0191-0007,nzd0191-0008,nzd0191-0009,nzd0191-0010,nzd0191-0011,nzd0191-0012,nzd0191-0013,nzd0191-0014,nzd0191-0015,nzd0191-0016,nzd0191-0017,nzd0191-0018,nzd0191-0019,nzd0191-0020,nzd0191-0021,nzd0191-0022,nzd0191-0023,nzd0191-0024,nzd0191-0025,nzd0191-0026,nzd0191-0027,nzd0191-0028,nzd0191-0029,nzd0191-0030,nzd0191-0031,nzd0191-0032,nzd0191-0033,nzd0191-0034,nzd0191-0035,nzd0191-0036,nzd0191-0037,nzd0191-0038,nzd0191-0039,nzd0191-0040,nzd0191-0041,nzd0191-0042,nzd0191-0043,nzd0191-0044,nzd0191-0045,nzd0191-0046,nzd0191-0047,nzd0191-0048,nzd0191-0049,nzd0191-0050,nzd0191-0051,nzd0191-0052,nzd0191-0053,nzd0191-0054,nzd0191-0055,nzd0191-0056,nzd0191-0057,nzd0191-0058,nzd0191-0059,nzd0191-0060,nzd0191-0061
2001-01-05 21:50:16+00:00,L7,333.87,329.56,338.41,332.90,336.73,335.78,,335.51,316.46,322.94,324.88,322.48,328.28,331.21,336.64,326.73,315.65,311.94,307.93,297.07,283.66,282.63,295.82,298.28,305.01,319.46,307.73,295.68,307.91,299.96,299.30,311.96,315.51,309.82,312.57,324.85,330.77,339.50,332.14,330.69,333.08,319.80,317.76,322.47,319.46,315.26,337.72,335.37,345.48,341.05,359.58,355.94,350.17,359.89,353.48,345.03,346.59,344.47,341.06,343.09,349.77,349.65
2001-06-05 21:55:40+00:00,L7,298.93,306.08,293.68,281.52,280.01,294.15,288.73,293.59,289.46,295.47,297.97,287.13,290.37,290.87,291.15,284.29,297.16,298.72,290.39,289.41,284.99,279.13,281.39,273.04,280.04,283.55,281.15,286.30,290.42,296.27,299.78,301.72,304.97,305.60,304.29,309.34,312.26,326.48,327.91,316.98,322.73,320.18,316.87,318.93,322.16,317.49,321.11,322.26,,332.00,340.37,,,,,342.60,333.26,333.78,337.78,346.77,347.97,339.71
2001-06-14 21:49:26+00:00,L7,490.55,477.40,,,,,,250.10,,,,113.90,,,338.99,,,,,,,,,648.57,583.79,599.78,652.04,317.24,351.53,393.54,443.21,546.26,442.24,415.82,619.79,617.06,601.32,650.68,650.76,634.99,461.88,574.18,644.84,534.30,230.43,207.90,246.57,563.12,,,,,,,,549.37,568.47,649.75,557.49,510.41,506.71,490.26
2001-06-21 21:55:29+00:00,L7,291.91,303.47,295.50,286.14,274.42,281.03,278.72,295.31,292.69,293.34,300.43,289.78,293.87,291.78,291.91,291.96,289.20,295.25,282.43,286.16,281.17,276.83,279.93,283.04,284.24,292.24,280.75,283.96,288.94,293.38,298.60,302.25,304.40,303.86,305.48,308.03,319.34,322.67,335.17,328.08,324.45,300.78,316.19,318.95,331.79,326.51,324.45,324.78,,337.09,346.47,,,,,337.50,337.43,334.38,339.43,350.31,355.38,344.77
2001-06-30 21:49:12+00:00,L7,336.71,305.85,293.26,279.38,261.75,311.52,,312.44,295.40,307.18,300.83,291.35,296.55,294.09,296.53,292.76,294.37,301.06,284.91,288.11,286.75,275.04,281.56,283.20,285.74,293.27,285.51,292.97,292.07,303.33,309.70,315.85,303.38,309.45,303.99,308.97,312.60,328.80,338.27,331.48,329.33,325.26,322.15,325.69,325.97,332.06,322.50,330.44,327.30,342.80,352.02,,,,,341.91,,,,,,
2001-09-09 21:54:36+00:00,L7,295.11,295.77,287.15,276.84,263.40,281.25,280.38,291.28,280.18,289.71,287.00,291.68,292.37,287.71,290.62,288.02,288.30,287.90,280.42,272.53,271.11,275.73,279.81,288.00,285.10,277.73,280.86,282.99,285.76,290.27,295.63,295.63,299.28,302.74,310.63,315.63,314.90,320.86,316.25,318.01,314.13,301.39,309.25,314.42,316.46,320.42,324.55,322.43,328.16,335.08,336.37,348.44,344.47,335.57,334.66,329.19,322.01,321.06,338.12,359.64,351.06,342.55
2001-10-11 21:54:09+00:00,L7,329.17,302.39,298.23,312.06,326.08,297.77,291.20,331.37,293.61,297.59,302.56,305.24,303.77,305.25,301.28,302.41,299.95,298.50,291.66,287.57,282.03,283.13,287.59,290.09,292.26,296.84,287.15,297.48,302.75,304.48,309.67,310.88,309.54,319.87,323.30,326.60,329.99,335.34,330.92,331.27,320.24,325.66,322.49,324.56,327.45,328.92,330.96,327.98,336.01,347.21,354.88,356.72,360.91,343.41,349.18,338.75,330.11,337.11,347.85,371.07,370.65,342.23
2002-01-24 21:48:42+00:00,L7,354.25,327.53,332.70,,,343.42,333.81,333.36,313.74,310.39,309.40,308.22,311.60,317.67,325.35,333.79,331.51,325.52,314.78,313.25,313.54,303.94,301.73,307.43,321.14,325.67,333.16,337.51,323.51,320.34,324.06,330.79,336.43,339.93,332.94,341.33,346.51,343.64,346.92,352.07,351.72,347.24,334.20,340.67,336.63,332.43,334.57,338.81,347.34,350.88,359.95,,,,,,,,,,,
2002-01-31 21:54:50+00:00,L7,282.07,275.79,266.72,253.31,225.61,,268.26,264.83,264.36,265.06,267.17,270.74,270.35,272.40,271.16,273.17,267.79,270.83,266.76,261.72,264.11,266.07,259.05,264.76,269.00,270.13,266.65,273.61,277.17,273.04,278.97,279.02,283.88,287.36,286.58,299.14,303.24,301.86,302.47,302.57,299.00,294.20,300.64,304.88,300.75,295.62,302.01,306.65,315.62,316.92,327.22,327.68,337.61,330.04,321.81,311.61,,,,,,
2002-02-25 21:48:47+00:00,L7,344.73,323.38,310.74,311.21,335.19,,306.95,344.68,299.81,297.13,303.24,305.67,312.15,310.41,318.78,317.14,333.08,311.94,293.19,290.02,286.47,288.40,293.42,294.25,301.91,307.66,314.68,322.53,323.82,324.61,304.80,311.47,331.34,334.41,330.88,322.64,336.18,342.45,339.21,329.99,336.49,333.89,331.34,340.77,331.48,328.17,329.25,343.60,344.99,348.88,353.50,357.78,372.36,359.99,350.71,343.83,352.35,353.25,352.32,358.84,369.89,344.56
2002-03-20 21:54:48+00:00,L7,316.78,302.75,295.23,295.37,277.54,291.98,291.15,328.39,289.71,291.52,297.24,291.85,298.17,296.13,300.79,307.08,307.11,303.11,298.08,289.72,293.32,289.69,286.64,291.47,298.91,303.77,306.50,310.98,308.50,314.39,306.42,306.99,313.69,317.88,316.33,324.16,328.35,326.60,332.13,330.63,324.94,323.74,322.86,317.83,320.06,324.11,324.95,325.86,343.04,340.98,344.39,354.32,359.15,349.57,343.42,343.50,339.39,350.74,351.86,354.64,348.48,347.39
2002-03-29 21:48:39+00:00,L7,,,,279.13,249.38,273.53,278.44,319.17,276.74,273.00,281.78,287.43,290.01,291.63,292.46,293.53,287.80,278.61,279.56,269.12,269.80,272.80,280.05,281.41,290.86,287.61,295.61,289.25,291.46,290.47,291.65,293.66,297.33,300.19,301.67,309.31,317.82,314.98,321.03,315.02,316.34,308.99,314.09,312.65,308.75,311.15,312.06,322.27,333.67,335.73,337.69,346.73,350.12,339.21,328.64,324.77,341.74,345.99,342.55,343.54,345.67,342.81
2002-04-05 21:54:49+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.24,580.57,639.64,330.48,,,,,,,,339.00,349.56,346.31,341.62,346.42,348.27,341.78
2002-06-01 21:48:28+00:00,L7,292.36,298.83,290.07,264.73,278.89,293.83,288.80,336.71,291.94,295.73,285.17,285.69,289.20,285.82,293.00,291.78,296.36,297.63,286.71,289.19,287.33,286.36,285.02,287.34,297.44,299.51,287.49,297.73,297.34,300.79,306.37,305.73,313.64,313.50,318.32,313.21,318.09,321.38,327.60,315.94,319.12,323.74,320.80,327.19,317.92,327.60,327.78,325.40,338.87,338.83,337.67,,,,,343.08,339.94,349.73,344.99,353.12,350.43,342.07
2002-07-19 21:48:09+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,320.19,322.77,329.18,328.95,325.87,327.98,333.85,330.22,342.17,349.42,349.40,351.15,350.47,363.14,364.50,361.68,359.21,353.42,352.80,354.06,356.11,357.56,355.71,367.87,365.48,,,,,,,159.77,113.53,,109.52,180.96,211.62
2002-08-27 21:54:00+00:00,L7,290.39,296.80,286.45,265.14,252.13,269.62,276.67,338.26,272.03,283.56,292.30,293.08,292.88,283.93,292.42,289.77,289.44,285.80,283.74,284.34,283.58,279.32,282.14,283.86,286.50,303.37,290.73,299.07,296.35,309.63,308.43,305.06,313.11,308.67,325.14,331.64,332.71,335.77,336.76,333.68,330.32,327.16,329.78,327.34,335.13,332.11,336.69,347.17,346.42,345.14,360.93,358.96,362.60,364.81,360.20,345.82,357.61,354.88,349.37,359.36,364.77,367.03
2002-10-07 21:47:33+00:00,L7,290.16,288.55,278.75,263.70,243.99,259.85,261.33,302.98,256.23,263.13,271.96,276.42,275.21,274.20,273.93,273.33,272.89,266.67,262.01,258.86,262.03,262.01,268.35,278.83,274.60,280.73,281.08,281.85,283.50,285.68,289.22,289.99,292.87,294.98,300.40,312.62,311.25,311.33,321.33,317.57,318.34,304.87,306.24,310.56,309.33,316.87,325.41,324.53,336.61,335.92,338.76,340.70,345.30,339.49,335.62,326.94,331.85,340.21,336.83,331.09,348.55,354.22
2002-10-14 21:53:43+00:00,L7,315.31,315.07,313.52,307.58,315.05,309.97,302.38,328.31,287.28,293.02,298.82,300.52,298.62,297.22,297.95,301.61,292.36,294.14,282.68,286.32,280.73,287.53,290.05,293.51,299.31,303.68,305.25,305.00,306.07,309.82,310.24,312.65,314.66,315.43,327.55,330.06,331.65,328.95,336.28,337.13,330.13,324.22,321.73,326.74,330.13,334.34,337.76,348.46,346.91,345.79,357.91,355.95,352.23,359.08,352.92,342.52,347.75,352.07,350.92,355.30,372.45,370.46
2002-10-23 21:47:39+00:00,L7,295.71,282.61,282.36,265.26,244.32,266.71,270.93,316.20,260.15,266.30,274.20,277.51,271.04,278.20,285.50,278.06,276.25,272.93,277.33,262.89,267.57,272.50,274.17,271.09,278.96,282.01,284.25,283.32,285.10,287.94,294.21,293.94,295.22,298.04,303.04,309.16,307.99,314.59,327.23,320.86,323.48,306.15,316.94,314.23,315.64,325.68,327.21,327.36,329.63,337.04,341.96,342.44,345.38,340.83,341.60,339.36,334.57,342.98,338.04,333.29,346.39,346.32
2002-12-01 21:54:16+00:00,L7,310.73,310.22,307.23,300.63,297.29,287.19,285.03,316.67,274.12,281.49,283.14,288.15,282.93,285.40,291.94,284.08,278.93,276.10,276.82,267.33,268.72,273.50,276.98,279.04,285.01,281.82,284.02,284.64,289.72,289.81,293.29,292.31,294.92,297.58,299.80,306.06,309.22,312.01,314.46,312.48,315.65,302.29,315.82,316.07,316.10,321.14,324.13,324.16,333.25,335.20,335.70,350.79,348.17,346.14,343.95,343.10,351.28,350.30,353.40,360.04,371.61,368.54
2003-01-02 21:54:22+00:00,L7,301.86,297.39,299.57,294.27,283.99,284.82,288.76,326.51,276.84,283.57,286.98,289.07,296.28,289.41,292.53,288.49,287.17,284.42,278.32,280.27,273.84,271.89,279.14,281.41,286.55,284.92,289.32,294.44,288.94,296.79,292.25,294.54,301.01,303.71,313.46,310.65,319.28,318.03,326.53,316.88,313.68,319.71,313.89,319.84,317.36,325.16,327.23,323.36,329.93,336.28,334.24,341.59,344.72,333.35,333.54,340.54,337.65,348.28,346.78,352.15,353.50,344.95
2003-01-18 21:54:30+00:00,L7,295.10,297.53,294.98,279.34,282.88,283.63,282.41,337.72,268.14,282.77,278.38,285.54,283.17,289.11,291.52,284.93,287.96,284.03,260.69,265.58,266.95,271.18,271.54,275.04,279.25,279.01,279.57,286.17,285.87,289.95,291.83,296.86,298.46,305.36,302.64,310.73,311.08,321.88,314.88,319.91,305.84,319.24,320.67,314.71,317.07,328.01,326.62,323.26,324.78,337.64,337.12,351.32,345.54,338.77,337.54,342.83,343.44,348.55,345.14,354.04,357.86,348.66
2003-03-23 21:54:40+00:00,L7,290.74,286.74,256.93,235.57,268.35,267.13,262.93,262.12,257.41,264.43,271.57,276.56,277.23,276.45,284.76,277.21,267.29,267.58,267.55,254.81,249.56,250.05,262.64,264.25,270.52,278.20,274.75,269.89,275.29,279.99,285.92,288.83,293.66,292.58,300.80,302.00,303.68,304.33,298.50,294.97,298.09,295.73,295.84,294.56,302.90,302.92,305.43,310.44,314.99,323.30,331.62,330.69,331.92,332.92,336.15,333.42,326.64,322.60,336.68,337.86,348.16,343.16
2003-04-08 21:54:47+00:00,L7,,268.45,265.52,240.96,247.21,266.49,262.29,249.47,260.00,265.58,268.51,280.90,280.30,278.02,286.47,285.94,281.16,269.67,276.43,267.93,260.15,269.80,274.60,277.49,283.14,280.24,280.45,280.93,284.05,288.99,291.72,297.38,296.30,300.71,306.38,307.62,309.24,317.11,309.35,308.69,303.16,318.87,311.34,312.20,310.93,311.88,320.43,318.98,326.55,332.17,336.00,337.29,336.94,331.42,338.25,341.02,,,,,359.08,358.42
2003-04-24 21:54:46+00:00,L7,,,,,,,,,,,,,,,298.00,302.60,296.64,283.00,279.82,279.79,273.86,275.82,282.65,286.85,291.92,292.60,299.91,297.65,288.59,291.53,294.25,298.86,303.45,305.05,308.83,312.11,319.72,331.65,319.04,318.00,319.22,319.81,317.59,312.74,315.30,313.00,316.49,323.16,327.38,338.84,337.37,352.32,346.89,340.05,345.40,338.50,335.60,342.79,343.83,345.16,349.07,348.72
2003-05-03 21:48:37+00:00,L7,277.48,269.67,263.22,250.51,235.22,249.48,247.65,262.53,253.18,263.01,267.64,266.81,263.81,265.10,263.72,265.53,261.87,261.42,256.10,254.84,256.39,256.72,258.50,262.20,257.64,274.38,276.54,263.61,262.50,264.74,278.97,281.11,286.40,289.87,293.46,,,,,,,,,,,301.22,298.09,303.28,312.90,311.30,321.82,325.69,319.66,319.97,321.52,320.69,330.43,319.97,328.23,326.99,331.21,330.86
2003-05-10 21:54:46+00:00,L7,,,,,,,,,,,,291.89,291.57,298.41,298.87,300.62,288.35,273.17,280.29,283.26,267.15,268.81,284.92,273.02,279.33,294.77,296.46,293.08,291.29,286.70,294.38,297.31,297.11,313.18,302.74,309.73,315.75,320.48,317.21,311.10,320.27,319.59,318.89,314.43,316.01,313.99,322.80,332.63,326.23,330.49,337.43,352.11,346.97,338.21,336.30,339.91,336.07,339.46,340.21,349.22,352.05,349.65
2003-05-26 21:54:43+00:00,L7,,,,,,,,,,,,286.20,280.81,294.66,305.97,303.33,295.67,283.65,286.35,292.87,278.09,270.95,294.75,287.38,282.85,301.24,304.41,291.21,295.13,290.35,295.44,304.26,303.64,305.91,312.81,310.39,323.37,333.13,317.56,312.52,319.19,318.93,311.18,297.88,299.31,302.39,321.84,330.14,,,,,,,,326.47,309.19,305.25,316.05,321.78,329.76,319.73
2003-07-21 21:42:33+00:00,L5,321.44,318.22,320.55,305.36,314.09,304.63,298.00,319.50,288.50,288.40,282.83,295.52,299.52,308.06,305.06,303.93,300.35,297.78,288.98,285.11,277.09,276.69,277.75,290.31,298.26,306.20,309.86,307.92,305.48,309.21,310.80,303.57,302.55,305.97,316.34,310.13,318.25,330.31,330.26,327.59,325.65,322.69,319.94,314.38,325.59,329.17,319.41,324.70,,336.09,350.95,351.99,349.37,,,341.12,336.28,330.37,338.23,340.43,348.57,348.13
2003-08-06 21:42:51+00:00,L5,,308.10,305.49,301.48,275.01,,,,,,,,,,,,,280.05,277.65,275.05,260.47,264.36,,271.34,269.52,276.87,283.41,287.25,295.63,295.98,289.31,294.34,279.09,289.88,298.47,297.64,305.14,312.65,320.39,303.16,301.25,304.35,312.22,314.31,308.00,312.71,310.41,310.35,,,,,,,,345.36,339.96,319.81,328.03,329.58,342.81,335.49
2003-08-15 21:36:48+00:00,L5,287.83,286.45,280.38,258.08,244.36,267.06,255.85,252.88,262.92,272.02,276.98,277.60,279.28,276.40,273.53,268.69,263.19,269.53,266.32,261.12,254.81,258.37,268.99,263.29,262.88,259.39,257.31,264.09,264.23,272.44,263.02,268.75,280.09,287.58,286.46,292.48,292.99,301.89,298.28,285.73,284.89,287.14,288.09,296.30,307.26,312.21,308.26,307.25,319.85,322.60,331.46,330.41,328.28,326.91,,,,,,,,
2003-10-10 21:47:55+00:00,L7,,,,,,,,251.44,252.50,268.03,276.77,282.48,285.98,280.78,,,,,,257.53,256.45,258.59,257.05,267.75,264.65,266.06,,,,,,,273.45,269.84,280.75,284.01,278.85,290.43,295.23,,,,,,307.95,306.49,306.54,315.72,313.93,314.30,323.15,325.64,,,,,75.91,310.98,316.86,323.65,332.54,328.29
2003-10-17 21:54:15+00:00,L7,,,294.31,271.64,301.73,296.62,289.99,340.08,275.16,285.14,302.76,,,,294.54,298.19,288.15,294.86,281.34,279.48,270.63,273.16,279.88,,,,289.26,280.54,273.63,285.39,288.93,292.10,294.11,294.75,298.14,,,,,307.49,312.52,306.61,296.48,313.20,324.78,327.09,325.23,329.22,,,,,343.53,323.38,331.11,333.87,325.84,321.47,328.88,333.89,346.64,
2003-10-18 21:37:48+00:00,L5,330.76,319.21,306.38,308.11,329.86,318.04,305.19,338.06,,,,,,,,,,,,280.83,278.32,279.81,280.77,289.87,287.62,285.91,285.66,278.81,276.45,286.73,288.56,290.96,295.40,301.83,306.25,308.68,311.10,312.59,316.52,312.05,319.55,312.19,302.98,316.65,323.16,326.19,329.41,337.09,337.35,337.27,346.00,348.91,340.78,330.26,334.69,336.23,324.27,326.24,335.86,339.07,352.72,348.02
2003-10-25 21:44:04+00:00,L5,304.37,296.12,295.29,264.91,269.16,290.02,285.70,331.18,263.53,271.22,282.31,282.79,281.03,282.86,295.07,292.84,282.84,280.57,272.71,272.13,259.87,256.14,260.67,267.03,265.50,268.52,274.06,274.23,267.38,278.08,285.49,283.48,279.98,278.52,274.78,281.62,281.12,285.07,305.00,303.86,311.22,304.31,295.94,308.85,313.13,305.84,303.88,318.04,314.10,313.09,321.86,340.80,334.15,322.69,325.19,330.41,328.90,318.47,318.76,330.25,339.12,337.09
