,dates,per0093-0000,per0093-0001,per0093-0002,per0093-0003,per0093-0004,per0093-0005,per0093-0006,per0093-0007,per0093-0008,per0093-0009,per0093-0010,per0093-0011,per0093-0012
0,1984-12-16 14:46:50+00:00,196.24217640284982,181.6668638612918,184.88181924516903,205.77446719973625,223.4014889106348,228.97720080325448,229.5999824403853,210.19320051099695,196.70857439325673,181.1008460016757,172.08073599829407,163.7831758931669,168.3728067748058
1,1986-04-10 14:42:16+00:00,216.13796768093243,200.8316383589654,200.32208107484064,208.57132891375747,230.34296505204074,233.1221027254063,231.82669375180527,219.07098102888438,212.59250146168557,196.9736525597048,188.6705290740062,172.79585116276598,166.75649367491323
2,1986-04-26 14:41:53+00:00,206.4465915246854,195.00879034269133,202.23116562295868,209.84948019346277,227.25324634213908,229.7093693721469,232.22360067637376,219.06267553706525,210.86461816717681,195.48919351804767,190.00041554489061,170.37976795064893,162.87548259195506
3,1986-05-12 14:41:28+00:00,,,,,,,,,,,,,
4,1986-09-01 14:37:43+00:00,,,,,,,,,,,,,
5,1986-12-06 14:35:14+00:00,202.21052933267313,191.20337367914738,197.14239350806088,217.26973458151795,232.27650803140858,232.42991922407572,234.90489031439927,230.46604364697075,227.6548855352101,204.26913187133286,186.5092768389145,179.05178207263788,172.0327918304263
6,1986-12-22 14:35:44+00:00,229.53884259126133,207.5682814323845,209.5651957983209,218.92063210251447,224.13111002645695,215.99201587953286,219.1192116250358,222.4894887331389,225.62302999636825,215.26491436825057,198.33792331591414,180.86562414470933,173.50151842959897
7,1987-01-07 14:36:13+00:00,215.19877954356053,192.1538545827898,189.33090352832383,186.7443731424067,197.06616139919421,199.0680201324034,199.90985568429068,200.5684033362248,191.52369781907018,,,,145.60919065259884
8,1987-04-13 14:39:36+00:00,223.56323126515406,203.15446645437225,203.2649217997935,208.81298676817644,221.9530229525342,228.21314992261296,228.51705285419428,224.8108614801951,224.40155412063731,222.98872564948198,209.51050780551793,198.17144248679173,
9,1987-06-16 14:41:19+00:00,,,,,,,,,,,,,
10,1987-08-03 14:42:25+00:00,202.3257154584203,180.64593242832746,180.77483400017488,197.0913712919707,219.2035708469681,222.98423061140795,224.49525098879025,213.41060121507533,194.89905949984467,164.96648736563256,171.46355168178764,164.42176566712814,162.24734711026449
11,1987-08-19 14:42:53+00:00,,,,,,,,,,,,,
12,1987-09-20 14:43:42+00:00,183.05378401883772,179.0071173413142,189.63059878590093,212.48510544406756,232.05347884440712,229.33810516589685,226.2453130509719,226.15928907448665,227.24468318012896,190.12930535377316,193.02915861750824,179.92692079586536,173.05352370887456
13,1987-10-06 14:44:02+00:00,182.90250951233833,167.65160886892366,178.2293685587792,200.5753410949913,226.6688804680532,231.95842228940248,218.3805122711296,207.01756944827943,202.05699766481334,196.94209230211536,182.72767977811978,164.8893951683347,155.87911432068864
14,1987-11-23 14:44:57+00:00,180.06037948219586,175.2130461377028,176.87935783374158,198.96234186933893,220.73994389555315,229.0833845719537,227.3977955570292,205.41067206284404,180.94865558402392,174.1028609671351,166.0153476292059,157.2375971263269,156.86047203162707
15,1987-12-09 14:45:10+00:00,,,,,,,,,,,,,
